EPI,Between-EPI,Within-EPI,Gini,Personal Income,Household Income,Rurality (%),Poverty (%),state
0.9817948118454718,0.8749582440493731,0.10683656779609871,0.6796326637268066,55406.0,64340.0,0.06497111126635055,12.5,NEVADA
0.969320905069057,0.9127175311006461,0.0566033739684109,0.5845121145248413,68542.0,88841.0,0.4405567104890737,7.0,NEW HAMPSHIRE
0.9765732515531332,0.7207739957128674,0.2557992558402659,0.695059061050415,71577.0,72920.0,0.1445858544224216,12.7,NEW YORK
0.9941754104450513,0.7315918819081815,0.26258352853686995,0.5704008340835571,53545.0,62689.0,0.20544073261319143,12.6,OHIO
0.9811992307301644,0.717601015394207,0.2635982153359574,0.5844764113426208,57005.0,81855.0,0.2072701577142475,11.0,OREGON
0.8416296534981282,0.7893104280695219,0.0523192254286064,0.5831941366195679,59941.0,74982.0,0.09539953559436153,10.6,RHODE ISLAND
0.858487853912262,0.7123194769971533,0.1461683769151088,0.6176846027374268,60446.0,73893.0,0.44700058882120197,11.6,SOUTH DAKOTA
1.009317236804907,0.7394314805130386,0.2698857562918684,0.6441006660461426,55601.0,67404.0,0.1700862826882578,13.4,TEXAS
1.0060607250724343,0.7756331031419832,0.2304276219304512,0.5589377880096436,62756.0,81133.0,0.40388054742040674,9.6,ALASKA
0.7365705968250627,0.6999031677234924,0.0366674291015702,0.5656512379646301,57241.0,82199.0,0.10486075286617338,8.9,HAWAII
