region_id,value
1,2.058243835485622
2,2.16212847709281
3,2.374500614314084
4,2.090667638776817
5,2.2653438690821264
6,2.390146022598537
7,2.1320782017083757
8,1.9556804823275313
9,2.123044332837422
10,2.078872102501386
11,2.036930487497579
12,1.7975602340333277
13,2.1443243159552456
14,2.042443690489625
15,2.112410327333913
16,2.195610684348778
