polarization2,year,state,N
4.619156138518994,2019,GEORGIA,469
4.389882753534989,2019,HAWAII,45
4.590961704676393,2019,IDAHO,80
4.604781112926519,2019,ILLINOIS,550
4.563235993664774,2019,INDIANA,324
4.510827420591708,2019,IOWA,135
4.677899072534485,2019,KANSAS,104
4.760150990590323,2019,KENTUCKY,242
4.602565607559171,2019,LOUISIANA,168
4.326969273781151,2019,MAINE,81
4.868389165706015,2019,MARYLAND,257
4.37031325549035,2019,MASSACHUSETTS,228
4.600182008087906,2019,MICHIGAN,465
4.5312406000471555,2019,MINNESOTA,246
5.0109854007227685,2019,MISSISSIPPI,111
4.642849918598895,2019,MISSOURI,345
4.2842754515364305,2019,MONTANA,66
4.3061192140351725,2019,NEBRASKA,72
4.268991113497159,2019,NEVADA,186
4.513919559454234,2019,NEW HAMPSHIRE,79
4.661313483315565,2019,NEW JERSEY,430
4.722426606612351,2019,NEW MEXICO,101
4.712659833492946,2019,NEW YORK,894
4.632015716803641,2019,NORTH CAROLINA,426
4.370165918744081,2019,NORTH DAKOTA,42
4.623205103650344,2019,OHIO,585
4.581583281530962,2019,OKLAHOMA,143
4.551909146309075,2019,OREGON,276
4.810147982822416,2019,PENNSYLVANIA,821
4.302429272040385,2019,RHODE ISLAND,42
4.809942593729448,2019,SOUTH CAROLINA,207
4.547310350343706,2019,SOUTH DAKOTA,36
4.79709337829868,2019,TENNESSEE,300
4.638113806668924,2019,TEXAS,1043
4.593688903823485,2019,UTAH,124
3.7957695502466215,2019,VERMONT,34
4.600858564587165,2019,VIRGINIA,462
4.476098087017747,2019,WASHINGTON,368
4.7073493931010315,2019,WEST VIRGINIA,99
4.739640794878775,2019,WISCONSIN,312
4.206508428320243,2019,WYOMING,30
4.754659087974387,2020,ALABAMA,767
4.130115482782944,2020,ALASKA,87
4.530894889176603,2020,ARIZONA,1203
4.321321722613357,2020,ARKANSAS,410
4.5895862764921205,2020,CALIFORNIA,4119
4.418277096140548,2020,COLORADO,828
4.463965250396916,2020,CONNECTICUT,495
4.806064697720995,2020,DELAWARE,197
4.54473275625333,2020,DISTRICT OF COLUMBIA,175
4.70973271383418,2020,FLORIDA,3828
4.737635410099036,2020,GEORGIA,1622
4.400500836730508,2020,HAWAII,155
4.142696468083618,2020,IDAHO,250
4.623199720793279,2020,ILLINOIS,1862
4.590588872296356,2020,INDIANA,1157
4.547251526596886,2020,IOWA,520
4.4924734264183925,2020,KANSAS,366
4.825820359418053,2020,KENTUCKY,846
4.826836355094109,2020,LOUISIANA,507
4.751545362335758,2020,MAINE,287
4.630775102284504,2020,MARYLAND,948
4.175463737247545,2020,MASSACHUSETTS,971
4.635916805092704,2020,MICHIGAN,1571
4.4569574366773725,2020,MINNESOTA,844
4.989328414283374,2020,MISSISSIPPI,369
4.644015402551213,2020,MISSOURI,1154
4.1764511277137615,2020,MONTANA,180
4.259366040312374,2020,NEBRASKA,280
4.7072523107607545,2020,NEVADA,581
3.969017615667455,2020,NEW HAMPSHIRE,289
4.622102844672453,2020,NEW JERSEY,1418
4.692184150148481,2020,NEW MEXICO,302
4.554995573235828,2020,NEW YORK,3042
4.625223875338948,2020,NORTH CAROLINA,1620
4.527434658670947,2020,NORTH DAKOTA,115
4.5846891601121325,2020,OHIO,2124
4.594049445944616,2020,OKLAHOMA,446
4.655805604687605,2020,OREGON,737
4.731428073330731,2020,PENNSYLVANIA,2652
4.363512842453357,2020,RHODE ISLAND,145
4.684343845973554,2020,SOUTH CAROLINA,868
4.629182538494673,2020,SOUTH DAKOTA,128
4.606023256414721,2020,TENNESSEE,1179
4.621728824992408,2020,TEXAS,3556
4.311448181291599,2020,UTAH,404
4.033414598286143,2020,VERMONT,114
4.479700842052851,2020,VIRGINIA,1502
4.47259264414324,2020,WASHINGTON,1113
4.4615259146806885,2020,WEST VIRGINIA,362
4.588315574103383,2020,WISCONSIN,997
4.596653814066375,2020,WYOMING,77
4.762417058535676,2021,ALABAMA,320
4.036713123441171,2021,ALASKA,38
4.471184977132446,2021,ARIZONA,559
4.481768262832455,2021,ARKANSAS,169
4.636475836257049,2021,CALIFORNIA,1842
4.52016520175766,2021,COLORADO,354
4.460058990685611,2021,CONNECTICUT,172
4.420735102262126,2021,DELAWARE,76
4.733950784023701,2021,DISTRICT OF COLUMBIA,81
4.6098636217753075,2021,FLORIDA,1564
4.557646842223676,2021,GEORGIA,615
4.546796241097317,2021,HAWAII,77
4.28407874643341,2021,IDAHO,113
4.526113780967949,2021,ILLINOIS,779
4.532946068339763,2021,INDIANA,463
4.332753756867887,2021,IOWA,221
4.203617150649643,2021,KANSAS,181
4.777944128989622,2021,KENTUCKY,347
4.684167990046067,2021,LOUISIANA,238
4.256198234055443,2021,MAINE,115
4.511815934293284,2021,MARYLAND,378
4.222383313387759,2021,MASSACHUSETTS,341
4.571523211133028,2021,MICHIGAN,624
4.602555964613632,2021,MINNESOTA,333
4.883309795165781,2021,MISSISSIPPI,154
4.470093504580147,2021,MISSOURI,425
4.330236367375306,2021,MONTANA,78
4.714391186253103,2021,NEBRASKA,121
4.569897441051193,2021,NEVADA,288
4.337018102150712,2021,NEW HAMPSHIRE,93
4.572151367084997,2021,NEW JERSEY,547
4.662949073831334,2021,NEW MEXICO,156
4.607260923685329,2021,NEW YORK,1250
4.4771043637410735,2021,NORTH CAROLINA,647
4.686087312662768,2021,NORTH DAKOTA,41
4.528638646109949,2021,OHIO,809
4.375893662991931,2021,OKLAHOMA,207
4.347414465947654,2021,OREGON,348
4.652192216616617,2021,PENNSYLVANIA,1043
4.55831096658011,2021,RHODE ISLAND,60
4.567235093244399,2021,SOUTH CAROLINA,343
4.5753751258666036,2021,SOUTH DAKOTA,56
4.610046847657915,2021,TENNESSEE,467
4.596741544532948,2021,TEXAS,1577
4.311144520523482,2021,UTAH,188
4.07397046728719,2021,VERMONT,49
4.602032798903846,2021,VIRGINIA,545
4.221523921417482,2021,WASHINGTON,512
4.671237586883569,2021,WEST VIRGINIA,146
4.572532433386715,2021,WISCONSIN,403
4.363678769155795,2021,WYOMING,31
