candidate,party_id,district_id,value,N,Q,vQ/N
   Aallosvirta Vesa                      ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   KUOPION LÄÄNIN - KUOPIO LÄNS          ,680,32739,14,0.29078469104126575
   Airas Rauno                           ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   KUOPION LÄÄNIN - KUOPIO LÄNS          ,2740,32739,14,1.1716912550780414
   Hentelä Pirjo                         ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   KUOPION LÄÄNIN - KUOPIO LÄNS          ,990,32739,14,0.423348300192431
   Hosia Marjukka                        ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   KUOPION LÄÄNIN - KUOPIO LÄNS          ,1599,32739,14,0.6837716484926235
   Koljonen Veijo                        ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   KUOPION LÄÄNIN - KUOPIO LÄNS          ,682,32739,14,0.2916399401325636
   Lonka Heikki                          ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   KUOPION LÄÄNIN - KUOPIO LÄNS          ,354,32739,14,0.15137908915971776
   Riikonen Tuula                        ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   KUOPION LÄÄNIN - KUOPIO LÄNS          ,1619,32739,14,0.6923241394056019
   Ruonala Irja                          ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   KUOPION LÄÄNIN - KUOPIO LÄNS          ,3174,32739,14,1.357280307889673
   Ruotsalainen Jorma                    ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   KUOPION LÄÄNIN - KUOPIO LÄNS          ,542,32739,14,0.23177250374171476
   Räisänen Kaarina                      ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   KUOPION LÄÄNIN - KUOPIO LÄNS          ,790,32739,14,0.33782339106264697
   Suvanto Johanna                       ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   KUOPION LÄÄNIN - KUOPIO LÄNS          ,365,32739,14,0.15608295916185588
  *Kukkonen Jorma                        ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   KUOPION LÄÄNIN - KUOPIO LÄNS          ,4910,32739,14,2.0996365191361983
  *Rajamäki Kari                         ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   KUOPION LÄÄNIN - KUOPIO LÄNS          ,7353,32739,14,3.1443232841565107
  *Tykkyläinen Marja-Liisa               ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   KUOPION LÄÄNIN - KUOPIO LÄNS          ,6941,32739,14,2.9681419713491555
   Aalto Jukka                           ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   ÅBO LÄNS SÖDRA                        ,1368,68099,17,0.34150281208240946
   Ahokas Markku                         ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   ÅBO LÄNS SÖDRA                        ,581,68099,17,0.1450388405116081
   Hellsten Jorma                        ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   ÅBO LÄNS SÖDRA                        ,3992,68099,17,0.9965491416907737
   Kivijärvi Anneli                      ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   ÅBO LÄNS SÖDRA                        ,3228,68099,17,0.8058268109663872
   Leino Mia                             ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   ÅBO LÄNS SÖDRA                        ,930,68099,17,0.23216199944198887
   Nieminen Miila                        ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   ÅBO LÄNS SÖDRA                        ,2105,68099,17,0.5254849557262221
   Rosas Tuula                           ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   ÅBO LÄNS SÖDRA                        ,2696,68099,17,0.673020161823228
   Rosenlöf Jarmo                        ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   ÅBO LÄNS SÖDRA                        ,3165,68099,17,0.7900997077783815
   Rönnholm Mikko                        ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   ÅBO LÄNS SÖDRA                        ,2239,68099,17,0.5589362545705517
   Saarinen Arto                         ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   ÅBO LÄNS SÖDRA                        ,1709,68099,17,0.426628878544472
   Savolainen Anja                       ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   ÅBO LÄNS SÖDRA                        ,822,68099,17,0.2052012511196934
   Vartiainen Helena                     ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   ÅBO LÄNS SÖDRA                        ,4816,68099,17,1.2022496659275466
  *Koskinen Marjaana                     ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   ÅBO LÄNS SÖDRA                        ,5153,68099,17,1.28637718615545
  *Mikkola Jukka                         ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   ÅBO LÄNS SÖDRA                        ,6160,68099,17,1.5377612006050014
  *Paasio Pertti                         ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   ÅBO LÄNS SÖDRA                        ,14606,68099,17,3.646191574031924
  *Puisto Virpa                          ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   ÅBO LÄNS SÖDRA                        ,7136,68099,17,1.7814064817398199
  *Roos Jukka                            ,  SOCIAL DEMOCRATIC PARTY OF FINLAND     ,   ÅBO LÄNS SÖDRA                        ,7393,68099,17,1.8455630772845417
   Aalto Kai Mikael                      ,                                         ,   OULUN LÄÄNIN - ULEÅBORGS LÄNS         ,91,1175,6,0.4646808510638298
