candidate,party_id,district_id,value,N,Q,vQ/N
*Aho Esko,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,11869.0,18343.0,20,12.941176470588236
Antinmäki-Vesterinen Riitta,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,415.0,18343.0,20,0.45248868778280543
Balmer Heljä,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,153.0,18343.0,20,0.16682113067655235
Bogdanoff Ulla,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,180.0,18343.0,20,0.19626015373712044
Falck Marianne,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,265.0,18343.0,20,0.28893855966853843
Jakkila Lauri,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,666.0,18343.0,20,0.7261625688273455
Jalonen Eeva,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,97.0,18343.0,20,0.10576241618055934
Karjalainen Matti,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,81.0,18343.0,20,0.08831706918170419
Linnainmaa Irina,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,45.0,18343.0,20,0.04906503843428011
Mandalios Georgios,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,129.0,18343.0,20,0.14065311017826965
Molander Sole,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,1133.0,18343.0,20,1.2353486343564302
Norri Lauri,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,112.0,18343.0,20,0.12211742899198605
Nousiainen Jarmo,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,216.0,18343.0,20,0.2355121844845445
Nyberg Anne,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,106.0,18343.0,20,0.11557542386741536
Peltokorpi Terhi,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,762.0,18343.0,20,0.8308346508204765
Pentti Veikko,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,98.0,18343.0,20,0.10685275036798779
Puska Pekka,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,1719.0,18343.0,20,1.8742844681895001
Romppainen Teijo,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,81.0,18343.0,20,0.08831706918170419
Tyyri Jouko,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,176.0,18343.0,20,0.19189881698740663
Vottonen Jaakko,CENTER PARTY OF FINLAND,HELSINKI - HELSINGFORS,40.0,18343.0,20,0.04361336749713787
*Aho Hannu,CENTER PARTY OF FINLAND,VAASA - VASA,6372.0,77901.0,16,1.3087380136326876
*Jäätteenmäki Anneli,CENTER PARTY OF FINLAND,VAASA - VASA,11932.0,77901.0,16,2.45070024775035
*Kiviniemi Mari,CENTER PARTY OF FINLAND,VAASA - VASA,8675.0,77901.0,16,1.7817486296709926
*Lintilä Mika,CENTER PARTY OF FINLAND,VAASA - VASA,6979.0,77901.0,16,1.4334090704869
*Ranta-Muotio Aulis,CENTER PARTY OF FINLAND,VAASA - VASA,7497.0,77901.0,16,1.5398005160395887
*Vihriälä Jukka,CENTER PARTY OF FINLAND,VAASA - VASA,8298.0,77901.0,16,1.7043170177533022
