candidate,value,elected,party,party_id,district_id,N,Q,vQ/N
TOGLIATTI PALMIRO,96661,Eletto,PCI,1,1,309827,33,10.295464888470017
PAJETTA GIAN CARLO,64907,Eletto,PCI,1,1,309827,33,6.913312913335506
SECCHIA PIETRO,18049,Eletto,PCI,1,1,309827,33,1.9224179945582536
ARIAN LEVI GIORGINA,13868,Eletto,PCI,1,1,309827,33,1.4770952822058763
MAULINI PASQUALE,12752,Eletto,PCI,1,1,309827,33,1.3582289471221036
TODROS ALBERTO,12508,Eletto,PCI,1,1,309827,33,1.3322402502041462
SULOTTO EGIDIO,12180,Eletto,PCI,1,1,309827,33,1.297304624839023
SCARPA SERGIO,10604,Eletto,PCI,1,1,309827,33,1.1294432054017243
MARCHISIO DOMENICO,10562,Eletto,PCI,1,1,309827,33,1.1249697411781414
VACCHETTA FERDINANDO,10295,,PCI,1,1,309827,33,1.0965312900425075
TEMPIA VALENTA ELVO,9089,,PCI,1,1,309827,33,0.9680789601939147
BALCONI MARCELLA,6106,,PCI,1,1,309827,33,0.6503564892665907
SPAGNOLI UGO,3407,,PCI,1,1,309827,33,0.36288315737492216
BONADIES GENNARI ANNA MARIA,3259,,PCI,1,1,309827,33,0.34711952153943976
BALDINI ENEA,2796,,PCI,1,1,309827,33,0.2978049040270861
FABBRIS DAZZI PIERINA CARMEN,2517,,PCI,1,1,309827,33,0.26808832025614293
GHISIO GIOACCHINO,2345,,PCI,1,1,309827,33,0.2497684191500418
SCHELLINO FERDINANDO,1835,,PCI,1,1,309827,33,0.19544778214939304
SASSONE IRMO,1734,,PCI,1,1,309827,33,0.18469016580220574
RUSPA CARLO,1516,,PCI,1,1,309827,33,0.16147075626075197
CONTE LUIGI,1457,,PCI,1,1,309827,33,0.1551866041371475
CAVAZZINI SEVERINO,1349,,PCI,1,1,309827,33,0.14368341041936306
BOUCHARD OSCAR,1301,,PCI,1,1,309827,33,0.13857087987812552
MASTROIANNI UMBERTO,1225,,PCI,1,1,309827,33,0.13047603985449946
RICCA FRANCO,1157,,PCI,1,1,309827,33,0.12323328825441295
ZAMPIERI FERDINANDO,1146,,PCI,1,1,309827,33,0.12206166667204602
MORIGI MARIO,857,,PCI,1,1,309827,33,0.09127997237167838
POZZO GIUSEPPE,840,,PCI,1,1,309827,33,0.08946928447165677
GROSSO GIUSEPPE,825,,PCI,1,1,309827,33,0.08787161867752004
GELSOMINO MICHELINA,816,,PCI,1,1,309827,33,0.086913019201038
OSELLA GIOVANNI,810,,PCI,1,1,309827,33,0.08627395288338331
