candidate,party_id,district_id,value,N,Q,vQ/N
A. (Aalâa) Alrubey,600139,744021,134,2794,46,2.2061560486757337
A. (Abdul) Maroof,600139,744021,21,2794,46,0.3457408732999284
A. (Ahmet) Kaya,600139,744021,34,2794,46,0.5597709377236937
A. (Ahmet) Yildirim,600139,744021,9,2794,46,0.1481746599856836
A. (Aysel) Ağirbaş,600139,744021,2,2794,46,0.0329277022190408
A. (Ayşe) Konuksever-Tekin,600139,744021,8,2794,46,0.1317108088761632
C. (Celil) Tan,600139,744021,1,2794,46,0.0164638511095204
C. (Cemil) Kahramanoğlu,600139,744021,2,2794,46,0.0329277022190408
D.A. (Doğukan) Ergin,600139,744021,163,2794,46,2.683607730851825
E. (Emel) Gün,600139,744021,46,2794,46,0.7573371510379384
E. (Erdoğan) Şahin,600139,744021,2,2794,46,0.0329277022190408
E.E. (Emma) Manhoef,600139,744021,6,2794,46,0.09878310665712241
F. (Faouzi) Achbar,600139,744021,9,2794,46,0.1481746599856836
F. (Funda) Ileri,600139,744021,18,2794,46,0.2963493199713672
F. (Furkan) Kondu,600139,744021,2,2794,46,0.0329277022190408
G.J. (Yaw) Mac Intosch,600139,744021,2,2794,46,0.0329277022190408
H. (Hassan) Buyatui,600139,744021,6,2794,46,0.09878310665712241
I. (Ilker) Delener,600139,744021,2,2794,46,0.0329277022190408
I. (Ismail) El Abassi,600139,744021,124,2794,46,2.0415175375805297
J.I. (Iskender) Şimşek,600139,744021,1,2794,46,0.0164638511095204
M. (Mahmut) Sungur,600139,744021,2,2794,46,0.0329277022190408
M. (Mehmet) Safranti,600139,744021,3,2794,46,0.049391553328561204
M. (Mila) van Burik,600139,744021,3,2794,46,0.049391553328561204
M. (Mounir) Ben Touhami,600139,744021,1,2794,46,0.0164638511095204
M.I. (Ibrahim) Ghazi,600139,744021,7,2794,46,0.1152469577666428
M.I. (Mustafa) Bal,600139,744021,7,2794,46,0.1152469577666428
M.J. (Juzoef) Tangali,600139,744021,0,2794,46,0.0
N. (Naoufal) Akhatab,600139,744021,6,2794,46,0.09878310665712241
N. (Nizaam) Muradin,600139,744021,2,2794,46,0.0329277022190408
N. (Nur) Icar,600139,744021,3,2794,46,0.049391553328561204
N.E. (Nancy) Rijssel,600139,744021,22,2794,46,0.36220472440944884
O. (Omar) Fkihi,600139,744021,3,2794,46,0.049391553328561204
R. (Ramazan) Özcan,600139,744021,7,2794,46,0.1152469577666428
R. (Ramzy) Othman,600139,744021,5,2794,46,0.082319255547602
S. (Salih) Akça,600139,744021,1,2794,46,0.0164638511095204
S. (Selim) Özçelik,600139,744021,13,2794,46,0.2140300644237652
S. (Süleyman) Koyuncu,600139,744021,8,2794,46,0.1317108088761632
S.D. (Safa) Sodirijo,600139,744021,3,2794,46,0.049391553328561204
S.R.T. (Stephan) van Baarle,600139,744021,1922,2794,46,31.64352183249821
S.Y. (Sheher) Khan,600139,744021,13,2794,46,0.2140300644237652
T. (Tahsin) Çetinkaya,600139,744021,7,2794,46,0.1152469577666428
Y. (Yıldırım) Usta,600139,744021,147,2794,46,2.420186113099499
Y.C. (Can) Bayrakci,600139,744021,8,2794,46,0.1317108088761632
Ç. (Çaner) Kaplan,600139,744021,6,2794,46,0.09878310665712241
Ş. (Şebnem) Pancar,600139,744021,0,2794,46,0.0
Ş. (Şeyda) Dokgöz,600139,744021,3,2794,46,0.049391553328561204
A. (Aalâa) Alrubey,600139,744022,92,1675,46,2.5265671641791045
A. (Abdul) Maroof,600139,744022,14,1675,46,0.3844776119402985
A. (Ahmet) Kaya,600139,744022,14,1675,46,0.3844776119402985
A. (Ahmet) Yildirim,600139,744022,1,1675,46,0.02746268656716418
A. (Aysel) Ağirbaş,600139,744022,0,1675,46,0.0
A. (Ayşe) Konuksever-Tekin,600139,744022,3,1675,46,0.08238805970149254
C. (Celil) Tan,600139,744022,0,1675,46,0.0
C. (Cemil) Kahramanoğlu,600139,744022,1,1675,46,0.02746268656716418
D.A. (Doğukan) Ergin,600139,744022,77,1675,46,2.114626865671642
E. (Emel) Gün,600139,744022,22,1675,46,0.6041791044776119
E. (Erdoğan) Şahin,600139,744022,5,1675,46,0.1373134328358209
E.E. (Emma) Manhoef,600139,744022,2,1675,46,0.05492537313432836
F. (Faouzi) Achbar,600139,744022,5,1675,46,0.1373134328358209
F. (Funda) Ileri,600139,744022,2,1675,46,0.05492537313432836
F. (Furkan) Kondu,600139,744022,1,1675,46,0.02746268656716418
G.J. (Yaw) Mac Intosch,600139,744022,2,1675,46,0.05492537313432836
H. (Hassan) Buyatui,600139,744022,5,1675,46,0.1373134328358209
I. (Ilker) Delener,600139,744022,0,1675,46,0.0
I. (Ismail) El Abassi,600139,744022,104,1675,46,2.8561194029850747
J.I. (Iskender) Şimşek,600139,744022,2,1675,46,0.05492537313432836
M. (Mahmut) Sungur,600139,744022,0,1675,46,0.0
M. (Mehmet) Safranti,600139,744022,19,1675,46,0.5217910447761194
M. (Mila) van Burik,600139,744022,4,1675,46,0.10985074626865672
M. (Mounir) Ben Touhami,600139,744022,3,1675,46,0.08238805970149254
M.I. (Ibrahim) Ghazi,600139,744022,9,1675,46,0.2471641791044776
M.I. (Mustafa) Bal,600139,744022,8,1675,46,0.21970149253731344
M.J. (Juzoef) Tangali,600139,744022,1,1675,46,0.02746268656716418
N. (Naoufal) Akhatab,600139,744022,0,1675,46,0.0
N. (Nizaam) Muradin,600139,744022,1,1675,46,0.02746268656716418
N. (Nur) Icar,600139,744022,4,1675,46,0.10985074626865672
N.E. (Nancy) Rijssel,600139,744022,25,1675,46,0.6865671641791045
O. (Omar) Fkihi,600139,744022,5,1675,46,0.1373134328358209
R. (Ramazan) Özcan,600139,744022,2,1675,46,0.05492537313432836
R. (Ramzy) Othman,600139,744022,3,1675,46,0.08238805970149254
S. (Salih) Akça,600139,744022,2,1675,46,0.05492537313432836
S. (Selim) Özçelik,600139,744022,11,1675,46,0.30208955223880596
S. (Süleyman) Koyuncu,600139,744022,0,1675,46,0.0
S.D. (Safa) Sodirijo,600139,744022,5,1675,46,0.1373134328358209
S.R.T. (Stephan) van Baarle,600139,744022,1198,1675,46,32.900298507462686
S.Y. (Sheher) Khan,600139,744022,2,1675,46,0.05492537313432836
T. (Tahsin) Çetinkaya,600139,744022,3,1675,46,0.08238805970149254
Y. (Yıldırım) Usta,600139,744022,9,1675,46,0.2471641791044776
Y.C. (Can) Bayrakci,600139,744022,3,1675,46,0.08238805970149254
Ç. (Çaner) Kaplan,600139,744022,2,1675,46,0.05492537313432836
Ş. (Şebnem) Pancar,600139,744022,0,1675,46,0.0
Ş. (Şeyda) Dokgöz,600139,744022,4,1675,46,0.10985074626865672
A. (Aalâa) Alrubey,600139,744023,88,1487,46,2.7222595830531273
A. (Abdul) Maroof,600139,744023,5,1487,46,0.1546738399462004
A. (Ahmet) Kaya,600139,744023,19,1487,46,0.5877605917955615
A. (Ahmet) Yildirim,600139,744023,1,1487,46,0.03093476798924008
A. (Aysel) Ağirbaş,600139,744023,0,1487,46,0.0
A. (Ayşe) Konuksever-Tekin,600139,744023,4,1487,46,0.12373907195696032
C. (Celil) Tan,600139,744023,0,1487,46,0.0
C. (Cemil) Kahramanoğlu,600139,744023,0,1487,46,0.0
D.A. (Doğukan) Ergin,600139,744023,83,1487,46,2.567585743106927
E. (Emel) Gün,600139,744023,14,1487,46,0.43308675184936113
E. (Erdoğan) Şahin,600139,744023,8,1487,46,0.24747814391392065
E.E. (Emma) Manhoef,600139,744023,4,1487,46,0.12373907195696032
F. (Faouzi) Achbar,600139,744023,5,1487,46,0.1546738399462004
F. (Funda) Ileri,600139,744023,2,1487,46,0.06186953597848016
F. (Furkan) Kondu,600139,744023,0,1487,46,0.0
G.J. (Yaw) Mac Intosch,600139,744023,1,1487,46,0.03093476798924008
H. (Hassan) Buyatui,600139,744023,1,1487,46,0.03093476798924008
I. (Ilker) Delener,600139,744023,1,1487,46,0.03093476798924008
I. (Ismail) El Abassi,600139,744023,85,1487,46,2.629455279085407
J.I. (Iskender) Şimşek,600139,744023,0,1487,46,0.0
M. (Mahmut) Sungur,600139,744023,0,1487,46,0.0
M. (Mehmet) Safranti,600139,744023,3,1487,46,0.09280430396772024
M. (Mila) van Burik,600139,744023,1,1487,46,0.03093476798924008
M. (Mounir) Ben Touhami,600139,744023,3,1487,46,0.09280430396772024
M.I. (Ibrahim) Ghazi,600139,744023,4,1487,46,0.12373907195696032
M.I. (Mustafa) Bal,600139,744023,2,1487,46,0.06186953597848016
M.J. (Juzoef) Tangali,600139,744023,1,1487,46,0.03093476798924008
N. (Naoufal) Akhatab,600139,744023,0,1487,46,0.0
N. (Nizaam) Muradin,600139,744023,2,1487,46,0.06186953597848016
N. (Nur) Icar,600139,744023,2,1487,46,0.06186953597848016
N.E. (Nancy) Rijssel,600139,744023,18,1487,46,0.5568258238063215
O. (Omar) Fkihi,600139,744023,1,1487,46,0.03093476798924008
R. (Ramazan) Özcan,600139,744023,4,1487,46,0.12373907195696032
R. (Ramzy) Othman,600139,744023,3,1487,46,0.09280430396772024
S. (Salih) Akça,600139,744023,0,1487,46,0.0
S. (Selim) Özçelik,600139,744023,13,1487,46,0.4021519838601211
S. (Süleyman) Koyuncu,600139,744023,0,1487,46,0.0
S.D. (Safa) Sodirijo,600139,744023,3,1487,46,0.09280430396772024
S.R.T. (Stephan) van Baarle,600139,744023,1068,1487,46,33.03833221250841
S.Y. (Sheher) Khan,600139,744023,2,1487,46,0.06186953597848016
T. (Tahsin) Çetinkaya,600139,744023,7,1487,46,0.21654337592468056
Y. (Yıldırım) Usta,600139,744023,17,1487,46,0.5258910558170814
Y.C. (Can) Bayrakci,600139,744023,2,1487,46,0.06186953597848016
Ç. (Çaner) Kaplan,600139,744023,4,1487,46,0.12373907195696032
Ş. (Şebnem) Pancar,600139,744023,1,1487,46,0.03093476798924008
Ş. (Şeyda) Dokgöz,600139,744023,5,1487,46,0.1546738399462004
A. (Aalâa) Alrubey,600139,744024,201,10138,46,0.9120142039850069
A. (Abdul) Maroof,600139,744024,43,10138,46,0.1951075162753995
A. (Ahmet) Kaya,600139,744024,1273,10138,46,5.776089958571711
A. (Ahmet) Yildirim,600139,744024,18,10138,46,0.08167291378970211
A. (Aysel) Ağirbaş,600139,744024,4,10138,46,0.01814953639771158
A. (Ayşe) Konuksever-Tekin,600139,744024,32,10138,46,0.14519629118169264
C. (Celil) Tan,600139,744024,6,10138,46,0.02722430459656737
C. (Cemil) Kahramanoğlu,600139,744024,7,10138,46,0.031761688695995265
D.A. (Doğukan) Ergin,600139,744024,764,10138,46,3.466561451962912
E. (Emel) Gün,600139,744024,171,10138,46,0.77589268100217
E. (Erdoğan) Şahin,600139,744024,14,10138,46,0.06352337739199053
E.E. (Emma) Manhoef,600139,744024,4,10138,46,0.01814953639771158
F. (Faouzi) Achbar,600139,744024,8,10138,46,0.03629907279542316
F. (Funda) Ileri,600139,744024,17,10138,46,0.07713552969027422
F. (Furkan) Kondu,600139,744024,4,10138,46,0.01814953639771158
G.J. (Yaw) Mac Intosch,600139,744024,8,10138,46,0.03629907279542316
H. (Hassan) Buyatui,600139,744024,7,10138,46,0.031761688695995265
I. (Ilker) Delener,600139,744024,4,10138,46,0.01814953639771158
I. (Ismail) El Abassi,600139,744024,257,10138,46,1.166107713552969
J.I. (Iskender) Şimşek,600139,744024,13,10138,46,0.058985993292562634
M. (Mahmut) Sungur,600139,744024,12,10138,46,0.05444860919313474
M. (Mehmet) Safranti,600139,744024,24,10138,46,0.10889721838626948
M. (Mila) van Burik,600139,744024,4,10138,46,0.01814953639771158
M. (Mounir) Ben Touhami,600139,744024,11,10138,46,0.049911225093706844
M.I. (Ibrahim) Ghazi,600139,744024,28,10138,46,0.12704675478398106
M.I. (Mustafa) Bal,600139,744024,43,10138,46,0.1951075162753995
M.J. (Juzoef) Tangali,600139,744024,17,10138,46,0.07713552969027422
N. (Naoufal) Akhatab,600139,744024,5,10138,46,0.022686920497139475
N. (Nizaam) Muradin,600139,744024,3,10138,46,0.013612152298283685
N. (Nur) Icar,600139,744024,3,10138,46,0.013612152298283685
N.E. (Nancy) Rijssel,600139,744024,38,10138,46,0.17242059577826002
O. (Omar) Fkihi,600139,744024,6,10138,46,0.02722430459656737
R. (Ramazan) Özcan,600139,744024,5,10138,46,0.022686920497139475
R. (Ramzy) Othman,600139,744024,13,10138,46,0.058985993292562634
S. (Salih) Akça,600139,744024,6,10138,46,0.02722430459656737
S. (Selim) Özçelik,600139,744024,68,10138,46,0.3085421187610969
S. (Süleyman) Koyuncu,600139,744024,14,10138,46,0.06352337739199053
S.D. (Safa) Sodirijo,600139,744024,2,10138,46,0.00907476819885579
S.R.T. (Stephan) van Baarle,600139,744024,6498,10138,46,29.483921878082462
S.Y. (Sheher) Khan,600139,744024,8,10138,46,0.03629907279542316
T. (Tahsin) Çetinkaya,600139,744024,104,10138,46,0.4718879463405011
Y. (Yıldırım) Usta,600139,744024,129,10138,46,0.5853225488261985
Y.C. (Can) Bayrakci,600139,744024,23,10138,46,0.10435983428684159
Ç. (Çaner) Kaplan,600139,744024,211,10138,46,0.9573880449792859
Ş. (Şebnem) Pancar,600139,744024,3,10138,46,0.013612152298283685
Ş. (Şeyda) Dokgöz,600139,744024,5,10138,46,0.022686920497139475
A. (Aalâa) Alrubey,600139,744025,249,7505,46,1.52618254497002
A. (Abdul) Maroof,600139,744025,65,7505,46,0.3984010659560293
A. (Ahmet) Kaya,600139,744025,41,7505,46,0.25129913391072617
A. (Ahmet) Yildirim,600139,744025,7,7505,46,0.04290473017988008
