candidate,value,elected,party,party_id,district_id,N,Q,vQ/N
NARATONE TERESA,2803,,PSI,6,1,103736,28,0.7565743811213079
FAVOUT ENRICO,1828,,PSI,6,1,103736,28,0.4934063391686589
ENRIETTO ATTILIO,1644,,PSI,6,1,103736,28,0.4437418061232359
VINDROLA DOMENICO,1408,,PSI,6,1,103736,28,0.38004164417367164
CARLI ANNIBALE,1272,,PSI,6,1,103736,28,0.3433330762705329
PASSONI MARIO,1237,,PSI,6,1,103736,28,0.33388601835428394
DE FILIPPI ANGELO,1202,,PSI,6,1,103736,28,0.324438960438035
BACCONI EZIO,869,,PSI,6,1,103736,28,0.23455695226343795
CONTI TERESIO,844,,PSI,6,1,103736,28,0.22780905375183158
CAMOLETTO ADOLFO,798,,PSI,6,1,103736,28,0.21539292049047581
MENZIO ANGELO,783,,PSI,6,1,103736,28,0.211344181383512
LOMAGNO VINCENZO,765,,PSI,6,1,103736,28,0.20648569445515538
SIBONA FRANCA,753,,PSI,6,1,103736,28,0.20324670316958432
SABATINI GIUSEPPE,752,,PSI,6,1,103736,28,0.20297678722912008
CARBONERO RICCARDO,711,,PSI,6,1,103736,28,0.1919102336700856
PICCO LUIGI,655,,PSI,6,1,103736,28,0.1767949410040873
ODIAR DES AMBROIS GIULIO,485,,PSI,6,1,103736,28,0.13090923112516387
VALABREGAS GIACOBBE,332,,PSI,6,1,103736,28,0.0896120922341328
FERRARI PIERINO LUIGI,8594,Eletto,P.NAZ.MONARCHICO,7,1,40767,28,5.902617313022788
TONENGO MATTEO,8232,,P.NAZ.MONARCHICO,7,1,40767,28,5.6539848406799615
FEDELI VINCENZO,5165,,P.NAZ.MONARCHICO,7,1,40767,28,3.5474771261069002
LUCIFERO ROBERTO,2891,,P.NAZ.MONARCHICO,7,1,40767,28,1.9856256285721294
SOGNO RATA DEL VALLINO EDGARDO,2053,,P.NAZ.MONARCHICO,7,1,40767,28,1.4100620599995095
OLLIVERO LUIGI,1807,,P.NAZ.MONARCHICO,7,1,40767,28,1.241101871611843
CAVAGLIA' MAURIZIO,1360,,P.NAZ.MONARCHICO,7,1,40767,28,0.9340888463708391
SCOTTI ALESSANDRO,911,,P.NAZ.MONARCHICO,7,1,40767,28,0.625702161061643
MAIOCCO AUGUSTO,906,,P.NAZ.MONARCHICO,7,1,40767,28,0.622268010891162
LICCIARDI FRANCESCO,886,,P.NAZ.MONARCHICO,7,1,40767,28,0.6085314102092378
POESIO CARLO,800,,P.NAZ.MONARCHICO,7,1,40767,28,0.5494640272769642
BELLONO VINCENZO,784,,P.NAZ.MONARCHICO,7,1,40767,28,0.5384747467314249
PASCOLINI ETELVOLDO,728,,P.NAZ.MONARCHICO,7,1,40767,28,0.5000122648220374
ALTAMURA MARIO,637,,P.NAZ.MONARCHICO,7,1,40767,28,0.43751073171928273
MARZARI OSCAR,627,,P.NAZ.MONARCHICO,7,1,40767,28,0.4306424313783207
ROVASENDA VITTORIO,621,,P.NAZ.MONARCHICO,7,1,40767,28,0.42652145117374346
REISOLI MATTHIEU GUSTAVO,486,,P.NAZ.MONARCHICO,7,1,40767,28,0.33379939657075575
INNOCENTI ADA,475,,P.NAZ.MONARCHICO,7,1,40767,28,0.3262442661956975
BECCARIO ERMANNO,378,,P.NAZ.MONARCHICO,7,1,40767,28,0.2596217528883656
LO JACONO ANDREA,373,,P.NAZ.MONARCHICO,7,1,40767,28,0.25618760271788454
LUCCA GAUDENZIO,333,,P.NAZ.MONARCHICO,7,1,40767,28,0.22871440135403634
MAZZOLA DOMENICO,321,,P.NAZ.MONARCHICO,7,1,40767,28,0.2204724409448819
CAVALLO FELICE,306,,P.NAZ.MONARCHICO,7,1,40767,28,0.2101699904334388
GATTI GESUALDO,252,,P.NAZ.MONARCHICO,7,1,40767,28,0.17308116859224373
TADINI NESTORE,248,,P.NAZ.MONARCHICO,7,1,40767,28,0.17033384845585892
DELLANOCE GUGLIELMO,244,,P.NAZ.MONARCHICO,7,1,40767,28,0.16758652831947407
SCOVENNA GUIDO,193,,P.NAZ.MONARCHICO,7,1,40767,28,0.1325581965805676
SEREN GAJ GIACOMO,156,,P.NAZ.MONARCHICO,7,1,40767,28,0.10714548531900803
CUCCHI ALDO,642,,UN.SOCIAL.INDIP.,8,1,2364,20,5.431472081218274
GIOVANA MARIO,348,,UN.SOCIAL.INDIP.,8,1,2364,20,2.9441624365482233
NICOLETTA GIULIO,194,,UN.SOCIAL.INDIP.,8,1,2364,20,1.6412859560067683
GUERRAZ ALDO,157,,UN.SOCIAL.INDIP.,8,1,2364,20,1.3282571912013537
BOGGIA GIUSEPPE,147,,UN.SOCIAL.INDIP.,8,1,2364,20,1.2436548223350254
ANDREONI LUIGI,119,,UN.SOCIAL.INDIP.,8,1,2364,20,1.0067681895093064
BENSI GIUSEPPE,115,,UN.SOCIAL.INDIP.,8,1,2364,20,0.9729272419627749
SEGRE BRUNO,91,,UN.SOCIAL.INDIP.,8,1,2364,20,0.7698815566835872
ACCOMELLO ENRICO,82,,UN.SOCIAL.INDIP.,8,1,2364,20,0.6937394247038917
BOVERO CLARA,61,,UN.SOCIAL.INDIP.,8,1,2364,20,0.5160744500846024
GERMANO DOMENICO,59,,UN.SOCIAL.INDIP.,8,1,2364,20,0.49915397631133673
MUSSO ELIEZER,52,,UN.SOCIAL.INDIP.,8,1,2364,20,0.43993231810490696
POLETTI CARLO,52,,UN.SOCIAL.INDIP.,8,1,2364,20,0.43993231810490696
BORELLI ANTONINA,51,,UN.SOCIAL.INDIP.,8,1,2364,20,0.43147208121827413
CERCHIO LUIGI,50,,UN.SOCIAL.INDIP.,8,1,2364,20,0.4230118443316413
RAIMONDI FLEANZO,43,,UN.SOCIAL.INDIP.,8,1,2364,20,0.3637901861252115
BONIFETTO ERMANNO,40,,UN.SOCIAL.INDIP.,8,1,2364,20,0.338409475465313
CHIAPPA CARLO,26,,UN.SOCIAL.INDIP.,8,1,2364,20,0.21996615905245348
PIA MARCO,20,,UN.SOCIAL.INDIP.,8,1,2364,20,0.1692047377326565
GADDI SERGIO,15,,UN.SOCIAL.INDIP.,8,1,2364,20,0.12690355329949238
INVERNIZZI SALVATORE,6966,,MSI,9,1,27462,28,7.1024688660694775
CASALENA CARLO,4123,,MSI,9,1,27462,28,4.203772485616488
FETTARAPPA SANDRI CARLO,3668,,MSI,9,1,27462,28,3.739858713859151
ABELLI TULLIO,3423,,MSI,9,1,27462,28,3.4900589906052
FASSIO MICHELE,1027,,MSI,9,1,27462,28,1.0471196562522758
DEAMBROSIS EUGENIO,839,,MSI,9,1,27462,28,0.855436603306387
MAJORINO CARLO,813,,MSI,9,1,27462,28,0.8289272449202535
ZUCCHETTI EDOARDO,795,,MSI,9,1,27462,28,0.8105746121913917
OLLEARO ALFONSO,611,,MSI,9,1,27462,28,0.6229699220741388
ALLACEVICH POMPEO,565,,MSI,9,1,27462,28,0.5760687495448256
ANSELMI GIUSEPPE,558,,MSI,9,1,27462,28,0.5689316145947126
CABITTO LUIGI,546,,MSI,9,1,27462,28,0.5566965261088049
CESARI MARIO,493,,MSI,9,1,27462,28,0.5026582186293788
MORELLO CAMILLO,336,,MSI,9,1,27462,28,0.3425824776054184
OCCHETTO VITTORIO,309,,MSI,9,1,27462,28,0.31505352851212587
BARBI ERMETE,286,,MSI,9,1,27462,28,0.29160294224746924
CECCON ANTONIO,277,,MSI,9,1,27462,28,0.2824266258830384
BORNACIN SERGIO,275,,MSI,9,1,27462,28,0.28038744446872044
CIAVARRA FRANCO,244,,MSI,9,1,27462,28,0.24878013254679193
BATTAGLIA GIUSEPPE,241,,MSI,9,1,27462,28,0.24572136042531498
GIRAUDI LUIGI,200,,MSI,9,1,27462,28,0.20391814143179665
NIEDDU AMEDEO,183,,MSI,9,1,27462,28,0.18658509941009394
BENDINELLI GOFFREDO,157,,MSI,9,1,27462,28,0.16007574102396038
PERETTI VENIERO,156,,MSI,9,1,27462,28,0.1590561503168014
BARBIANI VENERE,143,,MSI,9,1,27462,28,0.14580147112373462
MORINO PIETRO,96,,MSI,9,1,27462,28,0.0978807078872624
PLATONE ALBERTINA,86,,MSI,9,1,27462,28,0.08768480081567256
ZUANAZZI FRANCESCO,46,,MSI,9,1,27462,28,0.04690117252931323
ANTONICELLI FRANCO,479,,ALL.DEMOC.NAZIONALE,10,1,2071,28,6.47609850313858
ZENI SILVIO,311,,ALL.DEMOC.NAZIONALE,10,1,2071,28,4.204732013520038
BERUTTI MARIO,252,,ALL.DEMOC.NAZIONALE,10,1,2071,28,3.4070497344278126
CHIOVENDA PIETRO,149,,ALL.DEMOC.NAZIONALE,10,1,2071,28,2.014485755673588
MAGISTRELLO GIOVAN BATTISTA,104,,ALL.DEMOC.NAZIONALE,10,1,2071,28,1.4060840173829068
LEO PAOLO,77,,ALL.DEMOC.NAZIONALE,10,1,2071,28,1.0410429744084984
DEGLI ESPOSTI GIULIO,76,,ALL.DEMOC.NAZIONALE,10,1,2071,28,1.0275229357798166
RUELLA BARTOLOMEO,72,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.9734427812650893
ARATA LUIGI,54,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.730082085948817
BALMA GIULIO,52,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.7030420086914534
FERRARI CARLO,42,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.5678416224046354
CARASSALI SETTIMO,40,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.5408015451472719
MONFERINI ERNESTO,38,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.5137614678899083
PETRALIA CARDUCCI TITO,35,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.4732013520038629
BOBBA PIETRO,34,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.4596813133751811
GATTI ORTENSIO,32,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.43264123611781746
PIANTA FRANCESCO,30,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.4056011588604539
GARELLO EDOARDO,28,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.3785610816030903
FRASSATI FILIPPO,24,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.3244809270883631
SARTORIS GIOVAN BATTISTA,24,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.3244809270883631
GRIFFA ITALINA,22,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.2974408498309995
RAPEZZANO MARIA TERESA,19,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.25688073394495414
PERAZZOLI EZIO,18,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.24336069531627233
PORTINO PIERINA,16,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.21632061805890873
IULIANI ERNESTO,14,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.18928054080154516
VACCA ROSINA,13,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.17576050217286335
FAZZINO GIOVANNI,11,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.14872042491549975
MOROTTI GIUSEPPE,5,,ALL.DEMOC.NAZIONALE,10,1,2071,28,0.06760019314340898
VILLARBOITO ENRICO,80,,P.VOLONTA'NAZIONALE,11,1,309,16,4.142394822006472
BRACK DEL PREVER MARIO,56,,P.VOLONTA'NAZIONALE,11,1,309,16,2.899676375404531
DOLCI ENZO,43,,P.VOLONTA'NAZIONALE,11,1,309,16,2.226537216828479
LAINI FRANCO,23,,P.VOLONTA'NAZIONALE,11,1,309,16,1.190938511326861
CASTELLOTTI FEDERICO,22,,P.VOLONTA'NAZIONALE,11,1,309,16,1.13915857605178
SAVELLI RAIMONDO,17,,P.VOLONTA'NAZIONALE,11,1,309,16,0.8802588996763754
LAINI MARIO,13,,P.VOLONTA'NAZIONALE,11,1,309,16,0.6731391585760518
PIAZZA GIUSEPPE,10,,P.VOLONTA'NAZIONALE,11,1,309,16,0.517799352750809
PIAZZA LUIGI,9,,P.VOLONTA'NAZIONALE,11,1,309,16,0.46601941747572817
MAGNANI GIOVANNI,8,,P.VOLONTA'NAZIONALE,11,1,309,16,0.41423948220064727
DE MARCO MARIO,8,,P.VOLONTA'NAZIONALE,11,1,309,16,0.41423948220064727
USSEGLIO MATTIET CARLO,6,,P.VOLONTA'NAZIONALE,11,1,309,16,0.3106796116504854
BERNATTI MARIO,5,,P.VOLONTA'NAZIONALE,11,1,309,16,0.2588996763754045
POLIDORI FRANCESCO,4,,P.VOLONTA'NAZIONALE,11,1,309,16,0.20711974110032363
CAPOBIANCHI BENEDETTO,3,,P.VOLONTA'NAZIONALE,11,1,309,16,0.1553398058252427
SARDO GIUSEPPE,2,,P.VOLONTA'NAZIONALE,11,1,309,16,0.10355987055016182
SOGGIU PIETRO,24,,PS D'AZ.,12,1,56,3,1.2857142857142858
FIORENTINO GAETANO,17,,PS D'AZ.,12,1,56,3,0.9107142857142857
BARRANU GIUSEPPE,15,,PS D'AZ.,12,1,56,3,0.8035714285714286
PELLA GIUSEPPE,68864,Eletto,DC,13,1,563855,28,3.41965930957427
PASTORE GIULIO,60200,Eletto,DC,13,1,563855,28,2.989421039096931
SCALFARO OSCAR,44705,Eletto,DC,13,1,563855,28,2.2199678995486427
GRAZIOSI DANTE,35963,Eletto,DC,13,1,563855,28,1.7858562928412447
BOVETTI GIOVANNI,28619,Eletto,DC,13,1,563855,28,1.4211667893341373
MENOTTI NATALE,28265,Eletto,DC,13,1,563855,28,1.4035878018284842
RAPELLI GIUSEPPE,26969,Eletto,DC,13,1,563855,28,1.3392308306213476
STELLA ALBINO,22968,Eletto,DC,13,1,563855,28,1.1405485452820316
FRANZO RENZO,22351,Eletto,DC,13,1,563855,28,1.109909462539128
QUARELLO GIOACHINO,21295,Eletto,DC,13,1,563855,28,1.0574704489629425
SAVIO EMANUELA,20098,Eletto,DC,13,1,563855,28,0.9980296352785734
TRABUCCO CARLO,18758,,DC,13,1,563855,28,0.9314877051724291
MELLO GRAND SILVIO,17281,,DC,13,1,563855,28,0.8581426075852835
BERTOLA ERMENEGILDO,17090,,DC,13,1,563855,28,0.8486578996373181
GEUNA SILVIO,15301,,DC,13,1,563855,28,0.7598194571299359
MUGGIO ANDREA,13634,,DC,13,1,563855,28,0.6770393097516205
RISSO MARIO,12740,,DC,13,1,563855,28,0.6326449175763272
ALLAIO MASSIMO,11663,,DC,13,1,563855,28,0.5791630827074337
ALISIO ANTONIO,10951,,DC,13,1,563855,28,0.5438064750689451
SIBILLE GIUSEPPE,10506,,DC,13,1,563855,28,0.5217085952948897
PUGNO GIUSEPPE,10290,,DC,13,1,563855,28,0.5109824334270335
CHIAUDANO SALVATORE,9445,,DC,13,1,563855,28,0.4690212909347261
FUSI VALDO,9376,,DC,13,1,563855,28,0.46559487811582767
BARONIS RENATO,9221,,DC,13,1,563855,28,0.45789786381250497
TARANTINO GINO,7054,,DC,13,1,563855,28,0.3502886380363746
GIACOBINI GIUSEPPE,6130,,DC,13,1,563855,28,0.3044045011572124
BRACH PAPA FRANCESCO,2169,,DC,13,1,563855,28,0.10770854208972165
BARASSI OTTORINO,1949,,DC,13,1,563855,28,0.09678374759468303
LONGO LUIGI,40265,Eletto,PCI,1,2,157018,16,4.102969086346788
AUDISIO WALTER,36371,Eletto,PCI,1,2,157018,16,3.7061738144671312
GIOLITTI ANTONIO,30001,Eletto,PCI,1,2,157018,16,3.0570762587728795
LOZZA STELLIO,16943,,PCI,1,2,157018,16,1.726477219172324
ARCELLI FONTANA FILIPPO,5819,,PCI,1,2,157018,16,0.5929511266224254
ACQUISTAPACE CARLO,5167,,PCI,1,2,157018,16,0.5265128838731865
