candidate,party_id,value,district_id,N,Q,vQ/N
IVAR SOONE,Erakond Eestimaa Rohelised,94,4,836,6,0.6746411483253588
ANDRES MEESAK,Erakond Eestimaa Rohelised,63,4,836,6,0.45215311004784686
KALJU VALDMANN,Erakond Eestimaa Rohelised,53,4,836,6,0.3803827751196172
AIN KABAL,Erakond Eestimaa Rohelised,44,4,836,6,0.3157894736842105
GEORGI BÕSTROV,Eestimaa Ühendatud Vasakpartei,233,4,351,5,3.319088319088319
JEVGENI GOLOVATŠ,Eestimaa Ühendatud Vasakpartei,85,4,351,5,1.210826210826211
HEINO RÜÜTEL,Eestimaa Ühendatud Vasakpartei,19,4,351,5,0.2706552706552707
MADIS TÄNAVSUU,Eestimaa Ühendatud Vasakpartei,12,4,351,5,0.17094017094017094
ALEKSANDR PAURI,Eestimaa Ühendatud Vasakpartei,2,4,351,5,0.02849002849002849
ARTUR TALVIK,Eesti Vabaerakond,7308,4,10210,16,11.45230166503428
ALAR MUTLI,Eesti Vabaerakond,995,4,10210,16,1.5592556317335946
AIMAR ALTOSAAR,Eesti Vabaerakond,413,4,10210,16,0.6472086190009795
PRIIT KÄRSNA,Eesti Vabaerakond,296,4,10210,16,0.46385896180215475
TIIA VÄLK,Eesti Vabaerakond,255,4,10210,16,0.39960822722820766
VEIKO HERODES,Eesti Vabaerakond,135,4,10210,16,0.21155729676787463
URMAS KRISTAL,Eesti Vabaerakond,113,4,10210,16,0.17708129285014693
LIISA OJANGU,Eesti Vabaerakond,112,4,10210,16,0.17551420176297747
KATRIN MESILANE,Eesti Vabaerakond,110,4,10210,16,0.17238001958863858
AIVAR KOITLA,Eesti Vabaerakond,103,4,10210,16,0.1614103819784525
EGGE KULBOK-LATTIK,Eesti Vabaerakond,89,4,10210,16,0.1394711067580803
ÜLLE LENNUK,Eesti Vabaerakond,70,4,10210,16,0.10969637610186092
MATI SAREVET,Eesti Vabaerakond,60,4,10210,16,0.0940254652301665
MART MUTSO,Eesti Vabaerakond,57,4,10210,16,0.08932419196865818
VAHUR HERM,Eesti Vabaerakond,57,4,10210,16,0.08932419196865818
LOIT JÕEKALDA,Eesti Vabaerakond,37,4,10210,16,0.05798237022526934
JÜRI RATAS,Eesti Keskerakond,7932,4,12397,16,10.237315479551505
VLADIMIR VELMAN,Eesti Keskerakond,1294,4,12397,16,1.6700814713237073
VLADIMIR ARHIPOV,Eesti Keskerakond,838,4,12397,16,1.0815519883842866
NATALIA MALLEUS,Eesti Keskerakond,555,4,12397,16,0.7163023312091635
KERSTIN-OUDEKKI LOONE,Eesti Keskerakond,354,4,12397,16,0.45688473017665565
OLEG TŠUBAROV,Eesti Keskerakond,351,4,12397,16,0.45301282568363316
JÜRI VÕIGEMAST,Eesti Keskerakond,169,4,12397,16,0.21811728644026782
RENÉ TOOMSE,Eesti Keskerakond,167,4,12397,16,0.2155360167782528
VÄRNER LOOTSMANN,Eesti Keskerakond,136,4,12397,16,0.17552633701702025
AGO KOKSER,Eesti Keskerakond,116,4,12397,16,0.1497136403968702
VELLO JÕGISOO,Eesti Keskerakond,100,4,12397,16,0.1290634831007502
INDREK UUEMAA,Eesti Keskerakond,95,4,12397,16,0.12261030894571268
PEETER REBANE,Eesti Keskerakond,88,4,12397,16,0.11357586512866016
OLIVER LIIDEMANN,Eesti Keskerakond,81,4,12397,16,0.10454142131160765
MEELIS PAI,Eesti Keskerakond,67,4,12397,16,0.08647253367750263
VÄINO SASSI,Eesti Keskerakond,54,4,12397,16,0.0696942808744051
SVEN MIKSER,Sotsiaaldemokraatlik Erakond,4969,4,10902,16,7.292606861126399
URVE PALO,Sotsiaaldemokraatlik Erakond,2028,4,10902,16,2.976334617501376
HARDI VOLMER,Sotsiaaldemokraatlik Erakond,818,4,10902,16,1.2005136672170245
RAIVO UUKKIVI,Sotsiaaldemokraatlik Erakond,578,4,10902,16,0.8482847184002935
LIISA OVIIR,Sotsiaaldemokraatlik Erakond,493,4,10902,16,0.723536965694368
KAREL RÜÜTLI,Sotsiaaldemokraatlik Erakond,293,4,10902,16,0.4300128416804256
TIIT TAMMSAAR,Sotsiaaldemokraatlik Erakond,290,4,10902,16,0.4256099798202165
ASTRID OJASOON,Sotsiaaldemokraatlik Erakond,287,4,10902,16,0.4212071179600073
TÕNIS BLANK,Sotsiaaldemokraatlik Erakond,268,4,10902,16,0.3933223261786828
EVELY PURRE,Sotsiaaldemokraatlik Erakond,160,4,10902,16,0.2348192992111539
MADIS ROODLA,Sotsiaaldemokraatlik Erakond,146,4,10902,16,0.21427261053017796
MAILIS ALT,Sotsiaaldemokraatlik Erakond,137,4,10902,16,0.20106402494955053
ANNE LEHT,Sotsiaaldemokraatlik Erakond,118,4,10902,16,0.173179233168226
STANISLAV TŠEREPANOV,Sotsiaaldemokraatlik Erakond,111,4,10902,16,0.16290588882773804
EVE KISLOV,Sotsiaaldemokraatlik Erakond,108,4,10902,16,0.15850302696752888
MATI ÕUNLOO,Sotsiaaldemokraatlik Erakond,98,4,10902,16,0.1438268207668318
VELLO LEITO,Eesti Iseseisvuspartei,133,4,133,1,1.0
EGE HIRV,Üksikkandidaadid,110,4,189,2,1.164021164021164
JAAK VACKERMANN,Üksikkandidaadid,79,4,189,2,0.8359788359788359
KAIE JAANISTE,Rahva Ühtsuse Erakond,50,5,75,2,1.3333333333333333
ALEKS SAARNAK,Rahva Ühtsuse Erakond,25,5,75,2,0.6666666666666666
HELLE-MOONIKA HELME,Eesti Konservatiivne Rahvaerakond,2399,5,3770,8,5.090716180371353
URMAS SELIRAND,Eesti Konservatiivne Rahvaerakond,442,5,3770,8,0.9379310344827586
HARDI REHKALT,Eesti Konservatiivne Rahvaerakond,359,5,3770,8,0.7618037135278515
ELVO LEPPMAA,Eesti Konservatiivne Rahvaerakond,188,5,3770,8,0.3989389920424403
MEELIS MALK,Eesti Konservatiivne Rahvaerakond,144,5,3770,8,0.3055702917771883
REIN MERILA,Eesti Konservatiivne Rahvaerakond,87,5,3770,8,0.18461538461538463
PIRET KOLLO,Eesti Konservatiivne Rahvaerakond,80,5,3770,8,0.16976127320954906
AIVAR ROHILAID,Eesti Konservatiivne Rahvaerakond,71,5,3770,8,0.1506631299734748
URVE TIIDUS,Eesti Reformierakond,4117,5,10489,8,3.140051482505482
KALLE LAANET,Eesti Reformierakond,2388,5,10489,8,1.821336638383068
TARMO MÄND,Eesti Reformierakond,1233,5,10489,8,0.9404137668033178
LAURI LUIK,Eesti Reformierakond,855,5,10489,8,0.6521117361044905
URMAS SUKLES,Eesti Reformierakond,661,5,10489,8,0.5041472018304891
KOIT KELDER,Eesti Reformierakond,529,5,10489,8,0.40347030222137475
KAIRI UUSTULND,Eesti Reformierakond,497,5,10489,8,0.37906378110401373
INNAR MÄESALU,Eesti Reformierakond,209,5,10489,8,0.15940509104776432
RAIVO AEG,Erakond Isamaa ja Res Publica Liit,2001,5,4938,8,3.24179829890644
TÕNIS PALTS,Erakond Isamaa ja Res Publica Liit,1033,5,4938,8,1.673552045362495
KAIDO KAASIK,Erakond Isamaa ja Res Publica Liit,478,5,4938,8,0.7744025921425678
GEORG LINKOV,Erakond Isamaa ja Res Publica Liit,344,5,4938,8,0.5573106520858647
MERLE MÄESALU,Erakond Isamaa ja Res Publica Liit,289,5,4938,8,0.4682057513163224
ALAR SCHÖNBERG,Erakond Isamaa ja Res Publica Liit,277,5,4938,8,0.4487646820575132
RAIMOND LUNEV,Erakond Isamaa ja Res Publica Liit,269,5,4938,8,0.435803969218307
TOOMAS TAKKIS,Erakond Isamaa ja Res Publica Liit,247,5,4938,8,0.4001620089104901
ALEKSEI LOTMAN,Erakond Eestimaa Rohelised,430,5,590,2,1.4576271186440677
KRISTEN KANNIK,Erakond Eestimaa Rohelised,160,5,590,2,0.5423728813559322
INNA KALD,Eestimaa Ühendatud Vasakpartei,15,5,15,1,1.0
ANDRES AMMAS,Eesti Vabaerakond,1859,5,4297,8,3.461019315801722
ENN MERI,Eesti Vabaerakond,1619,5,4297,8,3.0141959506632534
JÜRI LEMBER,Eesti Vabaerakond,267,5,4297,8,0.4970909937165464
RINNO LIGE,Eesti Vabaerakond,202,5,4297,8,0.3760763323248778
MIKKO NÕUKAS,Eesti Vabaerakond,157,5,4297,8,0.2922969513614149
ARLES TAAL,Eesti Vabaerakond,72,5,4297,8,0.1340470095415406
JAAN LAATS,Eesti Vabaerakond,63,5,4297,8,0.11729113334884804
OLEV VAHER,Eesti Vabaerakond,58,5,4297,8,0.10798231324179661
ENN EESMAA,Eesti Keskerakond,2219,5,4368,8,4.064102564102564
JAANUS KARILAID,Eesti Keskerakond,1056,5,4368,8,1.934065934065934
MART MÄEKER,Eesti Keskerakond,321,5,4368,8,0.5879120879120879
JANNE NURMIK,Eesti Keskerakond,245,5,4368,8,0.44871794871794873
JÜRI KUUSKEMAA,Eesti Keskerakond,202,5,4368,8,0.36996336996337
ANTS VAHTRAS,Eesti Keskerakond,192,5,4368,8,0.3516483516483517
HARALD TÕRU,Eesti Keskerakond,68,5,4368,8,0.12454212454212454
ANDRES KAMPMANN,Eesti Keskerakond,65,5,4368,8,0.11904761904761904
HANNES HANSO,Sotsiaaldemokraatlik Erakond,2038,5,5018,8,3.2491032283778396
NEEME SUUR,Sotsiaaldemokraatlik Erakond,1213,5,5018,8,1.9338381825428457
KALEV KOTKAS,Sotsiaaldemokraatlik Erakond,649,5,5018,8,1.0346751693901952
REILI RAND,Sotsiaaldemokraatlik Erakond,342,5,5018,8,0.5452371462734157
RAIMU AARDAM,Sotsiaaldemokraatlik Erakond,315,5,5018,8,0.502192108409725
VEEVE KAASIK,Sotsiaaldemokraatlik Erakond,232,5,5018,8,0.3698684734954165
ARNO PEKSAR,Sotsiaaldemokraatlik Erakond,132,5,5018,8,0.21044240733359904
JAANUS SAHK,Sotsiaaldemokraatlik Erakond,97,5,5018,8,0.15464328417696294
OLEV AIT,Eesti Iseseisvuspartei,113,5,113,1,1.0
KRISTIINA OJULAND,Rahva Ühtsuse Erakond,273,6,324,3,2.5277777777777777
ÕNNELA RAUDSEPP,Rahva Ühtsuse Erakond,39,6,324,3,0.3611111111111111
ALLAN JAAKUS,Rahva Ühtsuse Erakond,12,6,324,3,0.1111111111111111
ANTI POOLAMETS,Eesti Konservatiivne Rahvaerakond,2080,6,2492,7,5.842696629213483
UNO TRUMM,Eesti Konservatiivne Rahvaerakond,102,6,2492,7,0.28651685393258425
KALMER KALAUS,Eesti Konservatiivne Rahvaerakond,96,6,2492,7,0.2696629213483146
AIGAR PÕDER,Eesti Konservatiivne Rahvaerakond,83,6,2492,7,0.23314606741573032
ARNO PIKHOF,Eesti Konservatiivne Rahvaerakond,63,6,2492,7,0.17696629213483145
ARE SAARNE,Eesti Konservatiivne Rahvaerakond,46,6,2492,7,0.12921348314606743
KRISTJAN SIIMSON,Eesti Konservatiivne Rahvaerakond,22,6,2492,7,0.06179775280898876
VALDO RANDPERE,Eesti Reformierakond,3170,6,7247,7,3.0619566717262314
MARKO TORM,Eesti Reformierakond,1165,6,7247,7,1.1252932247826688
SIGNE KIVI,Eesti Reformierakond,995,6,7247,7,0.961087346488202
TOOMAS VAREK,Eesti Reformierakond,907,6,7247,7,0.8760866565475369
INDREK KESKÜLA,Eesti Reformierakond,532,6,7247,7,0.5138678073685663
LEO AADEL,Eesti Reformierakond,255,6,7247,7,0.24630881744170002
KAIDO VESKI,Eesti Reformierakond,223,6,7247,7,0.2153994756450945
MARKO POMERANTS,Erakond Isamaa ja Res Publica Liit,2681,6,5127,7,3.6604251999219817
EINAR VALLBAUM,Erakond Isamaa ja Res Publica Liit,1044,6,5127,7,1.4253949678174371
MIHKEL JUHKAMI,Erakond Isamaa ja Res Publica Liit,352,6,5127,7,0.4805929393407451
TAUNO TOOMPUU,Erakond Isamaa ja Res Publica Liit,310,6,5127,7,0.4232494636239516
AIN SUURKAEV,Erakond Isamaa ja Res Publica Liit,297,6,5127,7,0.40550029256875364
HANNES METS,Erakond Isamaa ja Res Publica Liit,228,6,5127,7,0.3112931538911644
HELLE NOORVÄLI,Erakond Isamaa ja Res Publica Liit,215,6,5127,7,0.29354398283596644
AGU KIVIMÄGI,Erakond Eestimaa Rohelised,124,6,199,2,1.2462311557788945
REIGO LEHTLA,Erakond Eestimaa Rohelised,75,6,199,2,0.7537688442211056
TÕNU VEEREMAA,Eestimaa Ühendatud Vasakpartei,17,6,17,1,1.0
EMIL RUTIKU,Eesti Vabaerakond,1243,6,2204,7,3.9478221415607986
ELMU KOPPELMANN,Eesti Vabaerakond,469,6,2204,7,1.4895644283121596
HEIKI HALLIK,Eesti Vabaerakond,241,6,2204,7,0.765426497277677
MARIKA TALI,Eesti Vabaerakond,104,6,2204,7,0.33030852994555354
KRISTO KRUMM,Eesti Vabaerakond,95,6,2204,7,0.3017241379310345
REIN KOTŠIN,Eesti Vabaerakond,33,6,2204,7,0.10480943738656988
VEANA HEINMETS,Eesti Vabaerakond,19,6,2204,7,0.0603448275862069
SIRET KOTKA,Eesti Keskerakond,2558,6,5241,7,3.4165235642053045
TOOMAS VÄINASTE,Eesti Keskerakond,773,6,5241,7,1.032436557908796
ANDRES SÕBER,Eesti Keskerakond,530,6,5241,7,0.7078801755390193
JELENA FJODOROVA,Eesti Keskerakond,455,6,5241,7,0.6077084525853844
URMAS TAMM,Eesti Keskerakond,365,6,5241,7,0.4875023850410227
ANDRES JAADLA,Eesti Keskerakond,298,6,5241,7,0.3980156458691089
JAANUS MUTLI,Eesti Keskerakond,262,6,5241,7,0.34993321885136425
RANNAR VASSILJEV,Sotsiaaldemokraatlik Erakond,2172,6,4000,7,3.801
KAIRIT PIHLAK,Sotsiaaldemokraatlik Erakond,537,6,4000,7,0.93975
EERIK LUMISTE,Sotsiaaldemokraatlik Erakond,371,6,4000,7,0.64925
ENE AUGASMÄGI,Sotsiaaldemokraatlik Erakond,342,6,4000,7,0.5985
MAIMU BERG,Sotsiaaldemokraatlik Erakond,299,6,4000,7,0.52325
GARRI RAAGMAA,Sotsiaaldemokraatlik Erakond,214,6,4000,7,0.3745
PAUL LETTENS,Sotsiaaldemokraatlik Erakond,65,6,4000,7,0.11375
TOOMAS TAMM,Eesti Iseseisvuspartei,83,6,83,1,1.0
EVELYN DANILOV,Rahva Ühtsuse Erakond,97,7,174,3,1.6724137931034482
ARNOLD PERSIDSKI,Rahva Ühtsuse Erakond,43,7,174,3,0.7413793103448276
LJUBOV DOROŠENKO,Rahva Ühtsuse Erakond,34,7,174,3,0.5862068965517241
ARNO KODU,Eesti Konservatiivne Rahvaerakond,693,7,1068,9,5.839887640449438
MARI-LIIS LILLEMETS,Eesti Konservatiivne Rahvaerakond,141,7,1068,9,1.1882022471910112
MART KALAUS,Eesti Konservatiivne Rahvaerakond,95,7,1068,9,0.800561797752809
KAI IRD,Eesti Konservatiivne Rahvaerakond,52,7,1068,9,0.43820224719101125
KSENIA VÕHMA,Eesti Konservatiivne Rahvaerakond,29,7,1068,9,0.2443820224719101
LAURI ÕUN,Eesti Konservatiivne Rahvaerakond,19,7,1068,9,0.1601123595505618
TANEL LIIVA,Eesti Konservatiivne Rahvaerakond,18,7,1068,9,0.15168539325842698
LAURI KARP,Eesti Konservatiivne Rahvaerakond,15,7,1068,9,0.12640449438202248
PIRET JANIS,Eesti Konservatiivne Rahvaerakond,6,7,1068,9,0.05056179775280899
DENISS BORODITŠ,Eesti Reformierakond,769,7,4114,9,1.6823043266893534
AIVAR SURVA,Eesti Reformierakond,754,7,4114,9,1.6494895478852698
REIN AIDMA,Eesti Reformierakond,655,7,4114,9,1.432912007778318
AIVAR SAARELA,Eesti Reformierakond,535,7,4114,9,1.170393777345649
TIIT KUUSMIK,Eesti Reformierakond,438,7,4114,9,0.9581915410792416
AIN SEPPIK,Eesti Reformierakond,326,7,4114,9,0.7131745260087506
TOIVO ASMER,Eesti Reformierakond,296,7,4114,9,0.6475449684005834
ENNO VINNI,Eesti Reformierakond,243,7,4114,9,0.5315994166261546
AIME KEIS,Eesti Reformierakond,98,7,4114,9,0.21438988818667962
ANVAR SAMOST,Erakond Isamaa ja Res Publica Liit,761,7,2826,9,2.4235668789808917
TAUNO VÕHMAR,Erakond Isamaa ja Res Publica Liit,716,7,2826,9,2.2802547770700636
KAJA KREISMAN,Erakond Isamaa ja Res Publica Liit,421,7,2826,9,1.3407643312101911
TUNNE-VÄLDO KELAM,Erakond Isamaa ja Res Publica Liit,260,7,2826,9,0.8280254777070064
JANEK RAIK,Erakond Isamaa ja Res Publica Liit,180,7,2826,9,0.5732484076433121
ARTUR PÕLD,Erakond Isamaa ja Res Publica Liit,147,7,2826,9,0.4681528662420382
RISTO LINDEBERG,Erakond Isamaa ja Res Publica Liit,119,7,2826,9,0.37898089171974525
ANTS PAULS,Erakond Isamaa ja Res Publica Liit,118,7,2826,9,0.37579617834394907
AIVO TAMM,Erakond Isamaa ja Res Publica Liit,104,7,2826,9,0.33121019108280253
ALEKSANDER POTOTSKI,Erakond Eestimaa Rohelised,57,7,100,2,1.14
ALLAN SELIN,Erakond Eestimaa Rohelised,43,7,100,2,0.86
VIKTOR MALÕGIN,Eestimaa Ühendatud Vasakpartei,58,7,58,1,1.0
PEETER KAPTEN,Eesti Vabaerakond,265,7,825,9,2.890909090909091
TAMARA LUIGAS,Eesti Vabaerakond,197,7,825,9,2.149090909090909
INNA ROSE,Eesti Vabaerakond,108,7,825,9,1.1781818181818182
JÜRI SOONE,Eesti Vabaerakond,73,7,825,9,0.7963636363636364
OLAV KIVIRAND,Eesti Vabaerakond,58,7,825,9,0.6327272727272727
AVO BLANKIN,Eesti Vabaerakond,55,7,825,9,0.6
YURY GORDEEV,Eesti Vabaerakond,26,7,825,9,0.28363636363636363
EVHEN TSYBULENKO,Eesti Vabaerakond,25,7,825,9,0.2727272727272727
EINO MURUSTE,Eesti Vabaerakond,18,7,825,9,0.19636363636363635
YANA TOOM,Eesti Keskerakond,11574,7,20328,9,5.124262101534828
MIHHAIL STALNUHHIN,Eesti Keskerakond,3648,7,20328,9,1.615112160566706
MARTIN REPINSKI,Eesti Keskerakond,1556,7,20328,9,0.6889020070838253
VALERI KORB,Eesti Keskerakond,1046,7,20328,9,0.46310507674144036
DMITRI DMITRIJEV,Eesti Keskerakond,677,7,20328,9,0.2997343565525384
EEVI PAASMÄE,Eesti Keskerakond,639,7,20328,9,0.2829102715466352
ELDAR EFENDIJEV,Eesti Keskerakond,607,7,20328,9,0.2687426210153483
TARMO TAMMISTE,Eesti Keskerakond,429,7,20328,9,0.18993506493506493
RIHO KUTSAR,Eesti Keskerakond,152,7,20328,9,0.06729634002361275
JEVGENI OSSINOVSKI,Sotsiaaldemokraatlik Erakond,2784,7,4935,9,5.077203647416414
ETTI KAGAROV,Sotsiaaldemokraatlik Erakond,569,7,4935,9,1.0376899696048631
JAAK ALLIK,Sotsiaaldemokraatlik Erakond,369,7,4935,9,0.6729483282674772
KRISTINA KALLAS,Sotsiaaldemokraatlik Erakond,291,7,4935,9,0.5306990881458966
ANTS KUTTI,Sotsiaaldemokraatlik Erakond,254,7,4935,9,0.46322188449848023
TOOMAS NÕMMISTE,Sotsiaaldemokraatlik Erakond,251,7,4935,9,0.45775075987841946
INNA NAZAROVA,Sotsiaaldemokraatlik Erakond,207,7,4935,9,0.37750759878419454
EDUARD ODINETS,Sotsiaaldemokraatlik Erakond,173,7,4935,9,0.31550151975683893
GENADI AFANASSJEV,Sotsiaaldemokraatlik Erakond,37,7,4935,9,0.06747720364741641
HELE KÄNGSEPP,Eesti Iseseisvuspartei,54,7,54,1,1.0
PAVO RAUDSEPP,Rahva Ühtsuse Erakond,109,8,205,3,1.5951219512195123
OTT KUKK,Rahva Ühtsuse Erakond,80,8,205,3,1.170731707317073
RAMO PENER,Rahva Ühtsuse Erakond,16,8,205,3,0.23414634146341465
JAAK MADISON,Eesti Konservatiivne Rahvaerakond,1883,8,3054,9,5.549115913555992
ENN SARV,Eesti Konservatiivne Rahvaerakond,441,8,3054,9,1.299607072691552
REIN SUURKASK,Eesti Konservatiivne Rahvaerakond,197,8,3054,9,0.5805500982318271
MARVE PIIP,Eesti Konservatiivne Rahvaerakond,124,8,3054,9,0.3654223968565815
HELGI LIIK,Eesti Konservatiivne Rahvaerakond,101,8,3054,9,0.29764243614931235
TARMO HINTS,Eesti Konservatiivne Rahvaerakond,99,8,3054,9,0.2917485265225933
RAIVO ASUKÜLA,Eesti Konservatiivne Rahvaerakond,94,8,3054,9,0.2770137524557957
GUSTAV SINIVÄLI,Eesti Konservatiivne Rahvaerakond,77,8,3054,9,0.2269155206286837
TIMO KALAUS,Eesti Konservatiivne Rahvaerakond,38,8,3054,9,0.11198428290766209
JÜRGEN LIGI,Eesti Reformierakond,6757,8,10703,8,5.050546575726432
JOHANNES KERT,Eesti Reformierakond,752,8,10703,8,0.5620853966177707
KRISTJAN KÕLJALG,Eesti Reformierakond,714,8,10703,8,0.5336821451929366
KALLE JENTS,Eesti Reformierakond,704,8,10703,8,0.526207605344296
TÕNU JUUL,Eesti Reformierakond,521,8,10703,8,0.3894235261141736
MADIS TIMPSON,Eesti Reformierakond,430,8,10703,8,0.32140521349154444
PEEP ARU,Eesti Reformierakond,416,8,10703,8,0.31094085770344765
RAIT PIHELGAS,Eesti Reformierakond,409,8,10703,8,0.30570867980939925
HELIR-VALDOR SEEDER,Erakond Isamaa ja Res Publica Liit,2908,8,6824,9,3.835287221570926
KAIA IVA,Erakond Isamaa ja Res Publica Liit,1684,8,6824,9,2.220984759671747
ENE SAAR,Erakond Isamaa ja Res Publica Liit,463,8,6824,9,0.6106389214536928
TIINA ORASTE,Erakond Isamaa ja Res Publica Liit,391,8,6824,9,0.5156799531066822
ANDO KIVIBERG,Erakond Isamaa ja Res Publica Liit,378,8,6824,9,0.4985345838218054
LEMBIT KRUUSE,Erakond Isamaa ja Res Publica Liit,336,8,6824,9,0.44314185228604924
PRIIT VÄRK,Erakond Isamaa ja Res Publica Liit,313,8,6824,9,0.4128077373974209
KALJU KERTSMIK,Erakond Isamaa ja Res Publica Liit,269,8,6824,9,0.3547772567409144
MARKO TIITUS,Erakond Isamaa ja Res Publica Liit,82,8,6824,9,0.10814771395076202
ERNO ILSEN,Erakond Eestimaa Rohelised,103,8,183,2,1.1256830601092895
AIN KUNINGAS,Erakond Eestimaa Rohelised,80,8,183,2,0.8743169398907104
EDUARD TANVEL,Eestimaa Ühendatud Vasakpartei,17,8,17,1,1.0
MATI ILISSON,Eesti Vabaerakond,1075,8,2368,9,4.085726351351352
ARLET PALMISTE,Eesti Vabaerakond,519,8,2368,9,1.9725506756756757
AIN OSTRA,Eesti Vabaerakond,170,8,2368,9,0.6461148648648649
ILME LAST,Eesti Vabaerakond,143,8,2368,9,0.5434966216216216
MATS ÕUN,Eesti Vabaerakond,128,8,2368,9,0.4864864864864865
VÄINO RAJANGU,Eesti Vabaerakond,127,8,2368,9,0.4826858108108108
OLEV RAHNU,Eesti Vabaerakond,104,8,2368,9,0.3952702702702703
MARGUS SARDIS,Eesti Vabaerakond,62,8,2368,9,0.23564189189189189
EVI KIRSCHFELDT,Eesti Vabaerakond,40,8,2368,9,0.15202702702702703
MAILIS REPS,Eesti Keskerakond,2981,8,6127,9,4.378815080789946
KERSTI SARAPUU,Eesti Keskerakond,1164,8,6127,9,1.7098090419454872
PRIIT TOOBAL,Eesti Keskerakond,1045,8,6127,9,1.5350089766606823
HELMUT HALLEMAA,Eesti Keskerakond,435,8,6127,9,0.6389750285621022
RAIVO MATSINA,Eesti Keskerakond,140,8,6127,9,0.2056471356291823
MAIT MALTIS,Eesti Keskerakond,129,8,6127,9,0.18948914640117512
HANNES MÄNNIK,Eesti Keskerakond,105,8,6127,9,0.15423535172188674
ÜLLE LEESMAA,Eesti Keskerakond,79,8,6127,9,0.11604374081932431
ARE RIISTAN,Eesti Keskerakond,49,8,6127,9,0.07197649747021381
HELMEN KÜTT,Sotsiaaldemokraatlik Erakond,3817,8,8898,9,3.860755225893459
JAANUS MARRANDI,Sotsiaaldemokraatlik Erakond,1050,8,8898,9,1.062036412677006
ALO AASMA,Sotsiaaldemokraatlik Erakond,857,8,8898,9,0.8668240053944707
LIINA RAUD,Sotsiaaldemokraatlik Erakond,774,8,8898,9,0.7828725556304788
ÜLLE LUMI,Sotsiaaldemokraatlik Erakond,684,8,8898,9,0.6918408631153068
ARTO SAAR,Sotsiaaldemokraatlik Erakond,621,8,8898,9,0.6281186783546865
RANDEL LÄNTS,Sotsiaaldemokraatlik Erakond,584,8,8898,9,0.5906945380984491
ERICH PALM,Sotsiaaldemokraatlik Erakond,260,8,8898,9,0.26298044504383006
KAUPO KÄND,Sotsiaaldemokraatlik Erakond,251,8,8898,9,0.2538772757923129
JAANUS KRUUSMAA,Eesti Iseseisvuspartei,67,8,67,1,1.0
HELI KOIT,Üksikkandidaadid,176,8,176,1,1.0
TÕNU KALJA,Rahva Ühtsuse Erakond,151,9,151,1,1.0
MALLE PÄRN,Eesti Konservatiivne Rahvaerakond,1867,9,3814,10,4.89512323020451
RAIVO PÕLDARU,Eesti Konservatiivne Rahvaerakond,919,9,3814,10,2.4095437860513895
TIIT ROSIN,Eesti Konservatiivne Rahvaerakond,352,9,3814,10,0.9229155742003147
OLEV TEDER,Eesti Konservatiivne Rahvaerakond,179,9,3814,10,0.4693235448348191
KAI TENNOSAAR,Eesti Konservatiivne Rahvaerakond,161,9,3814,10,0.4221289984268485
MATI KÖHLER,Eesti Konservatiivne Rahvaerakond,121,9,3814,10,0.31725222863135816
MARGIT AVI,Eesti Konservatiivne Rahvaerakond,68,9,3814,10,0.1782905086523335
KRISTIAN SUVE,Eesti Konservatiivne Rahvaerakond,67,9,3814,10,0.17566858940744626
TIMO AVI,Eesti Konservatiivne Rahvaerakond,46,9,3814,10,0.12060828526481385
MARET RÄTSEP,Eesti Konservatiivne Rahvaerakond,34,9,3814,10,0.08914525432616675
URMAS KRUUSE,Eesti Reformierakond,5960,9,11896,10,5.010087424344317
IGOR GRÄZIN,Eesti Reformierakond,1973,9,11896,10,1.6585406859448555
MATI RAIDMA,Eesti Reformierakond,959,9,11896,10,0.8061533288500337
TOOMAS JÄRVEOJA,Eesti Reformierakond,853,9,11896,10,0.7170477471418965
TERJE TREI,Eesti Reformierakond,557,9,11896,10,0.46822461331540016
RENO LAIDRE,Eesti Reformierakond,544,9,11896,10,0.45729657027572296
KALMER LAIN,Eesti Reformierakond,319,9,11896,10,0.26815736381977134
VIKTOR SVJATÕŠEV,Eesti Reformierakond,297,9,11896,10,0.24966375252185607
KAISA EDENBERG,Eesti Reformierakond,262,9,11896,10,0.22024209818426363
RAIVO VADI,Eesti Reformierakond,172,9,11896,10,0.14458641560188298
AIVAR KOKK,Erakond Isamaa ja Res Publica Liit,1725,9,6099,10,2.828332513526808
JAAK AAVIKSOO,Erakond Isamaa ja Res Publica Liit,1405,9,6099,10,2.303656337104443
ANDRES ARRAK,Erakond Isamaa ja Res Publica Liit,794,9,6099,10,1.3018527627479914
ELLE KULL,Erakond Isamaa ja Res Publica Liit,467,9,6099,10,0.7656992949663879
JOEL LUHAMETS,Erakond Isamaa ja Res Publica Liit,413,9,6099,10,0.677160190195114
ANTI ORAV,Erakond Isamaa ja Res Publica Liit,365,9,6099,10,0.5984587637317593
MIHKEL KÜBAR,Erakond Isamaa ja Res Publica Liit,302,9,6099,10,0.49516314149860635
TOIVO PEETS,Erakond Isamaa ja Res Publica Liit,269,9,6099,10,0.44105591080505
AARE ANDERSON,Erakond Isamaa ja Res Publica Liit,180,9,6099,10,0.2951303492375799
RAIN SANGERNEBO,Erakond Isamaa ja Res Publica Liit,179,9,6099,10,0.29349073618626004
RASMUS LAHTVEE,Erakond Eestimaa Rohelised,321,9,369,2,1.7398373983739837
