candidate,party_id,district_id,value,N,Q,vQ/N
Adil Koller,JungsozialistInnen,Arlesheim,439,3017,7,1.0185614849187936
Adrian Mangold,JungsozialistInnen,Arlesheim,457,3017,7,1.060324825986079
Betül Karabulut,JungsozialistInnen,Arlesheim,355,3017,7,0.8236658932714617
Florian Schreier,JungsozialistInnen,Arlesheim,439,3017,7,1.0185614849187936
Jan Fässler,JungsozialistInnen,Arlesheim,568,3017,7,1.3178654292343388
Lisa Degen,JungsozialistInnen,Arlesheim,266,3017,7,0.617169373549884
Meret Stoll,JungsozialistInnen,Arlesheim,493,3017,7,1.1438515081206497
Adil Koller,JungsozialistInnen,Laufen,24,182,7,0.9230769230769231
Adrian Mangold,JungsozialistInnen,Laufen,22,182,7,0.8461538461538461
Betül Karabulut,JungsozialistInnen,Laufen,25,182,7,0.9615384615384616
Florian Schreier,JungsozialistInnen,Laufen,25,182,7,0.9615384615384616
Jan Fässler,JungsozialistInnen,Laufen,33,182,7,1.2692307692307692
Lisa Degen,JungsozialistInnen,Laufen,25,182,7,0.9615384615384616
Meret Stoll,JungsozialistInnen,Laufen,28,182,7,1.0769230769230769
Adil Koller,JungsozialistInnen,Liestal,94,734,7,0.896457765667575
Adrian Mangold,JungsozialistInnen,Liestal,108,734,7,1.0299727520435968
Betül Karabulut,JungsozialistInnen,Liestal,91,734,7,0.8678474114441417
Florian Schreier,JungsozialistInnen,Liestal,94,734,7,0.896457765667575
Jan Fässler,JungsozialistInnen,Liestal,147,734,7,1.401907356948229
Lisa Degen,JungsozialistInnen,Liestal,103,734,7,0.9822888283378747
Meret Stoll,JungsozialistInnen,Liestal,97,734,7,0.9250681198910081
Adil Koller,JungsozialistInnen,Sissach,55,557,7,0.6912028725314183
Adrian Mangold,JungsozialistInnen,Sissach,65,557,7,0.8168761220825853
Betül Karabulut,JungsozialistInnen,Sissach,74,557,7,0.9299820466786356
Florian Schreier,JungsozialistInnen,Sissach,53,557,7,0.6660682226211849
Jan Fässler,JungsozialistInnen,Sissach,96,557,7,1.2064631956912029
Lisa Degen,JungsozialistInnen,Sissach,145,557,7,1.822262118491921
Meret Stoll,JungsozialistInnen,Sissach,69,557,7,0.8671454219030521
Adil Koller,JungsozialistInnen,Waldenburg,17,193,7,0.616580310880829
Adrian Mangold,JungsozialistInnen,Waldenburg,25,193,7,0.9067357512953368
Betül Karabulut,JungsozialistInnen,Waldenburg,28,193,7,1.0155440414507773
Florian Schreier,JungsozialistInnen,Waldenburg,24,193,7,0.8704663212435233
Jan Fässler,JungsozialistInnen,Waldenburg,35,193,7,1.2694300518134716
Lisa Degen,JungsozialistInnen,Waldenburg,33,193,7,1.1968911917098446
Meret Stoll,JungsozialistInnen,Waldenburg,31,193,7,1.1243523316062176
Adrian Dellenbach-Schwendimann,"Evangelische Volkspartei, EVP Liste Zukunft",Arlesheim,259,2557,7,0.7090340242471647
Christian Muhmenthaler,"Evangelische Volkspartei, EVP Liste Zukunft",Arlesheim,371,2557,7,1.0156433320297222
Marianne Nyfeler Blaser,"Evangelische Volkspartei, EVP Liste Zukunft",Arlesheim,255,2557,7,0.698083691826359
Peter Buess-Siegrist,"Evangelische Volkspartei, EVP Liste Zukunft",Arlesheim,587,2557,7,1.6069612827532265
Peter Gröflin-Schürch,"Evangelische Volkspartei, EVP Liste Zukunft",Arlesheim,210,2557,7,0.5748924520922957
Simone Buser,"Evangelische Volkspartei, EVP Liste Zukunft",Arlesheim,565,2557,7,1.5467344544387955
Thomas Buser-Zürcher,"Evangelische Volkspartei, EVP Liste Zukunft",Arlesheim,310,2557,7,0.8486507626124364
Adrian Dellenbach-Schwendimann,"Evangelische Volkspartei, EVP Liste Zukunft",Laufen,14,171,7,0.5730994152046783
Christian Muhmenthaler,"Evangelische Volkspartei, EVP Liste Zukunft",Laufen,24,171,7,0.9824561403508771
Marianne Nyfeler Blaser,"Evangelische Volkspartei, EVP Liste Zukunft",Laufen,16,171,7,0.6549707602339181
Peter Buess-Siegrist,"Evangelische Volkspartei, EVP Liste Zukunft",Laufen,43,171,7,1.760233918128655
Peter Gröflin-Schürch,"Evangelische Volkspartei, EVP Liste Zukunft",Laufen,16,171,7,0.6549707602339181
Simone Buser,"Evangelische Volkspartei, EVP Liste Zukunft",Laufen,42,171,7,1.719298245614035
Thomas Buser-Zürcher,"Evangelische Volkspartei, EVP Liste Zukunft",Laufen,16,171,7,0.6549707602339181
Adrian Dellenbach-Schwendimann,"Evangelische Volkspartei, EVP Liste Zukunft",Liestal,61,720,7,0.5930555555555556
Christian Muhmenthaler,"Evangelische Volkspartei, EVP Liste Zukunft",Liestal,112,720,7,1.0888888888888888
Marianne Nyfeler Blaser,"Evangelische Volkspartei, EVP Liste Zukunft",Liestal,75,720,7,0.7291666666666666
Peter Buess-Siegrist,"Evangelische Volkspartei, EVP Liste Zukunft",Liestal,127,720,7,1.2347222222222223
Peter Gröflin-Schürch,"Evangelische Volkspartei, EVP Liste Zukunft",Liestal,96,720,7,0.9333333333333333
Simone Buser,"Evangelische Volkspartei, EVP Liste Zukunft",Liestal,162,720,7,1.575
Thomas Buser-Zürcher,"Evangelische Volkspartei, EVP Liste Zukunft",Liestal,87,720,7,0.8458333333333333
Adrian Dellenbach-Schwendimann,"Evangelische Volkspartei, EVP Liste Zukunft",Sissach,55,607,7,0.6342668863261944
Christian Muhmenthaler,"Evangelische Volkspartei, EVP Liste Zukunft",Sissach,80,607,7,0.9225700164744646
Marianne Nyfeler Blaser,"Evangelische Volkspartei, EVP Liste Zukunft",Sissach,47,607,7,0.5420098846787479
Peter Buess-Siegrist,"Evangelische Volkspartei, EVP Liste Zukunft",Sissach,76,607,7,0.8764415156507414
Peter Gröflin-Schürch,"Evangelische Volkspartei, EVP Liste Zukunft",Sissach,171,607,7,1.971993410214168
Simone Buser,"Evangelische Volkspartei, EVP Liste Zukunft",Sissach,116,607,7,1.3377265238879736
Thomas Buser-Zürcher,"Evangelische Volkspartei, EVP Liste Zukunft",Sissach,62,607,7,0.71499176276771
Adrian Dellenbach-Schwendimann,"Evangelische Volkspartei, EVP Liste Zukunft",Waldenburg,28,290,7,0.6758620689655173
Christian Muhmenthaler,"Evangelische Volkspartei, EVP Liste Zukunft",Waldenburg,46,290,7,1.110344827586207
Marianne Nyfeler Blaser,"Evangelische Volkspartei, EVP Liste Zukunft",Waldenburg,30,290,7,0.7241379310344828
Peter Buess-Siegrist,"Evangelische Volkspartei, EVP Liste Zukunft",Waldenburg,54,290,7,1.303448275862069
Peter Gröflin-Schürch,"Evangelische Volkspartei, EVP Liste Zukunft",Waldenburg,43,290,7,1.0379310344827586
Simone Buser,"Evangelische Volkspartei, EVP Liste Zukunft",Waldenburg,61,290,7,1.4724137931034482
Thomas Buser-Zürcher,"Evangelische Volkspartei, EVP Liste Zukunft",Waldenburg,28,290,7,0.6758620689655173
Alain Tüscher-Brechbühler,"Evangelische Volkspartei, EVP Stammliste",Arlesheim,882,7346,7,0.8404573917778383
Elisabeth Augstburger-Schaffner,"Evangelische Volkspartei, EVP Stammliste",Arlesheim,1102,7346,7,1.0500952899537164
Martin Geiser-Meyer,"Evangelische Volkspartei, EVP Stammliste",Arlesheim,806,7346,7,0.768037026953444
