candidate,party_id,district_id,value,N,Q,vQ/N
A. Alexander Grandt,The Social Democratic Party,Fyns Storkreds,2327,51566,8,0.36101307062793314
A. Bjørn Brandenborg,The Social Democratic Party,Fyns Storkreds,6837,51566,8,1.0606989101345847
A. Dan Jørgensen,The Social Democratic Party,Fyns Storkreds,15443,51566,8,2.395842221618896
A. Erik Christensen,The Social Democratic Party,Fyns Storkreds,3441,51566,8,0.5338401272156071
A. Jan Johansen,The Social Democratic Party,Fyns Storkreds,6786,51566,8,1.052786719931738
A. Julie Skovsby,The Social Democratic Party,Fyns Storkreds,3943,51566,8,0.6117209013691192
A. Kim Aas,The Social Democratic Party,Fyns Storkreds,2195,51566,8,0.34053446069115306
A. Trine Bramsen,The Social Democratic Party,Fyns Storkreds,10594,51566,8,1.6435635884109685
A. Anders Andreasen,The Social Democratic Party,Vestjyllands Storkreds,663,44163,11,0.1651382378914476
A. Anne Paulin,The Social Democratic Party,Vestjyllands Storkreds,6814,44163,11,1.6972125987817857
A. Annette Lind,The Social Democratic Party,Vestjyllands Storkreds,12184,44163,11,3.034757602517945
A. Flemming Libner,The Social Democratic Party,Vestjyllands Storkreds,124,44163,11,0.030885582954056565
A. Karin Gaardsted,The Social Democratic Party,Vestjyllands Storkreds,5082,44163,11,1.2658107465525439
A. Lars Fibæk,The Social Democratic Party,Vestjyllands Storkreds,225,44163,11,0.056042388424699406
A. Mette Nielsen,The Social Democratic Party,Vestjyllands Storkreds,3418,44163,11,0.8513461494916559
A. Mogens Jensen,The Social Democratic Party,Vestjyllands Storkreds,6961,44163,11,1.733826959219256
A. Palle Lykke Ravn,The Social Democratic Party,Vestjyllands Storkreds,1310,44163,11,0.3262912392726943
A. Peter Kempf Pedersen,The Social Democratic Party,Vestjyllands Storkreds,190,44163,11,0.047324683558635054
A. Thomas Jensen,The Social Democratic Party,Vestjyllands Storkreds,7192,44163,11,1.7913638113352808
A. Anders Kronborg,The Social Democratic Party,Sydjyllands Storkreds,8607,58438,13,1.914695917040282
A. Benny Engelbrecht,The Social Democratic Party,Sydjyllands Storkreds,12267,58438,13,2.728892159211472
A. Birgitte Vind,The Social Democratic Party,Sydjyllands Storkreds,7012,58438,13,1.5598754235257881
A. Christian Rabjerg Madsen,The Social Democratic Party,Sydjyllands Storkreds,6319,58438,13,1.4057120366884561
A. Henny Fiskbæk,The Social Democratic Party,Sydjyllands Storkreds,1834,58438,13,0.407987953044252
A. Jens Jonatan Steen,The Social Democratic Party,Sydjyllands Storkreds,3131,58438,13,0.6965159656387967
A. Jesper Petersen,The Social Democratic Party,Sydjyllands Storkreds,7175,58438,13,1.5961360758410623
A. Kim Printz Ringbæk,The Social Democratic Party,Sydjyllands Storkreds,701,58438,13,0.15594305075464596
A. Niels Ole Beck,The Social Democratic Party,Sydjyllands Storkreds,1238,58438,13,0.27540299120435335
A. Ove Jensen,The Social Democratic Party,Sydjyllands Storkreds,175,58438,13,0.03893014819124542
A. René Vilstrup-Bie,The Social Democratic Party,Sydjyllands Storkreds,480,58438,13,0.10677983503884458
A. Theis Kylling Hommeltoft,The Social Democratic Party,Sydjyllands Storkreds,2364,58438,13,0.5258906875663096
A. Troels Ravn,The Social Democratic Party,Sydjyllands Storkreds,7135,58438,13,1.587237756254492
A. Ane Halsboe-Jørgensen,The Social Democratic Party,Nordjyllands Storkreds,4977,97835,9,0.4578422854806562
A. Bjarne Laustsen,The Social Democratic Party,Nordjyllands Storkreds,11997,97835,9,1.103623447641437
A. Flemming Møller Mortensen,The Social Democratic Party,Nordjyllands Storkreds,7152,97835,9,0.6579240558082485
A. Mette Frederiksen,The Social Democratic Party,Nordjyllands Storkreds,43489,97835,9,4.000623498747892
A. Orla Hav,The Social Democratic Party,Nordjyllands Storkreds,5694,97835,9,0.5238002759748557
A. Per Husted,The Social Democratic Party,Nordjyllands Storkreds,3358,97835,9,0.30890785506209434
A. Rasmus Prehn,The Social Democratic Party,Nordjyllands Storkreds,5692,97835,9,0.5236162927377728
A. Simon Kollerup,The Social Democratic Party,Nordjyllands Storkreds,11577,97835,9,1.06498696785404
A. Søren Valgreen Knudsen,The Social Democratic Party,Nordjyllands Storkreds,3899,97835,9,0.3586753206930035
A. Anne Madsen,The Social Democratic Party,Sjællands Storkreds,2735,81309,12,0.40364535291296166
A. Astrid Krag,The Social Democratic Party,Sjællands Storkreds,17810,81309,12,2.6284913109249897
