candidate,value,elected,party,party_id,district_id,N,Q,vQ/N
CUROTTI MARIA TERESA VED. FILIPPINI,66,,PDIUM,5,1,8166,33,0.26671565025716387
CATTANO GIUSEPPE,64,,PDIUM,5,1,8166,33,0.2586333578251286
MASSOTTI LUIGI,56,,PDIUM,5,1,8166,33,0.22630418809698752
DI GIACOMO LUIGI,54,,PDIUM,5,1,8166,33,0.21822189566495223
PASQUALI UMBERTO,52,,PDIUM,5,1,8166,33,0.21013960323291697
PACCHIANA AGOSTINO,49,,PDIUM,5,1,8166,33,0.19801616458486407
GRIONI CAMILLO,43,,PDIUM,5,1,8166,33,0.17376928728875826
PALASCIANO NORBERTO,42,,PDIUM,5,1,8166,33,0.16972814107274062
ESCARD MASSIMO,41,,PDIUM,5,1,8166,33,0.165686994856723
SARTIN GIUSEPPE,25,,PDIUM,5,1,8166,33,0.10102865540044086
NENNI PIETRO,54669,Eletto,PSU,6,1,245330,33,7.35367464231851
NICOLAZZI FRANCO,25877,Eletto,PSU,6,1,245330,33,3.4807850650144703
MAGLIANO TERENZIO,18908,Eletto,PSU,6,1,245330,33,2.543366078343456
MASCIADRI CORNELIO,11587,Eletto,PSU,6,1,245330,33,1.5585986222638895
MUSSA IVALDI VERCELLI CARLO,10339,Eletto,PSU,6,1,245330,33,1.390726776179024
SCALFARI EUGENIO,10079,,PSU,6,1,245330,33,1.355753474911344
MALAN FRIDA,9685,,PSU,6,1,245330,33,1.30275547222109
FERRARIS GIUSEPPE,7706,,PSU,6,1,245330,33,1.0365548444951698
PIRAZZI MAFFIOLA PLINIO,7089,,PSU,6,1,245330,33,0.9535605103330208
MORETTI MICHELE,7014,,PSU,6,1,245330,33,0.9434720580442669
BENZI GERMANO,6821,,PSU,6,1,245330,33,0.9175111074878735
RAFFO GIUSEPPE,6763,,PSU,6,1,245330,33,0.9097093710512371
MAGNANI MARIA IN NOYA,6446,,PSU,6,1,245330,33,0.8670688460441038
IACOMETTI ALBERTO,6365,,PSU,6,1,245330,33,0.8561733175722496
BERTOLOTTO GIOVANNI,6074,,PSU,6,1,245330,33,0.8170301226918844
PAONNI SALVATORE,5428,,PSU,6,1,245330,33,0.7301349203114172
COPPO LUIGI,5151,,PSU,6,1,245330,33,0.6928749031916195
SALERNO ANTONIO,4830,,PSU,6,1,245330,33,0.6496963273957527
ALLUMINIO CARLO,4477,,PSU,6,1,245330,33,0.6022133452900176
STUCCHI ANTONIO,3502,,PSU,6,1,245330,33,0.47106346553621653
BOZZELLO VEROLE EUGENIO,3378,,PSU,6,1,245330,33,0.4543838910854767
NICASTRI FRANCESCO,2885,,PSU,6,1,245330,33,0.38806913137406757
BIANCHI ARMANDO,2742,,PSU,6,1,245330,33,0.3688338156768434
CAPUSOTTO PIETRO,2633,,PSU,6,1,245330,33,0.3541719316838544
MANDRINO ANTONIO,2151,,PSU,6,1,245330,33,0.2893368116414625
VIANO MARIA,2129,,PSU,6,1,245330,33,0.28637753230342805
DOFFARA LUCIANO,2037,,PSU,6,1,245330,33,0.2740023641625566
MATTIOLI GIULIO,1888,,PSU,6,1,245330,33,0.2539599722822321
PIGA GUIDO,1812,,PSU,6,1,245330,33,0.2437370072962948
GHIGGIA CARLO,1397,,PSU,6,1,245330,33,0.18791423796518975
MUSSANO GAUDENZIO,1197,,PSU,6,1,245330,33,0.1610116985285126
FARINA ALDO,1174,,PSU,6,1,245330,33,0.15791790649329474
GIUSTI LUIGI,1097,,PSU,6,1,245330,33,0.14756042881017406
BUCALOSSI PIETRO,3800,,PRI,7,1,16905,33,7.417923691215616
ALESSIO SILVANO,2210,,PRI,7,1,16905,33,4.31410825199645
GANDOLFI ALDO,1091,,PRI,7,1,16905,33,2.1297249334516417
DEIOANNON ANTONIO,1049,,PRI,7,1,16905,33,2.04773735581189
BARISONZO ROMOLO,814,,PRI,7,1,16905,33,1.588997338065661
ARNAUD GIOVANNI GIULIO,685,,PRI,7,1,16905,33,1.33717834960071
CASTAGNONE AURELIA IN VACCARINA,639,,PRI,7,1,16905,33,1.247382431233363
FEDERIGHI TIZIANO,610,,PRI,7,1,16905,33,1.1907719609582963
BRUNO BERNARDINO,568,,PRI,7,1,16905,33,1.108784383318545
ACQUAVIVA DANTE,541,,PRI,7,1,16905,33,1.056078083407276
AMATI GIUSEPPE,426,,PRI,7,1,16905,33,0.8315882874889086
CLAVA GIORGIO,380,,PRI,7,1,16905,33,0.7417923691215617
CABRIO GIUSEPPE,341,,PRI,7,1,16905,33,0.6656610470275066
CERRUTI GIOVANNI,337,,PRI,7,1,16905,33,0.6578527062999112
FODDANU PIETRO,326,,PRI,7,1,16905,33,0.636379769299024
GRAMEGNA GIOVANNI,279,,PRI,7,1,16905,33,0.5446317657497781
GIUGLAR ORESTE,273,,PRI,7,1,16905,33,0.5329192546583851
PERETTI CARLO,265,,PRI,7,1,16905,33,0.5173025732031943
CHIARINO FERRUCCIO,251,,PRI,7,1,16905,33,0.48997338065661045
GIVONE GIULIO,221,,PRI,7,1,16905,33,0.4314108251996451
MORI COSTANTINO,205,,PRI,7,1,16905,33,0.40017746228926354
TOSELLI VITTORIO,187,,PRI,7,1,16905,33,0.3650399290150843
LA ROSA ROSARIO,181,,PRI,7,1,16905,33,0.3533274179236912
MARTRA GIAN FRANCO,170,,PRI,7,1,16905,33,0.3318544809228039
RIZZOTTI GIOVANNI,157,,PRI,7,1,16905,33,0.3064773735581189
RUGGERI UGO,144,,PRI,7,1,16905,33,0.28110026619343387
FRANZERO BARTOLOMEO,143,,PRI,7,1,16905,33,0.27914818101153505
LOFFELHOLZ MARCO,141,,PRI,7,1,16905,33,0.27524401064773735
GRASSO GIACOMO,129,,PRI,7,1,16905,33,0.2518189884649512
DI BENEDETTO ANTONINO,119,,PRI,7,1,16905,33,0.23229813664596274
PAGANIN ENRICO,84,,PRI,7,1,16905,33,0.1639751552795031
ZANOTTI DANTE,76,,PRI,7,1,16905,33,0.14835847382431233
XECONTI GIORGIO,63,,PRI,7,1,16905,33,0.12298136645962733
ABELLI TULLIO,11982,Eletto,MSI,8,1,30949,32,12.388897864228246
MAINA ALDO,2239,,MSI,8,1,30949,32,2.315034411451097
CARAZZONI CARLO,1845,,MSI,8,1,30949,32,1.9076545284177195
AMBROGIO CARLO,1843,,MSI,8,1,30949,32,1.9055866102297327
ANSELMI GIUSEPPE,1615,,MSI,8,1,30949,32,1.6698439367992504
MARTINAT UGO,1258,,MSI,8,1,30949,32,1.3007205402436266
ARIANO LUIGI,1034,,MSI,8,1,30949,32,1.0691137031891176
DE FELICE ARMANDO,737,,MSI,8,1,30949,32,0.7620278522730944
MASARACCHIO ANTONINO,636,,MSI,8,1,30949,32,0.6575979837797667
ARNEODO RENATO,627,,MSI,8,1,30949,32,0.6482923519338266
CORDERO DI MONTEZEMOLO GIULIO,603,,MSI,8,1,30949,32,0.6234773336779864
BRESCIANO GUIDO,575,,MSI,8,1,30949,32,0.5945264790461727
DI BRACCIO AUGUSTO,530,,MSI,8,1,30949,32,0.5479983198164723
CAMPASSI GIANFRANCO,498,,MSI,8,1,30949,32,0.5149116288086852
ROVITO ALDO,448,,MSI,8,1,30949,32,0.46321367410901804
ZEGNA FELICE,401,,MSI,8,1,30949,32,0.4146175966913309
STANCO GIOVANNI,400,,MSI,8,1,30949,32,0.4135836375973376
OBINO NICOLA,398,,MSI,8,1,30949,32,0.4115157194093509
CAMOSSO LUIGI,394,,MSI,8,1,30949,32,0.40737988303337747
CARETTO EZIO,354,,MSI,8,1,30949,32,0.36602151927364374
PUDDU CARLO,259,,MSI,8,1,30949,32,0.2677954053442761
MALNATI SECONDO,254,,MSI,8,1,30949,32,0.26262560987430933
TREVISAN MARIA VED. CAPELLI,248,,MSI,8,1,30949,32,0.2564218553103493
VAGHI ADAMO,235,,MSI,8,1,30949,32,0.2429803870884358
GRATTAROLA MARIO,233,,MSI,8,1,30949,32,0.24091246890044912
POMPEANO GIUSEPPE,230,,MSI,8,1,30949,32,0.2378105916184691
PASIO MARIO,225,,MSI,8,1,30949,32,0.2326407961485024
MONTALENTI ONORINA,207,,MSI,8,1,30949,32,0.21402953245662218
IDDAS ANGIOLINO,180,,MSI,8,1,30949,32,0.1861126369188019
SIMONE ANGELO,164,,MSI,8,1,30949,32,0.1695692914149084
PRANDI GIUSEPPE,153,,MSI,8,1,30949,32,0.1581957413809816
SALVETTI GIULIO,144,,MSI,8,1,30949,32,0.14889010953504153
DE GRAZIA GIUSEPPE,2515,,SOCIALDEMOCRAZIA,9,1,8213,33,10.105320832826008
BINETTI RUGGERO,543,,SOCIALDEMOCRAZIA,9,1,8213,33,2.1817849750395713
CHIGNOLI LUIGI,483,,SOCIALDEMOCRAZIA,9,1,8213,33,1.9407037623280166
BERTONE GIUSEPPE,463,,SOCIALDEMOCRAZIA,9,1,8213,33,1.8603433580908315
BENSO FRANCO,401,,SOCIALDEMOCRAZIA,9,1,8213,33,1.6112261049555583
GRECO CARMELO,368,,SOCIALDEMOCRAZIA,9,1,8213,33,1.4786314379642032
CAVORETTO BERNARDINO,355,,SOCIALDEMOCRAZIA,9,1,8213,33,1.4263971752100328
CUTUGNO GIUSEPPE,345,,SOCIALDEMOCRAZIA,9,1,8213,33,1.3862169730914404
BONAUDO LIVIO,303,,SOCIALDEMOCRAZIA,9,1,8213,33,1.217460124193352
ANSELMO GIUSEPPE,257,,SOCIALDEMOCRAZIA,9,1,8213,33,1.0326311944478266
AVANZATO LORENZO,209,,SOCIALDEMOCRAZIA,9,1,8213,33,0.8397662242785827
MAIOCCHI ERIDANO,183,,SOCIALDEMOCRAZIA,9,1,8213,33,0.7352976987702423
BERTOT GIUSEPPE,179,,SOCIALDEMOCRAZIA,9,1,8213,33,0.7192256179228053
MOLINARO EVASIO,179,,SOCIALDEMOCRAZIA,9,1,8213,33,0.7192256179228053
ALDO VITO,162,,SOCIALDEMOCRAZIA,9,1,8213,33,0.6509192743211981
FIORITA GIUSEPPE,148,,SOCIALDEMOCRAZIA,9,1,8213,33,0.5946669913551687
TRON CAMILLO,138,,SOCIALDEMOCRAZIA,9,1,8213,33,0.5544867892365761
BORELLI MARIO,111,,SOCIALDEMOCRAZIA,9,1,8213,33,0.44600024351637646
INCROCCI VALDEMAR,102,,SOCIALDEMOCRAZIA,9,1,8213,33,0.40983806160964326
STRA ERNESTO,87,,SOCIALDEMOCRAZIA,9,1,8213,33,0.3495677584317545
FAZZARI GIULIANO,86,,SOCIALDEMOCRAZIA,9,1,8213,33,0.34554973821989526
PROIETTI RICCI FRANCESCO,86,,SOCIALDEMOCRAZIA,9,1,8213,33,0.34554973821989526
LAZZARO GIANFRANCO,81,,SOCIALDEMOCRAZIA,9,1,8213,33,0.32545963716059906
PERACCHIONE CRISTINA VED. FERRARIS,73,,SOCIALDEMOCRAZIA,9,1,8213,33,0.29331547546572506
CAPRA ARMANDO,68,,SOCIALDEMOCRAZIA,9,1,8213,33,0.27322537440642886
MONTICOLO GIOVANNI BATTISTA,45,,SOCIALDEMOCRAZIA,9,1,8213,33,0.18081090953366613
PALILLA GIOVANNI,44,,SOCIALDEMOCRAZIA,9,1,8213,33,0.1767928893218069
TORRES CARLO,42,,SOCIALDEMOCRAZIA,9,1,8213,33,0.1687568488980884
UBINO GIOVANNI,41,,SOCIALDEMOCRAZIA,9,1,8213,33,0.16473882868622916
SALIANI PASQUALE,35,,SOCIALDEMOCRAZIA,9,1,8213,33,0.14063070741507366
LA SALANDRA GIOVANNI,32,,SOCIALDEMOCRAZIA,9,1,8213,33,0.12857664677949593
VINEIS GUIDO,25,,SOCIALDEMOCRAZIA,9,1,8213,33,0.10045050529648118
RUSSO GIUSEPPE,24,,SOCIALDEMOCRAZIA,9,1,8213,33,0.09643248508462195
SCALFARO OSCAR LUIGI,92979,Eletto,DC,10,1,738608,33,4.154175151095033
PASTORE GIULIO,77364,Eletto,DC,10,1,738608,33,3.4565182072222345
SAVIO EMANUELA,68830,Eletto,DC,10,1,738608,33,3.0752307042436584
ARNAUD GIAN ALDO,60608,Eletto,DC,10,1,738608,33,2.7078829365509174
BOTTA GIUSEPPE,54510,Eletto,DC,10,1,738608,33,2.435432597534822
DONAT CATTIN CARLO,43660,Eletto,DC,10,1,738608,33,1.9506693672421636
STELLA CARLO,42356,Eletto,DC,10,1,738608,33,1.8924084223295714
CURTI AURELIO,36346,Eletto,DC,10,1,738608,33,1.6238898035223015
GRAZIOSI DANTE,32461,Eletto,DC,10,1,738608,33,1.450313292030414
GIORDANO ALESSANDRO,31049,Eletto,DC,10,1,738608,33,1.3872270541342633
BODRATO GUIDO,30326,Eletto,DC,10,1,738608,33,1.354924398327665
BORRA CARLO,28706,,DC,10,1,738608,33,1.2825450035742911
FRANZO RENZO,28214,,DC,10,1,738608,33,1.260563113315859
COSTAMAGNA GIUSEPPE,23556,,DC,10,1,738608,33,1.0524500140805406
ROSSETTI ORLANDO,18603,,DC,10,1,738608,33,0.8311567164179104
CASALVOLONE NOVELLINO,13468,,DC,10,1,738608,33,0.6017319065052098
RATTAZZI GIULIO CESARE,12139,,DC,10,1,738608,33,0.5423539956242012
ROSSI IDO,6787,,DC,10,1,738608,33,0.3032339211056474
GUERRINI FEDERICO,5536,,DC,10,1,738608,33,0.24734094404609752
ACETO GIUSEPPE,4177,,DC,10,1,738608,33,0.1866226740029894
CHIUMINATTO MARTINO,3764,,DC,10,1,738608,33,0.16817039620475271
OBERTO DANIELE,3425,,DC,10,1,738608,33,0.15302433767302817
TOBIA ALBERTO,3369,,DC,10,1,738608,33,0.15052233390377576
CONTI MICHELE,3359,,DC,10,1,738608,33,0.15007554751640925
ARIENTA CARLO,2854,,DC,10,1,738608,33,0.12751283495440072
FRIGERIO LUIGI,2153,,DC,10,1,738608,33,0.09619310920000866
RICHIERI LUIGI,1597,,DC,10,1,738608,33,0.07135178606243095
BOSIO CARLO,1479,,DC,10,1,738608,33,0.06607970669150619
BAI ALFREDO,1421,,DC,10,1,738608,33,0.06348834564478045
FONTANA SALVATORE,1356,,DC,10,1,738608,33,0.060584234126898166
BERNI AROLDO,1057,,DC,10,1,738608,33,0.04722532114463965
MORCHIO ANGELO,751,,DC,10,1,738608,33,0.03355365769122457
PASTORELLO GIUSEPPE,348,,DC,10,1,738608,33,0.015548166280354396
LONGO LUIGI,36376,Eletto,PCI,1,2,104694,15,5.21175998624563
LENTI LUCIANO,13263,Eletto,PCI,1,2,104694,15,1.900252163447762
NAHOUM ISACCO,10934,Eletto,PCI,1,2,104694,15,1.566565419221732
BO ODDINO,10881,,PCI,1,2,104694,15,1.5589718608516248
RASCHIO LUCIANO,7611,,PCI,1,2,104694,15,1.0904636368846352
BARLETTA ETTORE,4016,,PCI,1,2,104694,15,0.5753911398934036
MILANI GIUSEPPE,3036,,PCI,1,2,104694,15,0.4349819473895352
ACCHIARDI ANTONIO,2946,,PCI,1,2,104694,15,0.4220872256289759
BELLONE ENRICA,2897,,PCI,1,2,104694,15,0.41506676600378245
BIANCANI GIUSEPPE,2569,,PCI,1,2,104694,15,0.36807266892085505
ROSSO FRANCESCO,2274,,PCI,1,2,104694,15,0.3258066364834661
DAU PIETRO,2251,,PCI,1,2,104694,15,0.32251131870021205
SORO ORESTE,2234,,PCI,1,2,104694,15,0.3200756490343286
GRAGLIA ANNA IN ARTICO,1783,,PCI,1,2,104694,15,0.25545876554530345
PANERO PIETRO MICHELE,1623,,PCI,1,2,104694,15,0.2325348157487535
BASSO LELIO,3267,Eletto,PSIUP,2,2,11551,15,4.242489827720544
CANESTRI GIORGIO,1142,,PSIUP,2,2,11551,15,1.4829884858453815
AMODEO SELENE VED. SCHIAPPARELLI,1085,,PSIUP,2,2,11551,15,1.4089689204397888
PELLEGRINO MARIO,742,,PSIUP,2,2,11551,15,0.9635529391394685
ANDREIS MARIO,737,,PSIUP,2,2,11551,15,0.9570599948056445
PICCIONE GIORGIO,737,,PSIUP,2,2,11551,15,0.9570599948056445
COSTAMAGNA GIUSEPPE,695,,PSIUP,2,2,11551,15,0.9025192624015237
CANNINO LIBORIO,614,,PSIUP,2,2,11551,15,0.7973335641935763
FORNACA GIAN CARLO,519,,PSIUP,2,2,11551,15,0.673967621850922
TRUCCO FRANCO,438,,PSIUP,2,2,11551,15,0.5687819236429746
BONGIOANNI GIAN CARLO,399,,PSIUP,2,2,11551,15,0.5181369578391481
DELLACHA' RENZO,357,,PSIUP,2,2,11551,15,0.46359622543502726
PAVESE GIUSEPPE,297,,PSIUP,2,2,11551,15,0.38568089342914036
GILARDI CARLO,266,,PSIUP,2,2,11551,15,0.34542463855943206
PONZANO PIER GIORGIO,256,,PSIUP,2,2,11551,15,0.33243874989178424
ROMITA PIER LUIGI,45663,Eletto,PSU,3,2,126347,15,5.421141776219459
GIOLITTI ANTONIO,26232,Eletto,PSU,3,2,126347,15,3.114280513189866
ABBIATI AMAELE,11878,Eletto,PSU,3,2,126347,15,1.410164071960553
ROBALDO VITALE,11297,,PSU,3,2,126347,15,1.3411873649552424
