candidate,elected,value,party,party_id,district_id,N,Q,vQ/N
B. (Ria) Oonk,False,9,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.008305866842452209
A.J.W. (Jan) Boelhouwer,False,7,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.0064601186552406065
S.W. (Sjoera) Dikkers,False,7,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.0064601186552406065
P.M.M. (Pierre) Heijnen,False,6,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.005537244561634806
C.W.J.M. (Lia) Roefs,False,5,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.004614370468029005
B.W.M. (Brigitte) Troost,False,5,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.004614370468029005
P. (Paul) Kalma,False,4,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.0036914963744232037
C.D.M. (Chantal) Gill'ard,False,4,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.0036914963744232037
M.M. (Martientje) Kuitenbrouwer,False,4,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.0036914963744232037
M. (Maarten) Divendal,False,4,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.0036914963744232037
J.G.P. (Joyce) Vermue,False,3,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.002768622280817403
I. (Inge) Polstra,False,2,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.0018457481872116018
P. (Patricia) Linhard,False,2,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.0018457481872116018
A.J. (Hans) Adriani,False,2,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.0018457481872116018
L. (Loes) Ypma,False,2,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.0018457481872116018
S.M. (Serv) Wiemers,False,2,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.0018457481872116018
S.T.M. (Saskia) Laaper-ter Steege,False,2,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.0018457481872116018
J.W. (Hans) Spigt,False,1,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.0009228740936058009
G. (Gülhan) Akdemir,False,1,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.0009228740936058009
J. (Jan) Hamming,False,1,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.0009228740936058009
M. (Meint) Helder,False,0,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.0
W.J. (Wouter) Neerings,False,0,Partij van de Arbeid (P.v.d.A.),544124,663491,75850,70,0.0
M. (Mark) Rutte,False,41519,VVD,546829,663491,55630,73,54.482958835160886
E. (Erik) Ziengs,False,6979,VVD,546829,663491,55630,73,9.15813410030559
E.I. (Edith) Schippers,False,1625,VVD,546829,663491,55630,73,2.1323925939241417
F. (Fred) Teeven,False,1383,VVD,546829,663491,55630,73,1.814830127628977
B.G. (Betty) de Boer,False,1109,VVD,546829,663491,55630,73,1.4552759302534604
J.F. (Janneke) Snijder-Hazelhoff,False,937,VVD,546829,663491,55630,73,1.2295703756965666
J.A. (Jeanine) Hennis-Plasschaert,False,652,VVD,546829,663491,55630,73,0.8555815207621786
J. (Jakob) Bartelds,False,397,VVD,546829,663491,55630,73,0.5209599137156211
I. (Ineke) Dezentjé Hamming-Bluemink,False,70,VVD,546829,663491,55630,73,0.09185691173827072
C.B. (Charlie) Aptroot,False,66,VVD,546829,663491,55630,73,0.08660794535322668
H. (Halbe) Zijlstra,False,64,VVD,546829,663491,55630,73,0.08398346216070465
T.H. (Tanja) Haseloop-Amsing,False,61,VVD,546829,663491,55630,73,0.08004673737192163
A. (Atzo) Nicolaï,False,53,VVD,546829,663491,55630,73,0.06954880460183355
S.A. (Stef) Blok,False,48,VVD,546829,663491,55630,73,0.0629875966205285
J.H. (Han) ten Broeke,False,47,VVD,546829,663491,55630,73,0.061675355024267485
A.W. (Anne-Wil) Lucas-Smeerdijk,False,46,VVD,546829,663491,55630,73,0.060363113428006474
A. (Anouchka) van Miltenburg,False,43,VVD,546829,663491,55630,73,0.05642638863922344
R.W. (René) Leegte,False,39,VVD,546829,663491,55630,73,0.0511774222541794
C. (Cora) van Nieuwenhuizen,False,30,VVD,546829,663491,55630,73,0.03936724788783031
F.H.H. (Frans) Weekers,False,30,VVD,546829,663491,55630,73,0.03936724788783031
P. (Paul) de Krom,False,29,VVD,546829,663491,55630,73,0.0380550062915693
T.M.C. (Ton) Elias,False,29,VVD,546829,663491,55630,73,0.0380550062915693
J. (Jeltje) Hoekstra-Sikkema,False,24,VVD,546829,663491,55630,73,0.03149379831026425
A. (Aukje) de Vries,False,22,VVD,546829,663491,55630,73,0.028869315117742225
G.A. (Ard) van der Steur,False,21,VVD,546829,663491,55630,73,0.027557073521481214
A. (Anne) Mulder,False,19,VVD,546829,663491,55630,73,0.024932590328959194
M. (Malik) Azmani,False,19,VVD,546829,663491,55630,73,0.024932590328959194
H. (Herman) van Santen,False,19,VVD,546829,663491,55630,73,0.024932590328959194
W.J.H. (Helma) Lodders,False,18,VVD,546829,663491,55630,73,0.023620348732698183
B.I. (Brigitte) van der Burg,False,17,VVD,546829,663491,55630,73,0.022308107136437175
H. (Helma) Neppérus,False,16,VVD,546829,663491,55630,73,0.020995865540176163
M.G.J. (Mark) Harbers,False,15,VVD,546829,663491,55630,73,0.019683623943915155
A.H.M. (Afke) Schaart,False,14,VVD,546829,663491,55630,73,0.018371382347654144
R.E. (Roald) van der Linde,False,14,VVD,546829,663491,55630,73,0.018371382347654144
J. (Johan) Houwers,False,13,VVD,546829,663491,55630,73,0.017059140751393132
B.C. (Bart) de Liefde,False,12,VVD,546829,663491,55630,73,0.015746899155132124
W.I.I. (Willibrord) van Beek,False,10,VVD,546829,663491,55630,73,0.013122415962610103
Y. (Ybeltje) Berckmoes-Duindam,False,10,VVD,546829,663491,55630,73,0.013122415962610103
P.J. (Petra) Borst,False,8,VVD,546829,663491,55630,73,0.010497932770088082
B. (Bart) Keuper,False,7,VVD,546829,663491,55630,73,0.009185691173827072
K.C.J. (Karin) Straus,False,7,VVD,546829,663491,55630,73,0.009185691173827072
A. (André) Bosman,False,7,VVD,546829,663491,55630,73,0.009185691173827072
T. (Tamara) Venrooy-van Ark,False,6,VVD,546829,663491,55630,73,0.007873449577566062
M.E. (Matthijs) Huizing,False,6,VVD,546829,663491,55630,73,0.007873449577566062
P.T. (Pieter) van Woensel,False,6,VVD,546829,663491,55630,73,0.007873449577566062
M.E. (Monique) Belinfante-van Gelder,False,5,VVD,546829,663491,55630,73,0.006561207981305051
L.J. (Laura) Werger,False,5,VVD,546829,663491,55630,73,0.006561207981305051
E.N.W. (Erwin) Hoogland,False,5,VVD,546829,663491,55630,73,0.006561207981305051
I.S.H. (Ingrid) de Caluwé,False,5,VVD,546829,663491,55630,73,0.006561207981305051
J. (Joost) Taverne,False,4,VVD,546829,663491,55630,73,0.005248966385044041
F.A. (Frits) Paymans,False,4,VVD,546829,663491,55630,73,0.005248966385044041
T. (Tatjana) Šormaz,False,4,VVD,546829,663491,55630,73,0.005248966385044041
H.D. (Henk) de Vlaming,False,4,VVD,546829,663491,55630,73,0.005248966385044041
O. (Onno) Aerden,False,3,VVD,546829,663491,55630,73,0.003936724788783031
J.B. (Jeroen) Diepemaat,False,3,VVD,546829,663491,55630,73,0.003936724788783031
B.J.A. (Bernd) Roks,False,3,VVD,546829,663491,55630,73,0.003936724788783031
C.F.M. (Kees) Gillis,False,3,VVD,546829,663491,55630,73,0.003936724788783031
K.H.D.M. (Klaas) Dijkhoff,False,3,VVD,546829,663491,55630,73,0.003936724788783031
L.M.N. (Alex) van Pelt,False,2,VVD,546829,663491,55630,73,0.0026244831925220204
E.J. (Erik) Koppe,False,2,VVD,546829,663491,55630,73,0.0026244831925220204
J.A. (Jan) Verhoeven,False,2,VVD,546829,663491,55630,73,0.0026244831925220204
J. (Jeroen) van Wijngaarden,False,2,VVD,546829,663491,55630,73,0.0026244831925220204
A.A. (Alexander) Dalenoort,False,1,VVD,546829,663491,55630,73,0.0013122415962610102
C.A. (Christophe) van der Maat,False,1,VVD,546829,663491,55630,73,0.0013122415962610102
D. (Daan) de Neef,False,1,VVD,546829,663491,55630,73,0.0013122415962610102
R. (Ronald) Vuijk,False,1,VVD,546829,663491,55630,73,0.0013122415962610102
J.W. (Jan Willem) Pieters,False,1,VVD,546829,663491,55630,73,0.0013122415962610102
H.M.J. (Eric) van den Dungen,False,0,VVD,546829,663491,55630,73,0.0
K. (Kamran) Ullah,False,0,VVD,546829,663491,55630,73,0.0
H. (Hans) Aeijelts Averink,False,0,VVD,546829,663491,55630,73,0.0
F. (Frank) Verveld,False,0,VVD,546829,663491,55630,73,0.0
J.P.G.M.A. (Johan Pieter) Verwey,False,0,VVD,546829,663491,55630,73,0.0
P.A.J. (Paul) Laudy,False,0,VVD,546829,663491,55630,73,0.0
J.P. (Jan Peter) Balkenende,False,27655,Christen Democratisch Appèl (CDA),543748,663491,40079,75,51.75091693904538
J.J. (Jan) Mastwijk,False,3675,Christen Democratisch Appèl (CDA),543748,663491,40079,75,6.87704284039023
M.J.M. (Maxime) Verhagen,False,1591,Christen Democratisch Appèl (CDA),543748,663491,40079,75,2.977244941241049
A. (Ab) Klink,False,1479,Christen Democratisch Appèl (CDA),543748,663491,40079,75,2.767658873724394
J.C. (Jan Kees) de Jager,False,1416,Christen Democratisch Appèl (CDA),543748,663491,40079,75,2.649766710746276
A.T.B. (Ank) Bijleveld-Schouten,False,1364,Christen Democratisch Appèl (CDA),543748,663491,40079,75,2.5524588936849724
M.C.A. (Margreeth) Smilde,False,652,Christen Democratisch Appèl (CDA),543748,663491,40079,75,1.2200903216148107
J.J. (Joop) Atsma,False,513,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.9599790413932483
A.S. (Sabine) Uitslag,False,308,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.5763616856708002
J.M. (Marja) van Bijsterveldt-Vliegenthart,False,264,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.494024302003543
G. (Gerda) Verburg,False,141,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.2638538885700741
W.R.C. (Mirjam) Sterk,False,133,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.24888345517602734
M.J.M. (Monique) Smidt-Beudeker,False,124,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.23204171760772474
H.T.M. (Hein) Pieper,False,123,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.2301704134334689
J.G. (Jack) de Vries,False,69,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.1291199880236533
H. (Rikus) Jager,False,69,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.1291199880236533
P.J.M.G. (Elly) Blanksma-van den Heuvel,False,46,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.08607999201576885
H.J. (Henk Jan) Ormel,False,45,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.08420868784151302
J.L. (Jaco) Geurts,False,41,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.07672347114448963
S. (Sander) de Rouwe,False,26,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.04865390853065196
S. (Sybrand) van Haersma Buma,False,25,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.04678260435639612
G.P.J. (Ger) Koopmans,False,25,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.04678260435639612
F. (Ciska) Joldersma,False,22,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.04116869183362858
Y.J. (Eddy) van Hijum,False,20,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0374260834851169
P.H. (Pieter) Omtzigt,False,20,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0374260834851169
K.G. (Kathleen) Ferrier,False,18,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.033683475136605204
H.G.J. (Hanke) Bruins Slot,False,15,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.02806956261383767
J.F. (Jan Folkert) Deinum,False,15,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.02806956261383767
F.J.M. (Frank) van Kuppeveld,False,14,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.026198258439581824
A.J. (Ad) Koppejan,False,11,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.02058434591681429
P.H. (Peter) Ruys,False,11,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.02058434591681429
J.A.G. (Joost) Verheijen,False,10,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.01871304174255845
C.J. (Clazinus) Netjes,False,10,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.01871304174255845
M.M. (Marijn) Noordam-ter Maat,False,10,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.01871304174255845
H. (Harry) van der Molen,False,9,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.016841737568302602
C. (Coskun) Çörüz,False,9,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.016841737568302602
D.Y.S. (Yang Soo) Kloosterhof,False,9,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.016841737568302602
M.C. (Maarten) Haverkamp,False,9,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.016841737568302602
M.M. (Madeleine) van Toorenburg,False,7,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.013099129219790912
M.C.I. (Marieke) van der Werf,False,6,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.011227825045535069
D.L. (David) Moolenburgh,False,5,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.009356520871279224
M.J.F. (Martijn) van Helvert,False,5,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.009356520871279224
M.B. (Martijn) de Haas,False,5,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.009356520871279224
A.E. (Alwin) de Jong,False,4,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0074852166970233785
E.D. (Dinand) Ekkel,False,4,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0074852166970233785
M.M.D. (Marga) Vermue-Vermue,False,4,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0074852166970233785
O.C. (Olger) van Dijk,False,3,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0056139125227675345
A.M.T. (Anne-Marie) Vreman-Muijrers,False,3,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0056139125227675345
J.J. (Jan Jacob) van Dijk,False,3,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0056139125227675345
D.P.J. (Daniëlle) van Lith-Woestenberg,False,3,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0056139125227675345
J. (Jobke) Vonk-Vedder,False,3,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0056139125227675345
R.W. (Raymond) Knops,False,3,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0056139125227675345
E. (Elsa) Rijssenbeek-van Pijkeren,False,2,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0037426083485116893
W.G.J. (Willem) Ketelaars,False,2,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0037426083485116893
H.M.W.M. (Erna) van de Ven,False,2,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0037426083485116893
M.C.G. (Mona) Keijzer,False,2,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0037426083485116893
B.E.H. (Brigit) Homan,False,2,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0037426083485116893
J. (Jan) Schinkelshoek,False,2,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0037426083485116893
J.J.G.M. (Jack) Biskop,False,2,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0037426083485116893
M.P.M. (Michiel) Holtackers,False,2,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0037426083485116893
M.W. (Maarten) Offinga,False,2,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0037426083485116893
A.A.H.C.M. (Anke) van Extel-van Katwijk,False,2,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0037426083485116893
A.N.J. (Arnoud) Strijbis,False,1,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0018713041742558446
B.J. (Bas Jan) van Bochove,False,1,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0018713041742558446
G.A. (Gerben) Karssenberg,False,1,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0018713041742558446
P.E.M.T. (Patricia) Assmann,False,1,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0018713041742558446
M.H. (Marij) Cox-Sevenich,False,1,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0018713041742558446
R. (Rex) Arendsen,False,0,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0
S.J.J. (Sjoerd) Meulensteen,False,0,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0
A.A.W.G. (Guus) Mulders,False,0,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0
H.C.A.M. (Erik) van den Oord,False,0,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0
M.E. (Marja) Kwast-van Duursen,False,0,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0
J.D. (Jan) Kramer,False,0,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0
A. (Arinda) Callewaert-de Groot,False,0,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0
M. (Mustafa) Amhaouch,False,0,Christen Democratisch Appèl (CDA),543748,663491,40079,75,0.0
G. Wilders,False,35669,PVV (Partij voor de Vrijheid),543750,663491,37807,48,45.28558203507287
M. Agema,False,913,PVV (Partij voor de Vrijheid),543750,663491,37807,48,1.159150421879546
H. Brinkman,False,551,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.6995529928320152
E. Mulder,False,183,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.23233792683894516
L.M.J.S. Helder,False,107,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.13584785886211548
R. de Roon,False,51,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.06474991403708308
M. Bosma,False,36,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.045705821673235114
M.M. Hernandez,False,34,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.043166609358055386
W.R.F. Kortenoeven,False,20,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.025392123151797286
S.R. Fritsma,False,20,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.025392123151797286
A.P.C. van Dijck,False,20,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.025392123151797286
R. de Mos,False,19,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.02412251699420742
G.A. van Strien,False,19,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.02412251699420742
K. Gerbrands,False,18,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.022852910836617557
E. Lucassen,False,17,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.021583304679027693
D.J.G. Graus,False,14,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.0177744862062581
L.W.E. de Jong,False,9,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.011426455418308779
A. Kops,False,9,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.011426455418308779
R.A. van Vliet,False,8,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.010156849260718914
L. Bontes,False,8,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.010156849260718914
M. van de Waal,False,8,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.010156849260718914
A.J. Zijlstra,False,7,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.00888724310312905
M.H.M. van de Klashorst-Faber,False,7,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.00888724310312905
M.T.M. Visser,False,6,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.007617636945539186
W.R. Dille,False,6,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.007617636945539186
J.J.G. van Bemmel,False,5,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.006348030787949321
M.C. Nunes,False,5,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.006348030787949321
J.J. van Klaveren,False,5,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.006348030787949321
A.J.A. van Dijk,False,5,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.006348030787949321
J.H.A. Driessen,False,4,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.005078424630359457
H.W. van den Berg,False,4,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.005078424630359457
J.E.J.W. Sharpe,False,4,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.005078424630359457
V. Maeijer,False,3,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.003808818472769593
R.A. Eekhuis,False,3,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.003808818472769593
A. van Doorn,False,2,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.0025392123151797286
J.J.C. van Koppen,False,2,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.0025392123151797286
I.H.C. van den Besselaar,False,2,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.0025392123151797286
A. Elissen,False,1,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.0012696061575898643
M.S. Ludriks,False,1,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.0012696061575898643
J.C. van der Helm,False,1,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.0012696061575898643
B. Madlener,False,1,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.0012696061575898643
L. van Delft,False,0,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.0
R. Dubbelman,False,0,PVV (Partij voor de Vrijheid),543750,663491,37807,48,0.0
