candidate,value,elected,party,party_id,district_id,Unnamed: 3,N,Q,vQ/N
CANNELONGA SEVERINO,29915,Eletto,PCI,1,24,,404948,24,1.772968381125478
NEBBIA GIORGIO,28885,Eletto,PCI,1,24,,404948,24,1.71192350622796
GALANTE MICHELE,26862,Eletto,PCI,1,24,,404948,24,1.5920266305797288
CIVITA SALVATORE,26857,,PCI,1,24,,404948,24,1.591730296235566
PERINEI FABIO,15492,,PCI,1,24,,404948,24,0.9181623319537323
NATALE GIOVANNA,12169,,PCI,1,24,,404948,24,0.7212185268231971
ACCETTURA NICOLA,10528,,PCI,1,24,,404948,24,0.6239615950689965
FUSILLI MATTEO,8638,,PCI,1,24,,404948,24,0.5119472129754932
SPINELLI MICHELE,6685,,PCI,1,24,,404948,24,0.39619901814553965
LAMACCHIA MICHELE,6180,,PCI,1,24,,404948,24,0.36626924938510624
MONGIELLO COLOMBA,5932,,PCI,1,24,,404948,24,0.35157106591463594
LIUZZI MARGHERITA,5504,,PCI,1,24,,404948,24,0.3262048460543082
DAMBRA FRANCESCO,5394,,PCI,1,24,,404948,24,0.31968549048272865
FUSCO ANTONIO,5383,,PCI,1,24,,404948,24,0.3190335549255707
RUSSIELLO GIUSEPPE,5257,,PCI,1,24,,404948,24,0.3115659294526705
GATTULLO GIACINTO,4860,,PCI,1,24,,404948,24,0.2880369825261515
DEL MASTRO GIOVANNI,4362,,PCI,1,24,,404948,24,0.2585220818475459
LOPEDOTE ROSARIA,4322,,PCI,1,24,,404948,24,0.2561514070942442
MORGA ANTONIA,3797,,PCI,1,24,,404948,24,0.22503630095715993
NICASTRI GIOVANNI,3409,,PCI,1,24,,404948,24,0.20204075585013384
MORRA ROCCO,3102,,PCI,1,24,,404948,24,0.1838458271185436
PASCUCCI ANTONIO,123,,ALL.POP.,2,24,,471,12,3.1337579617834397
MARCHETTA CARMELA,64,,ALL.POP.,2,24,,471,12,1.6305732484076434
ARGENIO GIORGIO,45,,ALL.POP.,2,24,,471,12,1.1464968152866242
BRUNO MENOTTI IDA,43,,ALL.POP.,2,24,,471,12,1.0955414012738853
GENOVESE GIOVANNI,36,,ALL.POP.,2,24,,471,12,0.9171974522292994
DEL VISCOVO ALFONSO,30,,ALL.POP.,2,24,,471,12,0.7643312101910829
MANARI ALESSANDRO,27,,ALL.POP.,2,24,,471,12,0.6878980891719745
MENOTTI CIRO,27,,ALL.POP.,2,24,,471,12,0.6878980891719745
GRIECO NUNZIO,22,,ALL.POP.,2,24,,471,12,0.5605095541401274
LORETO RITA,22,,ALL.POP.,2,24,,471,12,0.5605095541401274
D'IPPOLITI VALENTINA,21,,ALL.POP.,2,24,,471,12,0.535031847133758
PAPPALARDO VINCENZO,11,,ALL.POP.,2,24,,471,12,0.2802547770700637
ARRICA SALVATORICO,80,,PS D'AZ.,3,24,,345,19,4.405797101449275
CADONI SALVATORE,36,,PS D'AZ.,3,24,,345,19,1.982608695652174
BASSU PEPPINO,34,,PS D'AZ.,3,24,,345,19,1.872463768115942
FRASCARO FRANCO,30,,PS D'AZ.,3,24,,345,19,1.6521739130434783
LICHERI DORIANA,21,,PS D'AZ.,3,24,,345,19,1.1565217391304348
PIANU EFISIO,19,,PS D'AZ.,3,24,,345,19,1.046376811594203
MOCCI GERMANA,18,,PS D'AZ.,3,24,,345,19,0.991304347826087
MARCHI SALVATORE,16,,PS D'AZ.,3,24,,345,19,0.881159420289855
PINTUS GIOMMARIA,13,,PS D'AZ.,3,24,,345,19,0.7159420289855073
MARCHI PIERANTONIO,12,,PS D'AZ.,3,24,,345,19,0.6608695652173913
MANCA MANLIO,11,,PS D'AZ.,3,24,,345,19,0.6057971014492753
PUDDU MICHELE,11,,PS D'AZ.,3,24,,345,19,0.6057971014492753
PIRAS GIOVANNI,10,,PS D'AZ.,3,24,,345,19,0.5507246376811594
SANNA TOMASO,8,,PS D'AZ.,3,24,,345,19,0.4405797101449275
ZEDDA PIETRO,8,,PS D'AZ.,3,24,,345,19,0.4405797101449275
MOTZO GIUSEPPE,7,,PS D'AZ.,3,24,,345,19,0.3855072463768116
PORCU GIORGIO,7,,PS D'AZ.,3,24,,345,19,0.3855072463768116
SOLINAS PIETRO,4,,PS D'AZ.,3,24,,345,19,0.22028985507246376
USELLI GIOVANNI,0,,PS D'AZ.,3,24,,345,19,0.0
VANALESTI FRANCESCO SAVERIO,791,,LIGA VENETA-PU,4,24,,2871,24,6.612330198537095
TARULLI GIUSEPPE,539,,LIGA VENETA-PU,4,24,,2871,24,4.505747126436781
LIGUORI FRANCESCO,291,,LIGA VENETA-PU,4,24,,2871,24,2.4326018808777428
VERGINE EGIDIO,211,,LIGA VENETA-PU,4,24,,2871,24,1.7638453500522466
SALVEMINI ONOFRIO,192,,LIGA VENETA-PU,4,24,,2871,24,1.6050156739811912
CATALANO CARMELO,105,,LIGA VENETA-PU,4,24,,2871,24,0.877742946708464
LANNES ELISA,93,,LIGA VENETA-PU,4,24,,2871,24,0.7774294670846394
CAMPA ANGIOLINA,82,,LIGA VENETA-PU,4,24,,2871,24,0.6854754440961337
BARBARO MICHELE,77,,LIGA VENETA-PU,4,24,,2871,24,0.6436781609195402
LONIGRO FRANCESCO,55,,LIGA VENETA-PU,4,24,,2871,24,0.45977011494252873
MANTOVAN GIORGIO,54,,LIGA VENETA-PU,4,24,,2871,24,0.45141065830721006
DELL'AQUILA MICHELE,47,,LIGA VENETA-PU,4,24,,2871,24,0.3928944618599791
FRANCHINI FELICE,46,,LIGA VENETA-PU,4,24,,2871,24,0.3845350052246604
PRANZO STELIO,46,,LIGA VENETA-PU,4,24,,2871,24,0.3845350052246604
GRANA GIUSEPPE,42,,LIGA VENETA-PU,4,24,,2871,24,0.3510971786833856
LEONETTI VINCENZO,31,,LIGA VENETA-PU,4,24,,2871,24,0.25914315569487983
GRECO GIULIANO,29,,LIGA VENETA-PU,4,24,,2871,24,0.24242424242424243
SABINO GIUSEPPE,27,,LIGA VENETA-PU,4,24,,2871,24,0.22570532915360503
LATORRE GIOVANNI,26,,LIGA VENETA-PU,4,24,,2871,24,0.2173458725182863
PIRROTTI LUIGI,26,,LIGA VENETA-PU,4,24,,2871,24,0.2173458725182863
SEDERINO CORRADO,19,,LIGA VENETA-PU,4,24,,2871,24,0.1588296760710554
VERGORI ROSARIO,19,,LIGA VENETA-PU,4,24,,2871,24,0.1588296760710554
TALARICO CLAUDIO,16,,LIGA VENETA-PU,4,24,,2871,24,0.13375130616509928
SCHIUMA FRANCESCO,7,,LIGA VENETA-PU,4,24,,2871,24,0.05851619644723093
CARPAGNANO SAVINO,105944,,PSI,5,24,,507261,24,5.012520181918184
FORMICA DETTO RINA SALVATORE,75251,Eletto,PSI,5,24,,507261,24,3.560344674634951
DIGLIO PASQUALE,64199,Eletto,PSI,5,24,,507261,24,3.0374422634501763
LENOCI CLAUDIO,60800,Eletto,PSI,5,24,,507261,24,2.8766256424207657
MASTROGIACOMO ANTONIO,43523,Eletto,PSI,5,24,,507261,24,2.059200293340115
ROMANO DOMENICO,42038,,PSI,5,24,,507261,24,1.9889406045408577
MASIELLO VITTORIO,12649,,PSI,5,24,,507261,24,0.5984611472200702
PINTO CARLO,12417,,PSI,5,24,,507261,24,0.5874845493739909
SIMONE DETTO FRANCO FRANCESCO,11373,,PSI,5,24,,507261,24,0.5380898590666343
BOVE MARIO,10506,,PSI,5,24,,507261,24,0.49706955590908825
TRISORIO LIUZZI RISPOLI GIULIANA,7777,,PSI,5,24,,507261,24,0.36795259245240614
DI MLEO FRNACESCO,6561,,PSI,5,24,,507261,24,0.3104200796039908
BRIGIDA MICHELE,6042,,PSI,5,24,,507261,24,0.2858646732155636
DELL'AQUILA MICHELE,6018,,PSI,5,24,,507261,24,0.2847291630935554
DOTOLI GIOVANNI,5699,,PSI,5,24,,507261,24,0.26963634105519646
COLUCCI GIUSEPPE,5559,,PSI,5,24,,507261,24,0.2630125320101486
FOLLIERI CARLO,5478,,PSI,5,24,,507261,24,0.25918018534837095
TOMAIUOLI EDUARDO,4856,,PSI,5,24,,507261,24,0.22975154801965852
TRICARICO LUIGI,4567,,PSI,5,24,,507261,24,0.21607811363380983
GIACOVELLI GIUSEPPE,4426,,PSI,5,24,,507261,24,0.20940699166701165
CORRIERO ANGELANTONIO,4340,,PSI,5,24,,507261,24,0.2053380803964823
MARIANI GIOVANNI,3321,,PSI,5,24,,507261,24,0.15712621313288425
VIRGILIO GIUSEPPE,1978,,PSI,5,24,,507261,24,0.09358495922217556
NICOLINI CALUDIO,1939,,PSI,5,24,,507261,24,0.09173975527391225
TATARELLA GIUSEPPE,39587,Eletto,MSI-DN,6,24,,146622,24,6.479846134959283
DEL DONNO OLINDO,25144,Eletto,MSI-DN,6,24,,146622,24,4.115726152964767
AGOSTINACCHIO PAOLO,21733,,MSI-DN,6,24,,146622,24,3.5573924786184885
FAZIO BONINA CONCETTA,7823,,MSI-DN,6,24,,146622,24,1.2805172484347507
LANBRESA STALLONE ANNA LUCIA,7366,,MSI-DN,6,24,,146622,24,1.2057126488521503
SCHINAIA COSIMO,6870,,MSI-DN,6,24,,146622,24,1.1245242869419323
MAGGI ERNESTO,6198,,MSI-DN,6,24,,146622,24,1.014527151450669
LONGO PIETRO,3461,,MSI-DN,6,24,,146622,24,0.5665179850227114
GIULIANI VITO,3028,,MSI-DN,6,24,,146622,24,0.49564185456479926
BALDI ALDO,2920,,MSI-DN,6,24,,146622,24,0.4779637435037034
BIZZARI VINCENZO,2553,,MSI-DN,6,24,,146622,24,0.41789090313868316
D'ELIA VITANTONIO,2263,,MSI-DN,6,24,,146622,24,0.3704219012153701
BOTTALICO TOMMASO,2252,,MSI-DN,6,24,,146622,24,0.36862135286655484
TANDOI GIUSEPPE,2224,,MSI-DN,6,24,,146622,24,0.36403813888775216
DI PACE MICHELE,2034,,MSI-DN,6,24,,146622,24,0.3329377583173057
FRATARCANGELI GIUSEPPE,1966,,MSI-DN,6,24,,146622,24,0.32180709579735645
NARGISO LUIGI,1685,,MSI-DN,6,24,,146622,24,0.27581126979580145
NAPOLITANO NICOLINO,1397,,MSI-DN,6,24,,146622,24,0.22866964029954578
SVIATO VITTORIO,1249,,MSI-DN,6,24,,146622,24,0.20444408069730327
DE MONTE ANDREA,1224,,MSI-DN,6,24,,146622,24,0.20035192535908664
ZINTU MARIO,1158,,MSI-DN,6,24,,146622,24,0.1895486352661947
FRUCUGLIETTI MAURANTONIO ISABELLA,940,,MSI-DN,6,24,,146622,24,0.15386504071694562
VOLPE NICOLA,928,,MSI-DN,6,24,,146622,24,0.15190080615460164
SPORTELLI PATRIZIO,619,,MSI-DN,6,24,,146622,24,0.10132176617424397
MODUGNO DETTO MIMMO DOMENICO,7297,,P.RAD,7,24,,25094,24,6.978879413405595
RUTELLI FRANCESCO,5483,,P.RAD,7,24,,25094,24,5.243962700247071
DI LASCIA MARIA TERESA,3179,,P.RAD,7,24,,25094,24,3.0404080656730694
STANGO ANTONIO,2015,,P.RAD,7,24,,25094,24,1.9271539013309955
BISCIOTTI PAOLO,673,,P.RAD,7,24,,25094,24,0.64365983900534
TURCO MAURIZIO,669,,P.RAD,7,24,,25094,24,0.6398342233203156
D'AMBROSIO GUIDO,629,,P.RAD,7,24,,25094,24,0.6015780664700725
TRISCIUOGLIO ANTONIO,544,,P.RAD,7,24,,25094,24,0.520283733163306
FRANCESE MARIA,479,,P.RAD,7,24,,25094,24,0.45811747828166094
PLOTKIN ADELE,442,,P.RAD,7,24,,25094,24,0.4227305331951861
AULIZIO EMANUELE,410,,P.RAD,7,24,,25094,24,0.3921256077149916
DENTAMARO TERESA,345,,P.RAD,7,24,,25094,24,0.3299593528333466
GISOTTI FRANCESCO GIUSEPPE,299,,P.RAD,7,24,,25094,24,0.28596477245556706
MOREA ARCANGELO,291,,P.RAD,7,24,,25094,24,0.2783135410855184
MONACO GIOVANNI,276,,P.RAD,7,24,,25094,24,0.26396748226667727
MATTIA GIUSEPPE,272,,P.RAD,7,24,,25094,24,0.260141866581653
SCHIRONE COSTANTINO,269,,P.RAD,7,24,,25094,24,0.25727265481788475
ULIVIERI MARCO,248,,P.RAD,7,24,,25094,24,0.23718817247150714
SCARAMUZZI ANGELA,227,,P.RAD,7,24,,25094,24,0.2171036901251295
STRIPPOLI NICOLA,223,,P.RAD,7,24,,25094,24,0.21327807444010521
SIMONE GIUSEPPE,221,,P.RAD,7,24,,25094,24,0.21136526659759305
TOMAIUOLO GIUSEPPE,207,,P.RAD,7,24,,25094,24,0.19797561170000796
QUINTO DETTO DANILO PASQUALE,199,,P.RAD,7,24,,25094,24,0.19032438032995935
ORESTA FRANCA,197,,P.RAD,7,24,,25094,24,0.1884115724874472
POLLICE GUIDO,2780,,DEM.PROL,8,24,,12889,24,5.176507099076732
FRISULLO DETTO DINO DAMIANO,1089,,DEM.PROL,8,24,,12889,24,2.0277756226239427
FOLLIERI VINCENZO,1022,,DEM.PROL,8,24,,12889,24,1.9030180774303669
CAFAGNA MARIO,931,,DEM.PROL,8,24,,12889,24,1.733571262316704
LOMELO DOMENICO,752,,DEM.PROL,8,24,,12889,24,1.4002637908293893
DE CILLIS PIETRO,711,,DEM.PROL,8,24,,12889,24,1.3239196213825744
DE NUCCI DETTA TITTI CANCETTA,567,,DEM.PROL,8,24,,12889,24,1.055784001862053
CENTRONE DETTO MARIO MARINO,550,,DEM.PROL,8,24,,12889,24,1.0241291023353247
DE VIVO RAFFAELE,527,,DEM.PROL,8,24,,12889,24,0.9813018853285748
DI CIAULA TOMMASO,456,,DEM.PROL,8,24,,12889,24,0.8490961284816511
DI GIOIA DETTO MIMMO GUGLIELMO,456,,DEM.PROL,8,24,,12889,24,0.8490961284816511
DE PASQUALE NICOLA,450,,DEM.PROL,8,24,,12889,24,0.8379238110016293
ILLUZZI MARIA GRAZIA,422,,DEM.PROL,8,24,,12889,24,0.7857863294281946
D'ANGELO DETTO TONINO FERNANDO ANTONIO,415,,DEM.PROL,8,24,,12889,24,0.772751959034836
MARCHETTI LAURA,354,,DEM.PROL,8,24,,12889,24,0.6591667313212817
SCHETTINI FRANCESCO,271,,DEM.PROL,8,24,,12889,24,0.5046163395143145
POMPA ALIDA,219,,DEM.PROL,8,24,,12889,24,0.4077895880207929
LIANTONIO LUIGI,202,,DEM.PROL,8,24,,12889,24,0.37613468849406473
LOSPALLUTO MICHELE,142,,DEM.PROL,8,24,,12889,24,0.26441151369384747
TORIELLO LILIANA,141,,DEM.PROL,8,24,,12889,24,0.2625494607805105
TUSINO FRANCESCO,121,,DEM.PROL,8,24,,12889,24,0.22530840251377143
MOSCATO DETTO ANTONIO AANTONIO MARIA,116,,DEM.PROL,8,24,,12889,24,0.21599813794708667
PETRUCCI PAOLO,106,,DEM.PROL,8,24,,12889,24,0.19737760881371713
PORRELLI ALFREDO,89,,DEM.PROL,8,24,,12889,24,0.1657227092869889
MELILLO SAVINO,10595,Eletto,PLI,9,24,,45575,24,5.57937465715853
CASSANDRO GIOVANNI,4167,,PLI,9,24,,45575,24,2.1943609434997255
FRANCAVILLA TOMMASO,4124,,PLI,9,24,,45575,24,2.171716950082282
PETRELLI GIUSEPPE,3920,,PLI,9,24,,45575,24,2.064289632473944
SORRENTINO FRANCESCO,3858,,PLI,9,24,,45575,24,2.0316401535929787
CASTELLUCCI ANTONIO,2089,,PLI,9,24,,45575,24,1.1000767964893035
CAMPESE ANTONIO,1412,,PLI,9,24,,45575,24,0.743565551289084
MILANO LIBORIO,1346,,PLI,9,24,,45575,24,0.7088096544157981
TOMASICCHIO EMANUELE,1274,,PLI,9,24,,45575,24,0.6708941305540318
CAMPANILE ALCESTE,1228,,PLI,9,24,,45575,24,0.6466703236423478
RIZZI ANTONIO,1228,,PLI,9,24,,45575,24,0.6466703236423478
CERISANO GIOVANNI,1123,,PLI,9,24,,45575,24,0.5913768513439386
MADDAMMA SALVATORE,1101,,PLI,9,24,,45575,24,0.5797915523861766
MASIELLO TOMMASO,1039,,PLI,9,24,,45575,24,0.5471420735052112
DE MUSSO COSIMO,1034,,PLI,9,24,,45575,24,0.5445090510148107
LEPRI LUIGI,997,,PLI,9,24,,45575,24,0.5250246845858475
PANNIELLO GIUSEPPE,936,,PLI,9,24,,45575,24,0.49290181020296214
MONTE ANTONIO,923,,PLI,9,24,,45575,24,0.486055951727921
DIGREGORIO MICHELE,882,,PLI,9,24,,45575,24,0.4644651673066374
QUATARELLA PIETRO,626,,PLI,9,24,,45575,24,0.3296544157981349
RUSSO BIAGIO,548,,PLI,9,24,,45575,24,0.2885792649478881
DE CORATO CARLO,501,,PLI,9,24,,45575,24,0.26382885353812396
TRAVERSA GIOVANNI,317,,PLI,9,24,,45575,24,0.16693362589138783
MONACO GIUSEPPE,307,,PLI,9,24,,45575,24,0.16166758091058694
CICIA GRAZIANO,30882,Eletto,PSDI,10,24,,100698,24,7.360305070607162
PASCULLO ELIO,11919,,PSDI,10,24,,100698,24,2.8407316927843653
DONADEI FERNANDO,5043,,PSDI,10,24,,100698,24,1.201930524935947
CAPOCCHIANO RAFFAELE,5038,,PSDI,10,24,,100698,24,1.2007388428767205
LAPENNA VITANTONIO,4931,,PSDI,10,24,,100698,24,1.1752368468092713
SOZIO GIUSEPPE,4329,,PSDI,10,24,,100698,24,1.0317583268783888
CAPPUCCI MATTEO,3809,,PSDI,10,24,,100698,24,0.9078233927188226
ANCONA GIUSEPPE,3245,,PSDI,10,24,,100698,24,0.7734016564380624
LOPS NUNZIO,3070,,PSDI,10,24,,100698,24,0.7316927843651314
CAMERINO GIOVANNI,2971,,PSDI,10,24,,100698,24,0.7080974795924447
GIUSTO LUIGI,2526,,PSDI,10,24,,100698,24,0.6020377763212775
CORBACIO MICHELE,2435,,PSDI,10,24,,100698,24,0.5803491628433534
IPPOLITO GIUSEPPE,2319,,PSDI,10,24,,100698,24,0.5527021390692963
SCATTAGLIA MICHELE,2106,,PSDI,10,24,,100698,24,0.5019364833462432
SARCINA MICHELE,1918,,PSDI,10,24,,100698,24,0.45712923791932314
PATRANELLO ANNIBALE,1900,,PSDI,10,24,,100698,24,0.4528391825061074
COPPI ANTONIO,1868,,PSDI,10,24,,100698,24,0.44521241732705713
ZOLLA PASQUALE,1821,,PSDI,10,24,,100698,24,0.4340106059703271
COLACCHIO GIUSEPPE,1778,,PSDI,10,24,,100698,24,0.42376214026097836
MAURIZIO GIUSEPPE,1741,,PSDI,10,24,,100698,24,0.41494369302270157
SCARDICCHIO ONOFRIO,1736,,PSDI,10,24,,100698,24,0.41375201096347497
CRAPOLICCHIO GIUSEPPE,1360,,PSDI,10,24,,100698,24,0.32413752010963476
GUERRIERO GIOVAMBATTISTA,1170,,PSDI,10,24,,100698,24,0.278853601859024
TINELLI FRANCESCO,783,,PSDI,10,24,,100698,24,0.1866174104748853
BRUNI GIOVANNI BATTISTA,13776,Eletto,PRI,11,24,,68388,24,4.83453237410072
GIULIANI LEONARDO DETTO DINO PIA MARIA,9534,,PRI,11,24,,68388,24,3.3458501491489736
CIFARELLI MICHELE,7372,,PRI,11,24,,68388,24,2.5871205474644676
NITTI PAOLO,6976,,PRI,11,24,,68388,24,2.448148798034743
LOSETO VITTORIO,4605,,PRI,11,24,,68388,24,1.6160729952623267
MOAGISTRO DOMENICO,3943,,PRI,11,24,,68388,24,1.3837515353570802
BOLLINO SPIRIDIONE,3082,,PRI,11,24,,68388,24,1.0815932619757853
TRITTA VINCENZO,2738,,PRI,11,24,,68388,24,0.9608703281277418
PETROMILLI ADRIANO,1655,,PRI,11,24,,68388,24,0.5808036497631164
CATALETA ALESSANDRO,1552,,PRI,11,24,,68388,24,0.5446569573609406
IACOBELLI OTTAVIO,1459,,PRI,11,24,,68388,24,0.5120196525706264
BISCEGLIE DOMENICHINO,1374,,PRI,11,24,,68388,24,0.48218985786980173
TRICARICO DOMENICO,1334,,PRI,11,24,,68388,24,0.4681523074223548
CIRSELLA SERGIO,1311,,PRI,11,24,,68388,24,0.4600807159150728
CONTE FRANCESCO PAOLO,1159,,PRI,11,24,,68388,24,0.4067380242147745
ESPOSITO FRANCESCO,1119,,PRI,11,24,,68388,24,0.3927004737673276
LEONE ALFONSO,858,,PRI,11,24,,68388,24,0.30110545709773645
GIUSTINO PASQUALE,841,,PRI,11,24,,68388,24,0.2951394981575715
GEMMINNI EDUARDO,815,,PRI,11,24,,68388,24,0.286015090366731
CIAVARRONI PASSALACQUA LIANA,791,,PRI,11,24,,68388,24,0.27759256009826283
PALLUCCA FILIPPO,785,,PRI,11,24,,68388,24,0.27548692753114584
LAPENNA SAVERIO,645,,PRI,11,24,,68388,24,0.22635550096508159
MICCOLI GIUSEPPE,407,,PRI,11,24,,68388,24,0.1428320758027724
PECORELLI PASQUALE,257,,PRI,11,24,,68388,24,0.09019126162484646
CADRINGHER MANUELA,4513,,LISTA VERDE,12,24,,17023,24,6.362685778064971
ARALDO ANNA MARIA,1793,,LISTA VERDE,12,24,,17023,24,2.527874052752159
BETTINI VIRGINIO,1593,,LISTA VERDE,12,24,,17023,24,2.245902602361511
BALDUCCI ENRICO,1182,,LISTA VERDE,12,24,,17023,24,1.6664512718087294
CAPACCIO RITA,811,,LISTA VERDE,12,24,,17023,24,1.1433942313340775
CURCI FRANCESCO,724,,LISTA VERDE,12,24,,17023,24,1.0207366504141455
CHIEPPA FRANCESCO,681,,LISTA VERDE,12,24,,17023,24,0.9601127885801563
VERONICO CESARE,601,,LISTA VERDE,12,24,,17023,24,0.8473242084238971
PIZZI DANIELA,490,,LISTA VERDE,12,24,,17023,24,0.6908300534570875
BETTI VINCENZO,453,,LISTA VERDE,12,24,,17023,24,0.6386653351348176
DIMONTE MICHELE,441,,LISTA VERDE,12,24,,17023,24,0.6217470481113787
CAMPANALE LUIGI,419,,LISTA VERDE,12,24,,17023,24,0.5907301885684074
JENKNER CHIALA' CRISTINA,418,,LISTA VERDE,12,24,,17023,24,0.5893203313164542
D'ALOJA FIANDACA FLORIANA,385,,LISTA VERDE,12,24,,17023,24,0.5427950420019974
LOBACCARO DETTO MIMMO DOMENICO,305,,LISTA VERDE,12,24,,17023,24,0.4300064618457381
COLETTA CLAUDIO,303,,LISTA VERDE,12,24,,17023,24,0.42718674734183165
PAGLIA MICHELE,288,,LISTA VERDE,12,24,,17023,24,0.40603888856253306
LATORRE NICOLA,284,,LISTA VERDE,12,24,,17023,24,0.40039945955472006
PASQUA MARIO,264,,LISTA VERDE,12,24,,17023,24,0.3722023145156553
MAZZEO GIOVANNI,249,,LISTA VERDE,12,24,,17023,24,0.3510544557363567
PELUSI MATTEA,247,,LISTA VERDE,12,24,,17023,24,0.34823474123245024
SUSANNA ANTONIO,221,,LISTA VERDE,12,24,,17023,24,0.311578452681666
SPARVIERO STUCCHI GIULIETTA,189,,LISTA VERDE,12,24,,17023,24,0.2664630206191623
DI SCIOSCIO MICHELE,169,,LISTA VERDE,12,24,,17023,24,0.2382658755800975
LATTANZIO VITO,132139,Eletto,DC,13,24,,1024120,24,3.096644924422919
SORICE VINCENZO,105686,Eletto,DC,13,24,,1024120,24,2.4767253837440926
DEGENNARO GIUSEPPE,97057,Eletto,DC,13,24,,1024120,24,2.274506893723392
BINETTI VINCENZO,94835,Eletto,DC,13,24,,1024120,24,2.2224348709135646
FARACE LUIGI,90088,Eletto,DC,13,24,,1024120,24,2.1111900949107527
MATARRESE ANTONIO,82950,Eletto,DC,13,24,,1024120,24,1.943912822716088
PISICCHIO DETTO PINO GIUSEPPE,78754,Eletto,DC,13,24,,1024120,24,1.8455805960239033
RUSSO VINCENZO,72274,Eletto,DC,13,24,,1024120,24,1.6937233917900245
CAFARELLI FRANCESCO,64664,Eletto,DC,13,24,,1024120,24,1.5153849158301762
MONGIELLO GIOVANNI,59676,Eletto,DC,13,24,,1024120,24,1.3984923641760731
VERNOLA NICOLA,55960,,DC,13,24,,1024120,24,1.3114088192789908
DAMONE FRANCESCO,44270,,DC,13,24,,1024120,24,1.037456548060774
IASCONE POTITO,9404,,DC,13,24,,1024120,24,0.2203804241690427
MORELLINA MARIATERESA,6438,,DC,13,24,,1024120,24,0.15087294457680742
CATALETA GIUSEPPINA,5887,,DC,13,24,,1024120,24,0.13796039526617976
SCARNERA ANNA,4827,,DC,13,24,,1024120,24,0.11311955630199585
ATTOLICO LEOPOLDO,3911,,DC,13,24,,1024120,24,0.09165332187634262
IAVAGNILIO DOMENICO,3243,,DC,13,24,,1024120,24,0.07599890637815881
CARADONNA GIUSEPPE,2993,,DC,13,24,,1024120,24,0.07014021794320978
MAULUCCI VINCENZO,2341,,DC,13,24,,1024120,24,0.05486075850486271
TERLIZZI PASQUALE,2163,,DC,13,24,,1024120,24,0.050689372339179
SASSO GIACOMO,1941,,DC,13,24,,1024120,24,0.04548685700894427
DI BARI GIUSEPPE,1680,,DC,13,24,,1024120,24,0.03937038628285748
POLIERI PIETRO,939,,DC,13,24,,1024120,24,0.022005233761668554
D'ALEMA MASSIMO,115784,Eletto,PCI,1,25,,435597,19,5.050301081045094
SANNELLA BENEDETTO,41851,Eletto,PCI,1,25,,435597,19,1.8254694132420564
BARGONE ANTONIO,41587,Eletto,PCI,1,25,,435597,19,1.8139541824209073
TOMA MARIO,40306,Eletto,PCI,1,25,,435597,19,1.7580791419591961
GELLI BIANCA,35505,Eletto,PCI,1,25,,435597,19,1.548667690548833
DE TOMASO BONIFAZI ANNA,19136,,PCI,1,25,,435597,19,0.8346797613390359
CERVELLERA ALFREDO,15449,,PCI,1,25,,435597,19,0.6738590945300358
CAIOLO LORENZO,14604,,PCI,1,25,,435597,19,0.6370016322426463
ABATERUSSO ERNESTO,13399,,PCI,1,25,,435597,19,0.584441582471872
ROTUNDO ANTONIO,12290,,PCI,1,25,,435597,19,0.5360688893633335
SOMMA ZULLO CONCETTA,11544,,PCI,1,25,,435597,19,0.5035296386338749
SOGARI FERNANDO,10711,,PCI,1,25,,435597,19,0.4671955959292649
SGOBIO COSIMO,10102,,PCI,1,25,,435597,19,0.4406320521032055
MARIANO SALVATORE,9741,,PCI,1,25,,435597,19,0.42488584632125564
GRECO ANGLANI LAURA,9640,,PCI,1,25,,435597,19,0.4204803981661949
CALABRO CAVALLO PAOLA,9639,,PCI,1,25,,435597,19,0.42043677986762995
CAPUTO COSIMO,8676,,PCI,1,25,,435597,19,0.3784323583495754
FASANO FLAVIO,8497,,PCI,1,25,,435597,19,0.37062468290644796
LANZO COSIMO,7136,,PCI,1,25,,435597,19,0.31126017855954013
SANTORO CATALDO,115,,ALL.POP.,2,25,,334,9,3.0988023952095807
MAZZOTTA LUCIO,64,,ALL.POP.,2,25,,334,9,1.7245508982035929
PAOLICELLI FRANCESCO,41,,ALL.POP.,2,25,,334,9,1.1047904191616766
ARGENIO GIORGIO,26,,ALL.POP.,2,25,,334,9,0.7005988023952096
D'IPPOLITI VALENTINA,24,,ALL.POP.,2,25,,334,9,0.6467065868263473
GRIECO NUNZIO,17,,ALL.POP.,2,25,,334,9,0.45808383233532934
BRUNO MENOTTI IDA,16,,ALL.POP.,2,25,,334,9,0.4311377245508982
CHISTOLINI CLAUDIO,16,,ALL.POP.,2,25,,334,9,0.4311377245508982
POMPA MATTEO,15,,ALL.POP.,2,25,,334,9,0.4041916167664671
ANGIONI PIETRO PAOLO,86,,PS D'AZ.,3,25,,347,17,4.213256484149856
BERRETTA SALVATORE,42,,PS D'AZ.,3,25,,347,17,2.0576368876080693
BASSU PEPPINO,31,,PS D'AZ.,3,25,,347,17,1.5187319884726225
COLUMBANO AGOSTINO,29,,PS D'AZ.,3,25,,347,17,1.420749279538905
BUSSU ANTONIO,26,,PS D'AZ.,3,25,,347,17,1.2737752161383284
LAVRA LUIGI,23,,PS D'AZ.,3,25,,347,17,1.1268011527377522
