candidate,value,elected,party,party_id,district_id,N,Q,vQ/N
BRUSATI DI SETTALA BERARDO,920,,BLOCCO NAZIONALE,4,1,50499,27,0.4918909285332383
MAZZONE MAURO NATALE ITALO,918,,BLOCCO NAZIONALE,4,1,50499,27,0.49082160042773126
VENCHI CESARE,871,,BLOCCO NAZIONALE,4,1,50499,27,0.4656923899483158
DELPIANO MARIO,695,,BLOCCO NAZIONALE,4,1,50499,27,0.37159151666369633
MARZARI OSCAR,598,,BLOCCO NAZIONALE,4,1,50499,27,0.3197291035466049
FIASCONARO CRISTOFORO,509,,BLOCCO NAZIONALE,4,1,50499,27,0.2721440028515416
MARANGONI VITTORIO,409,,BLOCCO NAZIONALE,4,1,50499,27,0.21867759757618963
ZIGNOLI VITTORINO,386,,BLOCCO NAZIONALE,4,1,50499,27,0.20638032436285866
DE BERNARDI ANGIOLINA,306,,BLOCCO NAZIONALE,4,1,50499,27,0.16360720014257707
GALVAGNO GIULIO,270,,BLOCCO NAZIONALE,4,1,50499,27,0.14435929424345037
MENINI ERNESTO,266,,BLOCCO NAZIONALE,4,1,50499,27,0.1422206380324363
SANGUINETTI ANGELO,215,,BLOCCO NAZIONALE,4,1,50499,27,0.11495277134200678
ZUCCA GIOVANNI,215,,BLOCCO NAZIONALE,4,1,50499,27,0.11495277134200678
PIVANO FRANCO,190,,BLOCCO NAZIONALE,4,1,50499,27,0.10158617002316878
STRAZZERA PERNICIANI AMEDEO,119,,BLOCCO NAZIONALE,4,1,50499,27,0.06362502227766886
FINA MICHELE,37,,CONC.NAZ.COMBAT.UNIT,5,1,121,10,3.0578512396694215
UGOLINI UGOLINO,14,,CONC.NAZ.COMBAT.UNIT,5,1,121,10,1.1570247933884297
DE LAUSO UMBERTO,14,,CONC.NAZ.COMBAT.UNIT,5,1,121,10,1.1570247933884297
BUFFA GASPARE,12,,CONC.NAZ.COMBAT.UNIT,5,1,121,10,0.9917355371900827
VIANARA EZIO,12,,CONC.NAZ.COMBAT.UNIT,5,1,121,10,0.9917355371900827
CACIOPPO VINCENZO,10,,CONC.NAZ.COMBAT.UNIT,5,1,121,10,0.8264462809917356
MURGIA FRANCESCO,9,,CONC.NAZ.COMBAT.UNIT,5,1,121,10,0.743801652892562
DEL POZZO UMBERTO,5,,CONC.NAZ.COMBAT.UNIT,5,1,121,10,0.4132231404958678
DI PIERRO VINCENZO,5,,CONC.NAZ.COMBAT.UNIT,5,1,121,10,0.4132231404958678
SARACINI SALVATORE MARIO,3,,CONC.NAZ.COMBAT.UNIT,5,1,121,10,0.24793388429752067
MUSSO ELIEZER,72,,PARTITO CRISTIANO SOCIALE,6,1,246,5,1.4634146341463414
OSTORERO MAMEL AMILCARE,64,,PARTITO CRISTIANO SOCIALE,6,1,246,5,1.3008130081300813
RICCA OSVALDO,40,,PARTITO CRISTIANO SOCIALE,6,1,246,5,0.8130081300813008
SCAGLIONE GIUSEPPE ORESTE,39,,PARTITO CRISTIANO SOCIALE,6,1,246,5,0.7926829268292683
PESSINA LEONE,31,,PARTITO CRISTIANO SOCIALE,6,1,246,5,0.6300813008130082
TOGLIATTI PALMIRO,99639,Eletto,FR.DEMOCR.POPOLARE,7,1,933541,27,2.881772734138083
MONTAGNANA MARIO,76278,Eletto,FR.DEMOCR.POPOLARE,7,1,933541,27,2.206122709125791
MORANINO FRANCESCO,69452,Eletto,FR.DEMOCR.POPOLARE,7,1,933541,27,2.0087002070610716
RAVERA CAMILLA,68716,Eletto,FR.DEMOCR.POPOLARE,7,1,933541,27,1.987413514778676
ORTONA SILVIO,68010,Eletto,FR.DEMOCR.POPOLARE,7,1,933541,27,1.966994486583878
FLOREANINI DELLA PORTA GISELLA,66827,Eletto,FR.DEMOCR.POPOLARE,7,1,933541,27,1.932779599396277
SCARPA SERGIO,66331,Eletto,FR.DEMOCR.POPOLARE,7,1,933541,27,1.9184342198146627
GRASSI LUIGI,62482,Eletto,FR.DEMOCR.POPOLARE,7,1,933541,27,1.807112917375884
CARPANO MAGLIOLI ERNESTO,43590,Eletto,FR.DEMOCR.POPOLARE,7,1,933541,27,1.2607159192793889
SAMPIETRO GIOVANNI,41385,Eletto,FR.DEMOCR.POPOLARE,7,1,933541,27,1.1969426088409614
ZAPPELLI LUIGI,37100,,FR.DEMOCR.POPOLARE,7,1,933541,27,1.0730112549957636
PIRAZZI MAFFIOLA ALCIDE,36944,,FR.DEMOCR.POPOLARE,7,1,933541,27,1.0684994017402556
FOA' VITTORIO,32191,,FR.DEMOCR.POPOLARE,7,1,933541,27,0.9310324881285342
GUGLIELMINETTI MARZIANO,29303,,FR.DEMOCR.POPOLARE,7,1,933541,27,0.8475053586291336
STROBINO NELLO,25764,,FR.DEMOCR.POPOLARE,7,1,933541,27,0.7451499184288639
JACOMETTI ALBERTO,25745,,FR.DEMOCR.POPOLARE,7,1,933541,27,0.744600397840052
CLARA GIOVANNI,25050,,FR.DEMOCR.POPOLARE,7,1,933541,27,0.7244995131440397
LEVI GIUSEPPE,17007,,FR.DEMOCR.POPOLARE,7,1,933541,27,0.4918787712591091
ICARDI PIERINO,16482,,FR.DEMOCR.POPOLARE,7,1,933541,27,0.4766946497261502
GROSA NICOLA,6322,,FR.DEMOCR.POPOLARE,7,1,933541,27,0.1828457453930786
SECRETO GUIDO,4018,,FR.DEMOCR.POPOLARE,7,1,933541,27,0.11620914346557891
SAVIO SAVINO,3430,,FR.DEMOCR.POPOLARE,7,1,933541,27,0.09920292734866493
AZZI ARNALDO,3391,,FR.DEMOCR.POPOLARE,7,1,933541,27,0.09807496403478798
VERGNANO ANGELO,2406,,FR.DEMOCR.POPOLARE,7,1,933541,27,0.06958665982533171
PASQUALI CAMILLO,2181,,FR.DEMOCR.POPOLARE,7,1,933541,27,0.06307917916834933
CAPELLARO CARLO,2064,,FR.DEMOCR.POPOLARE,7,1,933541,27,0.05969528922671848
PIANOTTI GIACOMO,1433,,FR.DEMOCR.POPOLARE,7,1,933541,27,0.04144542125091453
MORGESE FRANCO,7,,FR.DEGLI ITALIANI,8,1,16,3,1.3125
CERCHIA ADOLFO,5,,FR.DEGLI ITALIANI,8,1,16,3,0.9375
DONDI PACIFICO CARLO,4,,FR.DEGLI ITALIANI,8,1,16,3,0.75
FEDELI VINCENZO,2340,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,7.308108108108108
FERRARI PIERINO LUIGI,2259,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,7.055135135135135
PIAZZA ALDO,773,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,2.4141741741741742
MEZZO ANGELO,484,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,1.5115915915915916
BERNARDI LEONARDO,422,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,1.317957957957958
SOLCI SCARPI ORAZIO,335,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,1.0462462462462463
DA POZZO GIOVANNI BATTISTA,245,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.7651651651651652
LA CAMERA CARLO,181,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.5652852852852853
ZANFROGNINI ALDO,166,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.5184384384384384
TRON ERNESTO,136,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.4247447447447447
CAVALLO FELICE,127,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.3966366366366366
RICHELMY CARLO,91,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.2842042042042042
LEMMI FERDINANDO,83,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.2592192192192192
ROSSI LUIGI,80,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.24984984984984984
RICHIERO VINCENZO,76,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.23735735735735736
GARELLI ARDUINO,74,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.2311111111111111
AMOSSO BICE IN GIORDA,63,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.19675675675675675
AVALLE CATERINA,63,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.19675675675675675
MEAZZI GIUSEPPE,53,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.16552552552552552
PRIGGIONE MARIO,53,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.16552552552552552
MILONE MARIO,50,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.15615615615615616
MASERA FRANCESCO,43,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.1342942942942943
BARBIERI ANSELMO,39,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.1218018018018018
FRECENTESE ADOLFO,35,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.10930930930930931
BORGIANNI GIUSEPPE,31,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.09681681681681682
MARIANINI GINA LUIGI,23,,P.NAZ.MON.ALL.D.LAV.,9,1,8325,26,0.07183183183183184
INVERNIZZI SALVATORE,460,,MOV.NAZ.DEM.SOC.,10,1,1063,27,11.683913452492945
CIRALLI ARMANDO,132,,MOV.NAZ.DEM.SOC.,10,1,1063,27,3.3527751646284103
MALANO GIUSEPPE,73,,MOV.NAZ.DEM.SOC.,10,1,1063,27,1.8541862652869239
BERRINO GIOACCHINO,63,,MOV.NAZ.DEM.SOC.,10,1,1063,27,1.6001881467544685
DE GIULI GIUSEPPE,57,,MOV.NAZ.DEM.SOC.,10,1,1063,27,1.4477892756349953
STEVENIN ANGELO,28,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.7111947318908749
SARTORIO MARIO,24,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.6095954844778928
MOLINO GIUSEPPE,23,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.5841956726246472
AIROLDI BERNARDINO,23,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.5841956726246472
PIPINO GIACOMO,19,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.4825964252116651
SALETTA AUGUSTO,18,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.45719661335841955
LOZIO ETTORE,16,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.4063969896519285
GAGGIOLI GIUSEPPE,15,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.380997177798683
CARNEVALE CESARE,14,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.35559736594543745
RESSEGHINO ANGELO,13,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.3301975540921919
MARCHISIO MARIO,13,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.3301975540921919
MARTINI CARLO,13,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.3301975540921919
CUCCHI BENIAMINO,10,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.2539981185324553
NOVARA GIOVANNI,9,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.22859830667920977
MAGLIOZZI ROBERTO,8,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.20319849482596425
DE BERNARDI MARIO,7,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.17779868297271872
BOLOGNA FEDERICO,7,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.17779868297271872
BELLOMO ANDREA,5,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.12699905926622765
VIGLIETTI ERNESTO,5,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.12699905926622765
FACCIN SILVIO,4,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.10159924741298212
FESTA NICOLA,4,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.10159924741298212
MANTEGAZZA PAOLO,0,,MOV.NAZ.DEM.SOC.,10,1,1063,27,0.0
SCOTTI ALESSANDRO,2551,,P.CONTADINI D'ITALIA,11,1,12877,27,5.348839015298594
BARONIS RENATO,1907,,P.CONTADINI D'ITALIA,11,1,12877,27,3.9985245010483808
TRIVERO GIUSEPPE,1550,,P.CONTADINI D'ITALIA,11,1,12877,27,3.2499805855401105
RIGAZIO PASQUALE,1194,,P.CONTADINI D'ITALIA,11,1,12877,27,2.50353343169993
GAMBINO ERNESTO,1021,,P.CONTADINI D'ITALIA,11,1,12877,27,2.140793663120292
CAPELLO MICHELANGELO,673,,P.CONTADINI D'ITALIA,11,1,12877,27,1.411120602624835
BERTOLOTTO GIOVANNI,500,,P.CONTADINI D'ITALIA,11,1,12877,27,1.0483808340451968
PASINO FILIPPO,471,,P.CONTADINI D'ITALIA,11,1,12877,27,0.9875747456705755
MACCHIA OSVALDO,362,,P.CONTADINI D'ITALIA,11,1,12877,27,0.7590277238487225
ACTIS COMINO LEONE,348,,P.CONTADINI D'ITALIA,11,1,12877,27,0.729673060495457
PEROTTI TOMMASO,327,,P.CONTADINI D'ITALIA,11,1,12877,27,0.6856410654655587
TAMAGNONE DOMENICO,241,,P.CONTADINI D'ITALIA,11,1,12877,27,0.5053195620097849
FRAGONARA GIOVANNI,238,,P.CONTADINI D'ITALIA,11,1,12877,27,0.4990292770055137
CAROLEO FRANCESCO,199,,P.CONTADINI D'ITALIA,11,1,12877,27,0.41725557194998836
FANTINO GIOVANNI,170,,P.CONTADINI D'ITALIA,11,1,12877,27,0.35644948357536693
GREPPI CARLO,156,,P.CONTADINI D'ITALIA,11,1,12877,27,0.3270948202221014
BOSSO ANNIBALE,149,,P.CONTADINI D'ITALIA,11,1,12877,27,0.3124174885454687
VERRUA DANTE,149,,P.CONTADINI D'ITALIA,11,1,12877,27,0.3124174885454687
CROLETTO ANDREA,117,,P.CONTADINI D'ITALIA,11,1,12877,27,0.24532111516657606
FREGO GAUDENZIO,97,,P.CONTADINI D'ITALIA,11,1,12877,27,0.2033858818047682
DI COSTANZO PIETRO,89,,P.CONTADINI D'ITALIA,11,1,12877,27,0.18661178846004503
STUARDI GIOVANNI,88,,P.CONTADINI D'ITALIA,11,1,12877,27,0.18451502679195464
PERAZZO GUGLIELMO,67,,P.CONTADINI D'ITALIA,11,1,12877,27,0.14048303176205637
FORNI VIRGILIO,65,,P.CONTADINI D'ITALIA,11,1,12877,27,0.1362895084258756
LUPO ANTONIO,52,,P.CONTADINI D'ITALIA,11,1,12877,27,0.10903160674070048
FASSINO EUGENIO,49,,P.CONTADINI D'ITALIA,11,1,12877,27,0.10274132173642929
GROSSO FRANCESCO,47,,P.CONTADINI D'ITALIA,11,1,12877,27,0.0985477984002485
RANZA ELIO,116,,P.DEMOLABURISTA IT.,12,1,338,14,4.804733727810651
OGLIARI PIETRO,41,,P.DEMOLABURISTA IT.,12,1,338,14,1.698224852071006
BARON MANLIO,39,,P.DEMOLABURISTA IT.,12,1,338,14,1.6153846153846154
BERGAMO GIULIO,23,,P.DEMOLABURISTA IT.,12,1,338,14,0.9526627218934911
ATTANASI GIUSEPPE,18,,P.DEMOLABURISTA IT.,12,1,338,14,0.7455621301775148
LIGUORI RENATO,18,,P.DEMOLABURISTA IT.,12,1,338,14,0.7455621301775148
SULLIOTTI ANASTASIO,14,,P.DEMOLABURISTA IT.,12,1,338,14,0.5798816568047337
IACCINO FRANCESCO,13,,P.DEMOLABURISTA IT.,12,1,338,14,0.5384615384615384
FORCELLA GIUSEPPE,11,,P.DEMOLABURISTA IT.,12,1,338,14,0.4556213017751479
DONA' GINO,11,,P.DEMOLABURISTA IT.,12,1,338,14,0.4556213017751479
CONTESSA SEM EGIDIO,10,,P.DEMOLABURISTA IT.,12,1,338,14,0.41420118343195267
LEALI FRANCESCO,8,,P.DEMOLABURISTA IT.,12,1,338,14,0.33136094674556216
LE DONNE DONATO ANTONIO,8,,P.DEMOLABURISTA IT.,12,1,338,14,0.33136094674556216
PAPA SALVATORE,8,,P.DEMOLABURISTA IT.,12,1,338,14,0.33136094674556216
SARAGAT GIUSEPPE,31988,Eletto,UNITA' SOCIALISTA,13,1,148475,23,4.9552045798956055
CALOSSO UMBERTO,20873,Eletto,UNITA' SOCIALISTA,13,1,148475,23,3.2333995622158613
BONFANTINI CORRADO,18735,Eletto,UNITA' SOCIALISTA,13,1,148475,23,2.9022057585452097
CASALINI GIULIO,16937,,UNITA' SOCIALISTA,13,1,148475,23,2.6236807543357465
ROLLIER MARIO,7344,,UNITA' SOCIALISTA,13,1,148475,23,1.1376460683616771
POET LUIGI,5775,,UNITA' SOCIALISTA,13,1,148475,23,0.8945950496716619
CHIGNOLI LUIGI,4877,,UNITA' SOCIALISTA,13,1,148475,23,0.7554874558006398
CARANZANO ALDO,4392,,UNITA' SOCIALISTA,13,1,148475,23,0.6803569624515912
QUAZZA GUIDO,4121,,UNITA' SOCIALISTA,13,1,148475,23,0.6383768311163496
RAMELLA SECONDO,4067,,UNITA' SOCIALISTA,13,1,148475,23,0.6300117864960431
BALLARINI GIORGIO,3996,,UNITA' SOCIALISTA,13,1,148475,23,0.6190133019026772
SAVOIA GIOVANNI,3913,,UNITA' SOCIALISTA,13,1,148475,23,0.6061559185047988
MAJORCA CARLO,3189,,UNITA' SOCIALISTA,13,1,148475,23,0.4940023572992086
ANDREONI CARLO,2867,,UNITA' SOCIALISTA,13,1,148475,23,0.4441219060447887
PAGELLA VERA,2545,,UNITA' SOCIALISTA,13,1,148475,23,0.39424145479036876
LEVI RICCARDO,2045,,UNITA' SOCIALISTA,13,1,148475,23,0.3167873379356794
BARBERIS LUIGI,2030,,UNITA' SOCIALISTA,13,1,148475,23,0.31446371443003873
GAROSCI ALDO,1645,,UNITA' SOCIALISTA,13,1,148475,23,0.2548240444519279
COGGIOLA TOMMASINO,1599,,UNITA' SOCIALISTA,13,1,148475,23,0.24769826570129652
PELIZZARI MARIO,1537,,UNITA' SOCIALISTA,13,1,148475,23,0.23809395521131504
RICOTTI GUIDO,1496,,UNITA' SOCIALISTA,13,1,148475,23,0.23174271762923052
TOSELLI TOMMASO,1276,,UNITA' SOCIALISTA,13,1,148475,23,0.1976629062131672
PASTE' GIUSEPPE,1228,,UNITA' SOCIALISTA,13,1,148475,23,0.19022731099511703
BRUSASCA GIUSEPPE,84584,Eletto,DC,1,2,629354,17,2.284768190875088
FERRARIS EMANUELE,58982,Eletto,DC,1,2,629354,17,1.5932114517425804
SABATINI ARMANDO,54043,Eletto,DC,1,2,629354,17,1.4598000489390708
CAGNASSO OSVALDO,39936,Eletto,DC,1,2,629354,17,1.078744236153262
GIACCHERO ENZO,39456,Eletto,DC,1,2,629354,17,1.0657785602379584
ARMOSINO GIUSEPPE,37681,Eletto,DC,1,2,629354,17,1.0178325711761584
BIMA LUIGI,36338,Eletto,DC,1,2,629354,17,0.9815556904381318
RAIMONDI GIUSEPPE,35582,Eletto,DC,1,2,629354,17,0.9611347508715286
MARTINO EDOARDO,32890,Eletto,DC,1,2,629354,17,0.8884189184465341
SODANO GIOVANNI,32289,,DC,1,2,629354,17,0.872184811727581
CAMPAGNO GIOVANNI BATTISTA,31513,,DC,1,2,629354,17,0.8512236356645068
BELLATO ANGELO,30313,,DC,1,2,629354,17,0.8188094458762477
GAIERO SEBASTIANO,29111,,DC,1,2,629354,17,0.7863412324383415
BOVETTI GIOVANNI,22828,,DC,1,2,629354,17,0.6166259370719818
GAETA RENATO,22665,,DC,1,2,629354,17,0.6122230096257433
BOVERIO ERNESTO,21664,,DC,1,2,629354,17,0.5851841729773705
VILLA EMILIO,19479,,DC,1,2,629354,17,0.5261633357379154
GIACOSA GIOCONDO,277,,PRI,2,2,1662,15,2.5
CAMERA ARNALDO,239,,PRI,2,2,1662,15,2.1570397111913358
SOMMOVIGO AMEDEO,209,,PRI,2,2,1662,15,1.8862815884476534
FOA' RAFFAELE,147,,PRI,2,2,1662,15,1.3267148014440433
FONTANA ADOLFO,147,,PRI,2,2,1662,15,1.3267148014440433
CUNTERI BENIAMINO,116,,PRI,2,2,1662,15,1.0469314079422383
BARALDI DECIO,92,,PRI,2,2,1662,15,0.8303249097472925
CERA GIOVANNI,91,,PRI,2,2,1662,15,0.8212996389891697
FENOGLIO FRANCESCO,67,,PRI,2,2,1662,15,0.6046931407942239
GALLIA PIETRO,55,,PRI,2,2,1662,15,0.4963898916967509
RISSO BENEDETTO,52,,PRI,2,2,1662,15,0.4693140794223827
