candidate,value,elected,party,party_id,district_id,N,Q,vQ/N
PAJETTA GIAN CARLO,104950,Eletto,PCI,1,1,375349,37,10.345438511891599
LIBERTINI LUCIO,34035,Eletto,PCI,1,1,375349,37,3.3549976155524592
PUGNO EMILIO,32044,Eletto,PCI,1,1,375349,37,3.158734937351638
SPAGNOLI UGO,24945,Eletto,PCI,1,1,375349,37,2.4589515357707095
VIOLANTE LUCIANO,20516,Eletto,PCI,1,1,375349,37,2.0223631873269943
MANFREDINI VILLER,10772,Eletto,PCI,1,1,375349,37,1.0618491057655675
ALLEGRA PAOLO,10460,Eletto,PCI,1,1,375349,37,1.0310937287697584
ROSOLEN ANGELA,10169,Eletto,PCI,1,1,375349,37,1.00240842522559
CASTOLDI GIUSEPPE,10121,Eletto,PCI,1,1,375349,37,0.9976768287646963
MOLINERI ROSALBA,9310,Eletto,PCI,1,1,375349,37,0.9177325635608461
MOTETTA GIOVANNI,9077,Eletto,PCI,1,1,375349,37,0.8947646057402577
GALANTE GARRONE CARLO,8679,Eletto,PCI,1,1,375349,37,0.8555317850853472
FURIA GIOVANNI,8536,Eletto,PCI,1,1,375349,37,0.8414355706289347
BRUSCA ANTONINO,6658,,PCI,1,1,375349,37,0.6563118590964676
VINAY TULLIO,6498,,PCI,1,1,375349,37,0.6405398708934884
GUASSO NAZZARENO,6280,,PCI,1,1,375349,37,0.6190505369669295
BARISONE LUIGI,5378,,PCI,1,1,375349,37,0.5301359534726348
BARBERO ALBERTO,5340,,PCI,1,1,375349,37,0.5263901062744273
AMANTEA LEONARDO,4129,,PCI,1,1,375349,37,0.40701587056312927
CARLINI FLORA,4075,,PCI,1,1,375349,37,0.4016928245446238
BOSISIO FERRUCCIO,3658,,PCI,1,1,375349,37,0.36058708029060954
FEDERICO VITTORIO,3622,,PCI,1,1,375349,37,0.3570383829449392
BATTISTELLO LILIANA IN AVANZI,3463,,PCI,1,1,375349,37,0.34136496966822877
BIANCHI MARIO,3367,,PCI,1,1,375349,37,0.33190177674644133
GALLAROTTI NADIA,3367,,PCI,1,1,375349,37,0.33190177674644133
DINI EDA,2892,,PCI,1,1,375349,37,0.2850786867688471
FOGLIO ORLANDO,2824,,PCI,1,1,375349,37,0.27837559178258103
VITELLOZZI ERICA,2823,,PCI,1,1,375349,37,0.2782770168563124
ZARETTI ROMANO,2775,,PCI,1,1,375349,37,0.2735454203954187
FENOGLIO TEOBALDO,2358,,PCI,1,1,375349,37,0.2324396761414044
CASSARDO MARIO,2328,,PCI,1,1,375349,37,0.2294824283533458
DI MEGLIO LUIGI,2319,,PCI,1,1,375349,37,0.22859525401692823
GRASSO CHIAFFREDO,2066,,PCI,1,1,375349,37,0.20365579767096756
ZAMBONI GIAN CARLO,1600,,PCI,1,1,375349,37,0.15771988202979095
POZZATO BRUNO,1400,,PCI,1,1,375349,37,0.13800489677606706
MASSA ALDO,1398,,PCI,1,1,375349,37,0.13780774692352984
PINO ALFREDO,1117,,PCI,1,1,375349,37,0.1101081926420478
AGLIETTA MARIA ADELAIDE,19015,Eletto,P.RAD,2,1,64914,37,10.8382629324953
SCIASCIA LEONARDO,13973,Eletto,P.RAD,2,1,64914,37,7.964399051052161
SPADACCIA GIANFRANCO,8289,,P.RAD,2,1,64914,37,4.724604861817173
PINTO DOMENICO_DETTO MIMMO,5155,,P.RAD,2,1,64914,37,2.93827217549373
CICCIOMESSERE ROBERTO,3930,,P.RAD,2,1,64914,37,2.2400406691930863
BUZZATI_TRAVERSO ADRIANO,2494,,P.RAD,2,1,64914,37,1.4215423483378007
NEGRI ELENA,1975,,P.RAD,2,1,64914,37,1.1257201836275688
VATTIMO GIANTERESIO,1521,,P.RAD,2,1,64914,37,0.8669470376190036
FRANCONE VINCENZO,1096,,P.RAD,2,1,64914,37,0.6247034538004128
PEZZANA ANGELO,920,,P.RAD,2,1,64914,37,0.5243861108543612
ROCCELLA FRANCESCO,677,,P.RAD,2,1,64914,37,0.3858797794004375
VIGEVANO PAOLO,602,,P.RAD,2,1,64914,37,0.343130911667745
MATTEOLI LORENZO,582,,P.RAD,2,1,64914,37,0.3317312136056937
CHICCO PAOLO,449,,P.RAD,2,1,64914,37,0.25592322149305236
MALLARINI EDDA,353,,P.RAD,2,1,64914,37,0.20120467079520596
FUBINI ANNA,337,,P.RAD,2,1,64914,37,0.1920849123455649
CHIABERGE RICCARDO,336,,P.RAD,2,1,64914,37,0.19151492744246235
CIVATI FERNANDA,287,,P.RAD,2,1,64914,37,0.16358566719043657
PAGANI LUIGI,282,,P.RAD,2,1,64914,37,0.16073574267492374
CALDERISI GIUSEPPE,263,,P.RAD,2,1,64914,37,0.14990602951597498
CAPRANO MARIA CARMELA,232,,P.RAD,2,1,64914,37,0.1322364975197954
LONGO LOREDANA,196,,P.RAD,2,1,64914,37,0.11171704100810304
DEL SETTE MASSIMO,193,,P.RAD,2,1,64914,37,0.11000708629879533
COLOMBO SILVIANA,180,,P.RAD,2,1,64914,37,0.10259728255846197
LAGOMARSINI PAOLA,166,,P.RAD,2,1,64914,37,0.09461749391502604
RIVALTA CLAUDIA,151,,P.RAD,2,1,64914,37,0.08606772036848753
NESPOLO UGO,142,,P.RAD,2,1,64914,37,0.08093785624056445
TESTA DELFINA,140,,P.RAD,2,1,64914,37,0.07979788643435931
FINOTTI FERNANDA,135,,P.RAD,2,1,64914,37,0.07694796191884648
VITERBO ALFREDO,132,,P.RAD,2,1,64914,37,0.07523800720953877
MASCHIO ALESSANDRA,109,,P.RAD,2,1,64914,37,0.062128354438179746
MASCIOLI FRANCA,109,,P.RAD,2,1,64914,37,0.062128354438179746
MAZZA MANLIO,109,,P.RAD,2,1,64914,37,0.062128354438179746
PICCININI AGOSTINO,107,,P.RAD,2,1,64914,37,0.06098838463197461
IOZZI ANGELO,97,,P.RAD,2,1,64914,37,0.05528853560094895
QUERCINI ELENA,94,,P.RAD,2,1,64914,37,0.05357858089164125
PUGGIONI MARIA ISABELLA,86,,P.RAD,2,1,64914,37,0.049018701666820715
GIACCHERO ENZO,519,,DN-CD,3,1,1848,19,5.336038961038961
SCOLARI GIOVANNI,297,,DN-CD,3,1,1848,19,3.0535714285714284
TROISI FORTUNATO,237,,DN-CD,3,1,1848,19,2.436688311688312
BERZANO PIER LUIGI,147,,DN-CD,3,1,1848,19,1.5113636363636365
D'ADEMO FRANCESCO,84,,DN-CD,3,1,1848,19,0.8636363636363636
FERRETTI GAETANO,79,,DN-CD,3,1,1848,19,0.8122294372294372
LIPPI NOTO LIPPI-SERRA GIANFILIPPO,63,,DN-CD,3,1,1848,19,0.6477272727272727
LUCIDO FRANCESCO,59,,DN-CD,3,1,1848,19,0.6066017316017316
LOVERA IN MASCIANGELO CARLA,54,,DN-CD,3,1,1848,19,0.5551948051948052
MORCHIO ENZO,47,,DN-CD,3,1,1848,19,0.4832251082251082
MUSSINI OSTELIO,45,,DN-CD,3,1,1848,19,0.46266233766233766
GIUSSANI ELIA,43,,DN-CD,3,1,1848,19,0.4420995670995671
TORELLO VED. SCALCO MARGHERITA,39,,DN-CD,3,1,1848,19,0.400974025974026
IANNICE ANTONIO,37,,DN-CD,3,1,1848,19,0.3804112554112554
MASCIANGELO REMO,30,,DN-CD,3,1,1848,19,0.30844155844155846
PERILLO SABATINO,26,,DN-CD,3,1,1848,19,0.26731601731601734
SANJUST ENRICO,21,,DN-CD,3,1,1848,19,0.2159090909090909
VERRO VIRGINIO,16,,DN-CD,3,1,1848,19,0.1645021645021645
SCIVETTI ANGELO,5,,DN-CD,3,1,1848,19,0.05140692640692641
MARTINAT UGO,13686,Eletto,MSI-DN,4,1,50058,37,10.115905549562507
CARAZZONI CARLO,12111,,MSI-DN,4,1,50058,37,8.951755963082825
BOETTI VILLANIS AUDIFREDI LUDOVICO,5315,,MSI-DN,4,1,50058,37,3.928542890247313
CARLINO FRANCESCO,3569,,MSI-DN,4,1,50058,37,2.6379999200926925
ROVITO ALDO,1991,,MSI-DN,4,1,50058,37,1.4716329058292381
SGARRA GIUDO,1656,,MSI-DN,4,1,50058,37,1.2240201366414958
GILARDI ROBERTO,1469,,MSI-DN,4,1,50058,37,1.0858004714531144
AQUILINI BRUNO,774,,MSI-DN,4,1,50058,37,0.572096368212873
CASAGRANDE ANDREA,758,,MSI-DN,4,1,50058,37,0.5602700866994287
ANTINORO MICHELE,698,,MSI-DN,4,1,50058,37,0.5159215310240122
LIZZI ANTONIO,586,,MSI-DN,4,1,50058,37,0.4331375604299013
ANTONIOLI RENATO,583,,MSI-DN,4,1,50058,37,0.4309201326461305
MACRI' FILIPPO,549,,MSI-DN,4,1,50058,37,0.4057892844300611
BOSETTI IN MORANDI GRAZIELLA,474,,MSI-DN,4,1,50058,37,0.35035358983579046
CASTELLETTA LUIGI,428,,MSI-DN,4,1,50058,37,0.3163530304846378
FLORIO LUIGI,391,,MSI-DN,4,1,50058,37,0.2890047544847976
GIALLOMBARDO COSIMO,362,,MSI-DN,4,1,50058,37,0.26756961924167966
FRIGERIO GIULIO,349,,MSI-DN,4,1,50058,37,0.2579607655120061
BARCHI GIOVANNI,333,,MSI-DN,4,1,50058,37,0.24613448399856167
DE STEFANO SERAFINO,317,,MSI-DN,4,1,50058,37,0.23430820248511727
MACRI' ORESTE PAOLO,309,,MSI-DN,4,1,50058,37,0.22839506172839505
MINA LUIGI,295,,MSI-DN,4,1,50058,37,0.2180470654041312
SPERANZA CIRO,290,,MSI-DN,4,1,50058,37,0.21435135243117984
GIACOMETTO CARLO,286,,MSI-DN,4,1,50058,37,0.21139478205281872
SERCHINICH STEFANO,257,,MSI-DN,4,1,50058,37,0.18995964680970076
ROGGERO ETTORE,246,,MSI-DN,4,1,50058,37,0.18182907826920772
GNUVA ANTONIO,243,,MSI-DN,4,1,50058,37,0.1796116504854369
POERMATTEI LEO,242,,MSI-DN,4,1,50058,37,0.1788725078908466
FIORILLI GIUSEPPE,215,,MSI-DN,4,1,50058,37,0.1589156578369092
DORE ANDREA,207,,MSI-DN,4,1,50058,37,0.15300251708018697
PELLEGRINI ACHILLE,183,,MSI-DN,4,1,50058,37,0.13526309481002038
RANALLI ELVIRA RENATA,174,,MSI-DN,4,1,50058,37,0.1286108114587079
VECCHI GIOVAN BATTISTA,169,,MSI-DN,4,1,50058,37,0.12491509848575652
GIUCCIARDINO SALVATORE,161,,MSI-DN,4,1,50058,37,0.11900195772903432
PRANDI GIUSEPPE,139,,MSI-DN,4,1,50058,37,0.10274082064804826
LOBINA ANGELO,131,,MSI-DN,4,1,50058,37,0.09682767989132607
SCANO ALESSANDRO,112,,MSI-DN,4,1,50058,37,0.08278397059411083
AGNELLI SUSANNA,17354,Eletto,PRI,5,1,55873,37,11.492098151164248
LA MALFA GIORGIO,16693,Eletto,PRI,5,1,55873,37,11.054373310901509
GANDOLFI ALDO,5664,,PRI,5,1,55873,37,3.750791974656811
