candidate,value,elected,party,party_id,district_id,N,Q,vQ/N
OLIVETTI ADRIANO,18923,Eletto,COMUNITA',1,1,39803,28,13.311659925131272
FERRAROTTI FRANCESCO,4087,,COMUNITA',1,1,39803,28,2.8750596688691807
MARTOGLIO BATTISTA,3748,,COMUNITA',1,1,39803,28,2.636585182021456
BARIDON SILVIO,2074,,COMUNITA',1,1,39803,28,1.458985503605256
RENACCO NELLO,1797,,COMUNITA',1,1,39803,28,1.2641258196618346
LESCA ELIDIO,1370,,COMUNITA',1,1,39803,28,0.9637464512725171
VIANO LUIGI,973,,COMUNITA',1,1,39803,28,0.684471019772379
PERALDO RENZO,886,,COMUNITA',1,1,39803,28,0.6232696027937593
BLESSENT CLAUDIO,613,,COMUNITA',1,1,39803,28,0.4312237771022285
RIGAZIO PASQUALE,546,,COMUNITA',1,1,39803,28,0.38409165138306156
BALLETTO G. BATTISTA,517,,COMUNITA',1,1,39803,28,0.363691179056855
GASTALDI ORESTE,493,,COMUNITA',1,1,39803,28,0.34680802954551165
BAVA ALESSANDRO,428,,COMUNITA',1,1,39803,28,0.30108283295229005
BRUSASCA GIVANNI,386,,COMUNITA',1,1,39803,28,0.27153732130743913
MANUELE ERNESTO,373,,COMUNITA',1,1,39803,28,0.26239228198879483
GANT MAURO,268,,COMUNITA',1,1,39803,28,0.1885285028766676
CARANDO ANTONIO,257,,COMUNITA',1,1,39803,28,0.18079039268396854
CHIANTOR QUIRINO,254,,COMUNITA',1,1,39803,28,0.17867999899505063
STROBINO PIETRO,240,,COMUNITA',1,1,39803,28,0.16883149511343365
MELIS LUIGI,212,,COMUNITA',1,1,39803,28,0.14913448735019974
SIBILLE MASSIMINO,209,,COMUNITA',1,1,39803,28,0.1470240936612818
DI COSTANZO PIETRO,208,,COMUNITA',1,1,39803,28,0.14632062909830917
LUCCA GAUDENZIO,193,,COMUNITA',1,1,39803,28,0.13576866065371956
ROCCHETTI MICHELE,186,,COMUNITA',1,1,39803,28,0.1308444087129111
BUROCCO EZIO,181,,COMUNITA',1,1,39803,28,0.1273270858980479
SACRIPANTE GIUSEPPE,173,,COMUNITA',1,1,39803,28,0.12169936939426676
GUIDETTI NICOLA119,119,,COMUNITA',1,1,39803,28,0.0837122829937442
GIANA LUIGI,89,,COMUNITA',1,1,39803,28,0.06260834610456498
TOGLIATTI PALMIRO,71198,Eletto,PCI,2,1,248106,28,8.035049535279276
NEGARVILLE CELESTE,20524,Eletto,PCI,2,1,248106,28,2.31623580243928
SECCHIA PIETRO,20214,Eletto,PCI,2,1,248106,28,2.2812507557253756
LEONE FRANCESCO,19551,Eletto,PCI,2,1,248106,28,2.2064278977533798
SULOTTO EGIDIO,15860,Eletto,PCI,2,1,248106,28,1.7898801318791162
MOSCATELLI VINCENZO,15283,Eletto,PCI,2,1,248106,28,1.7247628029954938
VACCHETTA FERDINANDO,14872,,PCI,2,1,248106,28,1.6783794023522205
SCARPA SERGIO,13583,,PCI,2,1,248106,28,1.5329093210160174
COGGIOLA DOMENICO,10900,,PCI,2,1,248106,28,1.2301193844566436
FLOREANINI GISELLA,6693,,PCI,2,1,248106,28,0.755338444052139
CODA SPIRITO,6359,,PCI,2,1,248106,28,0.7176448775926418
ORTONA SILVIO,5503,,PCI,2,1,248106,28,0.6210410066665054
ANGIONO PIERINO,3371,,PCI,2,1,248106,28,0.380434169266362
PEROGLIO GUGLIELMO,2670,,PCI,2,1,248106,28,0.30132282169717783
MAULINI PASQUALE,2647,,PCI,2,1,248106,28,0.2987271569409849
BALTARO GIOVANNI,2529,,PCI,2,1,248106,28,0.28541026819182125
TODROS ALBERTO,2391,,PCI,2,1,248106,28,0.2698362796546637
COSTANTINI ALIGHIERI,1850,,PCI,2,1,248106,28,0.20878173038943032
ANSELMO ANNA,1813,,PCI,2,1,248106,28,0.2046060957816417
BALCONI MARCELLA,1773,,PCI,2,1,248106,28,0.20009189620565404
VANNONI PRIMO,1766,,PCI,2,1,248106,28,0.1993019112798562
SACCHI ENRICO,1280,,PCI,2,1,248106,28,0.14445438643160585
BOUCHARD OSCAR,1206,,PCI,2,1,248106,28,0.13610311721602864
MALAGISO SIMEONE,1204,,PCI,2,1,248106,28,0.13587740723722924
ZANONI WALTER,913,,PCI,2,1,248106,28,0.10303660532191886
FORTINA DIEGO,810,,PCI,2,1,248106,28,0.09141254141375058
COSTA ANGELA,700,,PCI,2,1,248106,28,0.07899849257978445
CORINALDI LIA,643,,PCI,2,1,248106,28,0.072565758184002
SARAGAT GIUSEPPE,12484,Eletto,PSDI,3,1,51726,28,6.757762053899393
SECRETO GUIDO,6906,Eletto,PSDI,3,1,51726,28,3.738313420716854
BONFANTINI CORRADO,6275,,PSDI,3,1,51726,28,3.3967443838688474
CARMAGNOLA LUIGI,4786,,PSDI,3,1,51726,28,2.590728067122917
NICOLAZZI FRANCO,2339,,PSDI,3,1,51726,28,1.266133085875575
CHIGNOLI LUIGI,2246,,PSDI,3,1,51726,28,1.2157908981943317
GALLINA ARCHIMEDE,2073,,PSDI,3,1,51726,28,1.122143602830298
NOVARETTI FRANCESCO,1896,,PSDI,3,1,51726,28,1.026331052082125
PAGELLA VERA,1755,,PSDI,3,1,51726,28,0.9500057997912075
CAMANDONA RODOLFO,1559,,PSDI,3,1,51726,28,0.8439082859683718
ROBA ANGELO,1279,,PSDI,3,1,51726,28,0.6923404090786065
RICOTTI GUIDO,1161,,PSDI,3,1,51726,28,0.6284653752464912
BARTOLETTI ALDO,1120,,PSDI,3,1,51726,28,0.6062715075590612
