candidate,party_id,value,district_id,N,Q,vQ/N
MARI-LIIS TAHKER,Eesti Vabaerakond,28,8,562,10,0.498220640569395
AIN AUKSIMÄE,Eesti Vabaerakond,21,8,562,10,0.3736654804270463
OLEV RAHNU,Eesti Vabaerakond,20,8,562,10,0.35587188612099646
JÜRMO SILLASTE,Eesti Vabaerakond,15,8,562,10,0.2669039145907473
HEIKI RIPS,Eesti Vabaerakond,12,8,562,10,0.21352313167259787
MARGUS SARDIS,Eesti Vabaerakond,10,8,562,10,0.17793594306049823
HANNO KIRSCHFELDT,Eesti Vabaerakond,6,8,562,10,0.10676156583629894
Total of list 0.0525 quotas,Eesti Vabaerakond,281,8,562,10,5.0
JÜRGEN LIGI,Eesti Reformierakond,6069,8,19554,10,3.1037127953359924
YOKO ALENDER,Eesti Reformierakond,997,8,19554,10,0.5098701033036719
RAIT PIHELGAS,Eesti Reformierakond,593,8,19554,10,0.3032627595376905
TAIMO TUGI,Eesti Reformierakond,459,8,19554,10,0.23473458115986498
TÕNU JUUL,Eesti Reformierakond,422,8,19554,10,0.21581262145852512
MADIS TIMPSON,Eesti Reformierakond,413,8,19554,10,0.21120998261225324
SULEV KANNIMÄE,Eesti Reformierakond,371,8,19554,10,0.18973100132965123
MATI SADAM,Eesti Reformierakond,296,8,19554,10,0.15137567761071904
TARMO ALT,Eesti Reformierakond,157,8,19554,10,0.08029047765163137
Total of list 1.8276 quotas,Eesti Reformierakond,9777,8,19554,10,5.0
HANNES PUU,Erakond Eestimaa Rohelised,129,8,754,10,1.7108753315649867
HELI KUUSE,Erakond Eestimaa Rohelised,97,8,754,10,1.2864721485411141
ELO-MARIA ROOTS,Erakond Eestimaa Rohelised,45,8,754,10,0.596816976127321
KRISTJAN ROHTLA,Erakond Eestimaa Rohelised,42,8,754,10,0.5570291777188329
ARVI TAPVER,Erakond Eestimaa Rohelised,20,8,754,10,0.26525198938992045
ERKO ELMIK,Erakond Eestimaa Rohelised,16,8,754,10,0.21220159151193635
TIINA RAMMUL,Erakond Eestimaa Rohelised,13,8,754,10,0.1724137931034483
EVELI PERMANSON,Erakond Eestimaa Rohelised,11,8,754,10,0.14588859416445624
JÜRI-JOONAS KEREM,Erakond Eestimaa Rohelised,4,8,754,10,0.05305039787798409
Total of list 0.0705 quotas,Erakond Eestimaa Rohelised,377,8,754,10,5.0
HELMEN KÜTT,Sotsiaaldemokraatlik Erakond,2194,8,9364,10,2.343015805211448
LAURI LÄÄNEMETS,Sotsiaaldemokraatlik Erakond,994,8,9364,10,1.0615121742844937
JUHAN-MART SALUMÄE,Sotsiaaldemokraatlik Erakond,509,8,9364,10,0.5435711234515165
SIRET PIHELGAS,Sotsiaaldemokraatlik Erakond,421,8,9364,10,0.4495941905168731
PIRET AUS,Sotsiaaldemokraatlik Erakond,241,8,9364,10,0.25736864587783
KÜLVAR MAND,Sotsiaaldemokraatlik Erakond,156,8,9364,10,0.16659547202050407
TONIO TAMRA,Sotsiaaldemokraatlik Erakond,66,8,9364,10,0.07048269970098249
KAAREL ORUMÄGI,Sotsiaaldemokraatlik Erakond,60,8,9364,10,0.06407518154634771
TAMBET SOVA,Sotsiaaldemokraatlik Erakond,41,8,9364,10,0.04378470739000427
Total of list 0.8752 quotas,Sotsiaaldemokraatlik Erakond,4682,8,9364,10,5.0
ÜLLE KULDKEPP,Elurikkuse Erakond,101,8,700,6,0.8657142857142858
RIINA EIGI,Elurikkuse Erakond,80,8,700,6,0.6857142857142857
JANICA SEPP,Elurikkuse Erakond,60,8,700,6,0.5142857142857142
PRIIT-KALEV PARTS,Elurikkuse Erakond,57,8,700,6,0.48857142857142855
PEEP TOBRELUTS,Elurikkuse Erakond,52,8,700,6,0.44571428571428573
Total of list 0.0654 quotas,Elurikkuse Erakond,350,8,700,6,3.0
JAAK MADISON,Eesti Konservatiivne Rahvaerakond,5612,8,16778,10,3.344856359518417
KALLE GRÜNTHAL,Eesti Konservatiivne Rahvaerakond,740,8,16778,10,0.4410537608773394
REIN SUURKASK,Eesti Konservatiivne Rahvaerakond,456,8,16778,10,0.2717844796757659
ENN SARV,Eesti Konservatiivne Rahvaerakond,441,8,16778,10,0.26284420073906306
HELI KOIT,Eesti Konservatiivne Rahvaerakond,436,8,16778,10,0.2598641077601621
MEDI MEIKAR,Eesti Konservatiivne Rahvaerakond,287,8,16778,10,0.17105733698891407
PRIIT JÜRJENS,Eesti Konservatiivne Rahvaerakond,190,8,16778,10,0.11324353319823578
TARMO HINTS,Eesti Konservatiivne Rahvaerakond,122,8,16778,10,0.07271426868518298
ANDO TULVIK,Eesti Konservatiivne Rahvaerakond,105,8,16778,10,0.06258195255691977
Total of list 1.5681 quotas,Eesti Konservatiivne Rahvaerakond,8389,8,16778,10,5.0
RUSLAN TROCHYNSKYI,Erakond Eesti 200,384,8,2120,10,1.8113207547169812
KALLE KALLAS,Erakond Eesti 200,148,8,2120,10,0.6981132075471698
ANGELIKA NARIS,Erakond Eesti 200,113,8,2120,10,0.5330188679245284
KRISTER KALLAS,Erakond Eesti 200,97,8,2120,10,0.45754716981132076
RAUL ALLIKSAAR,Erakond Eesti 200,97,8,2120,10,0.45754716981132076
MARJU MÄGER,Erakond Eesti 200,89,8,2120,10,0.419811320754717
LAURI VAIKSAAR,Erakond Eesti 200,72,8,2120,10,0.33962264150943394
TATJANA JÜRGEN,Erakond Eesti 200,43,8,2120,10,0.2028301886792453
TIIA PIIRIMEES,Erakond Eesti 200,17,8,2120,10,0.08018867924528301
Total of list 0.1981 quotas,Erakond Eesti 200,1060,8,2120,10,5.0
JAAK AAB,Eesti Keskerakond,2227,8,12506,10,1.7807452422837038
KERSTI SARAPUU,Eesti Keskerakond,1394,8,12506,10,1.114664960818807
PEETER RAHNEL,Eesti Keskerakond,1019,8,12506,10,0.8148088917319687
HELMUT HALLEMAA,Eesti Keskerakond,700,8,12506,10,0.5597313289620982
GETTER KLAAS,Eesti Keskerakond,245,8,12506,10,0.19590596513673436
HEIDY TAMME,Eesti Keskerakond,236,8,12506,10,0.18870941947865025
RAIVO MATSINA,Eesti Keskerakond,215,8,12506,10,0.17191747960978732
KARL ÕMBLUS,Eesti Keskerakond,158,8,12506,10,0.12633935710858787
AADO OHERD,Eesti Keskerakond,59,8,12506,10,0.04717735486966256
Total of list 1.1688 quotas,Eesti Keskerakond,6253,8,12506,10,5.0
DIANA NÕMBERG-KLAUS,Eestimaa Ühendatud Vasakpartei,13,8,26,2,1.0
Total of list 0.0024 quotas,Eestimaa Ühendatud Vasakpartei,13,8,26,2,1.0
HELIR-VALDOR SEEDER,Isamaa Erakond,3138,8,12352,10,2.540479274611399
KAIA IVA,Isamaa Erakond,1526,8,12352,10,1.2354274611398963
ALAR KARU,Isamaa Erakond,531,8,12352,10,0.42988989637305697
PRIIT VÄRK,Isamaa Erakond,341,8,12352,10,0.2760686528497409
VALTER VAHA,Isamaa Erakond,170,8,12352,10,0.13762953367875647
JÜRI ELLRAM,Isamaa Erakond,160,8,12352,10,0.12953367875647667
HERMANN KALMUS,Isamaa Erakond,144,8,12352,10,0.11658031088082901
JANIKA GEDVIL,Isamaa Erakond,132,8,12352,10,0.10686528497409327
KASPAR KAARJAS,Isamaa Erakond,34,8,12352,10,0.027525906735751296
Total of list 1.1545 quotas,Isamaa Erakond,6176,8,12352,10,5.0
JÜRI MALSUB,Independent candidates,90,8,90,1,1.0
ELO LUTSEPP,Eesti Vabaerakond,207,9,1142,10,1.8126094570928195
MÄRT LÄÄNEMETS,Eesti Vabaerakond,84,9,1142,10,0.7355516637478109
MÄRT MEESAK,Eesti Vabaerakond,76,9,1142,10,0.6654991243432574
KAIDO VÄLJAOTS,Eesti Vabaerakond,62,9,1142,10,0.542907180385289
KATRIN HAUK,Eesti Vabaerakond,38,9,1142,10,0.3327495621716287
URMAS HEINASTE,Eesti Vabaerakond,36,9,1142,10,0.31523642732049034
ELAR PLOOMIPUU,Eesti Vabaerakond,33,9,1142,10,0.28896672504378285
TIIT URVA,Eesti Vabaerakond,18,9,1142,10,0.15761821366024517
TAUNO KURE,Eesti Vabaerakond,17,9,1142,10,0.14886164623467601
Total of list 0.0955 quotas,Eesti Vabaerakond,571,9,1142,10,5.0
URMAS KRUUSE,Eesti Reformierakond,5398,9,22798,10,2.3677515571541363
VALDO RANDPERE,Eesti Reformierakond,2079,9,22798,10,0.9119220984296869
TOOMAS JÄRVEOJA,Eesti Reformierakond,1494,9,22798,10,0.6553206421615931
ERKKI KELDO,Eesti Reformierakond,722,9,22798,10,0.3166944468813054
RAIVO MEITUS,Eesti Reformierakond,510,9,22798,10,0.22370383366962016
ILLARI LÄÄN,Eesti Reformierakond,388,9,22798,10,0.17019036757610317
AIVAR SAARELA,Eesti Reformierakond,293,9,22798,10,0.12852004561803668
ÜLVI NOOL-KÕRE,Eesti Reformierakond,287,9,22798,10,0.1258882358101588
MERILI RANNISTE,Eesti Reformierakond,228,9,22798,10,0.1000087726993596
Total of list 1.9068 quotas,Eesti Reformierakond,11399,9,22798,10,5.0
KAI KÜNNIS-BERES,Erakond Eestimaa Rohelised,240,9,1232,10,1.948051948051948
HENRY LAKS,Erakond Eestimaa Rohelised,165,9,1232,10,1.3392857142857142
KÜLLIKE REIMAA,Erakond Eestimaa Rohelised,59,9,1232,10,0.4788961038961039
IVO-HANNES LEHTSALU,Erakond Eestimaa Rohelised,37,9,1232,10,0.3003246753246753
RIINA PERNAU,Erakond Eestimaa Rohelised,33,9,1232,10,0.26785714285714285
ALO KAASIK,Erakond Eestimaa Rohelised,25,9,1232,10,0.20292207792207792
ERKI SAKSING,Erakond Eestimaa Rohelised,22,9,1232,10,0.17857142857142858
ARVO KUIV,Erakond Eestimaa Rohelised,21,9,1232,10,0.17045454545454544
TAAVO SAVIK,Erakond Eestimaa Rohelised,14,9,1232,10,0.11363636363636363
Total of list 0.1030 quotas,Erakond Eestimaa Rohelised,616,9,1232,10,5.0
EIKI NESTOR,Sotsiaaldemokraatlik Erakond,1491,9,7782,10,1.9159599074787972
JÜRI MOROZOV,Sotsiaaldemokraatlik Erakond,735,9,7782,10,0.9444872783346183
PRIIT LOMP,Sotsiaaldemokraatlik Erakond,503,9,7782,10,0.6463634027242354
MARIKA SAAR,Sotsiaaldemokraatlik Erakond,367,9,7782,10,0.47160113081470056
MARGUS MÖLDRI,Sotsiaaldemokraatlik Erakond,220,9,7782,10,0.28270367514777694
MAANO KOEMETS,Sotsiaaldemokraatlik Erakond,205,9,7782,10,0.2634284245695194
JARNO LAUR,Sotsiaaldemokraatlik Erakond,198,9,7782,10,0.2544333076329992
MATI KEPP,Sotsiaaldemokraatlik Erakond,91,9,7782,10,0.11693652017476228
JAAN SÕRRA,Sotsiaaldemokraatlik Erakond,81,9,7782,10,0.1040863531225906
Total of list 0.6509 quotas,Sotsiaaldemokraatlik Erakond,3891,9,7782,10,5.0
PEETER LEPISK,Elurikkuse Erakond,163,9,878,6,1.1138952164009113
ANNELI PALO,Elurikkuse Erakond,146,9,878,6,0.9977220956719818
KÜLLI ORG,Elurikkuse Erakond,45,9,878,6,0.30751708428246016
TAUNO LAASIK,Elurikkuse Erakond,44,9,878,6,0.30068337129840544
TOOMAS FREY,Elurikkuse Erakond,41,9,878,6,0.28018223234624146
Total of list 0.0734 quotas,Elurikkuse Erakond,439,9,878,6,3.0
PEETER ERNITS,Eesti Konservatiivne Rahvaerakond,3846,9,18724,10,2.054048280281991
RAIVO PÕLDARU,Eesti Konservatiivne Rahvaerakond,1414,9,18724,10,0.7551805169835505
MALLE PÄRN,Eesti Konservatiivne Rahvaerakond,1197,9,18724,10,0.6392864772484512
KERT KINGO,Eesti Konservatiivne Rahvaerakond,1082,9,18724,10,0.5778679769280068
AARE RÜÜTEL,Eesti Konservatiivne Rahvaerakond,565,9,18724,10,0.3017517624439222
ÜLLE ROSIN,Eesti Konservatiivne Rahvaerakond,557,9,18724,10,0.2974791711172826
AIVAR ÕUN,Eesti Konservatiivne Rahvaerakond,325,9,18724,10,0.17357402264473404
AIVO LILL,Eesti Konservatiivne Rahvaerakond,278,9,18724,10,0.14847254860072634
KRISTIAN SUVE,Eesti Konservatiivne Rahvaerakond,98,9,18724,10,0.05233924375133518
Total of list 1.5660 quotas,Eesti Konservatiivne Rahvaerakond,9362,9,18724,10,5.0
ALEKSANDR ŠIROKOV,Erakond Eesti 200,453,9,3578,10,1.2660704304080492
ÜLLE PÄRL,Erakond Eesti 200,453,9,3578,10,1.2660704304080492
KADI PLOOM,Erakond Eesti 200,278,9,3578,10,0.7769703745108999
EVELIN PÄRL,Erakond Eesti 200,131,9,3578,10,0.3661263275572946
MAARIKA KUKK,Erakond Eesti 200,116,9,3578,10,0.3242034656232532
MARGUS PÄRSIK,Erakond Eesti 200,115,9,3578,10,0.32140860816098377
RONALD LAARMAA,Erakond Eesti 200,114,9,3578,10,0.3186137506987144
VÄINO UIBO,Erakond Eesti 200,74,9,3578,10,0.2068194522079374
KAARE PÕDER,Erakond Eesti 200,55,9,3578,10,0.15371716042481834
Total of list 0.2993 quotas,Erakond Eesti 200,1789,9,3578,10,5.0
MARIKA TUUS-LAUL,Eesti Keskerakond,2095,9,12876,10,1.627058092575334
JANEK MÄGGI,Eesti Keskerakond,1671,9,12876,10,1.2977632805219013
JAAN ÕUNAPUU,Eesti Keskerakond,791,9,12876,10,0.6143212177694937
PEEP PÕDDER,Eesti Keskerakond,414,9,12876,10,0.32152842497670087
MAX KAUR,Eesti Keskerakond,404,9,12876,10,0.3137620378999689
PEETER LAASIK,Eesti Keskerakond,313,9,12876,10,0.2430879155017086
AARE OLGO,Eesti Keskerakond,281,9,12876,10,0.2182354768561665
ANDRES VÄÄN,Eesti Keskerakond,276,9,12876,10,0.21435228331780057
TARMO TOMSON,Eesti Keskerakond,193,9,12876,10,0.14989127058092575
Total of list 1.0769 quotas,Eesti Keskerakond,6438,9,12876,10,5.0
TIINA RADIONOV,Eestimaa Ühendatud Vasakpartei,34,9,68,2,1.0
Total of list 0.0057 quotas,Eestimaa Ühendatud Vasakpartei,34,9,68,2,1.0
RAIVO TAMM,Isamaa Erakond,2583,9,14616,10,1.7672413793103448
AIVAR KOKK,Isamaa Erakond,2536,9,14616,10,1.7350848385331143
EVA KAMS,Isamaa Erakond,660,9,14616,10,0.451559934318555
TIIT LÄÄNE,Isamaa Erakond,498,9,14616,10,0.34072249589490966
IVAR TEDREMA,Isamaa Erakond,312,9,14616,10,0.2134646962233169
RAIN SANGERNEBO,Isamaa Erakond,253,9,14616,10,0.17309797482211275
AARE ANDERSON,Isamaa Erakond,232,9,14616,10,0.15873015873015872
JAANA PUUR,Isamaa Erakond,144,9,14616,10,0.09852216748768473
HELDUR LÄÄNE,Isamaa Erakond,90,9,14616,10,0.06157635467980296
Total of list 1.2225 quotas,Isamaa Erakond,7308,9,14616,10,5.0
KUIDO NÕMM,Eesti Vabaerakond,430,10,1674,11,2.825567502986858
VAHUR KOLLOM,Eesti Vabaerakond,117,10,1674,11,0.7688172043010753
MART KIVASTIK,Eesti Vabaerakond,106,10,1674,11,0.6965352449223416
ALVAR TIPP,Eesti Vabaerakond,44,10,1674,11,0.2891278375149343
HEIKI LILL,Eesti Vabaerakond,38,10,1674,11,0.24970131421744324
LAILI JÕGIAAS,Eesti Vabaerakond,29,10,1674,11,0.1905615292712067
KRISTO KARU,Eesti Vabaerakond,27,10,1674,11,0.1774193548387097
KAIDO KALLAVUS,Eesti Vabaerakond,22,10,1674,11,0.14456391875746716
HERLE GERASSIMOVA,Eesti Vabaerakond,18,10,1674,11,0.11827956989247312
HEINO RITSMAN,Eesti Vabaerakond,6,10,1674,11,0.03942652329749104
Total of list 0.1494 quotas,Eesti Vabaerakond,837,10,1674,11,5.5
URMAS KLAAS,Eesti Reformierakond,6119,10,31008,11,2.1706978844169247
ANTS LAANEOTS,Eesti Reformierakond,3053,10,31008,11,1.0830430856553148
SIGNE KIVI,Eesti Reformierakond,1356,10,31008,11,0.4810371517027864
HELE EVERAUS,Eesti Reformierakond,1110,10,31008,11,0.39376934984520123
MARGIT SUTROP,Eesti Reformierakond,1082,10,31008,11,0.38383642930856554
URMAS SIIGUR,Eesti Reformierakond,940,10,31008,11,0.3334623323013416
RAIMOND TAMM,Eesti Reformierakond,792,10,31008,11,0.28095975232198145
AIRIS MEIER,Eesti Reformierakond,389,10,31008,11,0.1379966460268318
RENO LAIDRE,Eesti Reformierakond,354,10,31008,11,0.12558049535603716
ANDRUS PUNT,Eesti Reformierakond,309,10,31008,11,0.10961687306501548
Total of list 2.7667 quotas,Eesti Reformierakond,15504,10,31008,11,5.5
MARKO KAASIK,Erakond Eestimaa Rohelised,362,10,1878,11,2.1203407880724177
REA SEPPING,Erakond Eestimaa Rohelised,109,10,1878,11,0.6384451544195953
INGA PLOOMIPUU,Erakond Eestimaa Rohelised,100,10,1878,11,0.5857294994675186
RAUL KÜBARSEPP,Erakond Eestimaa Rohelised,96,10,1878,11,0.5623003194888179
JÜRI GINTER,Erakond Eestimaa Rohelised,88,10,1878,11,0.5154419595314164
HELLE KAASIK,Erakond Eestimaa Rohelised,75,10,1878,11,0.43929712460063897
MERILY VAKKER,Erakond Eestimaa Rohelised,49,10,1878,11,0.2870074547390841
RUTH TAMMEORG,Erakond Eestimaa Rohelised,27,10,1878,11,0.15814696485623003
JAAN OLARI,Erakond Eestimaa Rohelised,20,10,1878,11,0.11714589989350373
ELMER JOANDI,Erakond Eestimaa Rohelised,13,10,1878,11,0.07614483493077742
Total of list 0.1676 quotas,Erakond Eestimaa Rohelised,939,10,1878,11,5.5
HELJO PIKHOF,Sotsiaaldemokraatlik Erakond,1522,10,10174,11,1.6455671319048555
MARJU LAURISTIN,Sotsiaaldemokraatlik Erakond,1172,10,10174,11,1.2671515628071555
GEA KANGILASKI,Sotsiaaldemokraatlik Erakond,802,10,10174,11,0.8671122469038726
TOOMAS JÜRGENSTEIN,Sotsiaaldemokraatlik Erakond,735,10,10174,11,0.79467269510517
OTT MAIDRE,Sotsiaaldemokraatlik Erakond,263,10,10174,11,0.2843522704934146
LEMMIT KAPLINSKI,Sotsiaaldemokraatlik Erakond,215,10,10174,11,0.23245527816001574
MEELIS LUHT,Sotsiaaldemokraatlik Erakond,131,10,10174,11,0.14163554157656771
ASKO TAMME,Sotsiaaldemokraatlik Erakond,98,10,10174,11,0.105956359347356
ANTS JOHANSON,Sotsiaaldemokraatlik Erakond,85,10,10174,11,0.09190092392372715
TÕNU INTS,Sotsiaaldemokraatlik Erakond,64,10,10174,11,0.06919598977786515
Total of list 0.9078 quotas,Sotsiaaldemokraatlik Erakond,5087,10,10174,11,5.5
MART JÜSSI,Elurikkuse Erakond,320,10,1202,3,0.7986688851913477
AHTO KAASIK,Elurikkuse Erakond,281,10,1202,3,0.7013311148086523
Total of list 0.1072 quotas,Elurikkuse Erakond,601,10,1202,3,1.5
JAAK VALGE,Eesti Konservatiivne Rahvaerakond,2740,10,15282,11,1.9722549404528202
INDREK SÄRG,Eesti Konservatiivne Rahvaerakond,2223,10,15282,11,1.6001177856301532
INDREK KALDA,Eesti Konservatiivne Rahvaerakond,689,10,15282,11,0.49594293940583695
RUUBEN KAALEP,Eesti Konservatiivne Rahvaerakond,566,10,15282,11,0.4074074074074074
INDREK HIRV,Eesti Konservatiivne Rahvaerakond,295,10,15282,11,0.21234131658159927
HEIKI VILEP,Eesti Konservatiivne Rahvaerakond,247,10,15282,11,0.177790865070017
MERIKE LUMI,Eesti Konservatiivne Rahvaerakond,246,10,15282,11,0.17707106399685904
AIN EHARI,Eesti Konservatiivne Rahvaerakond,241,10,15282,11,0.17347205863106924
AARE TAMM,Eesti Konservatiivne Rahvaerakond,200,10,15282,11,0.14396021463159273
MAREH KALDA,Eesti Konservatiivne Rahvaerakond,194,10,15282,11,0.13964140819264495
Total of list 1.3635 quotas,Eesti Konservatiivne Rahvaerakond,7641,10,15282,11,5.5
KRISTIINA TÕNNISSON,Erakond Eesti 200,775,10,5354,11,1.5922674635786327
MARGUS TSAHKNA,Erakond Eesti 200,612,10,5354,11,1.2573776615614494
TANEL TEIN,Erakond Eesti 200,530,10,5354,11,1.0889054912215166
KADRI HALLER-KIKKATALO,Erakond Eesti 200,166,10,5354,11,0.34105341800522976
JAAK LAINESTE,Erakond Eesti 200,153,10,5354,11,0.31434441539036234
PILLE TSOPP-PAGAN,Erakond Eesti 200,130,10,5354,11,0.2670900261486739
JÜRI-OTT SALM,Erakond Eesti 200,106,10,5354,11,0.21778109824430333
ISMAIL MIRZOJEV,Erakond Eesti 200,87,10,5354,11,0.1787448636533433
KARIN JÕKS,Erakond Eesti 200,59,10,5354,11,0.1212177810982443
KIRILL AVDEJEV,Erakond Eesti 200,59,10,5354,11,0.1212177810982443
Total of list 0.4777 quotas,Erakond Eesti 200,2677,10,5354,11,5.5
AADU MUST,Eesti Keskerakond,2370,10,12198,11,2.1372356123954748
JAAN TOOTS,Eesti Keskerakond,871,10,12198,11,0.7854566322347926
JELENA FRUNZE,Eesti Keskerakond,732,10,12198,11,0.6601082144613871
NIKOLAI PÕDRAMÄGI,Eesti Keskerakond,683,10,12198,11,0.6159206427283161
VLADIMIR ŠOKMAN,Eesti Keskerakond,383,10,12198,11,0.3453844892605345
IRINA PANOVA,Eesti Keskerakond,335,10,12198,11,0.30209870470568945
MARINA RIISALU,Eesti Keskerakond,202,10,12198,11,0.18216101000163962
VIKTOR TRASBERG,Eesti Keskerakond,200,10,12198,11,0.18035743564518775
MONICA RAND,Eesti Keskerakond,164,10,12198,11,0.14789309722905394
MADIS LEPAJÕE,Eesti Keskerakond,159,10,12198,11,0.14338416133792425
Total of list 1.0884 quotas,Eesti Keskerakond,6099,10,12198,11,5.5
VIIVI-HELBE PELJUHHOVSKA,Eestimaa Ühendatud Vasakpartei,30,10,60,2,1.0
Total of list 0.0054 quotas,Eestimaa Ühendatud Vasakpartei,30,10,60,2,1.0
TÕNIS LUKAS,Isamaa Erakond,2506,10,10832,11,2.5448670605613
MIHHAIL LOTMAN,Isamaa Erakond,1086,10,10832,11,1.1028434268833087
LAURI VAHTRE,Isamaa Erakond,876,10,10832,11,0.8895864106351551
EVA-LIISA LUHAMETS,Isamaa Erakond,277,10,10832,11,0.28129615952732645
ANNELI KANNUS,Isamaa Erakond,221,10,10832,11,0.22442762186115214
KASPAR KOKK,Isamaa Erakond,145,10,10832,11,0.14724889217134415
PRIIT HUMAL,Isamaa Erakond,141,10,10832,11,0.14318685376661744
FRIEDRICH KAASIK,Isamaa Erakond,75,10,10832,11,0.07616322008862629
TARVO SIILABERG,Isamaa Erakond,56,10,10832,11,0.0568685376661743
JAAN VAIKSAAR,Isamaa Erakond,33,10,10832,11,0.03351181683899557
Total of list 0.9665 quotas,Isamaa Erakond,5416,10,10832,11,5.5
KAUL NURM,Eesti Vabaerakond,222,11,1212,11,2.014851485148515
MARIKA PARV,Eesti Vabaerakond,157,11,1212,11,1.424917491749175
ANNIKA TOOTS,Eesti Vabaerakond,59,11,1212,11,0.5354785478547854
ÜLLAR VANA,Eesti Vabaerakond,40,11,1212,11,0.36303630363036304
URMAS OTT,Eesti Vabaerakond,33,11,1212,11,0.2995049504950495
KATI KONGO,Eesti Vabaerakond,22,11,1212,11,0.19966996699669967
KRISTI VARUL,Eesti Vabaerakond,21,11,1212,11,0.1905940594059406
TÕNIS LUKATS,Eesti Vabaerakond,19,11,1212,11,0.17244224422442245
URMET KÜLAOTS,Eesti Vabaerakond,19,11,1212,11,0.17244224422442245
MIHKEL MÄLLO,Eesti Vabaerakond,14,11,1212,11,0.12706270627062707
Total of list 0.1125 quotas,Eesti Vabaerakond,606,11,1212,11,5.5
HANNO PEVKUR,Eesti Reformierakond,3595,11,20058,11,1.9715325555887926
LIINA KERSNA,Eesti Reformierakond,2343,11,20058,11,1.2849237212084954
MAIDO RUUSMANN,Eesti Reformierakond,1093,11,20058,11,0.5994117060524479
ANDRUS SEEME,Eesti Reformierakond,764,11,20058,11,0.4189849436633762
AIVAR ROSENBERG,Eesti Reformierakond,512,11,20058,11,0.280785721407917
MARGUS LEPIK,Eesti Reformierakond,449,11,20058,11,0.24623591584405224
ÜLO NEEDO,Eesti Reformierakond,428,11,20058,11,0.23471931398943066
ANTI HAUGAS,Eesti Reformierakond,379,11,20058,11,0.2078472429953136
PEETER SIBUL,Eesti Reformierakond,302,11,20058,11,0.16561970286170108
EINIKE MÖLDER,Eesti Reformierakond,164,11,20058,11,0.08993917638847343
Total of list 1.8620 quotas,Eesti Reformierakond,10029,11,20058,11,5.5
INGA RAITAR,Erakond Eestimaa Rohelised,269,11,880,11,3.3625
ZOJA MELLOV,Erakond Eestimaa Rohelised,63,11,880,11,0.7875
STINA RAMMUL,Erakond Eestimaa Rohelised,28,11,880,11,0.35
ARVI MATVEI,Erakond Eestimaa Rohelised,19,11,880,11,0.2375
EVE ROOTS,Erakond Eestimaa Rohelised,16,11,880,11,0.2
HARRI TILK,Erakond Eestimaa Rohelised,13,11,880,11,0.1625
MOONIKA MALMRE,Erakond Eestimaa Rohelised,12,11,880,11,0.15
MARGARITA RANDVIIR,Erakond Eestimaa Rohelised,9,11,880,11,0.1125
MEIDI TIIMUS,Erakond Eestimaa Rohelised,6,11,880,11,0.075
PIRET KÄIGE,Erakond Eestimaa Rohelised,5,11,880,11,0.0625
Total of list 0.0817 quotas,Erakond Eestimaa Rohelised,440,11,880,11,5.5
IVARI PADAR,Sotsiaaldemokraatlik Erakond,1457,11,10068,11,1.591875248311482
ANTI ALLAS,Sotsiaaldemokraatlik Erakond,789,11,10068,11,0.8620381406436234
KALVI KÕVA,Sotsiaaldemokraatlik Erakond,605,11,10068,11,0.661005164878824
REIN RANDVER,Sotsiaaldemokraatlik Erakond,499,11,10068,11,0.5451926897099721
INARA LUIGAS,Sotsiaaldemokraatlik Erakond,404,11,10068,11,0.44139849026618994
SIRJE TOBRELUTS,Sotsiaaldemokraatlik Erakond,401,11,10068,11,0.4381207787048073
KAUPO KUTSAR,Sotsiaaldemokraatlik Erakond,315,11,10068,11,0.3441597139451728
TARMO TAMM,Sotsiaaldemokraatlik Erakond,268,11,10068,11,0.29280889948351213
REIN JÄRVELILL,Sotsiaaldemokraatlik Erakond,216,11,10068,11,0.2359952324195471
MAIRE MURUMAA,Sotsiaaldemokraatlik Erakond,80,11,10068,11,0.08740564163686929
Total of list 0.9346 quotas,Sotsiaaldemokraatlik Erakond,5034,11,10068,11,5.5
RAINER KUUBA,Elurikkuse Erakond,416,11,1810,10,2.298342541436464
AIRI HALLIK-KONNULA,Elurikkuse Erakond,141,11,1810,10,0.7790055248618785
ÜLLE KAUKSI,Elurikkuse Erakond,126,11,1810,10,0.6961325966850829
EDA VEEROJA,Elurikkuse Erakond,85,11,1810,10,0.4696132596685083
OLIVER LOODE,Elurikkuse Erakond,43,11,1810,10,0.23756906077348067
REIN LEPP,Elurikkuse Erakond,40,11,1810,10,0.22099447513812154
LILIAN FREIBERG,Elurikkuse Erakond,24,11,1810,10,0.13259668508287292
ALEXANDER LINNAMÄE,Elurikkuse Erakond,18,11,1810,10,0.09944751381215469
REIN EINASTO,Elurikkuse Erakond,12,11,1810,10,0.06629834254143646
Total of list 0.1680 quotas,Elurikkuse Erakond,905,11,1810,10,5.0
UNO KASKPEIT,Eesti Konservatiivne Rahvaerakond,3802,11,21288,11,1.9645809845922586
MERRY AART,Eesti Konservatiivne Rahvaerakond,1245,11,21288,11,0.6433201803833145
TIIT KALA,Eesti Konservatiivne Rahvaerakond,1033,11,21288,11,0.5337748966553927
INDREK KÄO,Eesti Konservatiivne Rahvaerakond,991,11,21288,11,0.5120725291243893
ANTS TAUL,Eesti Konservatiivne Rahvaerakond,814,11,21288,11,0.42061255167230366
