candidate,party_id,value,district_id,N,Q,vQ/N
KALMAR LUISK,Eesti Konservatiivne Rahvaerakond,786,11,21288,11,0.4061443066516347
JÜRI KAVER,Eesti Konservatiivne Rahvaerakond,716,11,21288,11,0.36997369409996245
ARNO SILD,Eesti Konservatiivne Rahvaerakond,575,11,21288,11,0.2971157459601654
MEELIS AIANURM,Eesti Konservatiivne Rahvaerakond,480,11,21288,11,0.2480270574971815
GAIUS GIL,Eesti Konservatiivne Rahvaerakond,202,11,21288,11,0.10437805336339721
Total of list 1.9761 quotas,Eesti Konservatiivne Rahvaerakond,10644,11,21288,11,5.5
IGOR TARO,Erakond Eesti 200,1007,11,3818,11,2.901257202723939
EINAR VISNAPUU,Erakond Eesti 200,260,11,3818,11,0.749083289680461
EPP PETRONE,Erakond Eesti 200,139,11,3818,11,0.4004714510214772
MERLIS PAJUSTIK,Erakond Eesti 200,118,11,3818,11,0.3399685699319015
MIKK MÄESAAR,Erakond Eesti 200,90,11,3818,11,0.2592980618124673
KRISTA SILDOJA,Erakond Eesti 200,77,11,3818,11,0.2218438973284442
HERKO SUNTS,Erakond Eesti 200,74,11,3818,11,0.21320062860136196
ARE SELGE,Erakond Eesti 200,72,11,3818,11,0.2074384494499738
KATRIN JÕGEVA,Erakond Eesti 200,43,11,3818,11,0.12388685175484547
MARGIT LAIL,Erakond Eesti 200,29,11,3818,11,0.08355159769512834
Total of list 0.3544 quotas,Erakond Eesti 200,1909,11,3818,11,5.5
TARMO TAMM,Eesti Keskerakond,2824,11,18394,11,1.688811568989888
ESTER KARUSE,Eesti Keskerakond,1665,11,18394,11,0.9957051212351854
ANNELI OTT,Eesti Keskerakond,1474,11,18394,11,0.8814830923127107
HEIMAR LENK,Eesti Keskerakond,1176,11,18394,11,0.7032728063498968
ÜLO TULIK,Eesti Keskerakond,559,11,18394,11,0.3342937914537349
JANIKA USIN,Eesti Keskerakond,450,11,18394,11,0.2691094922257258
ANDRE LAINE,Eesti Keskerakond,326,11,18394,11,0.19495487659019245
ÜLLE JUHT,Eesti Keskerakond,325,11,18394,11,0.1943568554963575
JAANUS RAIDAL,Eesti Keskerakond,242,11,18394,11,0.14472110470805696
JÜRI SAAR,Eesti Keskerakond,156,11,18394,11,0.0932912906382516
Total of list 1.7075 quotas,Eesti Keskerakond,9197,11,18394,11,5.5
PRIIT SIBUL,Isamaa Erakond,1406,11,8306,11,1.8620274500361185
MEELIS MÕTTUS,Isamaa Erakond,644,11,8306,11,0.852877437996629
ULLA PREEDEN,Isamaa Erakond,510,11,8306,11,0.6754153623886348
MERLE JÄÄGER,Isamaa Erakond,474,11,8306,11,0.627738983867084
KURMET MÜÜRSEPP,Isamaa Erakond,273,11,8306,11,0.3615458704550927
MONIKA ROGENBAUM,Isamaa Erakond,271,11,8306,11,0.358897182759451
ARNE TILK,Isamaa Erakond,224,11,8306,11,0.29665302191187093
KALLE VISTER,Isamaa Erakond,169,11,8306,11,0.22381411028172404
TOOMAS PIIRMANN,Isamaa Erakond,135,11,8306,11,0.17878641945581508
AIN PAJO,Isamaa Erakond,47,11,8306,11,0.06224416084758006
Total of list 0.7710 quotas,Isamaa Erakond,4153,11,8306,11,5.5
ÜLLAR KRUUSTIK,Independent candidates,112,11,173,2,1.2947976878612717
TANEL HÄIDKIND,Independent candidates,61,11,173,2,0.7052023121387283
TOOMAS ALATALU,Eesti Vabaerakond,190,12,962,10,1.975051975051975
HELI KÜNNAPAS,Eesti Vabaerakond,151,12,962,10,1.5696465696465696
ELMO JOA,Eesti Vabaerakond,49,12,962,10,0.5093555093555093
ALLAR SAU,Eesti Vabaerakond,28,12,962,10,0.2910602910602911
ÜLLE ORAV,Eesti Vabaerakond,19,12,962,10,0.19750519750519752
FREDY VABRIT,Eesti Vabaerakond,18,12,962,10,0.18711018711018712
REIN PRINS,Eesti Vabaerakond,14,12,962,10,0.14553014553014554
DANDY ROSENBERG,Eesti Vabaerakond,9,12,962,10,0.09355509355509356
JÜRGEN POST,Eesti Vabaerakond,3,12,962,10,0.031185031185031187
Total of list 0.0817 quotas,Eesti Vabaerakond,481,12,962,10,5.0
TOOMAS KIVIMÄGI,Eesti Reformierakond,5202,12,21720,10,2.3950276243093924
ANNELY AKKERMANN,Eesti Reformierakond,2397,12,21720,10,1.1035911602209945
JÜRI JAANSON,Eesti Reformierakond,1139,12,21720,10,0.5244014732965009
MARIKA VALTER,Eesti Reformierakond,526,12,21720,10,0.2421731123388582
TOOMAS RÕHU,Eesti Reformierakond,421,12,21720,10,0.1938305709023941
JÜRI LEBEDEV,Eesti Reformierakond,372,12,21720,10,0.1712707182320442
ANDRES MÕIS,Eesti Reformierakond,289,12,21720,10,0.13305709023941067
MADIS KOIT,Eesti Reformierakond,268,12,21720,10,0.12338858195211787
MEELI PÄRNA,Eesti Reformierakond,246,12,21720,10,0.1132596685082873
Total of list 1.8445 quotas,Eesti Reformierakond,10860,12,21720,10,5.0
KRISTER KIVI,Erakond Eestimaa Rohelised,246,12,1012,10,2.430830039525692
MIKK PÄRNITS,Erakond Eestimaa Rohelised,52,12,1012,10,0.5138339920948617
TIIA KÕNNUSSAAR,Erakond Eestimaa Rohelised,50,12,1012,10,0.49407114624505927
ANU PALUOJA,Erakond Eestimaa Rohelised,36,12,1012,10,0.3557312252964427
KRISTA LEHARI,Erakond Eestimaa Rohelised,34,12,1012,10,0.3359683794466403
JOHANNES SARAPUU,Erakond Eestimaa Rohelised,30,12,1012,10,0.2964426877470356
TIINA KILKSON,Erakond Eestimaa Rohelised,26,12,1012,10,0.25691699604743085
MARGIT ADORF,Erakond Eestimaa Rohelised,19,12,1012,10,0.18774703557312253
SVEN ARULAID,Erakond Eestimaa Rohelised,13,12,1012,10,0.12845849802371542
Total of list 0.0859 quotas,Erakond Eestimaa Rohelised,506,12,1012,10,5.0
INDREK TARAND,Sotsiaaldemokraatlik Erakond,1061,12,5560,10,1.908273381294964
MADIS VESKIMÄGI,Sotsiaaldemokraatlik Erakond,429,12,5560,10,0.7715827338129496
KADRI-AIJA VIIK,Sotsiaaldemokraatlik Erakond,358,12,5560,10,0.6438848920863309
KALEV KALJUSTE,Sotsiaaldemokraatlik Erakond,352,12,5560,10,0.6330935251798561
MERCEDES MERIMAA,Sotsiaaldemokraatlik Erakond,192,12,5560,10,0.34532374100719426
TATJANA JAANSON,Sotsiaaldemokraatlik Erakond,130,12,5560,10,0.23381294964028776
JAAN KRINAL,Sotsiaaldemokraatlik Erakond,100,12,5560,10,0.17985611510791366
ANET TOMAŠPOLSKAJA,Sotsiaaldemokraatlik Erakond,86,12,5560,10,0.15467625899280577
REELIKA RÜÜTLI,Sotsiaaldemokraatlik Erakond,72,12,5560,10,0.12949640287769784
Total of list 0.4722 quotas,Sotsiaaldemokraatlik Erakond,2780,12,5560,10,5.0
MATI KOSE,Elurikkuse Erakond,270,12,1248,8,1.7307692307692308
AIVAR RUUKEL,Elurikkuse Erakond,149,12,1248,8,0.9551282051282052
TAUNO JÜRGENSTEIN,Elurikkuse Erakond,84,12,1248,8,0.5384615384615384
GRETE PERTEL,Elurikkuse Erakond,39,12,1248,8,0.25
KERSTI REPPO,Elurikkuse Erakond,39,12,1248,8,0.25
THEA PERM,Elurikkuse Erakond,39,12,1248,8,0.25
TEHO PAULUS,Elurikkuse Erakond,4,12,1248,8,0.02564102564102564
Total of list 0.1060 quotas,Elurikkuse Erakond,624,12,1248,8,4.0
MART HELME,Eesti Konservatiivne Rahvaerakond,9170,12,23150,10,3.961123110151188
ALAR LANEMAN,Eesti Konservatiivne Rahvaerakond,673,12,23150,10,0.29071274298056154
HELLE KULLERKUPP,Eesti Konservatiivne Rahvaerakond,410,12,23150,10,0.1771058315334773
MEELIS MALK,Eesti Konservatiivne Rahvaerakond,312,12,23150,10,0.13477321814254858
KAIDI SUVISTE,Eesti Konservatiivne Rahvaerakond,239,12,23150,10,0.10323974082073434
SIIMO LOPSIK,Eesti Konservatiivne Rahvaerakond,234,12,23150,10,0.10107991360691145
HELDUR PAULSON,Eesti Konservatiivne Rahvaerakond,204,12,23150,10,0.08812095032397409
EDMOND PENU,Eesti Konservatiivne Rahvaerakond,174,12,23150,10,0.07516198704103672
ROBERT KIVISELG,Eesti Konservatiivne Rahvaerakond,159,12,23150,10,0.06868250539956804
Total of list 1.9659 quotas,Eesti Konservatiivne Rahvaerakond,11575,12,23150,10,5.0
KADRI TALI,Erakond Eesti 200,872,12,2780,10,3.1366906474820144
JANNO KULDKEPP,Erakond Eesti 200,159,12,2780,10,0.5719424460431655
MATI TIIMUS,Erakond Eesti 200,116,12,2780,10,0.4172661870503597
TOOMAS PAJULA,Erakond Eesti 200,67,12,2780,10,0.24100719424460432
SIRJE NIITRA,Erakond Eesti 200,64,12,2780,10,0.2302158273381295
TARMO VALGEPEA,Erakond Eesti 200,56,12,2780,10,0.2014388489208633
SIGRIT ROOSILEHT,Erakond Eesti 200,22,12,2780,10,0.07913669064748201
MONIKA SIRULI,Erakond Eesti 200,22,12,2780,10,0.07913669064748201
JEVGENI GORLEVSKI,Erakond Eesti 200,12,12,2780,10,0.04316546762589928
Total of list 0.2361 quotas,Erakond Eesti 200,1390,12,2780,10,5.0
KADRI SIMSON,Eesti Keskerakond,5741,12,15826,10,3.627574876785037
MARKO ŠORIN,Eesti Keskerakond,686,12,15826,10,0.4334639201314293
MIKK PIKKMETS,Eesti Keskerakond,585,12,15826,10,0.36964488815872615
HILLAR TALVIK,Eesti Keskerakond,277,12,15826,10,0.17502843422216605
AVO KEEL,Eesti Keskerakond,180,12,15826,10,0.11373688866422343
KRISTA NÕMM,Eesti Keskerakond,139,12,15826,10,0.08783015291292809
ARDO AASA,Eesti Keskerakond,106,12,15826,10,0.0669783899911538
ANTS LOPSIK,Eesti Keskerakond,102,12,15826,10,0.06445090357639327
ANDRES ANNAST,Eesti Keskerakond,97,12,15826,10,0.061291545557942625
Total of list 1.3440 quotas,Eesti Keskerakond,7913,12,15826,10,5.0
VJATŠESLAV MAKARONSKI,Eestimaa Ühendatud Vasakpartei,41,12,82,2,1.0
Total of list 0.0070 quotas,Eestimaa Ühendatud Vasakpartei,41,12,82,2,1.0
ANDRES METSOJA,Isamaa Erakond,2228,12,10090,10,2.2081268582755205
LAURI LUUR,Isamaa Erakond,663,12,10090,10,0.6570862239841427
ELA TOMSON,Isamaa Erakond,501,12,10090,10,0.4965312190287413
KUNO ERKMANN,Isamaa Erakond,367,12,10090,10,0.36372646184340934
SIIM SUURSILD,Isamaa Erakond,301,12,10090,10,0.2983151635282458
URMAS AAVA,Isamaa Erakond,284,12,10090,10,0.2814667988107037
MEELIS KUKK,Isamaa Erakond,279,12,10090,10,0.27651139742319125
JAANUS PÕLDMAA,Isamaa Erakond,278,12,10090,10,0.2755203171456888
AARE ARVA,Isamaa Erakond,144,12,10090,10,0.14271555996035679
Total of list 0.8568 quotas,Isamaa Erakond,5045,12,10090,10,5.0
