candidate,elected,value,party,party_id,district_id,N,Q,vQ/N
D.M. (Diederik) Samsom,False,77303,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,63.655037628468385
J. (Jetta) Klijnsma,False,7836,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,6.452542266880694
A.G. (Agnes) Wolbert,False,3537,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,2.9125372636494404
R.H.A. (Ronald) Plasterk,False,1746,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,1.4377410410890368
H. (Henk) Nijboer,False,812,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.6686401634388877
T.R. (Tjeerd) van Dekken,False,450,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.37055181471366927
B.R. (Bouke) Arends,False,375,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.3087931789280577
T.M. (Tanja) Jadnanansing,False,335,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.27585523984239824
L. (Lutz) Jacobi,False,320,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.2635035126852759
R.W. (Rein) Munniksma,False,299,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.24621109466530466
M.I. (Mariëtte) Hamer,False,247,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.20339177385394733
J. (Jaap) Kuin,False,241,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.19845108299109843
M.L. (Mei Li) Vos,False,161,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.13257520481977944
M. (Maarten) van Rossem,False,159,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.13092830786549647
T. (Truus) Pot-Eland,False,145,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.11940002918551565
E. (Bert) Hemsteede,False,123,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.10128416268840293
A. (Ahmed) Marcouch,False,119,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.09799036877983698
H. (Harm) Brouwer,False,103,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.08481519314557319
M.H.P. (Martijn) van Dam,False,99,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.08152139923700723
F.C.G.M. (Frans) Timmermans,False,98,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.08069795075986574
L.T. (Lea) Bouwmeester,False,97,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.07987450228272426
S. (Selcuk) Öztürk,False,87,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.07164001751130938
R. (Rien) van der Velde,False,76,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.06258208426275302
D.E. (Désirée) Bonis,False,73,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.060111738831328566
J.R.V.A. (Jeroen) Dijsselbloem,False,69,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.05681794492276262
K. (Keklik) Demir-Yücel,False,69,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.05681794492276262
A. (Annemieke) Smit,False,65,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.05352415101419667
J.W.M. (John) Kerstens,False,61,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.05023035710563072
M. (Myrthe) Hilkens,False,55,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.045289666242781794
E.G. (Eefke) Meijerink,False,53,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.04364276928849882
R.A. (Roos) Vermeij,False,52,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.042819320811357336
K. (Khadija) Arib,False,49,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.04034897537993287
A.M.C. (Angelien) Eijsink,False,44,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.03623173299422544
J.S. (Jacques) Monasch,False,39,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.032114490608518
T. (Tunahan) Kuzu,False,39,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.032114490608518
A.H. (Attje) Kuiken,False,30,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.024703454314244616
L. (Loes) Ypma,False,29,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.02388000583710313
A.A. (Amma) Asante,False,29,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.02388000583710313
S.W. (Sjoera) Dikkers,False,24,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.019762763451395694
R.F.A. (Astrid) Oosenbrug-Blokland,False,23,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.018939314974254207
V.A. (Ed) Groot,False,21,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.01729241801997123
J. (Jeroen) Recourt,False,20,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.016468969542829743
A.A. (Albert) de Vries,False,19,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.015645521065688256
M. (Michiel) Servaes,False,19,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.015645521065688256
Y. (Yasemin) Cegerek,False,19,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.015645521065688256
H. (Manon) Fokke,False,18,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.014822072588546769
M. (Mohamed) Mohandis,False,18,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.014822072588546769
Y.M.M. (Yvonne) Morselt-de Ruijter,False,18,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.014822072588546769
S.E.A. (Saskia) den Uijl,False,16,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.013175175634263795
M.J. (Marith) Rebel-Volp,False,15,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.012351727157122308
N. (Nurten) Karisli,False,13,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.010704830202839334
P. (Peter) de Haan,False,13,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.010704830202839334
O.E.T. (Otwin) van Dijk,False,13,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.010704830202839334
J.C. (Jan) Vos,False,12,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.009881381725697847
S. (Sultan) Günal-Gezer,False,12,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.009881381725697847
P.M.M. (Pierre) Heijnen,False,11,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.00905793324855636
M.E. (Marit) Maij,False,10,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.008234484771414871
E. (Emre) Ünver,False,10,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.008234484771414871
G.S.I.A. (Grace) Tanamal,False,7,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.0057641393399904105
M. (Mohamed) Allach,False,7,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.0057641393399904105
E.M. (Marieke) van Duijn,False,7,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.0057641393399904105
F.T.S. (Fijko) van der Laan,False,7,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.0057641393399904105
M.W. (Marleen) Haage,False,6,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.004940690862848924
W.M. (Marijn) van Ballegooijen,False,6,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.004940690862848924
X.J. (Xander) den Uijl,False,6,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.004940690862848924
A. (Anne) de Rooij,False,5,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.004117242385707436
Y. (Yasin) Torunoglu,False,5,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.004117242385707436
D. (Duco) Hoogland,False,4,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.0032937939085659488
J.G.P. (Joyce) Vermue,False,4,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.0032937939085659488
G. (Gritta) Nottelman,False,4,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.0032937939085659488
F.F. (Femke) van Drooge,False,4,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.0032937939085659488
R.P. (Roelof) van Laar,False,3,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.002470345431424462
A.H.G. (Anja) van Zantvoort,False,3,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.002470345431424462
H.J.M. (Henk) Leenders,False,2,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.0016468969542829744
E.H. (Ward) Deckers,False,2,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.0016468969542829744
J.M. (Anne Marie) Hoogland,False,2,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.0016468969542829744
P.J. (Paul) van Liempd,False,2,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.0016468969542829744
A.H. (Alvin) Riley,False,2,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.0016468969542829744
A.L. (Anne) Koning,False,2,Partij van de Arbeid (P.v.d.A.),545522,663494,95938,79,0.0016468969542829744
M. (Mark) Rutte,False,54085,VVD,545526,663494,69382,75,58.46437116254936
E. (Erik) Ziengs,False,7508,VVD,545526,663494,69382,75,8.115937851315904
E.I. (Edith) Schippers,False,2998,VVD,545526,663494,69382,75,3.240754086074198
B.G. (Betty) de Boer,False,1100,VVD,545526,663494,69382,75,1.1890692110345622
J.A. (Jeanine) Hennis-Plasschaert,False,725,VVD,545526,663494,69382,75,0.7837047072727796
F. (Fred) Teeven,False,720,VVD,545526,663494,69382,75,0.7782998472226226
N. (Nina) Hofstra,False,267,VVD,545526,663494,69382,75,0.2886195266783892
A. (Anouchka) van Miltenburg,False,221,VVD,545526,663494,69382,75,0.23889481421694386
S.A. (Stef) Blok,False,206,VVD,545526,663494,69382,75,0.22268023406647258
W.J.H. (Helma) Lodders,False,178,VVD,545526,663494,69382,75,0.1924130177855928
A.C.L. (Arno) Rutte,False,126,VVD,545526,663494,69382,75,0.13620247326395896
H. (Halbe) Zijlstra,False,104,VVD,545526,663494,69382,75,0.11242108904326771
R.W. (René) Leegte,False,96,VVD,545526,663494,69382,75,0.10377331296301634
T. (Tamara) Venrooy-van Ark,False,71,VVD,545526,663494,69382,75,0.07674901271223084
K.H.D.M. (Klaas) Dijkhoff,False,68,VVD,545526,663494,69382,75,0.07350609668213658
A.W. (Anne-Wil) Lucas-Smeerdijk,False,61,VVD,545526,663494,69382,75,0.06593929261191664
J.H. (Han) ten Broeke,False,60,VVD,545526,663494,69382,75,0.06485832060188522
J. (Jeroen) van Wijngaarden,False,56,VVD,545526,663494,69382,75,0.060534432561759534
B.I. (Brigitte) van der Burg,False,45,VVD,545526,663494,69382,75,0.04864374045141391
E.J. (Erik) Koppe,False,45,VVD,545526,663494,69382,75,0.04864374045141391
B. (Barbara) Visser,False,43,VVD,545526,663494,69382,75,0.04648179643135107
J. (Johan) Houwers,False,34,VVD,545526,663494,69382,75,0.03675304834106829
F.H.H. (Frans) Weekers,False,34,VVD,545526,663494,69382,75,0.03675304834106829
J.M. (Joost) van Keulen,False,33,VVD,545526,663494,69382,75,0.03567207633103687
C. (Cora) van Nieuwenhuizen-Wijbenga,False,29,VVD,545526,663494,69382,75,0.03134818829091119
A. (Aukje) de Vries,False,28,VVD,545526,663494,69382,75,0.030267216280879767
M. (Malik) Azmani,False,25,VVD,545526,663494,69382,75,0.027024300250785508
T.M.C. (Ton) Elias,False,24,VVD,545526,663494,69382,75,0.025943328240754085
M.G.J. (Mark) Harbers,False,24,VVD,545526,663494,69382,75,0.025943328240754085
H. (Helma) Neppérus,False,20,VVD,545526,663494,69382,75,0.021619440200628406
P.J.M.J. (Perjan) Moors,False,20,VVD,545526,663494,69382,75,0.021619440200628406
J. (Joost) Taverne,False,20,VVD,545526,663494,69382,75,0.021619440200628406
S.S.E. (Sjoerd) Osinga,False,20,VVD,545526,663494,69382,75,0.021619440200628406
A. (Anne) Mulder,False,19,VVD,545526,663494,69382,75,0.020538468190596983
G.A. (Ard) van der Steur,False,18,VVD,545526,663494,69382,75,0.019457496180565564
B.C. (Bart) de Liefde,False,16,VVD,545526,663494,69382,75,0.017295552160502724
J. (Jeltje) Hoekstra-Sikkema,False,14,VVD,545526,663494,69382,75,0.015133608140439883
P.J.M. (Pieter) Litjens,False,14,VVD,545526,663494,69382,75,0.015133608140439883
T.K. (Tine) Schaafsma-Buijs,False,13,VVD,545526,663494,69382,75,0.014052636130408464
A. (André) Bosman,False,13,VVD,545526,663494,69382,75,0.014052636130408464
C.N.A. (Chantal) Nijkerken-de Haan,False,12,VVD,545526,663494,69382,75,0.012971664120377042
D.A.N. (Daniel) Koerhuis,False,12,VVD,545526,663494,69382,75,0.012971664120377042
P.J. (Pieter) Duisenberg,False,10,VVD,545526,663494,69382,75,0.010809720100314203
M.E. (Matthijs) Huizing,False,10,VVD,545526,663494,69382,75,0.010809720100314203
Y. (Ybeltje) Berckmoes-Duindam,False,10,VVD,545526,663494,69382,75,0.010809720100314203
R.J. (Remco) Dijkstra,False,9,VVD,545526,663494,69382,75,0.009728748090282782
O.C. (Ockje) Tellegen,False,9,VVD,545526,663494,69382,75,0.009728748090282782
R.P.G. (Remco) Bosma,False,9,VVD,545526,663494,69382,75,0.009728748090282782
T. (Tatjana) Šormaz,False,8,VVD,545526,663494,69382,75,0.008647776080251362
A. (Asraa) Abdullatif,False,7,VVD,545526,663494,69382,75,0.007566804070219942
B. (Bas) van 't Wout,False,7,VVD,545526,663494,69382,75,0.007566804070219942
M.L. (Mark) Verheijen,False,7,VVD,545526,663494,69382,75,0.007566804070219942
K.C.J. (Karin) Straus,False,7,VVD,545526,663494,69382,75,0.007566804070219942
B.M.G. (Bart) Smals,False,7,VVD,545526,663494,69382,75,0.007566804070219942
M.A.J. (Mark) Snoeren,False,6,VVD,545526,663494,69382,75,0.006485832060188521
A. (Anoushka) Schut-Welkzijn,False,6,VVD,545526,663494,69382,75,0.006485832060188521
R.J. (Rudmer) Heerema,False,6,VVD,545526,663494,69382,75,0.006485832060188521
J.B. (Joost) Helms,False,4,VVD,545526,663494,69382,75,0.004323888040125681
M.S. (Michiel) van Veen,False,4,VVD,545526,663494,69382,75,0.004323888040125681
R.G.J. (Roel) Lauwerier,False,4,VVD,545526,663494,69382,75,0.004323888040125681
I.S.H. (Ingrid) de Caluwé,False,3,VVD,545526,663494,69382,75,0.0032429160300942606
J.H. (Jock) Geselschap,False,3,VVD,545526,663494,69382,75,0.0032429160300942606
C. (Christianne) van der Wal-Zeggelink,False,3,VVD,545526,663494,69382,75,0.0032429160300942606
H.S. (Hayke) Veldman,False,3,VVD,545526,663494,69382,75,0.0032429160300942606
L.A. (Leendert) de Lange,False,2,VVD,545526,663494,69382,75,0.0021619440200628406
S.C.C.M. (Sjoerd) Potters,False,2,VVD,545526,663494,69382,75,0.0021619440200628406
R.E. (Roald) van der Linde,False,2,VVD,545526,663494,69382,75,0.0021619440200628406
F. (Foort) van Oosten,False,2,VVD,545526,663494,69382,75,0.0021619440200628406
H.J.P.E. (Hubert) Koevoets,False,2,VVD,545526,663494,69382,75,0.0021619440200628406
E. (Erik) Struijlaart,False,1,VVD,545526,663494,69382,75,0.0010809720100314203
R. (Ronald) Vuijk,False,1,VVD,545526,663494,69382,75,0.0010809720100314203
B.J.A. (Bernd) Roks,False,1,VVD,545526,663494,69382,75,0.0010809720100314203
D.A. (Daniël) van der Ree,False,1,VVD,545526,663494,69382,75,0.0010809720100314203
J. (Jasper) Mos,False,1,VVD,545526,663494,69382,75,0.0010809720100314203
B.M.H. (Baerte) de Brey,False,0,VVD,545526,663494,69382,75,0.0
S. (Sybrand) van Haersma Buma,False,17399,Christen Democratisch Appèl (CDA),546940,663494,28551,57,34.73584112640538
A.H. (Agnes) Mulder,False,6064,Christen Democratisch Appèl (CDA),546940,663494,28551,57,12.106336030261637
M.C.G. (Mona) Keijzer,False,3785,Christen Democratisch Appèl (CDA),546940,663494,28551,57,7.556477881685405
P.H. (Pieter) Omtzigt,False,207,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.41326048124408954
M.J. (Marc) Jager,False,201,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.4012819165703478
S. (Sander) de Rouwe,False,162,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.3234212461910266
J.L. (Jaco) Geurts,False,129,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.25753914048544707
H.G.J. (Hanke) Bruins Slot,False,81,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.1617106230955133
P. (Arjan) Erkel,False,64,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.12777135651991173
H. (Herma) Boom,False,34,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.06787853315120311
R.W. (Raymond) Knops,False,33,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.0658821057055795
M.R.J. (Michel) Rog,False,29,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.05789639592308501
P.E. (Pieter) Heerma,False,28,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.055899968477461384
M.J.F. (Martijn) van Helvert,False,26,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.051907113586214144
J.D.W. (Jan) Eerbeek,False,26,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.051907113586214144
Y.J. (Eddy) van Hijum,False,24,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.047914258694966905
M.M. (Madeleine) van Toorenburg,False,22,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.04392140380371966
H. (Harry) van der Molen,False,21,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.04192497635809604
D.Y.S. (Yang Soo) Kloosterhof,False,18,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.03593569402122518
P. (Peter) Oskam,False,17,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.033939266575601555
M.C.I. (Marieke) van der Werf,False,14,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.027949984238730692
P.C.A. (Patricia) de Milliano-van den Hemel,False,14,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.027949984238730692
G.M. (Geeske) Telgen-Swarts,False,14,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.027949984238730692
E. (Elske) van der Mik,False,13,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.025953556793107072
T. (Turan) Yazir,False,11,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.02196070190185983
J.D. (Jan) Kramer,False,11,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.02196070190185983
H.M. (Hugo) de Jonge,False,11,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.02196070190185983
J.M.A. (Jeffrey) van Agtmaal,False,6,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.011978564673741726
E.D. (Dinand) Ekkel,False,6,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.011978564673741726
E. (Ebubekir) Öztüre,False,6,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.011978564673741726
M. (Mustafa) Amhaouch,False,6,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.011978564673741726
H.A.G. (Erik) Ronnes,False,5,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.009982137228118105
J.F. (Han) Hoogma,False,5,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.009982137228118105
W.J.F. (Wilma) van der Rijt-van der Kruis,False,5,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.009982137228118105
N.E. (Nelleke) Weltevrede,False,5,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.009982137228118105
A.M.T. (Anne-Marie) Vreman-Muijrers,False,5,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.009982137228118105
R. (Remko) ten Barge,False,4,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.007985709782494483
J. (Jobke) Vonk-Vedder,False,4,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.007985709782494483
B.A. (Bernard) Schermers,False,4,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.007985709782494483
G.A. (Gerben) Karssenberg,False,3,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.005989282336870863
M. (Merijn) Snoek,False,3,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.005989282336870863
P.J.H.D. (Ellen) Verkoelen,False,3,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.005989282336870863
M.P.M. (Michiel) Holtackers,False,3,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.005989282336870863
M.S. (Margriet) van de Vooren,False,3,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.005989282336870863
J.S. (Mitra) Rambaran,False,3,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.005989282336870863
A.P. (Fons) d' Haens,False,2,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.0039928548912472415
G. (Gert) Boeve,False,2,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.0039928548912472415
E. (Efstathios) Andreou,False,2,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.0039928548912472415
T. (Ties) Sweyen,False,2,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.0039928548912472415
E. (Erik) de Ridder,False,1,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.0019964274456236207
J. (Jan-Jaap) de Haan,False,1,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.0019964274456236207
C.C.B. (Claudia) Füss-Buitenhuis,False,1,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.0019964274456236207
J.M. (Hans) Moerland,False,1,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.0019964274456236207
J.C. (Chantal) van Steenderen-Broekhuis,False,1,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.0019964274456236207
J.L.J. (John) van Hal,False,1,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.0019964274456236207
D.W. (Dirk) van der Mast,False,0,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.0
D.S.C. (Dave) Ensberg-Kleijkers,False,0,Christen Democratisch Appèl (CDA),546940,663494,28551,57,0.0
E.G.M. (Emile) Roemer,False,22585,SP (Socialistische Partij),545525,663494,26696,50,42.30034462091699
R.M. (Renske) Leijten,False,1923,SP (Socialistische Partij),545525,663494,26696,50,3.6016631705124365
J. (Jan) Broekema,False,543,SP (Socialistische Partij),545525,663494,26696,50,1.0170062930776147
T.E. (Tjitske) Siderius,False,304,SP (Socialistische Partij),545525,663494,26696,50,0.5693736889421637
H. (Harry) van Bommel,False,193,SP (Socialistische Partij),545525,663494,26696,50,0.3614773748876236
P.H. (Pim) Siegers,False,126,SP (Socialistische Partij),545525,663494,26696,50,0.23599041054839676
E. (Eelco) Eikenaar,False,126,SP (Socialistische Partij),545525,663494,26696,50,0.23599041054839676
S. (Sadet) Karabulut,False,122,SP (Socialistische Partij),545525,663494,26696,50,0.2284986514833683
S.M.J.G. (Sharon) Gesthuizen,False,121,SP (Socialistische Partij),545525,663494,26696,50,0.22662571171711118
A.A.G.M. (Ronald) van Raak,False,95,SP (Socialistische Partij),545525,663494,26696,50,0.17792927779442613
M. (Manja) Smits,False,65,SP (Socialistische Partij),545525,663494,26696,50,0.12174108480671261
J.M.A.M. (Jan) de Wit,False,51,SP (Socialistische Partij),545525,663494,26696,50,0.09551992807911297
J.B. (Jos) van der Horst,False,46,SP (Socialistische Partij),545525,663494,26696,50,0.08615522924782738
H.M. (Hans Martin) Don,False,44,SP (Socialistische Partij),545525,663494,26696,50,0.08240934971531315
C.J.E. (Nine) Kooiman,False,39,SP (Socialistische Partij),545525,663494,26696,50,0.07304465088402758
J. (Jamila) Yahyaoui,False,22,SP (Socialistische Partij),545525,663494,26696,50,0.041204674857656574
L. (Lieke) van Rossum,False,21,SP (Socialistische Partij),545525,663494,26696,50,0.039331735091399464
J.J. (Jasper) van Dijk,False,21,SP (Socialistische Partij),545525,663494,26696,50,0.039331735091399464
H.P.J. (Henk) van Gerven,False,20,SP (Socialistische Partij),545525,663494,26696,50,0.03745879532514235
N.M. (Nicole) van Gemert,False,18,SP (Socialistische Partij),545525,663494,26696,50,0.03371291579262811
E.M.A. (Eric) Smaling,False,16,SP (Socialistische Partij),545525,663494,26696,50,0.029967036260113874
M.M. (Maureen) van der Pligt,False,13,SP (Socialistische Partij),545525,663494,26696,50,0.024348216961342522
F. (Farshad) Bashir,False,13,SP (Socialistische Partij),545525,663494,26696,50,0.024348216961342522
E. (Erik) de Vries,False,12,SP (Socialistische Partij),545525,663494,26696,50,0.022475277195085405
L.P.M. (Leo) de Kleijn,False,12,SP (Socialistische Partij),545525,663494,26696,50,0.022475277195085405
P.F.C. (Paulus) Jansen,False,12,SP (Socialistische Partij),545525,663494,26696,50,0.022475277195085405
A.Z. (Arnold) Merkies,False,11,SP (Socialistische Partij),545525,663494,26696,50,0.020602337428828287
R. (Lies) van Aelst,False,11,SP (Socialistische Partij),545525,663494,26696,50,0.020602337428828287
S. (Saíd) Afalah,False,10,SP (Socialistische Partij),545525,663494,26696,50,0.018729397662571173
I. (Ike) Teuling,False,10,SP (Socialistische Partij),545525,663494,26696,50,0.018729397662571173
M.P. (Meta) Meijer,False,8,SP (Socialistische Partij),545525,663494,26696,50,0.014983518130056937
P. (Paul) Ulenbelt,False,8,SP (Socialistische Partij),545525,663494,26696,50,0.014983518130056937
J.P. (Peter) Kwint,False,7,SP (Socialistische Partij),545525,663494,26696,50,0.01311057836379982
F. (Femke) Reudler Talsma,False,7,SP (Socialistische Partij),545525,663494,26696,50,0.01311057836379982
B. (Trix) de Roos-Consemulder,False,7,SP (Socialistische Partij),545525,663494,26696,50,0.01311057836379982
A.M.T. (Anneke) Wezel,False,7,SP (Socialistische Partij),545525,663494,26696,50,0.01311057836379982
M. (Michiel) van Nispen,False,6,SP (Socialistische Partij),545525,663494,26696,50,0.011237638597542702
D.H. (Daniël) de Wit,False,5,SP (Socialistische Partij),545525,663494,26696,50,0.009364698831285587
A. (Arjan) Vliegenthart,False,5,SP (Socialistische Partij),545525,663494,26696,50,0.009364698831285587
N.A. (Niels) Jongerius,False,4,SP (Socialistische Partij),545525,663494,26696,50,0.0074917590650284685
T.H.C. (Thijs) Coppus,False,4,SP (Socialistische Partij),545525,663494,26696,50,0.0074917590650284685
H.A.J.M. (Henri) Swinkels,False,4,SP (Socialistische Partij),545525,663494,26696,50,0.0074917590650284685
N.T. (Tiers) Bakker,False,3,SP (Socialistische Partij),545525,663494,26696,50,0.005618819298771351
P.J. (Patrick) van Lunteren,False,3,SP (Socialistische Partij),545525,663494,26696,50,0.005618819298771351
B. (Bert) Peterse,False,3,SP (Socialistische Partij),545525,663494,26696,50,0.005618819298771351
J.W. (Willem) Bouman,False,3,SP (Socialistische Partij),545525,663494,26696,50,0.005618819298771351
H.J. (Hugo) Polderman,False,2,SP (Socialistische Partij),545525,663494,26696,50,0.0037458795325142342
B. (Bart) van Kent,False,2,SP (Socialistische Partij),545525,663494,26696,50,0.0037458795325142342
H.P.M. (Maarten) Hijink,False,2,SP (Socialistische Partij),545525,663494,26696,50,0.0037458795325142342
C. (Chris) Schaeffer,False,1,SP (Socialistische Partij),545525,663494,26696,50,0.0018729397662571171
G. (Geert) Wilders,False,22480,PVV (Partij voor de Vrijheid),546943,663494,24212,49,45.49479596894102
