"","Nathalie.ARTHAUD.Emmanuel.MACRON","Fabien.ROUSSEL.Emmanuel.MACRON","Emmanuel.MACRON.Emmanuel.MACRON","Jean.LASSALLE.Emmanuel.MACRON","Marine.LE.PEN.Emmanuel.MACRON","Éric.ZEMMOUR.Emmanuel.MACRON","Jean.Luc.MÉLENCHON.Emmanuel.MACRON","Anne.HIDALGO.Emmanuel.MACRON","Yannick.JADOT.Emmanuel.MACRON","Valérie.PÉCRESSE.Emmanuel.MACRON","Philippe.POUTOU.Emmanuel.MACRON","Nicolas.DUPONT.AIGNAN.Emmanuel.MACRON","Nathalie.ARTHAUD.Marine.LE.PEN","Fabien.ROUSSEL.Marine.LE.PEN","Emmanuel.MACRON.Marine.LE.PEN","Jean.LASSALLE.Marine.LE.PEN","Marine.LE.PEN.Marine.LE.PEN","Éric.ZEMMOUR.Marine.LE.PEN","Jean.Luc.MÉLENCHON.Marine.LE.PEN","Anne.HIDALGO.Marine.LE.PEN","Yannick.JADOT.Marine.LE.PEN","Valérie.PÉCRESSE.Marine.LE.PEN","Philippe.POUTOU.Marine.LE.PEN","Nicolas.DUPONT.AIGNAN.Marine.LE.PEN","department_id"
"1",0,0.46279906940588,0.920430895672928,0.399661573617046,0,0.241726179943645,0.812079123211799,0.54303052710828,0.987694032859771,0.960113362963088,0,0,0.974761148618771,0.528899316239016,0.078693546984724,0.57630223315331,0.99266228603253,0.757576662509965,0.186265002694672,0.432378177863374,0,0,0.744772880761509,0.988994386250236,"01"
"2",0,0.247987502538084,0.883909614770644,0.292247418374865,0,0.095996382392363,0.733321834033667,0.462404679601032,0.982230733928659,0.934580456182179,0,0,1,0.74844539293616,0.116090385229356,0.707752581625135,1,0.902093658849879,0.266678165966333,0.529445900569417,0,0,0.826342741881796,1,"02"
"3",0,0.447470655089647,0.911682031328323,0.341198912210817,0,0.204412113247589,0.807793381673215,0.486873494170969,0.987746388815134,0.95896095495674,0,0,0.985905831593962,0.546982532774767,0.0875533328440237,0.653403229496074,1,0.793358647521748,0.190671136294787,0.498412660015498,0,0,0.781295895479067,0.990475762886516,"03"
"4",0,0.354856123321465,0.914199688535758,0.291322937725103,0,0.146793005997642,0.732673700074831,0.476241323150059,0.983524586514407,0.949267167833213,0,0,0.990537883865791,0.638589597707539,0.0856707749144172,0.708677062274897,1,0.850480865715573,0.267326299925168,0.51170923542207,0,0,0.802959719709802,0.998603308819011,"04"
"5",0,0.330715251959254,0.9309824247124,0.306758006245212,0,0.162164371036087,0.772896945273121,0.473273057845407,0.985683088647342,0.947765656623365,0,0,0.987900457045365,0.66351218081876,0.0687714807218377,0.693241993754787,0.993289587129639,0.835053810050094,0.227093794928972,0.515397202985615,0,0,0.800648662681295,0.996696721117998,"05"
"6",0,0.432490272666948,0.908418426421188,0.368280502893237,0,0.189233091217892,0.781544011738052,0.516293949756455,0.98263833116603,0.947457054967209,0,0,0.980543310891548,0.559624290582148,0.0914546873877818,0.616787741008429,1,0.808523606877607,0.217988239120475,0.462777174488735,0,0,0.762408718881782,0.996401911137569,"06"
"7",0,0.393092268289472,0.923158693485501,0.32601183185263,0,0.181399703415248,0.778882180772741,0.468989587426447,0.986759210477645,0.954054689480616,0,0,0.986687475948712,0.599941905939369,0.0763949980578992,0.67398816814737,1,0.81593134749297,0.220777791220325,0.520776365741296,0,0,0.793556264572917,0.993552933579686,"07"
"8",0,0.328348248859217,0.887906270402956,0.299558234285151,0,0.136261232325395,0.747146889680937,0.471629789963547,0.984529761806612,0.941942424727237,0,0,1,0.665004573940929,0.112093729597044,0.700441765714849,1,0.861108170364661,0.252853110319063,0.517526653230384,0,0,0.810025986265616,1,"08"
"9",0,0.421379449525222,0.926627553239104,0.326384443580188,0,0.198363447695047,0.757894467777111,0.430344877887851,0.988059713254861,0.96214777306213,0,0,0.982423419311302,0.573160098581378,0.0727287005743682,0.672258132437634,1,0.799250445643135,0.242105532222889,0.569105316733051,0,0,0.788241226447482,0.989346799606821,"09"
"10",0,0.474871750868136,0.898754659428479,0.363552677858419,0,0.201906855915757,0.80576409590633,0.522655111910428,0.987254779499621,0.947999379368274,0,0,0.980021597696243,0.517120092846796,0.100785653869441,0.62285681964706,1,0.795838129489602,0.192762743976409,0.455252849394683,0,0,0.756381539143702,0.995543891570222,"10"
"11",0,0.363535593901392,0.90737312878266,0.303207836152312,0,0.16256698577539,0.748819743617399,0.414421593827851,0.984773365276859,0.955301828976153,0,0,0.98617259680178,0.630230276747644,0.0922526912415729,0.696792163847688,1,0.834650371464705,0.251180256382601,0.58557840617215,0,0,0.804912441750832,0.993779377475821,"11"
"12",0,0.432780621567099,0.943756210176609,0.412001393560508,0,0.228808157803652,0.839927333571377,0.521862793233111,0.99132254172063,0.97421969274113,0,0,0.977507318309237,0.559538038880783,0.0554980453851941,0.566761095976342,0.981279864138669,0.769847597830031,0.157940368111524,0.457016267685046,0,0,0.757886780588162,0.984367793198317,"12"
"13",0,0.495017009967725,0.922724333667383,0.369994487903904,0,0.229575738541714,0.766268051693906,0.507121428901045,0.987640039212169,0.959117056278407,0,0,0.980467600153354,0.49841373989692,0.0766878970294725,0.614267474957358,0.999426979922724,0.769172032237887,0.233731948306094,0.473729085860734,0,0,0.769276184616802,0.990952210048748,"13"
"14",0,0.487670145492539,0.937093443502533,0.395425841780264,0,0.242095957918897,0.832774514706665,0.559118874188207,0.992731418520951,0.967090673126957,0,0,0.971895807157372,0.503961976571292,0.0619853191192703,0.580324364362233,0.970936529015096,0.757232116103384,0.165174224777965,0.413713241378827,0,0,0.724384291614919,0.985876180618153,"14"
"15",0,0.429054661725242,0.923282009170108,0.35513780131664,0,0.210842694621827,0.837704380386987,0.505086633299798,0.98998447637103,0.966331198257257,0,0,0.980663033240926,0.563304924852692,0.0758978790318255,0.635700369788774,0.993045665246701,0.787114123973573,0.160180631843479,0.476403381495398,0,0,0.766765601922692,0.988443277352562,"15"
"16",0,0.475259777187844,0.921064086415705,0.380786154974726,0,0.223157322923383,0.808328340208492,0.523258781317884,0.98940778176548,0.96404276053995,0,0,0.977813368889611,0.516750748382278,0.0779222768135093,0.6005252503982,0.991246421836152,0.77525161915366,0.190122940939824,0.45489235745454,0,0,0.756175313659435,0.987308892331144,"16"
"17",0,0.455600014323649,0.923102942423013,0.3763254803008,0,0.22047300233877,0.810483165658789,0.523039965483102,0.988426290889622,0.960679819270236,0,0,0.978853457542052,0.536240005976068,0.0760470484275882,0.606066106574635,0.988750340848534,0.777831206848797,0.187905599285539,0.454948812666141,0,0,0.756426640470163,0.989119696388635,"17"
"18",0,0.512022612725607,0.911327109219281,0.36478147808667,0,0.219498440796045,0.80888658765151,0.51049471391292,0.988637138856191,0.960770549295352,0,0,0.980791614473294,0.481936620527463,0.0877193213278386,0.621174438663474,1,0.778768699576621,0.189546238883379,0.469657730147082,0,0,0.767747438000018,0.989338684413324,"18"
"19",0,0.301293290482915,0.934710434081341,0.286008496478099,0,0.188110699400638,0.829714231024979,0.45937941073974,0.990110825953749,0.954492863268785,0,0,0.988259126662616,0.694327869790724,0.064842177182327,0.713991503521901,0.989605463983074,0.809302007763387,0.168268289775512,0.533120646802837,0,0,0.785935131441833,0.991425262030857,"19"
"20",0,0.464605900585873,0.92861684670582,0.391762182227855,0,0.235978071962505,0.816149411271996,0.545774769358481,0.989660046169666,0.961995188815498,0,0,0.974399707835602,0.527018605244178,0.070589136845676,0.585495858321361,0.98448286920035,0.76302448850449,0.18209469571138,0.429018709397289,0,0,0.740243829639876,0.988505872131988,"21"
"21",0,0.488951977237686,0.951629524671042,0.394529499327401,0,0.236557567453043,0.852736556462397,0.547768472093427,0.995720728985297,0.974610818355844,0,0,0.974656918437669,0.502895038329838,0.047640521063032,0.58156432084066,0.961815997823796,0.762477080315275,0.145078802956834,0.426502155522926,0,0,0.739063052573212,0.983554820905769,"22"
"22",0,0.296149119067955,0.921181526760511,0.271426617934112,0,0.179242477367227,0.797013274010056,0.443070089251494,0.988661031386763,0.948310804315629,0,0,0.993022771650886,0.698601830928463,0.0784967089338579,0.728573382065888,1,0.818053098846296,0.201818756468567,0.554212823627089,0,0,0.806261862674264,0.994848739323314,"23"
"23",0,0.397738340148927,0.917816040862079,0.309526228292708,0,0.1899690654503,0.782549144267482,0.468506286794901,0.986970687710513,0.957561818042589,0,0,0.985405573989953,0.596287145230779,0.0816246660835803,0.690473771707291,1,0.807477642982624,0.216924002576779,0.521404214866839,0,0,0.791308469290696,0.991651729726729,"24"
"24",0,0.445794689741693,0.930803695725078,0.385333976003453,0,0.221786428552505,0.813786735328828,0.54473472258255,0.989859348578916,0.958299657441717,0,0,0.974267712558512,0.545841391554587,0.0685098455727247,0.594030380189446,0.984241362634257,0.776576570539939,0.184516073243579,0.430178997313498,0,0,0.738843842012886,0.989666135275871,"25"
"25",0,0.451080134339197,0.931256662112948,0.378731866064376,0,0.220308108968754,0.796692863210608,0.528079093066831,0.989199326372961,0.960214546393026,0,0,0.977145871275609,0.540830529243827,0.0680739354271564,0.602798381094974,0.986826325406193,0.777997705651329,0.202152340472173,0.449272611705753,0,0,0.754016207074444,0.989120437236492,"26"
"26",0,0.461369400246339,0.898166006713705,0.353002327139424,0,0.189747149600277,0.773247398047301,0.507990645232309,0.985509944151365,0.949991197875497,0,0,0.984606509941891,0.531040154276456,0.101543817524705,0.63720096334135,1,0.807723139775471,0.226732099711694,0.472671893325844,0,0,0.771799409741354,0.996329004404146,"27"
"27",0,0.430049641019318,0.914209295161011,0.362290420931153,0,0.19752755588587,0.807876406727943,0.517093393005681,0.989156689168116,0.948347158593248,0,0,0.981477879179841,0.561669186107365,0.0853505836480268,0.624526058520884,0.995751270331742,0.800095956519841,0.190587551884212,0.461903768400891,0,0,0.761027669623281,0.995158879180642,"28"
"28",0,0.485495551498173,0.975382261816096,0.40078866369497,0,0.238344267425858,0.878416015924462,0.556179319634803,1,0.980387435692225,0,0,0.973860145759372,0.506179382020674,0.0243002317180793,0.573559675582125,0.951628685607653,0.760784776688079,0.119518212111997,0.41719970608683,0,0,0.73096317650325,0.982220466145973,"29"
"29",0,0.410847717686705,0.903056353635261,0.239268037112128,0,0.110719115324583,0.774803565074261,0.505786836529869,0.980150926545884,0.946765120121376,0,0,0.983721755739278,0.581642261126591,0.0967459835893698,0.760731962887871,1,0.88705920525145,0.225115148011253,0.475286746023625,0,0,0.783982460952125,0.994984340075714,"2A"
"30",0,0.354858476242423,0.908608812590365,0.205231868990336,0,0.115022968912912,0.785833632522998,0.49546818078518,0.981565352824503,0.942862732984735,0,0,0.984966312079523,0.638422640450078,0.0911051068929959,0.794768131009664,1,0.882667393242749,0.213494428933682,0.487857907282325,0,0,0.791189474906096,0.994781383082372,"2B"
"31",0,0.410673840124726,0.912495925797904,0.332248874159027,0,0.174189435115041,0.752723847569833,0.475837602620775,0.985551248860798,0.954621710660739,0,0,0.985128305394478,0.583261948625121,0.0871316254113967,0.665546027646516,1,0.823104647261966,0.247276152430167,0.512173335530396,0,0,0.785893202967029,0.993755032528585,"30"
"32",0,0.446212897240898,0.96457044852659,0.432946426262774,0,0.254498270641709,0.844790972616784,0.556226743726319,0.996600456088821,0.974020465132779,0,0,0.974762612756903,0.546239337665184,0.034971881959584,0.535945560179672,0.96350208375163,0.745501729358291,0.153062464631777,0.41829253006092,0,0,0.746311465344547,0.982872027911313,"31"
"33",0,0.444293726865515,0.93096118297522,0.439252268723336,0,0.238328929680858,0.824720770718536,0.511619937602938,0.989342746670376,0.972411145380297,0,0,0.977116712729199,0.547947301963847,0.0680668367331796,0.53644985858539,0.993602223747036,0.760799296737239,0.173341884458032,0.470238401746085,0,0,0.761071279318943,0.983760419149961,"32"
"34",0,0.465552022579301,0.948127569085655,0.413416454656913,0,0.245692404900869,0.834874250214111,0.548854988953313,0.993647966524486,0.971567858226405,0,0,0.975897012168182,0.52617554582176,0.051157223913162,0.558939726173987,0.969487235547608,0.753843646698872,0.163052588031956,0.425523329150209,0,0,0.738226858154326,0.984542176157413,"33"
"35",0,0.435630926531927,0.925524343212782,0.369130030633801,0,0.208159431820394,0.768879102486293,0.495934812166411,0.988084749516345,0.95955183581299,0,0,0.980433496965728,0.556611259325623,0.0739043094365646,0.615715384771494,0.995626789596302,0.789754726530859,0.231120897513707,0.487643635264678,0,0,0.7717397634469,0.990670705366219,"34"
"36",0,0.45902119274821,0.993905315929986,0.398699974501065,0,0.241995006318205,0.892289748788586,0.566588995545203,1,0.980290852291778,0,0,0.972266733657978,0.532909468771599,0.00602870641783036,0.575921539924357,0.942787529827551,0.757331981729601,0.105815893243447,0.40598843988634,0,0,0.731320150167392,0.979267865245067,"35"
"37",0,0.449267871168309,0.909993597002158,0.348613416450146,0,0.201000573432591,0.804875163668867,0.496040936449723,0.988185870621421,0.956730890238841,0,0,0.984233354054657,0.543525914980089,0.0892945572796619,0.643173570189596,1,0.796681201778384,0.193680133149486,0.487257958311729,0,0,0.77629036483388,0.991461402143512,"36"
"38",0,0.498783752806255,0.950668916349218,0.402203565551752,0,0.252711908185193,0.847748398868934,0.567221886335943,0.995016361852519,0.971212796619866,0,0,0.970620267659352,0.493008345302224,0.0486081655954606,0.571590809761647,0.964516475276237,0.747254612376691,0.150080930401185,0.404847427505648,0,0,0.725609470952495,0.983111148416709,"37"
"39",0,0.449616629270737,0.944249175463312,0.395028425516807,0,0.245993269334854,0.821288226961265,0.548347421837546,0.993375955780468,0.96628592998056,0,0,0.97503358289264,0.542663416517294,0.0550643921836876,0.580923036003526,0.968569152216947,0.753552035196643,0.176854582957893,0.426017645581448,0,0,0.743425084084293,0.985836272005801,"38"
"40",0,0.438028228486653,0.920513414796676,0.350941767349831,0,0.196343842932582,0.792877944331847,0.504622857807156,0.987303695346454,0.954468266409258,0,0,0.982327708858571,0.553677871523913,0.0789224867342528,0.640064391937896,0.998387115686532,0.801236103045792,0.206118846833179,0.47697024755248,0,0,0.770281752370561,0.99281653523798,"39"
"41",0,0.475980390585904,0.929586504910321,0.456562721770716,0,0.245058505103183,0.830351389428983,0.528809922679519,0.989783379301553,0.974304684949815,0,0,0.976287918666785,0.516219114012926,0.0692646653860584,0.514039864704963,0.992217052498768,0.754451116199119,0.167621318608632,0.450041234941958,0,0,0.756075373891581,0.982821257137968,"40"
"42",0,0.507119321533885,0.914159096482131,0.385836955124449,0,0.233198850933111,0.81608319088294,0.535865529050688,0.988625140644704,0.961007093821028,0,0,0.975269162299797,0.485295101935284,0.0848176280835972,0.59324826448281,0.995418671636553,0.765664874048359,0.182159950252604,0.440203618999889,0,0,0.746109917527786,0.988821976610773,"41"
"43",0,0.485364179295443,0.929976934224488,0.400053024284075,0,0.248882954151459,0.822349739643597,0.552324163155572,0.991146049416986,0.965900592969634,0,0,0.973069419558787,0.506474797764534,0.0691052184316053,0.574927394115995,0.980788157216102,0.750834151032179,0.175763368298554,0.421530186031563,0,0,0.740069757910341,0.986053154194352,"42"
"44",0,0.299740210243303,0.914475405205295,0.267504748885441,0,0.152948012116356,0.794185135271361,0.46015970182103,0.985212210179057,0.940503911506313,0,0,0.994925006935312,0.695426246964816,0.0854488173638019,0.732495251114559,1,0.844279898181582,0.204759779819599,0.532077045173364,0,0,0.804621195119952,0.99800566699218,"43"
"45",0,0.443825371400653,0.986851747750928,0.390553561559969,0,0.236514272756051,0.875190933052641,0.546422198688052,1,0.974993348903362,0,0,0.975288017117315,0.548361712600209,0.0130033620711873,0.5865214954069,0.949604293002413,0.76251473968854,0.122720396158269,0.428388055323308,0,0,0.742634000871165,0.982218571117589,"44"
"46",0,0.470973306015556,0.929066740126574,0.39415285377508,0,0.245647035821348,0.831585425348542,0.549973436233526,0.991796734544386,0.964431499919561,0,0,0.974039697657807,0.520932948503482,0.0699923693766661,0.582108218347981,0.977315446783184,0.753878526569734,0.166376336854297,0.424025832570993,0,0,0.740096418208256,0.986997258140322,"45"
"47",0,0.409592233049713,0.94466302026891,0.355061370899502,0,0.211562097786186,0.817797507773021,0.494898196311319,0.990958830723706,0.966149935196137,0,0,0.981218165936773,0.583062620540328,0.0547509779311601,0.635127644874448,0.982327262181976,0.786417865589962,0.180411057599826,0.488748754311897,0,0,0.771903867967968,0.98703523830689,"46"
"48",0,0.458466142377203,0.912428440079759,0.348054112552979,0,0.200262420239162,0.786182439585653,0.497326975536414,0.986614105215559,0.960576872831473,0,0,0.981175907504345,0.53453431832458,0.0868515234087263,0.644754688001075,1,0.797406345426378,0.213115729253165,0.485741714231398,0,0,0.77367134847895,0.990130850951867,"47"
"49",0,0.418893969659636,0.929849188796978,0.317120564786162,0,0.196469687191161,0.813079939701814,0.485261616714161,0.988373759929254,0.961371252756376,0,0,0.982329905349776,0.573566636752088,0.0695583084906581,0.682819035941759,0.997565396753579,0.801101836411447,0.185236934514436,0.50053831688294,0,0,0.780567306668805,0.989720812014286,"48"
"50",0,0.49709012927181,0.963966836222987,0.41593089319563,0,0.258537075522616,0.86642684530627,0.598450561944716,0.998788522760906,0.976932002567813,0,0,0.965299136814398,0.494643844570491,0.0354420939810572,0.554162693838219,0.953049698676947,0.741462924477384,0.131414672672034,0.371439683860127,0,0,0.709293360239161,0.979549550778948,"49"
"51",0,0.543425395693796,0.929167899731043,0.417462624139437,0,0.252260751961835,0.84257933652776,0.583380974384578,0.99202889852193,0.972583785827714,0,0,0.966356778910758,0.449396767268154,0.0693598070547468,0.55272521941343,0.975921815097694,0.747690094259553,0.155269545575701,0.387394430809382,0,0,0.712675698393085,0.981766831225294,"50"
"52",0,0.54396593634059,0.903414553014403,0.394083776362127,0,0.246329451064639,0.816202372448369,0.552177295045228,0.988721836406058,0.958576064046905,0,0,0.97033335973104,0.449536581872483,0.0953826735125077,0.582697341147542,0.999316277350097,0.753230443363305,0.182037856191167,0.421590762315409,0,0,0.730149064806026,0.990157216113399,"51"
"53",0,0.353486484299214,0.888265122656918,0.304596984062249,0,0.147116449804559,0.775843878750287,0.477005496527914,0.984018554888374,0.940201352911007,0,0,0.994462827315397,0.639439833737501,0.111734877343082,0.695403015937751,1,0.850154898161371,0.224000359379205,0.510708620968429,0,0,0.799182009522594,1,"52"
"54",0,0.551223582674236,0.946405078490193,0.441198560883807,0,0.275769252739384,0.867035027232438,0.639230635251829,0.995864489125309,0.98231425858072,0,0,0.956761082607345,0.441744378058379,0.0522988815574425,0.52332736266342,0.959252120848661,0.724230747260615,0.130804764341246,0.329576118502307,0,0,0.687765305771654,0.976903573472316,"53"
"55",0,0.494125987049457,0.920137109442974,0.38722024181556,0,0.235153340022917,0.796246295816876,0.542700055827485,0.989762816032621,0.962287880661011,0,0,0.974608341877527,0.497734938171114,0.0788998200981544,0.591095342441579,0.988389149764461,0.763806488226577,0.202616512145966,0.432427837417028,0,0,0.739091574623533,0.988434725824951,"54"
"56",0,0.412429991578023,0.885957897605408,0.327692492323739,0,0.164256787553161,0.774105769167481,0.489511655651133,0.982255346022434,0.947328932791772,0,0,0.988230525314174,0.579477863420403,0.114042102394592,0.671836456005111,1,0.832975251205717,0.225840730602877,0.495208963074048,0,0,0.788153640939955,0.998313058379105,"55"
"57",0,0.514766159805723,0.947500468351903,0.411849487613687,0,0.254526403775997,0.847407454187348,0.568885822686488,0.994326087264881,0.973308966551857,0,0,0.97054090691722,0.47720776785493,0.0516365552849384,0.559723207596381,0.964747588676452,0.745473596224003,0.150418469563983,0.402879456512899,0,0,0.718966461649097,0.982791264585632,"56"
"58",0,0.537444656112436,0.906121135745347,0.390185668159149,0,0.23234994389337,0.778027794284439,0.550557690897995,0.987206566894483,0.958020166353927,0,0,0.971389812178435,0.456525524548494,0.0929747113483017,0.587905609496173,1,0.766481257201911,0.22167669400883,0.423691535532152,0,0,0.724028899534191,0.991183954017867,"57"
"59",0,0.411344023843661,0.905588468545181,0.335900185679279,0,0.191262010417247,0.785735239105566,0.477731128356859,0.986650519423253,0.955442327108449,0,0,0.98835239508277,0.582779340160929,0.0938564713857655,0.660969362016351,1,0.806213180454099,0.213582712557241,0.509805937997996,0,0,0.789039284231496,0.992701719781103,"58"
"60",0,0.460684013032355,0.914986680372556,0.363144274164024,0,0.219209857956211,0.780053038789422,0.496642364383432,0.989829798690023,0.960572541669758,0,0,0.984584675567407,0.533082095092129,0.0841327424635284,0.623370897165387,0.991482380353293,0.77904806616973,0.219534367196541,0.486381663025511,0,0,0.774514520307689,0.989951151848398,"59"
"61",0,0.409752300279912,0.899876203702713,0.335105103765937,0,0.153703609379115,0.749693995080228,0.49761905728237,0.985205668997425,0.944055716055052,0,0,0.991879741250026,0.582763754137171,0.100123796297287,0.662228097203774,1,0.843554862818759,0.250306004919772,0.485185888424384,0,0,0.785780557548665,1,"60"
"62",0,0.530244949751128,0.911501525341883,0.400436244255071,0,0.240430692467044,0.827965321810277,0.561618413727261,0.989481168553808,0.962285185250686,0,0,0.968669429994159,0.462497269392238,0.0871229415501854,0.57471896398316,0.992256379607436,0.7588050003771,0.17004364811111,0.41101269532353,0,0,0.719556619573082,0.987694608252951,"61"
"63",0,0.342146608443178,0.87993179537309,0.330033258871578,0,0.16781591857663,0.744737658128207,0.465132203654113,0.98466201772926,0.949388595695109,0,0,0.997866322643321,0.652887582784868,0.12006820462691,0.669966741128422,1,0.829409097410434,0.255262341871793,0.525847016765592,0,0,0.797235386669525,0.997282509035328,"62"
"64",0,0.479039675353333,0.943670168258163,0.388946437699017,0,0.231472548912145,0.835748302507981,0.530006893987863,0.992525988780019,0.971282109524023,0,0,0.976841270560199,0.513133775868032,0.0555741624938637,0.589531883451127,0.974217293902851,0.767307009986552,0.162164408611932,0.446890341364783,0,0,0.753527661907062,0.984791188653236,"63"
