"","GABRIEL.BORIC.FONT.GABRIEL.BORIC.FONT","JOSE.ANTONIO.KAST.RIST.GABRIEL.BORIC.FONT","YASNA.PROVOSTE.CAMPILLAY.GABRIEL.BORIC.FONT","SEBASTIAN.SICHEL.RAMIREZ.GABRIEL.BORIC.FONT","EDUARDO.ARTES.BRICHETTI.GABRIEL.BORIC.FONT","MARCO.ENRIQUEZ.OMINAMI.GUMUCIO.GABRIEL.BORIC.FONT","FRANCO.PARISI.FERNANDEZ.GABRIEL.BORIC.FONT","GABRIEL.BORIC.FONT.JOSE.ANTONIO.KAST.RIST","JOSE.ANTONIO.KAST.RIST.JOSE.ANTONIO.KAST.RIST","YASNA.PROVOSTE.CAMPILLAY.JOSE.ANTONIO.KAST.RIST","SEBASTIAN.SICHEL.RAMIREZ.JOSE.ANTONIO.KAST.RIST","EDUARDO.ARTES.BRICHETTI.JOSE.ANTONIO.KAST.RIST","MARCO.ENRIQUEZ.OMINAMI.GUMUCIO.JOSE.ANTONIO.KAST.RIST","FRANCO.PARISI.FERNANDEZ.JOSE.ANTONIO.KAST.RIST","commune"
"208",0.958024009048768,0,0.55137743293434,0.197786572576379,0.969239746330483,0.978836675772516,0.417836863339998,0,1,0.444419742370569,0.780828966471528,0,0,0.553603641009125,"PEMUCO"
"209",0.963233961186685,0,0.590023788531782,0.210127566101069,0.972592211689018,0.98180968724766,0.441511061625692,0,1,0.407125220217695,0.768071906859605,0,0,0.531910509081949,"PENCAHUE"
"210",0.997853222692244,0.0765056613019084,0.773496716072002,0.2645218323739,0.970065620366924,1,0.541227548367842,0,0.922920618203017,0.223629126661348,0.716898427303117,0,0,0.448648316637498,"PENCO"
"211",0.986747290171997,0.0604513803803202,0.759444701937754,0.284213086619569,0.967842004041845,0.995632229663803,0.542905773442296,0,0.938874487701541,0.237950121992338,0.694769849929428,0,0,0.446421968956935,"PERALILLO"
"212",0.96726913121298,0.0499605672029814,0.645668427916003,0.252501190686905,0.918628312703872,0.994038596856852,0.459594193120152,0,0.948144116139827,0.343161552711368,0.727463943087838,0,0,0.516865883812072,"PERQUENCO"
"213",1,0.10864895644019,0.972638787233214,0.304723631991165,1,1,0.668292101082714,0,0.89135104355981,0.0273612127667862,0.681516821712456,0,0,0.331707898917286,"PETORCA"
"214",1,0.102757242931731,0.924663727103021,0.320939798604013,1,1,0.618071783094071,0,0.897242757068269,0.0753362728969792,0.666385090512359,0,0,0.381928216905929,"PEUMO"
"215",1,0.0949036209219136,0.835319127689054,0.293328091981072,1,1,0.602980615676815,0,0.905096379078086,0.164680872310946,0.691425391114936,0,0,0.397019384323185,"PEÑAFLOR"
"216",1,0.0822461018352303,0.804960746408528,0.319227197203534,0.99474280456979,1,0.57124184447708,0,0.91775389816477,0.194282522512054,0.664465926870596,0,0,0.424570576476705,"PEÑALOLEN"
"217",0.97256642545391,0.0346027994419636,0.727405025780274,0.249022259690545,0.968960498672424,0.992092113688362,0.484149866836323,0,0.964961975425551,0.266832435964652,0.732328725326667,0,0,0.501222119717239,"PICA"
