"","Nathalie.ARTHAUD.Emmanuel.MACRON","Fabien.ROUSSEL.Emmanuel.MACRON","Emmanuel.MACRON.Emmanuel.MACRON","Jean.LASSALLE.Emmanuel.MACRON","Marine.LE.PEN.Emmanuel.MACRON","Éric.ZEMMOUR.Emmanuel.MACRON","Jean.Luc.MÉLENCHON.Emmanuel.MACRON","Anne.HIDALGO.Emmanuel.MACRON","Yannick.JADOT.Emmanuel.MACRON","Valérie.PÉCRESSE.Emmanuel.MACRON","Philippe.POUTOU.Emmanuel.MACRON","Nicolas.DUPONT.AIGNAN.Emmanuel.MACRON","Nathalie.ARTHAUD.Marine.LE.PEN","Fabien.ROUSSEL.Marine.LE.PEN","Emmanuel.MACRON.Marine.LE.PEN","Jean.LASSALLE.Marine.LE.PEN","Marine.LE.PEN.Marine.LE.PEN","Éric.ZEMMOUR.Marine.LE.PEN","Jean.Luc.MÉLENCHON.Marine.LE.PEN","Anne.HIDALGO.Marine.LE.PEN","Yannick.JADOT.Marine.LE.PEN","Valérie.PÉCRESSE.Marine.LE.PEN","Philippe.POUTOU.Marine.LE.PEN","Nicolas.DUPONT.AIGNAN.Marine.LE.PEN","department"
"41",0,0,0.914475405205295,0,0,0.152948012116356,0.794185135271361,0,0.985212210179057,0.940503911506313,0,0,0,0,0.0854488173638019,0,1,0.844279898181582,0.204759779819599,0,0,0,0,0.99800566699218,"Haute-Loire"
"42",0,0,0.888265122656918,0,0,0.147116449804559,0.775843878750287,0,0.984018554888374,0.940201352911007,0,0,0,0,0.111734877343082,0,1,0.850154898161371,0.224000359379205,0,0,0,0,1,"Haute-Marne"
"43",0,0,0.946135451409316,0,0,0.264835829765781,0.823006666052135,0,0.989343629795414,0.96395526615424,0,0,0,0,0.0531481654918742,0,0.975492538994003,0.735164170234219,0.175090826012376,0,0,0,0,0.983623267726905,"Haute-Savoie"
"44",0,0,0.892667118665895,0,0,0.116043490151693,0.755678741294546,0,0.981945216008311,0.936037393794325,0,0,0,0,0.107332881334105,0,1,0.881629110232697,0.244321258705454,0,0,0,0,1,"Haute-Saône"
"45",0,0,0.940800061731341,0,0,0.229143729246979,0.836764247416955,0,0.992435977913158,0.972459144536278,0,0,0,0,0.0583866104754517,0,0.976346032490921,0.769527358903937,0.161137927046826,0,0,0,0,0.984855077279082,"Haute-Vienne"
"46",0,0,0.9309824247124,0,0,0.162164371036087,0.772896945273121,0,0.985683088647342,0.947765656623365,0,0,0,0,0.0687714807218377,0,0.993289587129639,0.835053810050094,0.227093794928972,0,0,0,0,0.996696721117998,"Hautes-Alpes"
"47",0,0,0.929964688278176,0,0,0.230810874424316,0.813526700222394,0,0.988825545502893,0.969767619786996,0,0,0,0,0.0690738139864958,0,0.995491855911092,0.767938902152105,0.184779138617919,0,0,0,0,0.984861138231819,"Hautes-Pyrénées"
"48",0,0,1,0,0,0.249915366429515,0.96171980721928,0,1,0.978574260371386,0,0,0,0,0,0,0.954628503180435,0.749837699400655,0.0377064018281741,0,0,0,0,0.986391279714793,"Hauts-de-Seine"
"49",0,0,0.925524343212782,0,0,0.208159431820394,0.768879102486293,0,0.988084749516345,0.95955183581299,0,0,0,0,0.0739043094365646,0,0.995626789596302,0.789754726530859,0.231120897513707,0,0,0,0,0.990670705366219,"Hérault"
"50",0,0,0.993905315929986,0,0,0.241995006318205,0.892289748788586,0,1,0.980290852291778,0,0,0,0,0.00602870641783036,0,0.942787529827551,0.757331981729601,0.105815893243447,0,0,0,0,0.979267865245067,"Ille-et-Vilaine"
"51",0,0,0.909993597002158,0,0,0.201000573432591,0.804875163668867,0,0.988185870621421,0.956730890238841,0,0,0,0,0.0892945572796619,0,1,0.796681201778384,0.193680133149486,0,0,0,0,0.991461402143512,"Indre"
"52",0,0,0.950668916349218,0,0,0.252711908185193,0.847748398868934,0,0.995016361852519,0.971212796619866,0,0,0,0,0.0486081655954606,0,0.964516475276237,0.747254612376691,0.150080930401185,0,0,0,0,0.983111148416709,"Indre-et-Loire"
"53",0,0,0.944249175463312,0,0,0.245993269334854,0.821288226961265,0,0.993375955780468,0.96628592998056,0,0,0,0,0.0550643921836876,0,0.968569152216947,0.753552035196643,0.176854582957893,0,0,0,0,0.985836272005801,"Isère"
"54",0,0,0.920513414796676,0,0,0.196343842932582,0.792877944331847,0,0.987303695346454,0.954468266409258,0,0,0,0,0.0789224867342528,0,0.998387115686532,0.801236103045792,0.206118846833179,0,0,0,0,0.99281653523798,"Jura"
"55",0,0,0.902588804238136,0,0,0.0910097366132023,0.43988347890949,0,0.982848676204992,0.929746447485463,0,0,0,0,0.0974111957618635,0,1,0.907191434010754,0.56011652109051,0,0,0,0,1,"La Réunion"
"56",0,0,0.929586504910321,0,0,0.245058505103183,0.830351389428983,0,0.989783379301553,0.974304684949815,0,0,0,0,0.0692646653860584,0,0.992217052498768,0.754451116199119,0.167621318608632,0,0,0,0,0.982821257137968,"Landes"
"57",0,0,0.914159096482131,0,0,0.233198850933111,0.81608319088294,0,0.988625140644704,0.961007093821028,0,0,0,0,0.0848176280835972,0,0.995418671636553,0.765664874048359,0.182159950252604,0,0,0,0,0.988821976610773,"Loir-et-Cher"
"58",0,0,0.929976934224488,0,0,0.248882954151459,0.822349739643597,0,0.991146049416986,0.965900592969634,0,0,0,0,0.0691052184316053,0,0.980788157216102,0.750834151032179,0.175763368298554,0,0,0,0,0.986053154194352,"Loire"
"59",0,0,0.986851747750928,0,0,0.236514272756051,0.875190933052641,0,1,0.974993348903362,0,0,0,0,0.0130033620711873,0,0.949604293002413,0.76251473968854,0.122720396158269,0,0,0,0,0.982218571117589,"Loire-Atlantique"
"60",0,0,0.929066740126574,0,0,0.245647035821348,0.831585425348542,0,0.991796734544386,0.964431499919561,0,0,0,0,0.0699923693766661,0,0.977315446783184,0.753878526569734,0.166376336854297,0,0,0,0,0.986997258140322,"Loiret"
"61",0,0,0.94466302026891,0,0,0.211562097786186,0.817797507773021,0,0.990958830723706,0.966149935196137,0,0,0,0,0.0547509779311601,0,0.982327262181976,0.786417865589962,0.180411057599826,0,0,0,0,0.98703523830689,"Lot"
"62",0,0,0.912428440079759,0,0,0.200262420239162,0.786182439585653,0,0.986614105215559,0.960576872831473,0,0,0,0,0.0868515234087263,0,1,0.797406345426378,0.213115729253165,0,0,0,0,0.990130850951867,"Lot-et-Garonne"
"63",0,0,0.929849188796978,0,0,0.196469687191161,0.813079939701814,0,0.988373759929254,0.961371252756376,0,0,0,0,0.0695583084906581,0,0.997565396753579,0.801101836411447,0.185236934514436,0,0,0,0,0.989720812014286,"Lozère"
"64",0,0,0.963966836222987,0,0,0.258537075522616,0.86642684530627,0,0.998788522760906,0.976932002567813,0,0,0,0,0.0354420939810572,0,0.953049698676947,0.741462924477384,0.131414672672034,0,0,0,0,0.979549550778948,"Maine-et-Loire"
"65",0,0,0.929167899731043,0,0,0.252260751961835,0.84257933652776,0,0.99202889852193,0.972583785827714,0,0,0,0,0.0693598070547468,0,0.975921815097694,0.747690094259553,0.155269545575701,0,0,0,0,0.981766831225294,"Manche"
"66",0,0,0.903414553014403,0,0,0.246329451064639,0.816202372448369,0,0.988721836406058,0.958576064046905,0,0,0,0,0.0953826735125077,0,0.999316277350097,0.753230443363305,0.182037856191167,0,0,0,0,0.990157216113399,"Marne"
"67",0,0,0.905832475757022,0,0,0.105568606368737,0.346172137150165,0,0.985246767416189,0.903131810809464,0,0,0,0,0.094167524242978,0,1,0.892305367662442,0.653827862849835,0,0,0,0,1,"Martinique"
"68",0,0,0.946405078490193,0,0,0.275769252739384,0.867035027232438,0,0.995864489125309,0.98231425858072,0,0,0,0,0.0522988815574425,0,0.959252120848661,0.724230747260615,0.130804764341246,0,0,0,0,0.976903573472316,"Mayenne"
"69",0,0,0.907700109216321,0,0,0.140033161308037,0.76478192708622,0,0.991581080241633,0.754417731922054,0,0,0,0,0.092299890783679,0,1,0.857281707167074,0.23521807291378,0,0,0,0,1,"Mayotte"
"70",0,0,0.920137109442974,0,0,0.235153340022917,0.796246295816876,0,0.989762816032621,0.962287880661011,0,0,0,0,0.0788998200981544,0,0.988389149764461,0.763806488226577,0.202616512145966,0,0,0,0,0.988434725824951,"Meurthe-et-Moselle"
"71",0,0,0.885957897605408,0,0,0.164256787553161,0.774105769167481,0,0.982255346022434,0.947328932791772,0,0,0,0,0.114042102394592,0,1,0.832975251205717,0.225840730602877,0,0,0,0,0.998313058379105,"Meuse"
"72",0,0,0.947500468351903,0,0,0.254526403775997,0.847407454187348,0,0.994326087264881,0.973308966551857,0,0,0,0,0.0516365552849384,0,0.964747588676452,0.745473596224003,0.150418469563983,0,0,0,0,0.982791264585632,"Morbihan"
"73",0,0,0.906121135745347,0,0,0.23234994389337,0.778027794284439,0,0.987206566894483,0.958020166353927,0,0,0,0,0.0929747113483017,0,1,0.766481257201911,0.22167669400883,0,0,0,0,0.991183954017867,"Moselle"
"74",0,0,0.905588468545181,0,0,0.191262010417247,0.785735239105566,0,0.986650519423253,0.955442327108449,0,0,0,0,0.0938564713857655,0,1,0.806213180454099,0.213582712557241,0,0,0,0,0.992701719781103,"Nièvre"
"75",0,0,0.914986680372556,0,0,0.219209857956211,0.780053038789422,0,0.989829798690023,0.960572541669758,0,0,0,0,0.0841327424635284,0,0.991482380353293,0.77904806616973,0.219534367196541,0,0,0,0,0.989951151848398,"Nord"
"76",0,0,0.907401190018136,0,0,0.258891347284091,0.797436921089097,0,0.985132044445087,0.946916743000177,0,0,0,0,0.0918430892395952,0,1,0.74110865271591,0.20138099293545,0,0,0,0,0.99759356180292,"Nouvelle-Calédonie"
"77",0,0,0.899876203702713,0,0,0.153703609379115,0.749693995080228,0,0.985205668997425,0.944055716055052,0,0,0,0,0.100123796297287,0,1,0.843554862818759,0.250306004919772,0,0,0,0,1,"Oise"
"78",0,0,0.911501525341883,0,0,0.240430692467044,0.827965321810277,0,0.989481168553808,0.962285185250686,0,0,0,0,0.0871229415501854,0,0.992256379607436,0.7588050003771,0.17004364811111,0,0,0,0,0.987694608252951,"Orne"
"79",0,0,1,0,0,0.317665397850206,1,0,1,1,0,0,0,0,0,0,0.959130326698365,0.682334602149794,0,0,0,0,0,0.983142760009505,"Paris"
"80",0,0,0.87993179537309,0,0,0.16781591857663,0.744737658128207,0,0.98466201772926,0.949388595695109,0,0,0,0,0.12006820462691,0,1,0.829409097410434,0.255262341871793,0,0,0,0,0.997282509035328,"Pas-de-Calais"
"81",0,0,0.837661135876987,0,0,0,0.711623204859136,0,0.969924097162437,0.662488432624691,0,0,0,0,0.162338864123014,0,1,1,0.288376795140864,0,0,0,0,1,"Polynésie française"
"82",0,0,0.943670168258163,0,0,0.231472548912145,0.835748302507981,0,0.992525988780019,0.971282109524023,0,0,0,0,0.0555741624938637,0,0.974217293902851,0.767307009986552,0.162164408611932,0,0,0,0,0.984791188653236,"Puy-de-Dôme"
"83",0,0,0.957516529727801,0,0,0.252560625800866,0.852453955317138,0,0.992642390438509,0.980438193254188,0,0,0,0,0.0418494570221132,0,0.974920330579776,0.747419805365658,0.145353632239847,0,0,0,0,0.981417537215401,"Pyrénées-Atlantiques"
"84",0,0,0.902132125160268,0,0,0.147831439207923,0.735677572649319,0,0.983292004512971,0.952536756942658,0,0,0,0,0.0977433964719372,0,1,0.84944488509336,0.264322427350681,0,0,0,0,0.99578208983718,"Pyrénées-Orientales"
"85",0,0,0.982993716555157,0,0,0.257643188799441,0.87643142598552,0,1,0.971994876325206,0,0,0,0,0.0168264929911636,0,0.95453731534779,0.742356811200559,0.121490381900269,0,0,0,0,0.984868678120541,"Rhône"
"86",0,0,0.887459613249377,0,0,0,0.558123568949928,0,0.978324724122101,0.917924806790234,0,0,0,0,0.112540386750623,0,1,1,0.441876431050072,0,0,0,0,1,"Saint-Martin/Saint-Barthélemy"
"87",0,0,0.921313894142527,0,0,0.184702721665374,0.527578680651877,0,0.980457379550937,0.954018139179803,0,0,0,0,0.0785098701150594,0,1,0.812658283649736,0.472421319348123,0,0,0,0,1,"Saint-Pierre-et-Miquelon"
"88",0,0,0.920676130091792,0,0,0.213582006520902,0.819651884966316,0,0.99032352983174,0.957545939324145,0,0,0,0,0.0785370947577492,0,0.982523005899212,0.784470853268545,0.178514477795723,0,0,0,0,0.990596049791017,"Sarthe"
"89",0,0,0.935971044582349,0,0,0.204736162066147,0.807497601377113,0,0.988255479909985,0.955800059366055,0,0,0,0,0.0635159606638449,0,0.98202755156626,0.793058801122183,0.190978457987488,0,0,0,0,0.991490637230819,"Savoie"
"90",0,0,0.913040674328635,0,0,0.224396280619332,0.807885647874876,0,0.98830710862723,0.959556286713984,0,0,0,0,0.086013569051235,0,1,0.774069758104475,0.190576825939462,0,0,0,0,0.989594887187647,"Saône-et-Loire"
"91",0,0,0.920952610188062,0,0,0.228238931913996,0.802994076288051,0,0.991048707116345,0.963064847998181,0,0,0,0,0.0779851517151519,0,0.982986512397427,0.770390123460526,0.195629460842007,0,0,0,0,0.988028380007167,"Seine-Maritime"
"92",0,0,0.993180786103291,0,0,0.213780997647202,0.880238294267818,0,1,0.966523456941834,0,0,0,0,0.00675166348133615,0,0.952505970573496,0.784290408872423,0.117893012485587,0,0,0,0,0.98722757438252,"Seine-Saint-Denis"
"93",0,0,0.93577476146056,0,0,0.168020633829964,0.791122388443116,0,0.99133545210465,0.943730044643708,0,0,0,0,0.0640411199550631,0,0.981432164483647,0.829239735583046,0.207949195382382,0,0,0,0,0.997378796383255,"Seine-et-Marne"
