department_id,ep,ec,N_candidates,year
53,0.052820271868452104,0.8756376082837429,3,2022
54,0.0769432223743448,0.8975358679727015,3,2022
55,0.06074087471332554,0.8726841440378232,3,2022
56,0.05092810111058923,0.9043446268607193,3,2022
57,0.0807117429329319,0.8873021939741458,3,2022
58,0.05363069317355919,0.9102808345611442,3,2022
59,0.10867250548582869,0.8603948091311884,3,2022
60,0.08965608981141368,0.872920553300124,3,2022
61,0.05718214797485275,0.8932949305222306,3,2022
62,0.07080550538684785,0.8567018953174314,3,2022
63,0.06343219577314489,0.9095501955120782,3,2022
64,0.05603972792822981,0.8789784891962285,3,2022
65,0.05581098906264144,0.9042525124532101,3,2022
66,0.05588148443093169,0.8954891165859937,3,2022
67,0.0918451727209113,0.8717375923960591,3,2022
68,0.07667723607821021,0.8905373988800052,3,2022
69,0.09559671189720817,0.868440272470853,3,2022
70,0.06073341530449951,0.8813549027931613,3,2022
71,0.05743004433010982,0.9069198556119943,3,2022
72,0.062916932721317,0.9013871293763089,3,2022
73,0.05917981823388638,0.909557294376115,3,2022
74,0.05809237151492205,0.8977959958753652,3,2022
75,0.08516796499859874,0.7945773479605673,3,2022
76,0.0838550906123657,0.8881416534396257,3,2022
77,0.08261484501552552,0.9023073590590758,3,2022
78,0.10345422105031257,0.8381619629932748,3,2022
79,0.05505218660653596,0.9031298489189254,3,2022
80,0.08156210515454179,0.86752298467235,3,2022
81,0.05226190315604092,0.919177063652395,3,2022
82,0.04883201340062732,0.9097075819263021,3,2022
83,0.05824241235352026,0.8848038459396249,3,2022
84,0.07248744996787318,0.8943349925960205,3,2022
85,0.05082750778675063,0.8771104183165287,3,2022
86,0.062892991995667,0.9107685882562891,3,2022
87,0.05045689765840004,0.924732510629539,3,2022
88,0.057951861871225606,0.892346400147481,3,2022
89,0.06334983396778177,0.8977418500161919,3,2022
90,0.06785777807293143,0.9097709618670806,3,2022
91,0.08664845105602136,0.8865214288814307,3,2022
92,0.09393753603851941,0.7997563033791965,3,2022
93,0.08387015418218646,0.8028949861087866,3,2022
94,0.08920350647818487,0.8434228905395156,3,2022
95,0.09463758629015988,0.8707100427157242,3,2022
01,0.047378329051200534,0.8841224316368939,4,2022
02,0.04858354858673591,0.845769928922772,4,2022
03,0.043309921665325136,0.8815062711991007,4,2022
04,0.043852592437147335,0.8975115893943847,4,2022
05,0.042729852985771845,0.8972367919422637,4,2022
06,0.059227544597531975,0.8976846615255714,4,2022
07,0.04768888194833735,0.8909908150819242,4,2022
08,0.05558359391478405,0.8501298349892373,4,2022
09,0.05131723178466723,0.8826597847357499,4,2022
10,0.056761851454481996,0.8606886748709809,4,2022
11,0.04546551339472822,0.8900387951104917,4,2022
12,0.04400487649517871,0.878687492145039,4,2022
13,0.07946765587463657,0.8707510060617271,4,2022
14,0.05441744168197461,0.8639802059960887,4,2022
15,0.04162267053981161,0.8696153960099731,4,2022
16,0.04363549503018105,0.8763666205522374,4,2022
17,0.050051390904233176,0.8722476867239809,4,2022
18,0.04828087174803239,0.8737431387692519,4,2022
19,0.04150577316498784,0.8800876802002503,4,2022
21,0.0639055248121504,0.8686823780132595,4,2022
22,0.04010934014591262,0.8738170358452992,4,2022
23,0.04389957206155705,0.8836762714695525,4,2022
24,0.03991980296451685,0.8931532817889762,4,2022
25,0.06414002404843405,0.8677646106835105,4,2022
26,0.054056103974509925,0.8857874003919469,4,2022
27,0.04842648642601807,0.8615585655210868,4,2022
28,0.061652645381511495,0.8607439044979935,4,2022
29,0.03868027854529817,0.8696164826350257,4,2022
2A,0.05646095722974679,0.890372764894268,4,2022
2B,0.07224370456002906,0.8687666517871921,4,2022
30,0.05755622346913048,0.8824474617579159,4,2022
31,0.059080132453725565,0.8742697034026381,4,2022
32,0.043352965532919716,0.8908704618878999,4,2022
33,0.06217140081247085,0.8670358508939524,4,2022
34,0.06606380716476028,0.8759827715111583,4,2022
35,0.05327791457228235,0.8501123036956196,4,2022
36,0.042301944765037236,0.8781111252649083,4,2022
37,0.051557774785807156,0.8682208505037485,4,2022
38,0.061071869592826386,0.8720640563580677,4,2022
39,0.05086088406536766,0.8832044370932446,4,2022
40,0.03616134069394944,0.8869451014556564,4,2022
41,0.043889211444865926,0.8751093958662316,4,2022
42,0.05482010823866673,0.8771479725395644,4,2022
43,0.04107303452877387,0.8850266244662415,4,2022
44,0.052807509272336586,0.8612563817922816,4,2022
45,0.05884386343487267,0.8653563131135663,4,2022
46,0.03887508823643899,0.8893973179210264,4,2022
47,0.038241773692769106,0.8996415682127675,4,2022
48,0.054865156343819596,0.8752641326787571,4,2022
49,0.04842305729657575,0.8519375808159272,4,2022
50,0.042669565551629714,0.8624815577385194,4,2022
51,0.06331158708064644,0.8516635400662255,4,2022
52,0.06059786309202643,0.8480388390965719,4,2022
53,0.042934463573072776,0.8489875198422643,4,2022
54,0.060589201756707546,0.862045592078477,4,2022
55,0.049555453846197695,0.8573124688028019,4,2022
56,0.04070937282888254,0.8711338314703594,4,2022
57,0.063292988163763,0.8594467061250916,4,2022
58,0.04315640968457091,0.879037056100329,4,2022
59,0.08353714117764746,0.8322549826711416,4,2022
60,0.06951895139653586,0.8513007946251833,4,2022
61,0.046623966155808716,0.8638122904014618,4,2022
62,0.05501348589111921,0.8314432742734361,4,2022
63,0.050299144478576176,0.8759697061006178,4,2022
64,0.04788241881235831,0.8710712321120049,4,2022
65,0.04750922701598269,0.8861481681799904,4,2022
66,0.04659535366340005,0.8824781367781155,4,2022
67,0.07146767942066187,0.8471044868883223,4,2022
68,0.060011729989214724,0.8658719620125086,4,2022
69,0.07455765666358914,0.8547908727754406,4,2022
70,0.049504415511614684,0.8641401931366747,4,2022
71,0.04601487185750612,0.8768019320690614,4,2022
72,0.049517989904503366,0.8638664827670295,4,2022
73,0.04787052529030169,0.8879374689040285,4,2022
74,0.046580991382856395,0.881691310078274,4,2022
75,0.06901950164389947,0.8069230496256348,4,2022
76,0.06481678965163079,0.8491812500714719,4,2022
77,0.06395559695438834,0.8711630052196202,4,2022
78,0.08124559139361291,0.8436381176137274,4,2022
79,0.04360719423779951,0.8605094387670249,4,2022
80,0.06429655217633032,0.8384888025576855,4,2022
81,0.04271450104366981,0.8942949448826021,4,2022
82,0.0402623662483641,0.893199569300243,4,2022
83,0.04675186593409138,0.8950552190226044,4,2022
84,0.05772711965847151,0.8825211851846908,4,2022
85,0.04118726852828197,0.8566545909220935,4,2022
86,0.049662265936077615,0.8679793119452542,4,2022
87,0.04022078838219612,0.8847027284774702,4,2022
88,0.04685181711437048,0.865229945209677,4,2022
89,0.050677664765350225,0.8725979132257968,4,2022
90,0.053516614524423044,0.8820926512437413,4,2022
91,0.0670108542897221,0.8605914981295044,4,2022
92,0.07464784516587603,0.8136875015616035,4,2022
93,0.06517497718176496,0.8010609671960838,4,2022
94,0.06971412564131069,0.8386596347426336,4,2022
95,0.07471171961752221,0.8502351674867081,4,2022
01,0.03996204646953613,0.8745553077262873,5,2022
02,0.041586219826247176,0.843862757434209,5,2022
03,0.037665166744912715,0.8765651147648718,5,2022
04,0.037610965109073476,0.8786272941726724,5,2022
05,0.036855332056893,0.8850602885653698,5,2022
06,0.0510751373745833,0.8802784838535022,5,2022
07,0.04087427761000895,0.8792574690756347,5,2022
08,0.04712049558702358,0.8465242697738646,5,2022
09,0.043307748684633315,0.8669569179432407,5,2022
10,0.04870528894127407,0.8592617681068884,5,2022
11,0.038603780716700634,0.8730589367841242,5,2022
12,0.03855511856740294,0.8804014216614182,5,2022
13,0.06577090897409521,0.8558314748956717,5,2022
14,0.04682026371994079,0.8585587373811103,5,2022
15,0.037166176706033505,0.8797977287426682,5,2022
16,0.037076540014042654,0.8661984176193894,5,2022
17,0.04319111864509578,0.8661293785104961,5,2022
18,0.042162337211240145,0.8675046591936739,5,2022
19,0.03763043250917136,0.8957817073429167,5,2022
21,0.054098371709935665,0.8633252453618903,5,2022
22,0.03500017546068077,0.8663071276863822,5,2022
23,0.038920290600970915,0.8839211198302696,5,2022
24,0.0343489783084831,0.8812383021009706,5,2022
25,0.053691657462337575,0.8641632875714028,5,2022
26,0.045173694119469664,0.8723385130424871,5,2022
27,0.04064622595181897,0.8543087683075173,5,2022
28,0.05211647177790282,0.8588796632022038,5,2022
29,0.03370089746173371,0.8654836172305005,5,2022
2A,0.05363287386128239,0.8839898591051498,5,2022
2B,0.07283267626534895,0.8746246546469707,5,2022
30,0.04858394604237364,0.8659111393131813,5,2022
31,0.049942949442042854,0.8627218751363231,5,2022
32,0.03767075611818288,0.8831116913967405,5,2022
33,0.053283858896247774,0.8595111629778817,5,2022
34,0.05505548017986636,0.8605636288900462,5,2022
35,0.04579404832773222,0.8486178160665702,5,2022
36,0.03618561164318165,0.8718224251369971,5,2022
37,0.04394719139126923,0.8625697364453025,5,2022
38,0.05105940489111161,0.8616230506668927,5,2022
39,0.04319246807726649,0.8741123236287898,5,2022
40,0.03184473131524234,0.8782010999373993,5,2022
41,0.03727608840688497,0.8685228896958136,5,2022
42,0.04595268196131142,0.8673627855654048,5,2022
43,0.034972282707339375,0.8858365407903908,5,2022
44,0.04629701357850343,0.8581949009853223,5,2022
45,0.04907161214054649,0.8609352903474148,5,2022
46,0.034034723523050724,0.8835056262910009,5,2022
47,0.03261258597796241,0.8831311404774754,5,2022
48,0.04813804878406499,0.8816569282391081,5,2022
49,0.040928770672346765,0.852093337655082,5,2022
50,0.03719856085382176,0.8601988946552706,5,2022
51,0.053837589411348516,0.8512128755077901,5,2022
52,0.052320892380719804,0.8493664849932884,5,2022
53,0.036788805166752675,0.8522260159332007,5,2022
54,0.050701652121839,0.8527976131546013,5,2022
55,0.043066720729538766,0.8540884556613486,5,2022
56,0.035714200042174266,0.8666560212039149,5,2022
57,0.052485509382584665,0.8504163855604923,5,2022
58,0.03777452345694204,0.8697730613269095,5,2022
59,0.06993866839504069,0.8301330357301596,5,2022
60,0.058408855227128825,0.8463507402513689,5,2022
61,0.04028411441679967,0.862715156830448,5,2022
62,0.046682531486450386,0.8312826508519825,5,2022
63,0.043160637239961996,0.8704504515991749,5,2022
64,0.04199945634779065,0.8703360143821334,5,2022
65,0.04133808699886251,0.8736042952013303,5,2022
66,0.03950224230510318,0.8655161460613593,5,2022
67,0.05931977147072049,0.8437872863352418,5,2022
68,0.04970735789000173,0.8575081115105766,5,2022
69,0.06337938077054762,0.8548413841311507,5,2022
70,0.042952114122180224,0.8613908781893844,5,2022
71,0.0392112732448001,0.8694778878288923,5,2022
72,0.04211576683862111,0.8601025075056375,5,2022
73,0.04121295959348529,0.8807627455666008,5,2022
74,0.0399239893475458,0.8761736420796106,5,2022
75,0.06383966337136271,0.8244391742247404,5,2022
76,0.05492572208232604,0.8441536628485296,5,2022
77,0.05315731911739385,0.8635128481176458,5,2022
78,0.06927313919653744,0.8567814023365474,5,2022
79,0.0375168609748977,0.8552170251996456,5,2022
80,0.054373916662457215,0.8361511305478779,5,2022
81,0.036703800915023455,0.8812761150390078,5,2022
82,0.03409356692626114,0.8784973680189481,5,2022
83,0.0406699799307137,0.8774394634927614,5,2022
84,0.04782293689617973,0.8661234815733412,5,2022
85,0.035179017249541596,0.858113071254351,5,2022
86,0.041658931731429504,0.8590198351901424,5,2022
87,0.0348436263066098,0.8756983753290488,5,2022
88,0.039882874682421174,0.8596472514012365,5,2022
89,0.04301517960563941,0.8658822555132623,5,2022
90,0.0447993833952927,0.8697297186634116,5,2022
91,0.05550907137439983,0.8580860251010946,5,2022
92,0.06435135048497902,0.8353623371010559,5,2022
93,0.054284979301225715,0.8098607153226224,5,2022
94,0.058757410180161826,0.8454764260717186,5,2022
95,0.06108603105624238,0.8472659407418752,5,2022
01,0.03538441656323168,0.8758512993363619,6,2022
02,0.03634669566493589,0.8478328784942336,6,2022
03,0.033606014182310476,0.8741565697239121,6,2022
04,0.033025099260150195,0.8769191369453739,6,2022
05,0.03337236836820387,0.8858949076964583,6,2022
06,0.04408303358935446,0.8740985471177699,6,2022
07,0.035897416588586945,0.878455471399503,6,2022
08,0.041046005050646685,0.8491512454497845,6,2022
09,0.03779921973083002,0.8677373090664167,6,2022
10,0.042451074243789765,0.8597079399586378,6,2022
11,0.03409645557704596,0.8705304262212036,6,2022
12,0.034580074906941406,0.8807886622723078,6,2022
13,0.05705393842981737,0.8567924000722453,6,2022
14,0.04161067414768022,0.863505433506209,6,2022
15,0.0333179671265945,0.8772489759180051,6,2022
16,0.03378026247268995,0.8677784784460197,6,2022
17,0.03901840752993842,0.8691932473930646,6,2022
18,0.03742113931883587,0.8667208435547417,6,2022
19,0.03332376404626145,0.8907822575948134,6,2022
21,0.04781025324724017,0.8668371322858771,6,2022
22,0.031887959799776884,0.8704886370982599,6,2022
23,0.034313745070853656,0.8785210418166655,6,2022
24,0.030583972551594084,0.8785698802656449,6,2022
25,0.047375082124212146,0.8677728444182102,6,2022
26,0.03967161740860161,0.8739211354655598,6,2022
27,0.0354053268408574,0.857596159455712,6,2022
28,0.045214080703889874,0.8605983888045922,6,2022
29,0.030419688758665082,0.8721801889728571,6,2022
2A,0.04697724010085176,0.8801528661484288,6,2022
2B,0.06382171242697364,0.872562591323793,6,2022
30,0.04275195500120985,0.8650034669090667,6,2022
31,0.045505768847989285,0.8689542037116919,6,2022
32,0.034379818125072015,0.8818190243021831,6,2022
33,0.0479023694861858,0.8646486015247101,6,2022
34,0.04875784996532935,0.8626318142616474,6,2022
35,0.04072575851684282,0.8596039100590106,6,2022
36,0.03201192759847704,0.8698961500871654,6,2022
37,0.03924707731753032,0.8668694053495177,6,2022
38,0.0455644189018511,0.8672618779056693,6,2022
39,0.03814369069684452,0.8752659525249109,6,2022
40,0.02922861991196401,0.8780864957127104,6,2022
41,0.032658398298720415,0.8698896823760721,6,2022
42,0.040149845590411126,0.8690759760788445,6,2022
43,0.03163884854459582,0.8838431252199315,6,2022
44,0.041683560337439286,0.8670025280268807,6,2022
45,0.04319376288317164,0.8644873033074036,6,2022
46,0.03084858580020612,0.8829425102512163,6,2022
47,0.02919956981599878,0.8789240856031565,6,2022
48,0.042697141292194186,0.8806448681203126,6,2022
49,0.03647435810191894,0.8613871320262075,6,2022
50,0.032953203831848125,0.8644194076571077,6,2022
51,0.04703113490637043,0.854421661571283,6,2022
52,0.04589056201175953,0.8522204393188195,6,2022
53,0.03240216775623703,0.8600685697335163,6,2022
54,0.04482384837658797,0.857483374211542,6,2022
55,0.038261344928350864,0.8571578677950489,6,2022
56,0.03231123917506111,0.871988460419111,6,2022
57,0.04577801711728598,0.8543518806274164,6,2022
58,0.03351124567127812,0.8687413756123696,6,2022
59,0.06162447530313012,0.8383147465764356,6,2022
60,0.05056260270053911,0.8495239394275884,6,2022
61,0.035311944248695035,0.8647486933052075,6,2022
62,0.040606184670106765,0.8380420634210204,6,2022
63,0.03952282053574518,0.8736105647311239,6,2022
64,0.038409537195134985,0.8790737280317995,6,2022
65,0.036795419305823474,0.8746365904107556,6,2022
66,0.03411553704013103,0.8642615962409912,6,2022
67,0.051604123423010524,0.8523385704086797,6,2022
68,0.043021192192025555,0.8636285953867269,6,2022
69,0.05501418057548929,0.8604628659925282,6,2022
70,0.038105270381619434,0.8626174760006764,6,2022
71,0.0351553719139906,0.8695484410145797,6,2022
72,0.03751363224303068,0.8643244021030079,6,2022
73,0.0366236343611005,0.8840777889838292,6,2022
74,0.03524984383592018,0.8828246636534537,6,2022
75,0.05411705230429582,0.8408563285559942,6,2022
76,0.048511870837645105,0.8500954525416248,6,2022
77,0.045571144430941395,0.8643128921849526,6,2022
78,0.05912178344560186,0.860015081853577,6,2022
79,0.03351279438906882,0.8612790614178669,6,2022
80,0.04782349666259405,0.8416049407797158,6,2022
81,0.03324110882434974,0.8794145458023439,6,2022
82,0.030401794258460145,0.8755774342210254,6,2022
83,0.03497778118421938,0.8718925659140903,6,2022
84,0.041117789438401504,0.8657024597744418,6,2022
85,0.031088195764823436,0.8645427122935446,6,2022
86,0.03769873741144066,0.8634022055088599,6,2022
87,0.03144914745967552,0.8753700811233802,6,2022
88,0.035082365943621824,0.8627119183318528,6,2022
89,0.03761841434329484,0.865659165444326,6,2022
90,0.038750876871231243,0.8697021770577302,6,2022
91,0.047908289698489516,0.8637967666546926,6,2022
92,0.054946511094377135,0.8473228721624979,6,2022
93,0.04660004819369332,0.8251395154916532,6,2022
94,0.05102010691936896,0.8547828010470339,6,2022
95,0.051877227057376074,0.8522027409673117,6,2022
01,0.031306177196692514,0.8785048101082014,7,2022
02,0.032458592247566045,0.8551696505946704,7,2022
03,0.030436566835817788,0.8802970975800755,7,2022
04,0.030102352813069663,0.8820827720299502,7,2022
05,0.029897235482313447,0.8891895927318418,7,2022
06,0.038460940490877164,0.8728656380873825,7,2022
07,0.03199088810760905,0.8839457945549342,7,2022
08,0.036858691947319534,0.8573789851090838,7,2022
09,0.034590146840041996,0.8796006583265024,7,2022
10,0.037513339391829346,0.8640643492058002,7,2022
11,0.03078664963360042,0.8788655725394222,7,2022
12,0.032462470276096334,0.891117508567134,7,2022
13,0.04965194237440099,0.8595562053974386,7,2022
14,0.03671707398052515,0.8670683922555682,7,2022
15,0.03115999684327329,0.8869982533208274,7,2022
16,0.030373024391779205,0.8751767678088594,7,2022
17,0.03440493175488968,0.8742099211410603,7,2022
18,0.033394741416133626,0.8721205232315069,7,2022
19,0.030333018195613147,0.8986794529324622,7,2022
21,0.04234826264406051,0.8700358230446015,7,2022
22,0.028330008301842166,0.8750709173254018,7,2022
23,0.03170299546580714,0.8870310379810986,7,2022
24,0.0280935709692867,0.8867827688504377,7,2022
25,0.041924472318901944,0.8720406044970653,7,2022
26,0.03497238583454079,0.8774468942582234,7,2022
27,0.031387704698400194,0.8628340128105287,7,2022
28,0.039807913043103924,0.8647306362333812,7,2022
29,0.0270917136132037,0.8768815569369095,7,2022
2A,0.04281808546950548,0.8872203760268571,7,2022
2B,0.059572573636136064,0.8829477559675442,7,2022
30,0.0381837673343132,0.8694931655923386,7,2022
31,0.040509919282091175,0.8758093539369718,7,2022
32,0.03158937725982343,0.8940332089485385,7,2022
33,0.04227408181186029,0.8709888462199272,7,2022
34,0.0426568611015801,0.8671504228366899,7,2022
35,0.035759084235341715,0.8638423598609255,7,2022
36,0.028677270060130523,0.8767232944496632,7,2022
37,0.034342271805647806,0.8702376116505058,7,2022
38,0.039771899827105356,0.8695389591931854,7,2022
39,0.03424003350748284,0.8807976465381749,7,2022
40,0.026780581549369124,0.8909224718026121,7,2022
41,0.028911267733653573,0.8738488980512065,7,2022
42,0.03540751680908091,0.873188594451771,7,2022
43,0.028924950436971984,0.8900028112253482,7,2022
44,0.036408547695149514,0.8689401649972621,7,2022
45,0.0378163257930499,0.867701569452243,7,2022
46,0.028326360104835732,0.891662241149074,7,2022
47,0.026401306323561493,0.8876684347028917,7,2022
48,0.039883523475519315,0.8918892557815004,7,2022
49,0.03199070120247159,0.8659093648458744,7,2022
50,0.02952772943763028,0.8707277713662352,7,2022
51,0.0415688497964617,0.8595943159874038,7,2022
52,0.0413866357508951,0.8604205683637,7,2022
53,0.028767470819263185,0.8661625783051576,7,2022
54,0.03962221116584491,0.8621683626149127,7,2022
55,0.03483325312762216,0.8646945958204315,7,2022
56,0.028556727438257705,0.8754635324836615,7,2022
57,0.040226689457189505,0.8602964726994959,7,2022
58,0.03047061730645888,0.8746312347714813,7,2022
59,0.053787693982715046,0.8448062720215075,7,2022
60,0.04423596129653183,0.854827012817715,7,2022
61,0.03162189638336829,0.8705148928709627,7,2022
62,0.035908845963934274,0.8473656441793735,7,2022
63,0.035291096979319495,0.8800847360669878,7,2022
64,0.03516395662437796,0.8932861040170308,7,2022
65,0.03410178528238274,0.8876633126948787,7,2022
66,0.030155374301829595,0.8710814196191785,7,2022
67,0.04490014447222722,0.8581265002088894,7,2022
68,0.03748176054869692,0.8681599347641602,7,2022
69,0.04780629530905556,0.8615469702692526,7,2022
70,0.034155472459037,0.8693642404620789,7,2022
71,0.03129350309666026,0.8745041862124746,7,2022
72,0.03310208284757878,0.8682539660868175,7,2022
73,0.03242360474508142,0.8848237612652736,7,2022
74,0.030966878150823635,0.8833342529288966,7,2022
75,0.046780050331621886,0.844719156805289,7,2022
76,0.042484841217516854,0.8555967802363256,7,2022
77,0.039661455545460245,0.8659449305352025,7,2022
78,0.05115643462058617,0.8596887101088753,7,2022
79,0.029946955479411234,0.8683172487959552,7,2022
