department_id,ep,ec,N_candidates,year
92,0.12568916889108359,0.8582747751679277,2,2012
93,0.09126716270415172,0.82503365667848,2,2012
94,0.09692468839087068,0.8652524126796044,2,2012
95,0.09527953638044243,0.8547382483979629,2,2012
01,0.06386682033297182,0.8312639980147898,2,2012
02,0.07313732514790328,0.8158592708785909,2,2012
03,0.06851254452099431,0.8379111777668916,2,2012
04,0.05705543486941613,0.8127703090747412,2,2012
05,0.05765879120872828,0.8177667584820939,2,2012
06,0.08673045525666692,0.806044830167861,2,2012
07,0.060281290659419375,0.8105724073305614,2,2012
08,0.08499698742899015,0.8252378925657399,2,2012
09,0.06401610490699354,0.8085127930567406,2,2012
10,0.080469632037903,0.8232816015997635,2,2012
11,0.06257363643228837,0.8192833742159809,2,2012
12,0.07729013873015309,0.8459269040664881,2,2012
13,0.09961612070053295,0.8035227590327938,2,2012
14,0.08492012213885988,0.8570723127262572,2,2012
15,0.07460382378328591,0.8824220879270384,2,2012
16,0.059457239379690524,0.8531709987398144,2,2012
17,0.07505092273158655,0.8634101954578849,2,2012
18,0.06881314400159058,0.8247622493375599,2,2012
19,0.06815390160390901,0.8497286302118974,2,2012
21,0.07949094075902804,0.8589551390461668,2,2012
22,0.060538638878605916,0.8653579204786429,2,2012
23,0.06625262256489406,0.8497424698920428,2,2012
24,0.05914516462789195,0.8474787786419635,2,2012
25,0.08325954805786938,0.843377270413743,2,2012
26,0.06311196257338908,0.8209359058244401,2,2012
27,0.06656912183254977,0.8285907776241164,2,2012
28,0.07180882121288504,0.8474314763983242,2,2012
29,0.060792176225674704,0.8740838027916038,2,2012
2A,0.08546454551162957,0.8228316637549751,2,2012
2B,0.12377108890544979,0.8198385779250384,2,2012
30,0.06785639805617158,0.7973676761459969,2,2012
31,0.05952106454710726,0.8504541725890621,2,2012
32,0.0667380285143056,0.8565415948818755,2,2012
33,0.07928355098287923,0.8527670711161981,2,2012
34,0.07125643920666905,0.825183201738017,2,2012
35,0.07391562508765327,0.8694466566261233,2,2012
36,0.06368490747081743,0.8449358880738002,2,2012
37,0.06449600379304667,0.8678687506205828,2,2012
38,0.07225854891836739,0.8308855845295229,2,2012
39,0.0652588748462279,0.814325959679973,2,2012
40,0.062412970213841734,0.8663469066827582,2,2012
41,0.059024577188632764,0.8409989615878435,2,2012
42,0.07160587849316372,0.8189461143606598,2,2012
43,0.07341782114753101,0.8156479922270449,2,2012
44,0.08110584164650593,0.8655240910289956,2,2012
45,0.0709644537293121,0.8469016303714527,2,2012
46,0.05930706394065509,0.8445635862651741,2,2012
47,0.05365220758845253,0.8359968453029887,2,2012
48,0.08284386993467056,0.8297855778378135,2,2012
49,0.06689498565202098,0.8711556184651359,2,2012
50,0.07388308699920393,0.8597282508485594,2,2012
51,0.08894069546643038,0.8258931762520594,2,2012
52,0.08132992893050492,0.8173044627210975,2,2012
53,0.07036971339516124,0.8657550671849517,2,2012
54,0.07422969926912952,0.8267733277451801,2,2012
55,0.07585639018336532,0.8041324302503212,2,2012
56,0.06613088459382808,0.8672860430100012,2,2012
57,0.07902266890717176,0.8054419110589099,2,2012
58,0.07148169285573236,0.8407964799398074,2,2012
59,0.09507716947502964,0.8130328947149035,2,2012
60,0.08725470812722867,0.8069600394544878,2,2012
61,0.07265374875164617,0.8390356461830435,2,2012
62,0.08574619530717689,0.8062950266380402,2,2012
63,0.06595094049043068,0.8340444274953374,2,2012
64,0.07453647689299904,0.8314290051970692,2,2012
