department_id,ep,ec,N_candidates,year
01,0.048472837610742274,0.7753879810849174,2,2017
02,0.03443902549780388,0.6933920638345004,2,2017
03,0.046437797873940284,0.7720927986979518,2,2017
04,0.032809629959183476,0.7371710797372673,2,2017
05,0.021022750170308573,0.7508075816742099,2,2017
06,0.018238386796986455,0.7821367470614055,2,2017
07,0.053374438679776245,0.7290489290495317,2,2017
08,0.02537531789875131,0.6896477009711329,2,2017
09,0.03831966329936376,0.6594955587223579,2,2017
10,0.031240601865751408,0.7638768765948861,2,2017
11,0.014153714357333085,0.6947358670545288,2,2017
12,0.06008796211744179,0.7715134622939606,2,2017
13,0.010449016435996966,0.7357156519592305,2,2017
14,0.04808866872647236,0.7800384904469289,2,2017
15,0.03602317549787924,0.807386221178712,2,2017
16,0.026920110018446974,0.7507587171688859,2,2017
17,0.04302429803257412,0.7816894617237968,2,2017
18,0.046418034723316404,0.7618669117455165,2,2017
19,0.021737648621437157,0.7773892069531696,2,2017
21,0.01145903192150323,0.7927379545459041,2,2017
22,0.0394401404439073,0.77649061808136,2,2017
23,0.04104666466800595,0.7169985838293756,2,2017
24,0.032780921145603756,0.7355971614160005,2,2017
25,0.0191830648990836,0.7549349218157487,2,2017
26,0.029954758278743672,0.7481991773631664,2,2017
27,0.044792988307878256,0.7238783676879359,2,2017
28,0.05916411973467582,0.7781598154925249,2,2017
29,0.03002030079338268,0.7460211560291232,2,2017
2A,0.01719149128195021,0.7375144998127706,2,2017
2B,0.06316278587540756,0.7126566570326254,2,2017
30,0.02824335571273319,0.7309055828216131,2,2017
31,0.00467706607700417,0.7500017184552101,2,2017
32,0.03141922074670865,0.7359570529755163,2,2017
33,0.044718015022646496,0.800840024478585,2,2017
34,0.02907879920137791,0.7083467901291469,2,2017
35,0.030415811042973376,0.7851444837122298,2,2017
36,0.02254644648727934,0.7395280485782304,2,2017
37,0.017895324341246237,0.7950060962691291,2,2017
38,0.03673987352151028,0.728543985764749,2,2017
39,0.02843011982220737,0.7382069655426734,2,2017
40,0.04326066604995054,0.7423017747274775,2,2017
41,0.0305622189206241,0.7623319898905074,2,2017
42,0.013530876173838548,0.7309342862343907,2,2017
43,0.049149408574712936,0.7589044646070071,2,2017
44,0.020365722973660405,0.8013935130452432,2,2017
45,0.041411150773166205,0.810991009414496,2,2017
46,0.03245868612096166,0.7419416903824418,2,2017
47,0.022060041166559245,0.7366995476628029,2,2017
48,0.06250254206005008,0.7714754778710537,2,2017
49,0.02772894575670088,0.8325484087741882,2,2017
50,0.03398521081510567,0.7298595700336359,2,2017
51,0.008123574588146817,0.7473292268688962,2,2017
52,0.05260495585147059,0.7095583254517803,2,2017
53,0.02784752742072058,0.8596370250004817,2,2017
54,0.0650395863065729,0.7759911328288291,2,2017
55,0.052068767934766294,0.7240515151122813,2,2017
56,0.06272520401654424,0.8104802547125767,2,2017
57,0.05467811970302863,0.734612416862581,2,2017
58,0.030323290339721837,0.726274649552376,2,2017
59,0.062069485167818406,0.6869014621506502,2,2017
60,0.07021724599762852,0.7127816995407907,2,2017
61,0.04213196640602925,0.7808841628028276,2,2017
62,0.0705997035462253,0.6178137107286876,2,2017
63,0.02288199329588486,0.7422550567226925,2,2017
64,0.04991534434731247,0.7873092005271969,2,2017
65,0.031105177652492225,0.7234413502801907,2,2017
66,0.01495812063960399,0.7127884521514474,2,2017
67,0.015216182489504893,0.7807004959318513,2,2017
68,0.03453131764347459,0.7495099832439434,2,2017
69,0.024028868011188483,0.8357040163254885,2,2017
70,0.05945142110398711,0.7118342994245336,2,2017
71,0.037405901534092977,0.7446303907588531,2,2017
72,0.014387919456206334,0.8333841244925246,2,2017
73,0.042400123025149616,0.7722906351804415,2,2017
74,0.02681983444077799,0.8392532642802044,2,2017
75,0.0,0.9182178279747479,2,2017
76,0.047405010175918444,0.6944289811716293,2,2017
77,0.05053722212490259,0.7199539936531509,2,2017
78,0.1233222206631138,0.8362670626276294,2,2017
79,0.029488067518878856,0.7747566553886012,2,2017
80,0.019682746194416526,0.7096501218900714,2,2017
81,0.0385598459092102,0.7483433465453111,2,2017
82,0.022486049746317287,0.7558670498433079,2,2017
83,0.03479368305306777,0.7444811123392177,2,2017
84,0.026510899411444855,0.6897444177756908,2,2017
85,0.053056054046276814,0.8407362514153405,2,2017
86,0.01958854559619741,0.7459771715760017,2,2017
87,0.005998543608809179,0.7429081830305528,2,2017
88,0.04622542729543117,0.7377118194079033,2,2017
89,0.039525814347961485,0.746222032999736,2,2017
90,0.012138901704333132,0.7202105633959532,2,2017
91,0.06164841688913043,0.7355005682978337,2,2017
92,0.10682304483551208,0.8680742925413958,2,2017
93,0.046376098677677745,0.6582217237993775,2,2017
94,0.10178353315978937,0.7961031599701842,2,2017
95,0.06202263236038982,0.726323063126271,2,2017
01,0.04364329401926489,0.894682374068188,3,2017
02,0.02697929644764504,0.8591172354131107,3,2017
03,0.03611378527712876,0.9131425671801132,3,2017
04,0.02814483361776723,0.908722320570102,3,2017
05,0.016946250346240577,0.9027067555025605,3,2017
06,0.014879301440315709,0.8898665393000385,3,2017
07,0.046429392139386134,0.8890746199092343,3,2017
08,0.02521669322384182,0.8678906067266605,3,2017
09,0.03895974856073877,0.8626211701802396,3,2017
10,0.028817144259128548,0.8889855280053853,3,2017
11,0.012753825754879494,0.8768567012437146,3,2017
12,0.04297346658477569,0.9122558593217728,3,2017
13,0.008391192104723933,0.9152879426130223,3,2017
14,0.04616969377996746,0.9191513678316561,3,2017
15,0.036055268381915376,0.9089782828696908,3,2017
16,0.028228440237298077,0.9143558746527927,3,2017
17,0.041286962766902295,0.9243798823053977,3,2017
18,0.033632126449942235,0.9196339848437588,3,2017
19,0.017061747648325236,0.9135130840967827,3,2017
21,0.012031058493150556,0.9395450139834145,3,2017
22,0.032797119188384675,0.9132719167789973,3,2017
23,0.03775233069249763,0.8849352540664973,3,2017
24,0.030243804474962797,0.912776170948284,3,2017
25,0.024287220554508885,0.9321851005106172,3,2017
26,0.031285893598759176,0.9092299457328195,3,2017
27,0.04533650182207788,0.8828417617490563,3,2017
28,0.05144579909027622,0.9006965160189643,3,2017
29,0.02097261981488131,0.901030950077857,3,2017
2A,0.012107199424550616,0.8479277952353194,3,2017
2B,0.046189818297062514,0.8356710881231062,3,2017
30,0.02541259818551473,0.9076163182047963,3,2017
31,0.00829256501248573,0.9368986206845458,3,2017
32,0.034890705808202783,0.8931349145376526,3,2017
33,0.03402673365432244,0.9327184472520383,3,2017
34,0.046105957278464615,0.9016198808404978,3,2017
35,0.027111543215820072,0.9206611674629547,3,2017
36,0.022542823028329533,0.9062327108602567,3,2017
37,0.019075114448039943,0.9450146599186116,3,2017
38,0.04304776580839749,0.910405434953315,3,2017
39,0.029860719832276908,0.9096163290002485,3,2017
40,0.03488479669506269,0.8886424884727396,3,2017
41,0.03374112747065697,0.8988743636829922,3,2017
42,0.019185046897999235,0.9127503487759586,3,2017
43,0.05151032117820187,0.9024587629671454,3,2017
44,0.01789426377320276,0.9372128740548905,3,2017
45,0.03568620274729139,0.9228773047547592,3,2017
46,0.027241699621790356,0.9096134318432605,3,2017
47,0.019681823522157776,0.8988640305929282,3,2017
48,0.056581078245724746,0.894561599494995,3,2017
49,0.033282847713638174,0.9309135850615896,3,2017
50,0.025409121332381268,0.8914118927288517,3,2017
51,0.009039559649366709,0.9021086618215443,3,2017
52,0.04908957961393684,0.8585909710304392,3,2017
53,0.027606944334022998,0.9208564106130397,3,2017
54,0.05065376633420348,0.9198788690096915,3,2017
55,0.04462246625937263,0.8522654548250896,3,2017
56,0.043942157370967835,0.9037400513567466,3,2017
57,0.04101241609364256,0.8868989570592001,3,2017
58,0.027376797964246274,0.8901284070348323,3,2017
59,0.06253002148418657,0.8757294189230597,3,2017
60,0.055521582474186294,0.8653857018945404,3,2017
61,0.0400394856711751,0.8876114850022898,3,2017
62,0.05056455099593209,0.8071092954946534,3,2017
63,0.0214622154547134,0.9141013273841961,3,2017
64,0.03722716202966659,0.9200987252711632,3,2017
65,0.030277142643036672,0.8999887459909721,3,2017
66,0.01646217435272477,0.8881873171548262,3,2017
67,0.023986107922539815,0.9404625084440138,3,2017
68,0.036558253674683155,0.8910929203625972,3,2017
69,0.017205851009884036,0.9549719341772196,3,2017
70,0.04712438009579949,0.8565448367727988,3,2017
71,0.0315976668497825,0.8980366372395345,3,2017
72,0.015466629903843572,0.9653318092909974,3,2017
73,0.04134353701043388,0.916555555667124,3,2017
74,0.019312142568214168,0.9272697521158135,3,2017
75,0.0,0.9101410141014101,3,2017
76,0.03703556094849951,0.8927033445773951,3,2017
77,0.04287033361509708,0.8931709841779699,3,2017
78,0.08461073690881561,0.8769006273336564,3,2017
79,0.03271955650638582,0.9094052570590564,3,2017
80,0.023594687770595476,0.8945025716416832,3,2017
81,0.03399637279825915,0.9048259745876035,3,2017
82,0.017333858513524723,0.9025072969077598,3,2017
83,0.028580563936058002,0.868086938284066,3,2017
84,0.04596533069488357,0.8752953407447062,3,2017
85,0.049030231375060906,0.9075093314342989,3,2017
86,0.02899747299729446,0.9276959112820935,3,2017
87,0.005175575825899711,0.9105149997611741,3,2017
88,0.043672267213452326,0.8835075280870831,3,2017
89,0.03667026042083249,0.8874531057359039,3,2017
90,0.015295777367360153,0.8988027902714283,3,2017
91,0.05374780692581023,0.8934920152509289,3,2017
92,0.07352860795330189,0.870521055744563,3,2017
93,0.042429142637281723,0.8702916927732587,3,2017
94,0.07190122445669386,0.9054711900844032,3,2017
95,0.05118548405921676,0.9065290572996879,3,2017
01,0.03569015101038418,0.9377132886593056,4,2017
02,0.022033645124849597,0.9191129950389928,4,2017
03,0.028807042462828513,0.938092914318578,4,2017
04,0.0231376453709025,0.9515619306809545,4,2017
05,0.01326266978558265,0.95483095470948,4,2017
06,0.011645454255384168,0.9157764702763491,4,2017
07,0.03824458753778466,0.939212328420843,4,2017
08,0.022244477449569266,0.9362405737863446,4,2017
09,0.03584405953543352,0.9268471443363123,4,2017
