department_id,ep,ec,N_candidates,year
01,0.05085636295658429,0.7039568525797137,2,2002
02,0.0598488583819459,0.7157306912463763,2,2002
03,0.055329221765949135,0.6616812580887781,2,2002
04,0.05433346018183523,0.6516039792706986,2,2002
05,0.05186254177915088,0.6380233726327591,2,2002
06,0.06571881853997116,0.7906372600149478,2,2002
07,0.06630201584447509,0.6581004088829064,2,2002
08,0.0685995459378674,0.7140210429747142,2,2002
09,0.06663579358322896,0.6183349000185525,2,2002
10,0.05978449437737829,0.7424855060034045,2,2002
11,0.06357045472416849,0.6645546242614424,2,2002
12,0.07174000465966077,0.6451356596596272,2,2002
13,0.061915737710897034,0.703383570715028,2,2002
14,0.06815375464228106,0.6533663030050187,2,2002
15,0.0761178521171228,0.6858455299974784,2,2002
16,0.048026803933390684,0.6474045950910358,2,2002
17,0.057367632237640506,0.6490562556981442,2,2002
18,0.05470633082830531,0.6807605175427272,2,2002
19,0.06484580271548208,0.680933887773217,2,2002
21,0.0629279895524081,0.6858575279079628,2,2002
22,0.052353014962462176,0.6264088504615863,2,2002
23,0.06832968113982406,0.659604052938181,2,2002
24,0.0568924165761904,0.6431527498022187,2,2002
25,0.07213874215358126,0.6891045617847275,2,2002
26,0.05886011187475916,0.6810129603569077,2,2002
27,0.058108740728151836,0.7077012473939843,2,2002
28,0.054046245007645086,0.7125647981695477,2,2002
29,0.0547197860086103,0.6261157715438337,2,2002
2A,0.08203074619853727,0.7426614413644594,2,2002
2B,0.12460954113845228,0.6985593639174414,2,2002
30,0.06442596624384571,0.7002554987757624,2,2002
31,0.050623695905358916,0.6380699337520632,2,2002
32,0.05855686810099137,0.6295967664009094,2,2002
33,0.06291752893929298,0.6463126200076212,2,2002
34,0.06847347658992804,0.6862112783788383,2,2002
35,0.06675850410144454,0.6181797239036149,2,2002
36,0.04761273741950715,0.6787197076376935,2,2002
37,0.0469614672308018,0.6567290513086547,2,2002
38,0.06418764810201422,0.6517023721309451,2,2002
39,0.06135814370896021,0.6728874855251292,2,2002
40,0.05333045665323383,0.6048762082910272,2,2002
41,0.051068141779597294,0.695190604733525,2,2002
42,0.054145131467726995,0.6992573520935608,2,2002
43,0.07535330346970223,0.7015382029454679,2,2002
44,0.058483342726974835,0.614163642318218,2,2002
45,0.05264226347765405,0.7107257458697497,2,2002
46,0.05573857088985561,0.6075120389903383,2,2002
47,0.04885893495946496,0.684586276200519,2,2002
48,0.0930227621216519,0.6786749175624571,2,2002
49,0.054124806571503745,0.6389204200398416,2,2002
50,0.06600087607843536,0.6816462635732681,2,2002
51,0.06912456877397713,0.7132599054814404,2,2002
52,0.07766716079896235,0.732910497519845,2,2002
53,0.06367244438871074,0.6656965819140681,2,2002
54,0.0658594610329571,0.6808432615573963,2,2002
55,0.07272908302698661,0.7141093023973822,2,2002
56,0.05713180258377416,0.6840042183246469,2,2002
57,0.06794315551842289,0.7364696484615258,2,2002
58,0.06173494947220918,0.654930589548997,2,2002
59,0.05981487559707176,0.6863220470649298,2,2002
60,0.05283945984453024,0.722133061997771,2,2002
61,0.06761362936439644,0.7278214775297321,2,2002
62,0.05909154446142056,0.6650532689289383,2,2002
63,0.055389420050146784,0.6404357572727581,2,2002
64,0.06337400317146469,0.5982878114738777,2,2002
65,0.05872707536200687,0.6061772919721882,2,2002
66,0.06075651247303122,0.6969367755482382,2,2002
67,0.06017402092433913,0.7300364398096619,2,2002
68,0.05091735686924442,0.7275534871061546,2,2002
69,0.06479998343261326,0.6873714822262064,2,2002
70,0.07109145568651015,0.712269579756393,2,2002
71,0.05209081536257931,0.6877641171338951,2,2002
72,0.06008300646972177,0.6743478167577135,2,2002
73,0.05734897896639776,0.6947656823734722,2,2002
74,0.06272351620788638,0.708971173659098,2,2002
75,0.08389366250127403,0.6197595730513422,2,2002
76,0.06109868847901842,0.6684305962906408,2,2002
77,0.05591615119678253,0.7052203890634146,2,2002
78,0.06885822346592656,0.6795849401638239,2,2002
79,0.05984070492194614,0.6097365720524809,2,2002
80,0.057308503090735055,0.6582735120761933,2,2002
81,0.05805234907812925,0.6696398699261461,2,2002
82,0.04765790190375452,0.6972160793920319,2,2002
83,0.06096080121579777,0.7643445374872635,2,2002
84,0.06732424965278316,0.7261179444939864,2,2002
85,0.05734486241322495,0.6593983089781811,2,2002
86,0.05272334811416808,0.6278660250991899,2,2002
87,0.04838766535110489,0.6297097633018596,2,2002
88,0.05782557921487509,0.7158998626178765,2,2002
89,0.06347744225282494,0.7259454974009476,2,2002
90,0.05075302318383656,0.672953064350003,2,2002
91,0.05324746938838233,0.670938110229864,2,2002
92,0.06989909348277322,0.651563745932159,2,2002
93,0.06003666142571146,0.6604452209945336,2,2002
94,0.06143139340420338,0.6518910122147465,2,2002
95,0.05426016853731522,0.6898487204738861,2,2002
01,0.04145017347468456,0.8094393807109754,3,2002
02,0.04974440711610807,0.8379516027541687,3,2002
