candidate,value,cumulative,N_candidates,year
SEBASTIAN PIÑERA ECHENIQUE,2411317.0,0.3666166100343048,1,2017
ALEJANDRO  GUILLIER ALVAREZ,1491473.0,0.5933801484731308,2,2017
BEATRIZ SANCHEZ MUÑOZ,1332450.0,0.7959658317492033,3,2017
JOSE ANTONIO KAST RIST,522145.0,0.875352751779362,4,2017
CAROLINA GOIC BOROEVIC,386398.0,0.9341006994295612,5,2017
MARCO  ENRIQUEZ-OMINAMI GUMUCIO,376162.0,0.9912923657528708,6,2017
EDUARDO ARTES BRICHETTI,33443.0,0.9963770391033168,7,2017
ALEJANDRO NAVARRO BRAIN,23829.0,1.0,8,2017
