region_id,ep,ec,N_candidates,year
1,0.08677557879590642,0.8356202793956591,2,2017
2,0.09583855306618874,0.8558863158030325,2,2017
3,0.09936309401019243,0.8528871826152731,2,2017
4,0.11309055313667414,0.8581479821282368,2,2017
5,0.11119577520851083,0.8168158685952199,2,2017
6,0.08241316524721962,0.8593965916761319,2,2017
7,0.0939279903334972,0.8572261888079302,2,2017
8,0.1089646842942828,0.8212900198721461,2,2017
9,0.09569626311810271,0.8231069095323982,2,2017
10,0.08859805756189992,0.8581014283536923,2,2017
11,0.09011844521488643,0.8851339947199014,2,2017
12,0.07434265195903403,0.8040635477724962,2,2017
13,0.13643282760166245,0.8091813780307004,2,2017
14,0.09752873924420626,0.8666766808892787,2,2017
15,0.06391095817359387,0.8517144149300448,2,2017
16,0.0920399194159247,0.8566622940596653,2,2017
1,0.0673677028191922,0.8780411463968234,3,2017
2,0.07285654360935925,0.879280032788837,3,2017
3,0.07316501797017697,0.8251854593301701,3,2017
4,0.08550342314496545,0.8468177550746766,3,2017
5,0.08552851906153995,0.8640176322766085,3,2017
6,0.06443464817769437,0.856133733826839,3,2017
7,0.07233399252322528,0.8480518422517199,3,2017
8,0.08440371675530824,0.8677581970729902,3,2017
9,0.0719314837308217,0.8349216991761785,3,2017
10,0.06993159580849326,0.8783336888838992,3,2017
11,0.0682043234611607,0.8799604547666268,3,2017
12,0.06288010529508364,0.9198086425860539,3,2017
13,0.10261880591267318,0.8543705600574402,3,2017
14,0.07442991933287765,0.8727027589279848,3,2017
15,0.05041646491992369,0.9315504355695803,3,2017
16,0.06886091233510584,0.8346751335712108,3,2017
1,0.05516057194404538,0.8523476767607726,4,2017
2,0.05942180125808068,0.8477339106472456,4,2017
3,0.058627051280255194,0.8030869547184452,4,2017
4,0.06916911354601962,0.8186820431942957,4,2017
5,0.07093466005074064,0.8349652223824555,4,2017
6,0.053278053197107045,0.8298128034226868,4,2017
7,0.0599095785223952,0.8341632293069071,4,2017
8,0.0711329271373044,0.8610552970642719,4,2017
9,0.06075527269261893,0.8456759493468045,4,2017
10,0.05906761399163965,0.8624070414928241,4,2017
11,0.056399244417609434,0.8533591299486653,4,2017
12,0.05806158258058422,0.8949584143906119,4,2017
13,0.08149934825883585,0.8278007430752549,4,2017
14,0.06116275642882592,0.8540622092281316,4,2017
15,0.04276287769878176,0.8859644457224752,4,2017
16,0.05735635631877649,0.8303842972412405,4,2017
1,0.046225945684995016,0.8421278867231227,5,2017
2,0.05022635217423323,0.8384972706120932,5,2017
3,0.048932527099885506,0.8082294458632093,5,2017
4,0.05818718025335039,0.8220352077360045,5,2017
5,0.05927450749619913,0.8302224989760034,5,2017
6,0.045813727325502124,0.8311763254637959,5,2017
7,0.05047608732777073,0.8354584062127534,5,2017
8,0.05990848956318914,0.8510120507590943,5,2017
9,0.05165979464155026,0.840419980196953,5,2017
10,0.0508898835471666,0.8527842202387971,5,2017
11,0.04803773641931686,0.8477010996135124,5,2017
12,0.04979688537938205,0.879141395291344,5,2017
13,0.0697431309462264,0.826077591722882,5,2017
14,0.05147965737258889,0.8451544055106062,5,2017
15,0.036373973796402545,0.8640570271681034,5,2017
16,0.04873707499997282,0.8310562599498194,5,2017
1,0.03971524591444998,0.8402649822851159,6,2017
2,0.04298710290473,0.8373129138361345,6,2017
3,0.04193186374690424,0.8160281908905971,6,2017
4,0.04978379210177846,0.8251244348755364,6,2017
5,0.05059076336540604,0.8305975470525735,6,2017
6,0.03934535040885099,0.8322513384035695,6,2017
7,0.04338691479504815,0.8351362787516453,6,2017
8,0.05181085619553207,0.8477541537854979,6,2017
9,0.044297796853943854,0.8384999279323757,6,2017
10,0.04373522193328531,0.8473605343497105,6,2017
11,0.041712360585491715,0.8440510182326979,6,2017
12,0.042710979421848774,0.8659018777558427,6,2017
13,0.05933026073384101,0.8269156460378465,6,2017
14,0.04425859613312752,0.8419636851692722,6,2017
15,0.031544277220886145,0.8567276767325185,6,2017
16,0.04198234497600216,0.8321907396911518,6,2017
1,0.03519587035633659,0.8438497515122632,7,2017
2,0.03790516734225802,0.8413644988416096,7,2017
3,0.03685188601819001,0.8254071592025006,7,2017
4,0.04358437970060062,0.8317778189452656,7,2017
5,0.04452337348275285,0.8358000066592834,7,2017
6,0.034567079910061776,0.8376895574055884,7,2017
7,0.03799010453747878,0.83963394262324,7,2017
8,0.04538872271809765,0.8490093481070868,7,2017
9,0.03902048805214792,0.8422167769264051,7,2017
10,0.038486762313212644,0.8489280633223436,7,2017
11,0.036748360508660996,0.8467143023572871,7,2017
12,0.03777401966552189,0.8628923296802606,7,2017
13,0.051843819545015574,0.8322389161911102,7,2017
14,0.038898615772913384,0.8449632044698593,7,2017
15,0.02803157242006895,0.8567233251050984,7,2017
16,0.03691647743766549,0.8377024678113856,7,2017
1,0.03519587035633659,0.8438497515122632,8,2017
2,0.03790516734225801,0.8413644988416096,8,2017
3,0.03685188601819002,0.8254071592025006,8,2017
4,0.04358437970060062,0.8317778189452656,8,2017
5,0.04452337348275286,0.8358000066592834,8,2017
6,0.034567079910061776,0.8376895574055884,8,2017
7,0.03799010453747878,0.8396339426232401,8,2017
8,0.04538872271809765,0.8490093481070867,8,2017
9,0.03902048805214792,0.8422167769264051,8,2017
10,0.038486762313212644,0.8489280633223436,8,2017
11,0.036748360508660996,0.846714302357287,8,2017
12,0.037774019665521893,0.8628923296802608,8,2017
13,0.051843819545015574,0.8322389161911101,8,2017
14,0.038898615772913384,0.8449632044698593,8,2017
15,0.02803157242006895,0.8567233251050984,8,2017
16,0.03691647743766549,0.8377024678113856,8,2017
