candidate,value,cumulative,N_candidates,year
JOSE ANTONIO KAST RIST,1954607.0,0.27944782017612896,1,2021
GABRIEL BORIC FONT,1796851.0,0.5363414541042268,2,2021
FRANCO PARISI FERNANDEZ,899067.0,0.6648799855544323,3,2021
SEBASTIAN SICHEL RAMIREZ,894838.0,0.7928139019431318,4,2021
YASNA PROVOSTE CAMPILLAY,813407.0,0.9091057258576091,5,2021
MARCO ENRIQUEZ-OMINAMI GUMUCIO,533554.0,0.9853873017683954,6,2021
EDUARDO ARTES BRICHETTI,102209.0,1.0,7,2021
