region_id,within,between,value,N_candidates
8,0.04037551420675639,0.8288090297843962,0.8691845439911525,8
9,0.036991980189800315,0.823962271370124,0.8609542515599243,8
10,0.03871033381134634,0.823239716373706,0.8619500501850523,8
11,0.0354113703916814,0.8265585945662811,0.8619699649579625,8
12,0.03313081272202037,0.8328748624381415,0.8660056751601618,8
13,0.05473138804383919,0.8284307520877818,0.883162140131621,8
14,0.03742179817462016,0.8262360313757406,0.8636578295503607,8
15,0.029436335205423037,0.8407889654998028,0.8702253007052257,8
16,0.0322639200569638,0.823400823429895,0.8556647434868587,8
1,0.03526605614832461,0.8475215702559811,0.8827876264043056,9
2,0.03721683984109502,0.8401369459681354,0.8773537858092304,9
3,0.035574629789880984,0.8289139446845338,0.8644885744744149,9
4,0.04230044897278522,0.8209895891894334,0.8632900381622186,9
5,0.04567094762204736,0.8345871088416579,0.8802580564637053,9
6,0.03465980582768232,0.8261538727589731,0.8608136785866555,9
7,0.037558802510755954,0.8181474512691791,0.855706253779935,9
8,0.040375514206756384,0.8288090297843962,0.8691845439911525,9
9,0.036991980189800315,0.8239622713701239,0.8609542515599242,9
10,0.03871033381134634,0.823239716373706,0.8619500501850523,9
11,0.0354113703916814,0.8265585945662811,0.8619699649579625,9
12,0.03313081272202036,0.8328748624381415,0.8660056751601618,9
13,0.05473138804383918,0.8284307520877817,0.8831621401316209,9
14,0.03742179817462016,0.8262360313757406,0.8636578295503607,9
15,0.029436335205423037,0.8407889654998026,0.8702253007052256,9
16,0.03226392005696381,0.823400823429895,0.8556647434868587,9
