commune,candidate,value,rate_x,votes,rate_y,divisiveness,voters,poverty_rate,hhi,entropy,growth
ARICA,SEBASTIAN PIÑERA ECHENIQUE,20386.0,0.2900889363215937,34075.0,0.5027442532975301,0.055326106583692,172372,0.117570668124598,0.22098980958705072,1.6375102667057568,0.21265531697593643
BUIN,ALEJANDRO  GUILLIER ALVAREZ,6156.0,0.1961759082217973,13361.0,0.40541934700813204,0.0616319405165524,67229,0.08511276986700748,0.23076398764949158,1.635779369306177,0.20924343878633472
BUIN,SEBASTIAN PIÑERA ECHENIQUE,11454.0,0.36500956022944553,19595.0,0.5945806529918679,0.0739866498487768,67229,0.08511276986700748,0.23076398764949158,1.635779369306177,0.22957109276242238
BULNES,ALEJANDRO  GUILLIER ALVAREZ,2438.0,0.25777119898498624,4314.0,0.413654233387669,0.0441157920507367,20161,0.1536730703616999,0.2769963486388342,1.532733676694607,0.15588303440268275
BULNES,SEBASTIAN PIÑERA ECHENIQUE,4071.0,0.43042926622964683,6115.0,0.586345766612331,0.0518593124900418,20161,0.1536730703616999,0.2769963486388342,1.532733676694607,0.15591650038268412
CABILDO,ALEJANDRO  GUILLIER ALVAREZ,2334.0,0.2857142857142857,5056.0,0.5968598748671939,0.06855701828613,17830,0.08537028594120621,0.22619355190039836,1.6266743894250426,0.31114558915290824
CABILDO,SEBASTIAN PIÑERA ECHENIQUE,2227.0,0.2726159872689436,3415.0,0.40314012513280606,0.0485740980355373,17830,0.08537028594120621,0.22619355190039836,1.6266743894250426,0.13052413786386247
CABRERO,ALEJANDRO  GUILLIER ALVAREZ,2113.0,0.19690615972416364,4665.0,0.38112745098039214,0.0425513994640876,24289,0.1335311736505896,0.22995711816767408,1.672961714025266,0.1842212912562285
CABRERO,SEBASTIAN PIÑERA ECHENIQUE,4133.0,0.3851458391575808,7575.0,0.6188725490196079,0.0529062761637379,24289,0.1335311736505896,0.22995711816767408,1.672961714025266,0.23372670986202704
CALAMA,ALEJANDRO  GUILLIER ALVAREZ,11646.0,0.23318116290245075,21768.0,0.42481606526024085,0.0643939578890073,125030,0.1060436125095491,0.23306724707389082,1.6129287834357566,0.1916349023577901
CALAMA,SEBASTIAN PIÑERA ECHENIQUE,17373.0,0.34784959154252765,29473.0,0.5751839347397592,0.0580055031592466,125030,0.1060436125095491,0.23306724707389082,1.6129287834357566,0.2273343431972315
CALBUCO,ALEJANDRO  GUILLIER ALVAREZ,2296.0,0.19972164231036882,5230.0,0.42310492678585876,0.0499689078715282,30955,0.1127535198795554,0.2483706474528189,1.6036154592833327,0.22338328447548994
CALBUCO,SEBASTIAN PIÑERA ECHENIQUE,4603.0,0.4004001391788448,7131.0,0.5768950732141412,0.1169835085169468,30955,0.1127535198795554,0.2483706474528189,1.6036154592833327,0.17649493403529642
CALDERA,ALEJANDRO  GUILLIER ALVAREZ,1881.0,0.30962962962962964,3297.0,0.5215121796899715,0.0410364567529074,13921,0.1031179389915699,0.2651749970363596,1.504367590758544,0.2118825500603419
CALDERA,SEBASTIAN PIÑERA ECHENIQUE,2157.0,0.3550617283950617,3025.0,0.47848782031002846,0.051320288203326,13921,0.1031179389915699,0.2651749970363596,1.504367590758544,0.12342609191496673
CALERA,ALEJANDRO  GUILLIER ALVAREZ,4710.0,0.23322604605100272,10471.0,0.49909437559580555,0.063977013241174,44286,0.1335478310051026,0.23731482369747153,1.5969869973799014,0.26586832954480283
CALERA,SEBASTIAN PIÑERA ECHENIQUE,6909.0,0.34211438474870015,10509.0,0.5009056244041945,0.0606851006549827,44286,0.1335478310051026,0.23731482369747153,1.5969869973799014,0.15879123965549435
CALERA DE TANGO,ALEJANDRO  GUILLIER ALVAREZ,2042.0,0.17592831911777376,4521.0,0.37017931712110047,0.0578518217411824,21303,0.09244509091962214,0.2781846772990298,1.5310532716573673,0.1942509980033267
CALERA DE TANGO,SEBASTIAN PIÑERA ECHENIQUE,5245.0,0.4518824847075041,7692.0,0.6298206828788996,0.0596984364282184,21303,0.09244509091962214,0.2781846772990298,1.5310532716573673,0.1779381981713955
CALLE LARGA,ALEJANDRO  GUILLIER ALVAREZ,1787.0,0.33074218027022023,2744.0,0.48799573181575673,0.0544703014726218,10666,0.1143297481626175,0.26584435015280855,1.5247059473526186,0.1572535515455365
CALLE LARGA,SEBASTIAN PIÑERA ECHENIQUE,1917.0,0.3548028872848418,2879.0,0.5120042681842433,0.0490085195542022,10666,0.1143297481626175,0.26584435015280855,1.5247059473526186,0.1572013808994015
CAMARONES,ALEJANDRO  GUILLIER ALVAREZ,338.0,0.30124777183600715,468.0,0.5005347593582887,0.0717547159738397,4023,0.2279384022500303,0.23905141379189826,1.5907569965413526,0.19928698752228158
CAMARONES,SEBASTIAN PIÑERA ECHENIQUE,350.0,0.31194295900178254,467.0,0.4994652406417112,0.0649582657151342,4023,0.2279384022500303,0.23905141379189826,1.5907569965413526,0.18752228163992868
CAMIÑA,ALEJANDRO  GUILLIER ALVAREZ,124.0,0.1657754010695187,179.0,0.22487437185929648,0.0367906286039427,2820,0.2278801485465134,0.3990999170694044,1.266633314607954,0.05909897078977777
CAMIÑA,SEBASTIAN PIÑERA ECHENIQUE,445.0,0.5949197860962567,617.0,0.7751256281407035,0.0650087008094601,2820,0.2278801485465134,0.3990999170694044,1.266633314607954,0.18020584204444678
CANELA,ALEJANDRO  GUILLIER ALVAREZ,2115.0,0.5283537346989757,2938.0,0.6578593819973131,0.0842394824036267,8778,0.1457791946588981,0.36680315144605824,1.2916901497891307,0.12950564729833736
CANELA,SEBASTIAN PIÑERA ECHENIQUE,1112.0,0.27779165625780666,1528.0,0.34214061800268697,0.06226926196891,8778,0.1457791946588981,0.36680315144605824,1.2916901497891307,0.0643489617448803
CARAHUE,ALEJANDRO  GUILLIER ALVAREZ,2681.0,0.2675114747555378,4499.0,0.4055345231656751,0.0477702664337325,24051,0.2286996441708587,0.27967794340775975,1.521254879396345,0.1380230484101373
CARAHUE,SEBASTIAN PIÑERA ECHENIQUE,4310.0,0.43005388146078627,6595.0,0.5944654768343248,0.0916128518294441,24051,0.2286996441708587,0.27967794340775975,1.521254879396345,0.16441159537353855
CARTAGENA,ALEJANDRO  GUILLIER ALVAREZ,2191.0,0.2642943305186972,4265.0,0.47712272066226646,0.0377775074885655,17294,0.1841740970863391,0.26738844160927533,1.5120037819068988,0.21282839014356925
CARTAGENA,SEBASTIAN PIÑERA ECHENIQUE,3282.0,0.3958986731001206,4674.0,0.5228772793377335,0.0554645186587691,17294,0.1841740970863391,0.26738844160927533,1.5120037819068988,0.12697860623761292
CASABLANCA,ALEJANDRO  GUILLIER ALVAREZ,2026.0,0.20113173831033457,4786.0,0.4441351150705271,0.0516677143716251,21299,0.09597197597836443,0.24754722866960793,1.58143351384421,0.24300337676019254
CASABLANCA,SEBASTIAN PIÑERA ECHENIQUE,3819.0,0.37913233396207685,5990.0,0.555864884929473,0.0608986912681125,21299,0.09597197597836443,0.24754722866960793,1.58143351384421,0.1767325509673961
CASTRO,ALEJANDRO  GUILLIER ALVAREZ,4197.0,0.2657674772036474,8890.0,0.5254137115839244,0.0642705173169815,39467,0.09029189316820299,0.23070648868420163,1.6287763023222994,0.25964623438027695
CASTRO,SEBASTIAN PIÑERA ECHENIQUE,5116.0,0.3239614994934144,8030.0,0.47458628841607564,0.0955388867498622,39467,0.09029189316820299,0.23070648868420163,1.6287763023222994,0.15062478892266123
CATEMU,ALEJANDRO  GUILLIER ALVAREZ,1626.0,0.30685034912247594,3010.0,0.5183399345617359,0.0719328614839369,11716,0.1101907033187955,0.25724975401006595,1.5446876434409806,0.21148958543925994
CATEMU,SEBASTIAN PIÑERA ECHENIQUE,1874.0,0.3536516323834686,2797.0,0.4816600654382642,0.0595433556508651,11716,0.1101907033187955,0.25724975401006595,1.5446876434409806,0.1280084330547956
CAUQUENES,ALEJANDRO  GUILLIER ALVAREZ,3060.0,0.18208866408806904,5980.0,0.308581454151401,0.0412972641509128,37336,0.131231803871192,0.33548201401146444,1.4257273149587184,0.12649279006333194
CAUQUENES,SEBASTIAN PIÑERA ECHENIQUE,8915.0,0.5304968759297828,13399.0,0.691418545848599,0.0564948204832951,37336,0.131231803871192,0.33548201401146444,1.4257273149587184,0.16092166991881618
CAÑETE,ALEJANDRO  GUILLIER ALVAREZ,2975.0,0.25286867828304294,5529.0,0.40564930300807045,0.0484091068430954,28748,0.1866344861136739,0.2563925825356279,1.5779222302138667,0.15278062472502751
CAÑETE,SEBASTIAN PIÑERA ECHENIQUE,4706.0,0.4,8101.0,0.5943506969919296,0.0752243255059962,28748,0.1866344861136739,0.2563925825356279,1.5779222302138667,0.19435069699192953
CERRILLOS,ALEJANDRO  GUILLIER ALVAREZ,8105.0,0.25653605114895234,16410.0,0.49978680635926176,0.0488379702362805,67804,0.08993810122669317,0.23408708680117357,1.6070366147689534,0.24325075521030942
CERRILLOS,SEBASTIAN PIÑERA ECHENIQUE,10348.0,0.3275305437741343,16424.0,0.5002131936407382,0.0570719499751679,67804,0.08993810122669317,0.23408708680117357,1.6070366147689534,0.17268264986660392
CERRO NAVIA,ALEJANDRO  GUILLIER ALVAREZ,14486.0,0.29012036610522524,28476.0,0.5486810921212355,0.0631537523127657,116335,0.128717316014407,0.22372825712156263,1.6420742158388881,0.25856072601601027
CERRO NAVIA,SEBASTIAN PIÑERA ECHENIQUE,13951.0,0.279405579699986,23423.0,0.4513189078787645,0.0618404278704385,116335,0.128717316014407,0.22372825712156263,1.6420742158388881,0.17191332817877852
CHAITEN,ALEJANDRO  GUILLIER ALVAREZ,358.0,0.25608011444921314,632.0,0.46919079435783223,0.0632850992187823,5124,0.1026064871447397,0.27796709380455625,1.5267376641360344,0.2131106799086191
CHAITEN,SEBASTIAN PIÑERA ECHENIQUE,603.0,0.4313304721030043,715.0,0.5308092056421678,0.0441421367867346,5124,0.1026064871447397,0.27796709380455625,1.5267376641360344,0.09947873353916353
CHANCO,ALEJANDRO  GUILLIER ALVAREZ,989.0,0.22951961011835692,1835.0,0.35417872997490835,0.0447756393141602,9193,0.1571955347035693,0.3141411050858218,1.4464414775478933,0.12465911985655143
CHANCO,SEBASTIAN PIÑERA ECHENIQUE,2114.0,0.4906010675330703,3346.0,0.6458212700250917,0.0515854207052683,9193,0.1571955347035693,0.3141411050858218,1.4464414775478933,0.1552202024920214
CHAÑARAL,ALEJANDRO  GUILLIER ALVAREZ,1540.0,0.31017119838872104,2379.0,0.4987421383647799,0.0450436871480311,11818,0.1015910567360753,0.28037142170419516,1.4589468626837052,0.18857093997605884
CHAÑARAL,SEBASTIAN PIÑERA ECHENIQUE,1898.0,0.3822759315206445,2391.0,0.5012578616352201,0.0614697859411049,11818,0.1015910567360753,0.28037142170419516,1.4589468626837052,0.11898193011457564
CHEPICA,ALEJANDRO  GUILLIER ALVAREZ,1251.0,0.22895314787701318,2476.0,0.3792892156862745,0.0462426645506985,13377,0.1395769719414517,0.3248192213535581,1.4137208285838145,0.15033606780926131
CHEPICA,SEBASTIAN PIÑERA ECHENIQUE,2746.0,0.5025622254758418,4052.0,0.6207107843137255,0.0545925167006521,13377,0.1395769719414517,0.3248192213535581,1.4137208285838145,0.11814855883788367
CHIGUAYANTE,ALEJANDRO  GUILLIER ALVAREZ,7529.0,0.22988611034777565,16324.0,0.48103727714748784,0.0691150774971971,64745,0.1087466112681254,0.21632644382178498,1.6835754345430674,0.25115116679971217
CHIGUAYANTE,SEBASTIAN PIÑERA ECHENIQUE,10216.0,0.3119294067356722,17611.0,0.5189627228525121,0.0650217285520137,64745,0.1087466112681254,0.21632644382178498,1.6835754345430674,0.2070333161168399
CHILE CHICO,ALEJANDRO  GUILLIER ALVAREZ,723.0,0.3662613981762918,1065.0,0.5800653594771242,0.0872665293516253,6209,0.06331774887604207,0.2673714725063105,1.5416017561286652,0.21380396130083246
CHILE CHICO,SEBASTIAN PIÑERA ECHENIQUE,650.0,0.3292806484295846,771.0,0.4199346405228758,0.0890657010378964,6209,0.06331774887604207,0.2673714725063105,1.5416017561286652,0.09065399209329122
CHILLAN,ALEJANDRO  GUILLIER ALVAREZ,19036.0,0.2706476149854269,33698.0,0.4377500649519356,0.0614588635012508,148780,0.1373264021864332,0.24552956365495945,1.5881724388783711,0.1671024499665087
CHILLAN,SEBASTIAN PIÑERA ECHENIQUE,25682.0,0.3651382668657141,43282.0,0.5622499350480644,0.0566663780098561,148780,0.1373264021864332,0.24552956365495945,1.5881724388783711,0.19711166818235032
CHILLAN VIEJO,ALEJANDRO  GUILLIER ALVAREZ,2782.0,0.2709124549615347,4848.0,0.42766407904022585,0.0439000186910623,19940,0.1458816552876249,0.24476097789787749,1.5985743894995579,0.15675162407869114
CHILLAN VIEJO,SEBASTIAN PIÑERA ECHENIQUE,3779.0,0.3680007790437238,6488.0,0.5723359209597741,0.048731381900221,19940,0.1458816552876249,0.24476097789787749,1.5985743894995579,0.20433514191605034
CHIMBARONGO,ALEJANDRO  GUILLIER ALVAREZ,3707.0,0.2606158605174353,6247.0,0.4251105818305546,0.0599541770065534,29249,0.1067880399219578,0.2658316901455231,1.5317721011958827,0.16449472131311932
CHIMBARONGO,SEBASTIAN PIÑERA ECHENIQUE,5736.0,0.4032620922384702,8448.0,0.5748894181694454,0.049125171495565,29249,0.1067880399219578,0.2658316901455231,1.5317721011958827,0.17162732593097518
CHOLCHOL,ALEJANDRO  GUILLIER ALVAREZ,1142.0,0.2320666531192847,2073.0,0.401977894124491,0.0383342613872099,9938,0.2331448161588211,0.25782122832358667,1.5845298108816432,0.16991124100520627
CHOLCHOL,SEBASTIAN PIÑERA ECHENIQUE,2040.0,0.4145498882340988,3084.0,0.598022105875509,0.0621104612475109,9938,0.2331448161588211,0.25782122832358667,1.5845298108816432,0.1834722176414102
CHONCHI,ALEJANDRO  GUILLIER ALVAREZ,1171.0,0.22450153374233128,2818.0,0.48162707229533414,0.0456296662810578,12354,0.1329975382874391,0.25610806414430354,1.5688404539336784,0.25712553855300285
CHONCHI,SEBASTIAN PIÑERA ECHENIQUE,2099.0,0.40241564417177916,3033.0,0.5183729277046659,0.0651445286103809,12354,0.1329975382874391,0.25610806414430354,1.5688404539336784,0.11595728353288676
CISNES,ALEJANDRO  GUILLIER ALVAREZ,391.0,0.22759022118742725,821.0,0.4548476454293629,0.0597568687638616,4253,0.08285568258702605,0.27339096683611586,1.5309312859371602,0.22725742424193565
CISNES,SEBASTIAN PIÑERA ECHENIQUE,744.0,0.4330616996507567,984.0,0.5451523545706372,0.1126015287822404,4253,0.08285568258702605,0.27339096683611586,1.5309312859371602,0.11209065491988046
COBQUECURA,ALEJANDRO  GUILLIER ALVAREZ,783.0,0.2883977900552486,1319.0,0.40672217082947887,0.0435104063594774,5647,0.1917782951128403,0.35538421361442635,1.305183655934464,0.11832438077423024
COBQUECURA,SEBASTIAN PIÑERA ECHENIQUE,1384.0,0.5097605893186004,1924.0,0.5932778291705211,0.0549067142601347,5647,0.1917782951128403,0.35538421361442635,1.305183655934464,0.08351723985192072
COCHAMO,ALEJANDRO  GUILLIER ALVAREZ,251.0,0.17601683029453016,578.0,0.37411003236245954,0.059560609781632,4438,0.170784334066917,0.3464363484004729,1.3826965150009198,0.19809320206792938
COCHAMO,SEBASTIAN PIÑERA ECHENIQUE,768.0,0.5385694249649369,967.0,0.6258899676375405,0.1128185422282349,4438,0.170784334066917,0.3464363484004729,1.3826965150009198,0.08732054267260358
COCHRANE,ALEJANDRO  GUILLIER ALVAREZ,384.0,0.28507795100222716,605.0,0.44814814814814813,0.0475891699925292,3267,0.09859076695901245,0.2874318855340775,1.4841633281163082,0.16307019714592097
COCHRANE,SEBASTIAN PIÑERA ECHENIQUE,578.0,0.429101707498144,745.0,0.5518518518518518,0.0572765131732018,3267,0.09859076695901245,0.2874318855340775,1.4841633281163082,0.12275014435370779
CODEGUA,ALEJANDRO  GUILLIER ALVAREZ,1108.0,0.22383838383838384,2443.0,0.447846012832264,0.0510313491244624,10799,0.1307581823847938,0.24589654116926846,1.588681907195595,0.22400762899388016
CODEGUA,SEBASTIAN PIÑERA ECHENIQUE,1893.0,0.38242424242424244,3012.0,0.552153987167736,0.0532811782162214,10799,0.1307581823847938,0.24589654116926846,1.588681907195595,0.16972974474349356
COELEMU,ALEJANDRO  GUILLIER ALVAREZ,1938.0,0.25614591593973035,3594.0,0.42658753709198816,0.0652324178577274,14930,0.125737476517724,0.2550289149903267,1.5915206405851365,0.1704416211522578
COELEMU,SEBASTIAN PIÑERA ECHENIQUE,3008.0,0.39756806767116043,4831.0,0.5734124629080118,0.0714581499669509,14930,0.125737476517724,0.2550289149903267,1.5915206405851365,0.17584439523685141
COIHUECO,ALEJANDRO  GUILLIER ALVAREZ,2510.0,0.2610504420176807,4009.0,0.363595138762924,0.0416234686254745,20925,0.1665296630224565,0.31321199514647247,1.4404296666418313,0.1025446967452433
COIHUECO,SEBASTIAN PIÑERA ECHENIQUE,4589.0,0.47727509100364013,7017.0,0.636404861237076,0.0538839355306607,20925,0.1665296630224565,0.31321199514647247,1.4404296666418313,0.15912977023343583
COINCO,ALEJANDRO  GUILLIER ALVAREZ,713.0,0.23331151832460734,1546.0,0.44323394495412843,0.0487101911099424,6809,0.1324412717881086,0.2845344580055371,1.4795261968836484,0.2099224266295211
COINCO,SEBASTIAN PIÑERA ECHENIQUE,1336.0,0.43717277486910994,1942.0,0.5567660550458715,0.0466630919628547,6809,0.1324412717881086,0.2845344580055371,1.4795261968836484,0.11959328017676157
COLBUN,ALEJANDRO  GUILLIER ALVAREZ,2112.0,0.25139864301868825,3380.0,0.41375933406781734,0.0519298546953722,17015,0.1480801137891988,0.2537588378368127,1.583172682082284,0.1623606910491291
COLBUN,SEBASTIAN PIÑERA ECHENIQUE,3323.0,0.3955481490298774,4789.0,0.5862406659321826,0.0455910233987266,17015,0.1480801137891988,0.2537588378368127,1.583172682082284,0.1906925169023052
COLCHANE,ALEJANDRO  GUILLIER ALVAREZ,61.0,0.09697933227344992,76.0,0.0853932584269663,0.0337970005712828,3379,0.2108700694260946,0.4568560892324102,1.2051151724774178,-0.011586073846483622
COLCHANE,SEBASTIAN PIÑERA ECHENIQUE,413.0,0.6565977742448331,814.0,0.9146067415730337,0.1098348809047567,3379,0.2108700694260946,0.4568560892324102,1.2051151724774178,0.25800896732820056
COLINA,ALEJANDRO  GUILLIER ALVAREZ,5094.0,0.13786197564276048,10924.0,0.27326395837502504,0.0598249742521088,79070,0.08575312542923863,0.338828507235576,1.418816803095871,0.13540198273226456
COLINA,SEBASTIAN PIÑERA ECHENIQUE,19871.0,0.5377807848443843,29052.0,0.726736041624975,0.1098447678151355,79070,0.08575312542923863,0.338828507235576,1.418816803095871,0.18895525678059066
COLLIPULLI,ALEJANDRO  GUILLIER ALVAREZ,2299.0,0.2505175983436853,4119.0,0.40118827310801597,0.0508425141626997,21603,0.1963139091909959,0.2472195597654255,1.6088589993019977,0.15067067476433066
COLLIPULLI,SEBASTIAN PIÑERA ECHENIQUE,3547.0,0.3865097526424758,6148.0,0.598811726891984,0.0510839887870407,21603,0.1963139091909959,0.2472195597654255,1.6088589993019977,0.21230197424950825
COLTAUCO,ALEJANDRO  GUILLIER ALVAREZ,1794.0,0.2697338746053225,3348.0,0.46467730742539903,0.0629740422638393,15198,0.1112126825239512,0.2588943059943687,1.5636510460130517,0.19494343282007653
COLTAUCO,SEBASTIAN PIÑERA ECHENIQUE,2595.0,0.3901668921966622,3857.0,0.535322692574601,0.0581346692865615,15198,0.1112126825239512,0.2588943059943687,1.5636510460130517,0.1451558003779388
COMBARBALA,ALEJANDRO  GUILLIER ALVAREZ,2436.0,0.45996978851963743,3557.0,0.6424056348202998,0.0522986250754682,12406,0.1338800041074522,0.3096059215870611,1.4343922570641439,0.18243584630066234
COMBARBALA,SEBASTIAN PIÑERA ECHENIQUE,1488.0,0.2809667673716012,1980.0,0.3575943651797002,0.0435919255305839,12406,0.1338800041074522,0.3096059215870611,1.4343922570641439,0.07662759780809902
CONCEPCION,ALEJANDRO  GUILLIER ALVAREZ,18008.0,0.18789061277297248,44174.0,0.4362390258836077,0.0511542284535243,199158,0.1093322942628359,0.2336373359296408,1.645042634475649,0.2483484131106352
CONCEPCION,SEBASTIAN PIÑERA ECHENIQUE,35400.0,0.3693540477656167,57087.0,0.5637609741163923,0.0706949936648447,199158,0.1093322942628359,0.2336373359296408,1.645042634475649,0.19440692635077556
CONCHALI,ALEJANDRO  GUILLIER ALVAREZ,14884.0,0.2704952294411631,30608.0,0.5305414962213132,0.043821114603245,120866,0.1244445433199645,0.23394665239314416,1.607154721667808,0.2600462667801501
CONCHALI,SEBASTIAN PIÑERA ECHENIQUE,17226.0,0.31305770104497954,27084.0,0.4694585037786868,0.0531070132443271,120866,0.1244445433199645,0.23394665239314416,1.607154721667808,0.15640080273370727
CONCON,ALEJANDRO  GUILLIER ALVAREZ,2982.0,0.14693998226076674,7509.0,0.3575714285714286,0.0523975843192588,35636,0.08184432292608097,0.27860499926725113,1.516430698989149,0.21063144631066186
CONCON,SEBASTIAN PIÑERA ECHENIQUE,9093.0,0.4480634670345915,13491.0,0.6424285714285715,0.0691727455574778,35636,0.08184432292608097,0.27860499926725113,1.516430698989149,0.19436510439397997
CONSTITUCION,ALEJANDRO  GUILLIER ALVAREZ,4648.0,0.2645418326693227,8676.0,0.44825626453112893,0.063393701522346,38901,0.1120622810606706,0.24520589728248562,1.5974927470122242,0.18371443186180625
CONSTITUCION,SEBASTIAN PIÑERA ECHENIQUE,6512.0,0.37063175867956744,10679.0,0.5517437354688711,0.0549613988666148,38901,0.1120622810606706,0.24520589728248562,1.5974927470122242,0.18111197678930369
CONTULMO,ALEJANDRO  GUILLIER ALVAREZ,777.0,0.30650887573964497,1202.0,0.3891226934282939,0.0479168377943968,5834,0.1682856500565809,0.32687417574081207,1.3817479013585952,0.08261381768864895
CONTULMO,SEBASTIAN PIÑERA ECHENIQUE,1189.0,0.4690335305719921,1887.0,0.610877306571706,0.0419981950382606,5834,0.1682856500565809,0.32687417574081207,1.3817479013585952,0.14184377599971393
COPIAPO,ALEJANDRO  GUILLIER ALVAREZ,11497.0,0.22391228138511277,21269.0,0.4048539069191967,0.0643315252741656,117897,0.08633782300382041,0.2861193118745798,1.4687274900428016,0.18094162553408394
COPIAPO,SEBASTIAN PIÑERA ECHENIQUE,22298.0,0.434269465975928,31266.0,0.5951460930808032,0.0815081248345716,117897,0.08633782300382041,0.2861193118745798,1.4687274900428016,0.16087662710487521
COQUIMBO,ALEJANDRO  GUILLIER ALVAREZ,14700.0,0.2169037360561884,31051.0,0.4463274399885008,0.0646786357608045,156212,0.107583661103928,0.2514080418176984,1.566775324881285,0.22942370393231237
COQUIMBO,SEBASTIAN PIÑERA ECHENIQUE,25794.0,0.3805996576757363,38519.0,0.5536725600114992,0.0783348157925409,156212,0.107583661103928,0.2514080418176984,1.566775324881285,0.17307290233576295
CORONEL,ALEJANDRO  GUILLIER ALVAREZ,10941.0,0.26674305775653995,19562.0,0.4658839219795661,0.0743677163462581,86427,0.1381523617193343,0.20605540524394872,1.7102362573565544,0.19914086422302613
CORONEL,SEBASTIAN PIÑERA ECHENIQUE,10540.0,0.2569666235950947,22427.0,0.5341160780204339,0.057289085212812,86427,0.1381523617193343,0.20605540524394872,1.7102362573565544,0.2771494544253392
CORRAL,ALEJANDRO  GUILLIER ALVAREZ,984.0,0.3898573692551506,1691.0,0.6326225215114104,0.058606465037128,5397,0.1542855394677075,0.2592154932301255,1.5488950965030766,0.24276515225625983
CORRAL,SEBASTIAN PIÑERA ECHENIQUE,630.0,0.24960380348652933,982.0,0.3673774784885896,0.04732470585395,5397,0.1542855394677075,0.2592154932301255,1.5488950965030766,0.11777367500206026
COYHAIQUE,ALEJANDRO  GUILLIER ALVAREZ,5876.0,0.28207959291440643,10970.0,0.5188478456226647,0.0540044340732626,52542,0.05849552755128693,0.22789595821991437,1.6329814129658218,0.2367682527082583
COYHAIQUE,SEBASTIAN PIÑERA ECHENIQUE,6672.0,0.32029187268974124,10173.0,0.4811521543773353,0.0704737300855273,52542,0.05849552755128693,0.22789595821991437,1.6329814129658218,0.16086028168759403
CUNCO,ALEJANDRO  GUILLIER ALVAREZ,1666.0,0.2254702936797943,3277.0,0.38607445805843543,0.0393622396727372,19463,0.2074481008814761,0.28344022594075635,1.5108414041152984,0.16060416437864114
CUNCO,SEBASTIAN PIÑERA ECHENIQUE,3342.0,0.4522939504669103,5211.0,0.6139255419415646,0.07850362586254,19463,0.2074481008814761,0.28344022594075635,1.5108414041152984,0.16163159147465428
CURACAUTIN,ALEJANDRO  GUILLIER ALVAREZ,1363.0,0.1941042438051837,2795.0,0.3475071490737287,0.0508573564363719,20745,0.2011994188839145,0.29516794716300754,1.5048206315579398,0.153402905268545
CURACAUTIN,SEBASTIAN PIÑERA ECHENIQUE,3367.0,0.4794930219310738,5248.0,0.6524928509262713,0.0739621924639342,20745,0.2011994188839145,0.29516794716300754,1.5048206315579398,0.1729998289951975
CURACAVI,ALEJANDRO  GUILLIER ALVAREZ,2916.0,0.23854712041884818,6029.0,0.46441226313356954,0.0661829375145911,24246,0.09549868358817849,0.25263062343240317,1.5705010297161084,0.22586514271472136
CURACAVI,SEBASTIAN PIÑERA ECHENIQUE,4713.0,0.3855530104712042,6953.0,0.5355877368664305,0.0758506873706616,24246,0.09549868358817849,0.25263062343240317,1.5705010297161084,0.15003472639522625
CURACO DE VELEZ,ALEJANDRO  GUILLIER ALVAREZ,370.0,0.2805155420773313,963.0,0.5671378091872792,0.0368396523710511,3636,0.1462712326671376,0.2487680779141503,1.577511291888109,0.28662226710994787
CURACO DE VELEZ,SEBASTIAN PIÑERA ECHENIQUE,480.0,0.3639120545868082,735.0,0.43286219081272087,0.058302623837359,3636,0.1462712326671376,0.2487680779141503,1.577511291888109,0.06895013622591267
CURANILAHUE,ALEJANDRO  GUILLIER ALVAREZ,3984.0,0.2988074701867547,6511.0,0.44696917690670696,0.0715310923893298,30333,0.1368396232140789,0.22789557401126587,1.6488832922408687,0.14816170671995227
CURANILAHUE,SEBASTIAN PIÑERA ECHENIQUE,4088.0,0.3066076651916298,8056.0,0.5530308230932931,0.0454557905770896,30333,0.1368396232140789,0.22789557401126587,1.6488832922408687,0.2464231579016633
CURARREHUE,ALEJANDRO  GUILLIER ALVAREZ,567.0,0.19491234101065658,1155.0,0.3353658536585366,0.0376213270268015,7952,0.2476218022398686,0.3481896902265477,1.3750496474049299,0.14045351264788003
CURARREHUE,SEBASTIAN PIÑERA ECHENIQUE,1566.0,0.5383293227913373,2289.0,0.6646341463414634,0.0815860271956603,7952,0.2476218022398686,0.3481896902265477,1.3750496474049299,0.12630482355012618
CUREPTO,ALEJANDRO  GUILLIER ALVAREZ,1414.0,0.31940365936299975,2693.0,0.5269027587556251,0.0566973036227211,10152,0.1275885562997483,0.2727283024996672,1.5176514810483719,0.20749909939262534
CUREPTO,SEBASTIAN PIÑERA ECHENIQUE,1690.0,0.3817483623221143,2418.0,0.47309724124437486,0.0620471425505917,10152,0.1275885562997483,0.2727283024996672,1.5176514810483719,0.09134887892226057
CURICO,ALEJANDRO  GUILLIER ALVAREZ,13185.0,0.2347714606221399,26229.0,0.4470674461811178,0.0703457505804413,112702,0.1010600991607528,0.23755010078015618,1.6140707620366446,0.2122959855589779
CURICO,SEBASTIAN PIÑERA ECHENIQUE,20480.0,0.36466587133419986,32440.0,0.5529325538188822,0.0645904095014113,112702,0.1010600991607528,0.23755010078015618,1.6140707620366446,0.1882666824846823
DALCAHUE,ALEJANDRO  GUILLIER ALVAREZ,944.0,0.232684249445403,2367.0,0.5004228329809726,0.0552917255880514,11537,0.1179428822520927,0.2437733945212202,1.595835433514459,0.26773858353556956
