commune,candidate,value,rate_x,votes,rate_y,divisiveness,voters,hhi,entropy,growth
ITABORAÍ,JAIR MESSIAS BOLSONARO,68150,0.5732334065120661,75544,0.6601765271344927,0.0311904089110485,118887,0.38941502423708696,1.3042821901676322,0.0869431206224266
ITABUNA,FERNANDO HADDAD,37980,0.3657092236141469,53396,0.5131073185731857,0.0206617067176367,103853,0.3169528292968651,1.403043851000008,0.14739809495903877
ITABUNA,JAIR MESSIAS BOLSONARO,42190,0.4062472918452043,50668,0.48689268142681424,0.0188091005204927,103853,0.3169528292968651,1.403043851000008,0.08064538958160994
ITAJAÍ,FERNANDO HADDAD,10890,0.09674582233948989,20584,0.18636487098234494,0.0222483140898492,112563,0.5182784305935207,1.1315694268192853,0.08961904864285505
ITAJAÍ,JAIR MESSIAS BOLSONARO,79618,0.7073194566598261,89866,0.813635129017655,0.0111116547284362,112563,0.5182784305935207,1.1315694268192853,0.1063156723578289
ITAJÁ,FERNANDO HADDAD,3421,0.4671582684692066,4593,0.6467192340185863,0.240501434074606,7323,0.3333589177808535,1.3301943318204275,0.17956096554937973
ITAJÁ,JAIR MESSIAS BOLSONARO,2196,0.29987709954936503,2509,0.35328076598141367,0.2355239156872308,7323,0.3333589177808535,1.3301943318204275,0.053403666432048635
ITAMBÉ,FERNANDO HADDAD,18243,0.5804696449026346,22227,0.6784798534798535,0.2489043826170676,31428,0.42393043972708755,1.1522510590194042,0.09801020857721887
ITAMBÉ,JAIR MESSIAS BOLSONARO,8967,0.2853188239786178,10533,0.32152014652014654,0.1746026932462432,31428,0.42393043972708755,1.1522510590194042,0.036201322541528747
ITAPEVA,FERNANDO HADDAD,7035,0.12957232843408112,13178,0.2569361851469126,0.0298698618485159,54294,0.3664034225246122,1.3465368756244729,0.12736385671283146
ITAPEVA,JAIR MESSIAS BOLSONARO,30014,0.5528050981692268,38111,0.7430638148530874,0.0592161334081231,54294,0.3664034225246122,1.3465368756244729,0.19025871668386052
ITAPIRANGA,FERNANDO HADDAD,4814,0.32213597430406854,5467,0.3848644843365012,0.2366947888947594,14944,0.37674777234007684,1.2833951955295322,0.06272851003243268
ITAPIRANGA,JAIR MESSIAS BOLSONARO,7731,0.5173313704496788,8738,0.6151355156634988,0.1723931997850954,14944,0.37674777234007684,1.2833951955295322,0.09780414521381997
ITAPORANGA,FERNANDO HADDAD,8477,0.4284559009350518,11893,0.6017811061073723,0.3012364581874785,19785,0.31152576576769897,1.3846202145393303,0.17332520517232053
ITAPORANGA,JAIR MESSIAS BOLSONARO,6426,0.3247915087187263,7870,0.39821889389262766,0.2211129035753986,19785,0.31152576576769897,1.3846202145393303,0.07342738517390135
ITAQUAQUECETUBA,FERNANDO HADDAD,41213,0.2570687192410132,64242,0.41601046469460706,0.0311180619444007,160319,0.2878689252064542,1.5588904356806792,0.15894174545359385
ITAQUAQUECETUBA,JAIR MESSIAS BOLSONARO,71464,0.44576126348093487,90182,0.583989535305393,0.0188986295233107,160319,0.2878689252064542,1.5588904356806792,0.13822827182445813
JABOATÃO DOS GUARARAPES,FERNANDO HADDAD,106053,0.3391210920637357,175911,0.5338255510137195,0.0568640410047764,312729,0.32073096630267217,1.3945537771794903,0.19470445894998384
JABOATÃO DOS GUARARAPES,JAIR MESSIAS BOLSONARO,135034,0.4317923825420732,153618,0.4661744489862804,0.0379895508882714,312729,0.32073096630267217,1.3945537771794903,0.034382066444207215
JABORANDI,FERNANDO HADDAD,4969,0.5406375802415406,5907,0.6357765579593154,0.3026257560311872,9191,0.39780135494410435,1.196777943728067,0.0951389777177748
JABORANDI,JAIR MESSIAS BOLSONARO,2902,0.31574366227831574,3384,0.3642234420406845,0.2506997836134986,9191,0.39780135494410435,1.196777943728067,0.04847977976236878
JACAREÍ,FERNANDO HADDAD,11821,0.09816231118640127,25569,0.22321062234288658,7.592908834738683e-05,120423,0.3922666479873104,1.3645838632961569,0.1250483111564853
JACAREÍ,JAIR MESSIAS BOLSONARO,71859,0.5967215565132906,88982,0.7767893776571134,0.0074027940894207,120423,0.3922666479873104,1.3645838632961569,0.1800678211438228
JACUTINGA,FERNANDO HADDAD,1714,0.11151594014313598,3076,0.2064706672036515,0.1117138010383096,15370,0.48638216976264087,1.1549387823816661,0.09495472706051553
JACUTINGA,JAIR MESSIAS BOLSONARO,10448,0.6797657774886142,11822,0.7935293327963485,0.0964207187695572,15370,0.48638216976264087,1.1549387823816661,0.1137635553077343
JANDAÍRA,FERNANDO HADDAD,6616,0.6935010482180294,7393,0.8055131837001526,0.1396374560028978,9540,0.5207327197851703,0.9729800001599399,0.11201213548212319
JANDAÍRA,JAIR MESSIAS BOLSONARO,1696,0.17777777777777778,1785,0.19448681629984746,0.0668872637562726,9540,0.5207327197851703,0.9729800001599399,0.016709038522069675
JAPURÁ,FERNANDO HADDAD,2312,0.282640586797066,3313,0.41022783556215947,0.2284615610876552,8180,0.30330838529181436,1.469886320133845,0.12758724876509348
JAPURÁ,JAIR MESSIAS BOLSONARO,3689,0.45097799511002445,4763,0.5897721644378405,0.2740360504065143,8180,0.30330838529181436,1.469886320133845,0.13879416932781607
JARAGUÁ DO SUL,FERNANDO HADDAD,8986,0.09591614542194138,15558,0.16765266867099862,0.0117125375532412,93686,0.5403336472530965,1.0765904283314969,0.07173652324905724
JARAGUÁ DO SUL,JAIR MESSIAS BOLSONARO,67812,0.723822129240228,77241,0.8323473313290014,0.0118126090685274,93686,0.5403336472530965,1.0765904283314969,0.10852520208877336
JARDIM,FERNANDO HADDAD,11166,0.41403092439467537,16828,0.6297432826884215,0.2042377743825983,26969,0.3140873599486985,1.3351712353948963,0.21571235829374613
JARDIM,JAIR MESSIAS BOLSONARO,8570,0.317772257035856,9894,0.3702567173115785,0.3455376244863471,26969,0.3140873599486985,1.3351712353948963,0.05248446027572251
JARDINÓPOLIS,FERNANDO HADDAD,2288,0.11723113183378593,4469,0.23125485122897801,0.1734006216894753,19517,0.4354957776230275,1.2662110267107638,0.11402371939519208
JARDINÓPOLIS,JAIR MESSIAS BOLSONARO,12416,0.6361633447763488,14856,0.768745148771022,0.1166040710490739,19517,0.4354957776230275,1.2662110267107638,0.13258180399467312
JATOBÁ,FERNANDO HADDAD,9013,0.7671944160708206,10491,0.8600590260698475,0.0022481699419076,11748,0.6100853422960366,0.8345674573420522,0.0928646099990269
JATOBÁ,JAIR MESSIAS BOLSONARO,1523,0.12963908750425604,1707,0.13994097393015248,0.0117622188935528,11748,0.6100853422960366,0.8345674573420522,0.01030188642589644
JEQUIÉ,FERNANDO HADDAD,41572,0.5149638291546923,54000,0.6665679158643164,0.0259781249990236,80728,0.36563546225188653,1.2766833228772203,0.1516040867096241
JEQUIÉ,JAIR MESSIAS BOLSONARO,23811,0.2949534238430284,27012,0.3334320841356836,0.0189909708893694,80728,0.36563546225188653,1.2766833228772203,0.038478660292655176
JI-PARANÁ,FERNANDO HADDAD,10045,0.15566403223306988,14174,0.22608224072479025,0.0040083656115665,64530,0.5062855787880702,1.1033795507303292,0.07041820849172037
JI-PARANÁ,JAIR MESSIAS BOLSONARO,44555,0.6904540523787386,48520,0.7739177592752098,0.0122552922269843,64530,0.5062855787880702,1.1033795507303292,0.0834637068964712
JOINVILLE,FERNANDO HADDAD,26828,0.0839836841001368,53088,0.16818947928679145,0.0260865619400228,319443,0.5345209880490008,1.1091814115961494,0.08420579518665465
JOINVILLE,JAIR MESSIAS BOLSONARO,230200,0.7206293454544316,262556,0.8318105207132086,0.0089494028889619,319443,0.5345209880490008,1.1091814115961494,0.11118117525877702
JOÃO PESSOA,FERNANDO HADDAD,99614,0.24299179408120053,188655,0.4520144238256682,0.0481641359641806,409948,0.33985003767193234,1.3559445766640903,0.20902262974446767
JOÃO PESSOA,JAIR MESSIAS BOLSONARO,204456,0.4987364251075746,228710,0.5479855761743319,0.0169016091587271,409948,0.33985003767193234,1.3559445766640903,0.04924915106675726
JUAZEIRO,FERNANDO HADDAD,64226,0.5739229896253139,79982,0.6971810114886421,0.0434149347167788,111907,0.4151179978296575,1.1531272126858298,0.12325802186332824
JUAZEIRO,JAIR MESSIAS BOLSONARO,30805,0.2752732179398965,34740,0.3028189885113579,0.0253809359532735,111907,0.4151179978296575,1.1531272126858298,0.027545770571461403
JUAZEIRO DO NORTE,FERNANDO HADDAD,44067,0.33284741000347445,101288,0.7611003824738317,0.0138518033077876,132394,0.3403129893978176,1.2413633312878882,0.42825297247035726
JUAZEIRO DO NORTE,JAIR MESSIAS BOLSONARO,24955,0.18849041497348823,31793,0.23889961752616828,0.0144445177690759,132394,0.3403129893978176,1.2413633312878882,0.050409202552680055
JUIZ DE FORA,FERNANDO HADDAD,66616,0.23322071874945297,132237,0.4764095543466513,0.0288395565162179,285635,0.30435676056949323,1.466172431218105,0.2431888355971983
JUIZ DE FORA,JAIR MESSIAS BOLSONARO,129897,0.454765697481051,145333,0.5235904456533487,0.0184597162661373,285635,0.30435676056949323,1.466172431218105,0.06882474817229767
JUNDIAÍ,FERNANDO HADDAD,21448,0.09326312219260521,48827,0.21997116727485697,0.0142060623631967,229973,0.41482412794446655,1.3226446298393082,0.12670804508225175
JUNDIAÍ,JAIR MESSIAS BOLSONARO,142656,0.6203162980002,173143,0.780028832725143,0.0064265030413034,229973,0.41482412794446655,1.3226446298393082,0.15971253472494296
JUNDIÁ,FERNANDO HADDAD,2757,0.5115976990165151,3378,0.6627427898763979,0.0440848910359688,5389,0.3627844270582595,1.2906450657410324,0.1511450908598828
JUNDIÁ,JAIR MESSIAS BOLSONARO,1594,0.2957877157172017,1719,0.3372572101236021,0.0313123434162334,5389,0.3627844270582595,1.2906450657410324,0.04146949440640041
JUREMA,FERNANDO HADDAD,7820,0.722201699298116,9381,0.8221014810270791,0.0797814012927509,10828,0.5502123133268713,0.9371156791609164,0.09989978172896319
JUREMA,JAIR MESSIAS BOLSONARO,1463,0.1351126708533432,2030,0.17789851897292086,0.0609340818795697,10828,0.5502123133268713,0.9371156791609164,0.04278584811957767
JUSSARA,FERNANDO HADDAD,11120,0.49470593469169855,13362,0.5919985822515618,0.3438773690012636,22478,0.37983297739943583,1.2374076685074775,0.09729264755986322
JUSSARA,JAIR MESSIAS BOLSONARO,8095,0.3601299047958003,9209,0.4080014177484383,0.283412694405416,22478,0.37983297739943583,1.2374076685074775,0.04787151295263797
LAGES,FERNANDO HADDAD,13817,0.15323448191728864,23459,0.2617315630927145,0.0556954027234048,90169,0.4330104712656825,1.2732046584190204,0.10849708117542586
LAGES,JAIR MESSIAS BOLSONARO,56922,0.6312812607437146,66171,0.7382684369072855,0.0560605387564526,90169,0.4330104712656825,1.2732046584190204,0.1069871761635709
LAGOA GRANDE,FERNANDO HADDAD,11574,0.6318030460177957,13588,0.7488564342794158,0.1870831545968145,18319,0.4552115398007009,1.1094629099986753,0.11705338826162015
LAGOA GRANDE,JAIR MESSIAS BOLSONARO,3958,0.21605982859326384,4557,0.25114356572058416,0.1776185777478204,18319,0.4552115398007009,1.1094629099986753,0.035083737127320325
LAGOA SANTA,FERNANDO HADDAD,4758,0.14012663819761448,9431,0.2918097713419351,0.106633827784152,33955,0.4124406749766972,1.3082315918766403,0.1516831331443206
LAGOA SANTA,JAIR MESSIAS BOLSONARO,20773,0.6117802974525107,22888,0.7081902286580649,0.0341276710600263,33955,0.4124406749766972,1.3082315918766403,0.09640993120555419
LAJEADO,FERNANDO HADDAD,9816,0.19725895261444476,13979,0.2929686681337106,0.1597960262896511,49762,0.415000900851697,1.2653808973573983,0.09570971551926583
LAJEADO,JAIR MESSIAS BOLSONARO,30113,0.605140468630682,33736,0.7070313318662894,0.1019421267864814,49762,0.415000900851697,1.2653808973573983,0.10189086323560737
LARANJAL,FERNANDO HADDAD,3608,0.4760522496371553,4166,0.5638873849485653,0.1657407871497746,7579,0.3680019900684249,1.2512986221002702,0.08783513531140996
LARANJAL,JAIR MESSIAS BOLSONARO,2780,0.3668030083124423,3222,0.4361126150514348,0.1771014176131468,7579,0.3680019900684249,1.2512986221002702,0.0693096067389925
LIMEIRA,FERNANDO HADDAD,14451,0.09088050512228714,27257,0.1762701122665425,0.0145579030825427,159011,0.5146555163850468,1.1271485907109842,0.08538960714425535
LIMEIRA,JAIR MESSIAS BOLSONARO,111964,0.7041273874134494,127375,0.8237298877334575,0.0030117775616525,159011,0.5146555163850468,1.1271485907109842,0.11960250032000808
LONDRINA,FERNANDO HADDAD,18939,0.06628239049178951,56111,0.19579250760684477,0.0159514699991814,285732,0.44638115963331626,1.3067182034954856,0.12951011711505528
LONDRINA,JAIR MESSIAS BOLSONARO,186109,0.6513411168507552,230473,0.8042074923931553,0.0180741350582673,285732,0.44638115963331626,1.3067182034954856,0.1528663755424
MACAPÁ,FERNANDO HADDAD,58770,0.2465381049664193,98083,0.4485106499730207,0.0262575516736492,238381,0.2845395634820559,1.5845081634399043,0.2019725450066014
MACAPÁ,JAIR MESSIAS BOLSONARO,106017,0.44473762590139315,120603,0.5514893500269793,0.0110101441032723,238381,0.2845395634820559,1.5845081634399043,0.10675172412558614
MACAÉ,FERNANDO HADDAD,19150,0.1766849656317756,36212,0.3500942620969691,0.0273713279747314,108385,0.36892981438732964,1.3667934567502675,0.17340929646519349
MACAÉ,JAIR MESSIAS BOLSONARO,60503,0.5582230013378235,67223,0.6499057379030309,0.008905278203908,108385,0.36892981438732964,1.3667934567502675,0.09168273656520731
MACEIÓ,FERNANDO HADDAD,85734,0.19707062766353595,166838,0.3836546974348361,0.0306065412564159,435042,0.33546630739788674,1.4656622029091593,0.18658406977130015
MACEIÓ,JAIR MESSIAS BOLSONARO,227491,0.5229173275224002,268027,0.616345302565164,0.0189808458140867,435042,0.33546630739788674,1.4656622029091593,0.09342797504276379
MAGÉ,FERNANDO HADDAD,24330,0.19526641465822359,37416,0.3094123678944148,0.0269510946867033,124599,0.42236928617829045,1.242931276638842,0.1141459532361912
MAGÉ,JAIR MESSIAS BOLSONARO,76079,0.6105907752068637,83510,0.6905876321055853,0.0277001445567056,124599,0.42236928617829045,1.242931276638842,0.0799968568987216
MANAUS,FERNANDO HADDAD,247946,0.2290968292746028,358364,0.3428129750144208,0.0595040199859751,1082276,0.39058856048610574,1.3220643501238867,0.11371614573981803
MANAUS,JAIR MESSIAS BOLSONARO,620178,0.5730312785278432,686999,0.6571870249855791,0.03940430051432,1082276,0.39058856048610574,1.3220643501238867,0.08415574645773594
MARABÁ,FERNANDO HADDAD,40736,0.3483227731746317,48278,0.4409030301923323,0.0016572394595291,116949,0.36915281192863564,1.276749843400685,0.09258025701770062
MARABÁ,JAIR MESSIAS BOLSONARO,57394,0.4907609299780246,61220,0.5590969698076678,0.0030992314983271,116949,0.36915281192863564,1.276749843400685,0.06833603982964315
MARACANAÚ,FERNANDO HADDAD,35196,0.2835597234978489,74823,0.6068615921164686,0.0261886369747995,124122,0.30136074271040975,1.334646971214817,0.3233018686186197
MARACANAÚ,JAIR MESSIAS BOLSONARO,39878,0.3212806754644624,48472,0.3931384078835314,0.0155571712310894,124122,0.30136074271040975,1.334646971214817,0.07185773241906901
MARAVILHA,FERNANDO HADDAD,6554,0.3286201363818692,8495,0.42624184646261914,0.3065660652528686,19944,0.3600147500848344,1.3106515395651674,0.09762171008074993
MARAVILHA,JAIR MESSIAS BOLSONARO,9852,0.49398315282791816,11435,0.5737581535373808,0.3294806204237114,19944,0.3600147500848344,1.3106515395651674,0.07977500070946264
MARINGÁ,FERNANDO HADDAD,23093,0.10948960481710641,50271,0.2415841298675086,0.0231679880743137,210915,0.40249413624237734,1.363442255065612,0.1320945250504022
MARINGÁ,JAIR MESSIAS BOLSONARO,128477,0.6091411232012897,157818,0.7584158701324913,0.0337066015197137,210915,0.40249413624237734,1.363442255065612,0.14927474693120169
MARÍLIA,FERNANDO HADDAD,9865,0.08111597158268649,23536,0.20003399626041135,0.0038711867870818,121616,0.4698401419776107,1.2127808389771049,0.11891802467772486
MARÍLIA,JAIR MESSIAS BOLSONARO,81202,0.6676917510853835,94124,0.7999660037395886,0.0022843469548316,121616,0.4698401419776107,1.2127808389771049,0.13227425265420512
MASSARANDUBA,FERNANDO HADDAD,5304,0.3005950694247662,7458,0.4059659245550052,0.3589755590073566,17645,0.3872552443860492,1.2469138407481337,0.10537085513023897
MASSARANDUBA,JAIR MESSIAS BOLSONARO,9498,0.5382827996599603,10913,0.5940340754449949,0.3909702420034823,17645,0.3872552443860492,1.2469138407481337,0.05575127578503458
MAUÁ,FERNANDO HADDAD,44804,0.21045313843104282,78638,0.3792945443671109,0.0414544495728735,212893,0.3046698177713617,1.5403484352301076,0.16884140593606808
MAUÁ,JAIR MESSIAS BOLSONARO,103372,0.48555847303575034,128689,0.6207054556328891,0.0343260135435386,212893,0.3046698177713617,1.5403484352301076,0.1351469825971388
MESQUITA,FERNANDO HADDAD,15493,0.15470876646395654,28061,0.28727477477477475,0.1131829930152685,100143,0.45511232818219893,1.184375317385034,0.13256600831081822
MESQUITA,JAIR MESSIAS BOLSONARO,64664,0.6457166252259269,69619,0.7127252252252252,0.0785689757686966,100143,0.45511232818219893,1.184375317385034,0.06700859999929831
MILAGRES,FERNANDO HADDAD,11811,0.5451146905432224,19020,0.8618424033712447,0.1726651073220014,21667,0.40424133283372543,1.116790449364138,0.31672771282802237
MILAGRES,JAIR MESSIAS BOLSONARO,2428,0.11205981446439285,3049,0.13815759662875526,0.0814409086777459,21667,0.40424133283372543,1.116790449364138,0.026097782164362412
MIRADOR,FERNANDO HADDAD,8894,0.7526444952187527,9707,0.817707017100497,0.2117029311578345,11817,0.5924254574512593,0.8769630750316362,0.06506252188174433
MIRADOR,JAIR MESSIAS BOLSONARO,1823,0.15426927308115426,2164,0.182292982899503,0.1696840423985837,11817,0.5924254574512593,0.8769630750316362,0.02802370981834873
MOGI DAS CRUZES,FERNANDO HADDAD,27495,0.12476234123941028,60367,0.2870245340433625,0.028233687101965,220379,0.3255561755773987,1.5156199381152284,0.1622621928039522
MOGI DAS CRUZES,JAIR MESSIAS BOLSONARO,116030,0.5265020714314885,149953,0.7129754659566375,0.0168357181877716,220379,0.3255561755773987,1.5156199381152284,0.186473394525149
MONTE ALEGRE,FERNANDO HADDAD,18317,0.40205891391193643,22424,0.5161943785824451,0.0320873808918131,45558,0.3312227653718077,1.3337578714658131,0.11413546467050867
MONTE ALEGRE,JAIR MESSIAS BOLSONARO,17992,0.3949251503577857,21017,0.48380562141755484,0.0360187805296456,45558,0.3312227653718077,1.3337578714658131,0.08888047105976915
MONTE CASTELO,FERNANDO HADDAD,2158,0.28715901530272786,2763,0.3763279760283302,0.0151552923583287,7515,0.3659787632541526,1.296384995872108,0.08916896072560232
MONTE CASTELO,JAIR MESSIAS BOLSONARO,3912,0.5205588822355289,4579,0.6236720239716699,0.0225240626871386,7515,0.3659787632541526,1.296384995872108,0.10311314173614095
MONTES CLAROS,FERNANDO HADDAD,57604,0.2970503300330033,78142,0.41835937081731644,0.0299971108882378,193920,0.3518225868698024,1.3354612313390868,0.12130904078431315
MONTES CLAROS,JAIR MESSIAS BOLSONARO,96871,0.4995410478547855,108640,0.5816406291826836,0.021959854974464,193920,0.3518225868698024,1.3354612313390868,0.08209958132789807
MORRINHOS,FERNANDO HADDAD,10288,0.27969442405459044,14944,0.4137549144470901,0.1459014037859406,36783,0.3462471743554467,1.3396504570155405,0.13406049039249968
MORRINHOS,JAIR MESSIAS BOLSONARO,18405,0.5003670173721556,21174,0.5862450855529099,0.1723597613862247,36783,0.3462471743554467,1.3396504570155405,0.08587806818075427
MOSSORÓ,FERNANDO HADDAD,39212,0.3017328942103481,77547,0.5922421298629886,0.0017234417899439,129956,0.3048061803904676,1.3190769572734222,0.29050923565264053
MOSSORÓ,JAIR MESSIAS BOLSONARO,44402,0.34166948813444553,53391,0.4077578701370114,0.0046998566983442,129956,0.3048061803904676,1.3190769572734222,0.06608838200256589
MULUNGU,FERNANDO HADDAD,6754,0.5342931730084646,9998,0.7969709047429254,0.1868549976520681,12641,0.38110103789870475,1.1709734414914907,0.26267773173446085
MULUNGU,JAIR MESSIAS BOLSONARO,2156,0.1705561268886955,2547,0.20302909525707452,0.0435008649081921,12641,0.38110103789870475,1.1709734414914907,0.03247296836837901
MUNDO NOVO,FERNANDO HADDAD,11407,0.49770932414154195,13055,0.5794239048422174,0.2395993415241565,22919,0.3849944886881127,1.2020717576813487,0.08171458070067544
MUNDO NOVO,JAIR MESSIAS BOLSONARO,8304,0.36231947292639294,9476,0.4205760951577826,0.2138181532416459,22919,0.3849944886881127,1.2020717576813487,0.058256622231389665
NATAL,FERNANDO HADDAD,94667,0.22814238926899097,195938,0.47020455570807373,0.0435514555797615,414947,0.30645119215050837,1.4280811078281943,0.24206216643908277
NATAL,JAIR MESSIAS BOLSONARO,184303,0.4441603385492605,220770,0.5297954442919263,0.0282285811504977,414947,0.30645119215050837,1.4280811078281943,0.08563510574266575
NATIVIDADE,FERNANDO HADDAD,3765,0.29129593810444876,5287,0.4298373983739837,0.1836963222452881,12925,0.3413918148520889,1.3563491068760336,0.13854146026953496
NATIVIDADE,JAIR MESSIAS BOLSONARO,6322,0.48912959381044485,7013,0.5701626016260163,0.0977470447433493,12925,0.3413918148520889,1.3563491068760336,0.08103300781557143
NAZARÉ,FERNANDO HADDAD,12558,0.6870178893812572,14233,0.7842305361176924,0.0621900968235264,18279,0.5150840378615057,0.9982585093422345,0.09721264673643526
NAZARÉ,JAIR MESSIAS BOLSONARO,3585,0.19612670277367472,3916,0.21576946388230756,0.0416311867090677,18279,0.5150840378615057,0.9982585093422345,0.019642761108632834
NILÓPOLIS,FERNANDO HADDAD,12364,0.1269534859841873,26814,0.2817602925414539,0.016337576935036,97390,0.4649059869093241,1.170653500631439,0.1548068065572666
NILÓPOLIS,JAIR MESSIAS BOLSONARO,63845,0.655560119108738,68352,0.7182397074585462,0.0181120991484368,97390,0.4649059869093241,1.170653500631439,0.06267958834980814
NITERÓI,FERNANDO HADDAD,42184,0.14376024509854038,105606,0.3753732192111923,0.0351732884397603,293433,0.353093141799044,1.3905392629024902,0.23161297411265194
NITERÓI,JAIR MESSIAS BOLSONARO,156681,0.5339583482430401,175730,0.6246267807888077,0.0452974471071748,293433,0.353093141799044,1.3905392629024902,0.09066843254576762
NOVA AURORA,FERNANDO HADDAD,2394,0.27238593696666286,3172,0.3627630375114364,0.0692920461560059,8789,0.37181618833034563,1.313101927952265,0.09037710054477355
NOVA AURORA,JAIR MESSIAS BOLSONARO,4726,0.5377176015473888,5572,0.6372369624885635,0.096072353186438,8789,0.37181618833034563,1.313101927952265,0.09951936094117475
NOVA FRIBURGO,FERNANDO HADDAD,10292,0.10194136291600633,26805,0.27167963999027,0.0035456487670543,100960,0.43380275975045274,1.2615628584876262,0.16973827707426367
NOVA FRIBURGO,JAIR MESSIAS BOLSONARO,63477,0.6287341521394612,71859,0.72832036000973,0.0241024092432926,100960,0.43380275975045274,1.2615628584876262,0.09958620787026884
NOVA FÁTIMA,FERNANDO HADDAD,4618,0.48472761624855676,5437,0.578896933560477,0.2704415155160567,9527,0.361834241076631,1.2820005986309935,0.09416931731192024
NOVA FÁTIMA,JAIR MESSIAS BOLSONARO,3259,0.3420804030649732,3955,0.421103066439523,0.2375675052073859,9527,0.361834241076631,1.2820005986309935,0.07902266337454977
NOVA IGUAÇU,FERNANDO HADDAD,60602,0.1475926868532378,110820,0.27519450107649174,0.019261844218353,410603,0.4585901822721958,1.1891337338246175,0.12760181422325395
NOVA IGUAÇU,JAIR MESSIAS BOLSONARO,267051,0.6503873571308539,291877,0.7248054989235082,0.0086369989828245,410603,0.4585901822721958,1.1891337338246175,0.07441814179265427
NOVA OLINDA,FERNANDO HADDAD,9894,0.5492394804041302,14208,0.7696641386782231,0.1520654839796634,18014,0.385944044926926,1.1829052093690375,0.22042465827409297
NOVA OLINDA,JAIR MESSIAS BOLSONARO,3670,0.20373043188631065,4252,0.2303358613217768,0.1716093179753472,18014,0.385944044926926,1.1829052093690375,0.02660542943546615
NOVA OLÍMPIA,FERNANDO HADDAD,3950,0.34971226206285966,5132,0.44836624148174037,0.1195500940634618,11295,0.35741839096812295,1.336396324224309,0.09865397941888071
NOVA OLÍMPIA,JAIR MESSIAS BOLSONARO,5410,0.47897299690128375,6314,0.5516337585182597,0.081552642239334,11295,0.35741839096812295,1.336396324224309,0.07266076161697593
NOVA SANTA RITA,FERNANDO HADDAD,5875,0.36477089283496833,7329,0.4674107142857143,0.4144390555923992,16106,0.357042176605692,1.2958397707638163,0.10263982145074596
NOVA SANTA RITA,JAIR MESSIAS BOLSONARO,7473,0.4639885756860797,8351,0.5325892857142858,0.3594719826451295,16106,0.357042176605692,1.2958397707638163,0.06860071002820606
NOVA UNIÃO,FERNANDO HADDAD,2896,0.3829168319449954,3478,0.48332406892718177,0.0148665391152324,7563,0.35001646620588567,1.322730327231711,0.1004072369821864
NOVA UNIÃO,JAIR MESSIAS BOLSONARO,3344,0.442152584953061,3718,0.5166759310728183,0.0870067093010258,7563,0.35001646620588567,1.322730327231711,0.0745233461197573
NOVA VENEZA,FERNANDO HADDAD,2417,0.16057666755248473,3567,0.2403800795201833,0.1184966382669835,15052,0.4935833392948911,1.1055792221611678,0.07980341196769858
NOVA VENEZA,JAIR MESSIAS BOLSONARO,10224,0.6792452830188679,11272,0.7596199204798167,0.1606165998799248,15052,0.4935833392948911,1.1055792221611678,0.08037463746094886
NOVO HAMBURGO,FERNANDO HADDAD,19807,0.14318865305650338,32641,0.24539337668683983,0.038879034158821,138328,0.43601386947636583,1.2590259319312553,0.10220472363033645
NOVO HAMBURGO,JAIR MESSIAS BOLSONARO,87758,0.6344196402752877,100374,0.7546066233131602,0.0075275667326369,138328,0.43601386947636583,1.2590259319312553,0.12018698303787245
NOVO HORIZONTE,FERNANDO HADDAD,8153,0.28392826049103254,10429,0.3707166216408361,0.3017408386560775,28715,0.3600609325393944,1.3061885377047422,0.08678836114980354
NOVO HORIZONTE,JAIR MESSIAS BOLSONARO,14838,0.5167334145916769,17703,0.6292833783591639,0.2531152531277856,28715,0.3600609325393944,1.3061885377047422,0.11254996376748705
NOVO SANTO ANTÔNIO,FERNANDO HADDAD,2776,0.651796196290209,3007,0.7792174138377818,0.2258108995250305,4259,0.4726523355841457,1.0731579437761658,0.12742121754757274
NOVO SANTO ANTÔNIO,JAIR MESSIAS BOLSONARO,824,0.19347264616107068,852,0.2207825861622182,0.2365621430734133,4259,0.4726523355841457,1.0731579437761658,0.027309940001147504
OLINDA,FERNANDO HADDAD,74558,0.3456319681060659,127824,0.5651303136812786,0.0636271968394223,215715,0.3082777649081369,1.4180319369365237,0.21949834557521275
OLINDA,JAIR MESSIAS BOLSONARO,86808,0.40241985953688897,98361,0.4348696863187214,0.0202927201517595,215715,0.3082777649081369,1.4180319369365237,0.03244982678183245
OSASCO,FERNANDO HADDAD,75986,0.18845079783936072,143603,0.36861735442998983,0.0706653977332214,403214,0.29407542691959776,1.5781527447449308,0.1801665565906291
OSASCO,JAIR MESSIAS BOLSONARO,193461,0.4797973284657775,245969,0.6313826455700101,0.0499702749236824,403214,0.29407542691959776,1.5781527447449308,0.15158531710423262
OURO BRANCO,FERNANDO HADDAD,10853,0.35159388363353633,16414,0.5437980386959979,0.2579168782159674,30868,0.2928893371817738,1.462975435691497,0.19220415506246152
OURO BRANCO,JAIR MESSIAS BOLSONARO,11606,0.3759880782687573,13770,0.45620196130400215,0.185368029112151,30868,0.2928893371817738,1.462975435691497,0.08021388303524485
OURO VERDE,FERNANDO HADDAD,1992,0.34904503241633084,2469,0.437921248669741,0.0308386245357196,5707,0.3521646968642686,1.3096032663272725,0.08887621625341019
