commune,candidate,value,rate_x,votes,rate_y,divisiveness,voters,hhi,entropy,growth
CANTAGALO,FERNANDO HADDAD,6331,0.32055696202531647,8826,0.46175578110285653,0.2023815926505307,19750,0.3215369229290178,1.4274396802399218,0.14119881907754006
CANTAGALO,JAIR MESSIAS BOLSONARO,8933,0.4523037974683544,10288,0.5382442188971435,0.1710008573887837,19750,0.3215369229290178,1.4274396802399218,0.08594042142878905
CANÁPOLIS,FERNANDO HADDAD,7065,0.605917667238422,7972,0.6929763560500696,0.2509044878294902,11660,0.4406886512949817,1.1049115446273439,0.08705868881164758
CANÁPOLIS,JAIR MESSIAS BOLSONARO,3020,0.25900514579759865,3532,0.3070236439499305,0.1527160655936775,11660,0.4406886512949817,1.1049115446273439,0.048018498152331834
CAPANEMA,FERNANDO HADDAD,21406,0.4334163477697463,25790,0.5512214931498066,0.034547213835367,49389,0.3359641553674009,1.352065182917885,0.11780514538006032
CAPANEMA,JAIR MESSIAS BOLSONARO,18127,0.3670250460628885,20997,0.44877850685019344,0.069611469406662,49389,0.3359641553674009,1.352065182917885,0.08175346078730494
CAPELA,FERNANDO HADDAD,13571,0.5419728434504792,16463,0.6820083682008368,0.0841235614702722,25040,0.3801810266512876,1.2825875882816653,0.14003552475035752
CAPELA,JAIR MESSIAS BOLSONARO,6933,0.2768769968051118,7676,0.3179916317991632,0.0732001927975765,25040,0.3801810266512876,1.2825875882816653,0.04111463499405138
CARACOL,FERNANDO HADDAD,5685,0.6189439303211758,6383,0.7222222222222222,0.335382500346391,9185,0.44843421485825297,1.1114129288109351,0.10327829190104643
CARACOL,JAIR MESSIAS BOLSONARO,2238,0.24365813826891672,2455,0.2777777777777778,0.3019450302794244,9185,0.44843421485825297,1.1114129288109351,0.03411963950886107
CARAPICUÍBA,FERNANDO HADDAD,47542,0.23470692489595624,80671,0.4114733695818499,0.0387156780559089,202559,0.28116293403963905,1.582554471474144,0.17676644468589364
CARAPICUÍBA,JAIR MESSIAS BOLSONARO,90375,0.446166302163814,115383,0.5885266304181501,0.0106687043144673,202559,0.28116293403963905,1.582554471474144,0.14236032825433614
CARATINGA,FERNANDO HADDAD,10563,0.2614409821052892,14556,0.379388537024005,0.0048494343599167,40403,0.36098566857726316,1.3392337549605897,0.11794755491871578
CARATINGA,JAIR MESSIAS BOLSONARO,21375,0.5290448729054773,23811,0.620611462975995,0.0086483384396729,40403,0.36098566857726316,1.3392337549605897,0.0915665900705177
CARAÚBAS,FERNANDO HADDAD,9300,0.5616959594129372,13363,0.8056309157774161,0.1018406375196178,16557,0.39989993734785034,1.1478420810035115,0.24393495636447893
CARAÚBAS,JAIR MESSIAS BOLSONARO,2664,0.1608987135350607,3224,0.19436908422258395,0.0054509870386526,16557,0.39989993734785034,1.1478420810035115,0.03347037068752326
CARIACICA,FERNANDO HADDAD,50112,0.25641261800598664,76814,0.39588111300655043,0.0456361639466773,195435,0.34738939401832236,1.40993446088475,0.1394684950005638
CARIACICA,JAIR MESSIAS BOLSONARO,101401,0.5188476987233607,117219,0.6041188869934496,0.0409987337483888,195435,0.34738939401832236,1.40993446088475,0.08527118827008895
CARUARU,FERNANDO HADDAD,50304,0.3188661185732668,90803,0.5396652759452745,0.1455813475929251,157759,0.3112529897372831,1.3725263871500135,0.22079915737200767
CARUARU,JAIR MESSIAS BOLSONARO,65569,0.4156276345565071,77455,0.4603347240547255,0.0919792693031022,157759,0.3112529897372831,1.3725263871500135,0.04470708949821839
CASCAVEL,FERNANDO HADDAD,43397,0.20620854161519017,81188,0.3824841589522531,0.0765099482911922,210452,0.34443037584909975,1.4081678793058372,0.1762756173370629
CASCAVEL,JAIR MESSIAS BOLSONARO,110783,0.5264050709900595,131077,0.6175158410477469,0.215103449764079,210452,0.34443037584909975,1.4081678793058372,0.09111077005768742
CASTANHAL,FERNANDO HADDAD,26533,0.26526633607934097,42925,0.4518801583291224,0.0417343385543343,100024,0.2883321687510666,1.526503776716594,0.18661382224978146
CASTANHAL,JAIR MESSIAS BOLSONARO,43161,0.4315064384547709,52067,0.5481198416708776,0.0284491608433307,100024,0.2883321687510666,1.526503776716594,0.11661340321610669
CATANDUVAS,FERNANDO HADDAD,3227,0.2963813372520206,4054,0.37134743977283136,0.0148106357348997,10888,0.3843045259164044,1.2812233342412276,0.07496610252081076
CATANDUVAS,JAIR MESSIAS BOLSONARO,5877,0.5397685525349009,6863,0.6286525602271686,0.0433422958772244,10888,0.3843045259164044,1.2812233342412276,0.08888400769226779
CAUCAIA,FERNANDO HADDAD,55890,0.3271884275168453,107263,0.6332085763536329,0.0804675973978394,170819,0.2981579808617247,1.3482510942896921,0.30602014883678763
CAUCAIA,JAIR MESSIAS BOLSONARO,50363,0.2948325420474303,62133,0.3667914236463671,0.0435361472152848,170819,0.2981579808617247,1.3482510942896921,0.07195888159893676
CAXIAS DO SUL,FERNANDO HADDAD,34798,0.13603383840753078,62109,0.24927355915877347,0.0087301450547046,255804,0.4153785928858835,1.327244857396499,0.1132397207512427
CAXIAS DO SUL,JAIR MESSIAS BOLSONARO,158222,0.6185282481900205,187051,0.7507264408412265,0.0121076348955529,255804,0.4153785928858835,1.327244857396499,0.13219819265120603
CEDRAL,FERNANDO HADDAD,4536,0.424878231547396,5251,0.5241565182671192,0.4535226997913154,10676,0.344749767707471,1.317890996526539,0.09927828671972316
CEDRAL,JAIR MESSIAS BOLSONARO,4196,0.39303109778943424,4767,0.4758434817328808,0.3350641726761721,10676,0.344749767707471,1.317890996526539,0.08281238394344659
CEDRO,FERNANDO HADDAD,10720,0.508490655535528,18417,0.8691363850873053,0.2081830944192309,21082,0.39639958377028095,1.1062263004720323,0.3606457295517773
CEDRO,JAIR MESSIAS BOLSONARO,2244,0.10644151408784745,2773,0.13086361491269466,0.0116488446899345,21082,0.39639958377028095,1.1062263004720323,0.024422100824847207
CENTENÁRIO,FERNANDO HADDAD,1718,0.4905768132495717,1907,0.5689140811455847,0.1126001765899251,3502,0.39560668766905166,1.1588934463422447,0.07833726789601303
CENTENÁRIO,JAIR MESSIAS BOLSONARO,1358,0.3877784123358081,1445,0.4310859188544153,0.1182336971606663,3502,0.39560668766905166,1.1588934463422447,0.04330750651860715
CHAPECÓ,FERNANDO HADDAD,31419,0.27425084887790996,40310,0.355260606701567,0.0700122938660504,114563,0.39725725320980937,1.2512491891870836,0.08100975782365705
CHAPECÓ,JAIR MESSIAS BOLSONARO,64335,0.5615687438352697,73156,0.644739393298433,0.0541145664787125,114563,0.39725725320980937,1.2512491891870836,0.08317064946316333
COLINAS,FERNANDO HADDAD,13749,0.6908698055374102,16040,0.7890982437152556,0.4322957794475348,19901,0.516676898923628,1.004703307273262,0.09822843817784543
COLINAS,JAIR MESSIAS BOLSONARO,3696,0.18571931058740768,4287,0.21090175628474442,0.3460824349458752,19901,0.516676898923628,1.004703307273262,0.02518244569733674
COLOMBO,FERNANDO HADDAD,18448,0.16740775694658705,32853,0.29445823735558524,0.017708303701849,110198,0.3810658609743754,1.405578584009727,0.1270504804089982
COLOMBO,JAIR MESSIAS BOLSONARO,64246,0.5830051362093686,78718,0.7055417626444148,0.0081660672870101,110198,0.3810658609743754,1.405578584009727,0.12253662643504626
COLORADO,FERNANDO HADDAD,4373,0.28669769881334817,6292,0.4109195402298851,0.0823021167491982,15253,0.32787215370958855,1.4335164685918065,0.12422184141653692
COLORADO,JAIR MESSIAS BOLSONARO,7369,0.4831180751327608,9020,0.5890804597701149,0.134352411289591,15253,0.32787215370958855,1.4335164685918065,0.10596238463735413
CONCÓRDIA,FERNANDO HADDAD,8410,0.18997492602046578,10815,0.24647887323943662,0.019010448372389,44269,0.47011763132711976,1.1516975548162747,0.05650394721897084
CONCÓRDIA,JAIR MESSIAS BOLSONARO,28991,0.6548826492579457,33063,0.7535211267605634,0.0203631731146951,44269,0.47011763132711976,1.1516975548162747,0.09863847750261767
CONDADO,FERNANDO HADDAD,9502,0.5738269219155746,12955,0.7358704913376881,0.0082643008499939,16559,0.4070386039913621,1.170464039949027,0.1620435694221135
CONDADO,JAIR MESSIAS BOLSONARO,4078,0.24627091007911106,4650,0.26412950866231183,0.0878117478616088,16559,0.4070386039913621,1.170464039949027,0.01785859858320077
CONDE,FERNANDO HADDAD,16040,0.6295874710523217,19162,0.7168992480077818,0.1381631984660538,25477,0.4665855301855628,1.068562102585882,0.08731177695546011
CONDE,JAIR MESSIAS BOLSONARO,6587,0.2585469246771598,7567,0.2831007519922182,0.1167282296869452,25477,0.4665855301855628,1.068562102585882,0.024553827315058396
CONTAGEM,FERNANDO HADDAD,53759,0.16819818720531135,105418,0.34248640359711763,0.0261520959068955,319617,0.35854618469738025,1.4090807972983017,0.17428821639180628
CONTAGEM,JAIR MESSIAS BOLSONARO,176103,0.5509813307802777,202384,0.6575135964028824,0.019535277967631,319617,0.35854618469738025,1.4090807972983017,0.10653226562260476
CORUMBÁ,FERNANDO HADDAD,14576,0.29220375679089067,20013,0.42472410865874366,0.0065932581802818,49883,0.33918563030499005,1.4017605017555583,0.132520351867853
CORUMBÁ,JAIR MESSIAS BOLSONARO,24553,0.4922117755547982,27107,0.5752758913412563,0.0009353612987923,49883,0.33918563030499005,1.4017605017555583,0.08306411578645811
COTIA,FERNANDO HADDAD,23283,0.19192343835006676,43296,0.3739861275470981,0.0126875661335124,121314,0.2819154893827738,1.6043978379919965,0.18206268919703134
COTIA,JAIR MESSIAS BOLSONARO,56314,0.464200339614554,72473,0.6260138724529019,0.0087551945641552,121314,0.2819154893827738,1.6043978379919965,0.16181353283834787
CRICIÚMA,FERNANDO HADDAD,10125,0.09126308104161597,19694,0.18096612053993955,0.0128836890140843,110943,0.5397800030365387,1.0819194217044799,0.08970303949832358
CRICIÚMA,JAIR MESSIAS BOLSONARO,80264,0.7234706110344952,89133,0.8190338794600605,0.0124410068847946,110943,0.5397800030365387,1.0819194217044799,0.09556326842556528
CRUZEIRO DO SUL,FERNANDO HADDAD,9461,0.1768841026791557,11646,0.2366111336854937,0.1564942141823721,53487,0.41818767870988477,1.2635374980804333,0.059727031006338
CRUZEIRO DO SUL,JAIR MESSIAS BOLSONARO,32736,0.6120365696337428,37574,0.7633888663145063,0.1473559212652855,53487,0.41818767870988477,1.2635374980804333,0.15135229668076355
CUIABÁ,FERNANDO HADDAD,70534,0.2117273425868114,109681,0.3306054413156578,0.0418898919261685,333136,0.40568217624567676,1.299750727940002,0.11887809872884639
CUIABÁ,JAIR MESSIAS BOLSONARO,197662,0.593337255655348,222077,0.6693945586843422,0.0323766167480219,333136,0.40568217624567676,1.299750727940002,0.07605730302899416
CURITIBA,FERNANDO HADDAD,96916,0.09278164968982155,241015,0.2345891344297016,0.0315917578965206,1044560,0.415387981055622,1.346207765572704,0.14180748473988006
CURITIBA,JAIR MESSIAS BOLSONARO,648996,0.6213104082101555,786377,0.7654108655702984,0.0211118340971989,1044560,0.415387981055622,1.346207765572704,0.14410045736014288
DAVINÓPOLIS,FERNANDO HADDAD,5217,0.5049849966121382,6464,0.6198695818948984,0.0974421233840001,10331,0.37347648230278024,1.2503333335462299,0.11488458528276013
DAVINÓPOLIS,JAIR MESSIAS BOLSONARO,3415,0.33055851321266094,3964,0.3801304181051017,0.0295783325372264,10331,0.37347648230278024,1.2503333335462299,0.04957190489244073
DIADEMA,FERNANDO HADDAD,71929,0.3074099083698031,108740,0.4799929373855084,0.0666744845200887,233984,0.2769158084718276,1.5750924034712985,0.17258302901570532
DIADEMA,JAIR MESSIAS BOLSONARO,93457,0.39941619939824946,117805,0.5200070626144916,0.0357566313050095,233984,0.2769158084718276,1.5750924034712985,0.12059086321624213
DIVINÓPOLIS,FERNANDO HADDAD,21376,0.17624748524125194,41154,0.3483051923321061,0.0351784442797822,121284,0.3589263532565696,1.378309980061029,0.17205770709085416
DIVINÓPOLIS,JAIR MESSIAS BOLSONARO,66654,0.5495696052241021,77001,0.6516948076678939,0.0337292816327009,121284,0.3589263532565696,1.378309980061029,0.10212520244379175
DOURADINA,FERNANDO HADDAD,2605,0.30446470313230484,3221,0.37934283358850546,0.0502188849745511,8556,0.37868288367089437,1.2888922851707854,0.07487813045620062
DOURADINA,JAIR MESSIAS BOLSONARO,4531,0.5295698924731183,5270,0.6206571664114945,0.0368175205190359,8556,0.37868288367089437,1.2888922851707854,0.09108727393837623
DOURADOS,FERNANDO HADDAD,23394,0.203282905084245,35815,0.31816324355056497,0.0171049315153597,115081,0.3884965557082233,1.328008098748405,0.11488033846631995
DOURADOS,JAIR MESSIAS BOLSONARO,66529,0.5781058558754268,76753,0.681836756449435,0.0047376162502209,115081,0.3884965557082233,1.328008098748405,0.10373090057400813
DUQUE DE CAXIAS,FERNANDO HADDAD,77504,0.1733610398441397,136240,0.3121427278580053,0.0240380864470197,447067,0.42212862084257163,1.2537921172092086,0.1387816880138656
DUQUE DE CAXIAS,JAIR MESSIAS BOLSONARO,274487,0.6139728497070909,300227,0.6878572721419947,0.0332630520965968,447067,0.42212862084257163,1.2537921172092086,0.07388442243490378
ELDORADO,FERNANDO HADDAD,3885,0.29020691715843727,5086,0.39899584215893935,0.0625603033631264,13387,0.3346661178262238,1.3644514975691784,0.10878892500050208
ELDORADO,JAIR MESSIAS BOLSONARO,6428,0.4801673265107941,7661,0.6010041578410606,0.0943136608926522,13387,0.3346661178262238,1.3644514975691784,0.12083683133026657
EMBU DAS ARTES,FERNANDO HADDAD,34247,0.2630620804080316,57509,0.45667071650348207,0.0404201741992066,130186,0.26032621443929,1.6519616529326313,0.19360863609545048
EMBU DAS ARTES,JAIR MESSIAS BOLSONARO,52864,0.4060651682976664,68422,0.543329283496518,0.0352737910857332,130186,0.26032621443929,1.6519616529326313,0.13726411519885157
ENTRE RIOS,FERNANDO HADDAD,16032,0.7050131926121372,18559,0.8098001570817698,0.0382378052471889,22740,0.5282758133897085,1.0172334647034078,0.10478696446963254
ENTRE RIOS,JAIR MESSIAS BOLSONARO,3672,0.16147757255936676,4359,0.19019984291823022,0.0423814969075705,22740,0.5282758133897085,1.0172334647034078,0.02872227035886346
ERECHIM,FERNANDO HADDAD,11201,0.1841603367202657,16527,0.2806561719904223,0.0377667718887193,60822,0.42342148489104176,1.2671940084738507,0.09649583527015662
ERECHIM,JAIR MESSIAS BOLSONARO,37506,0.6166518693893657,42360,0.7193438280095776,0.0442298637842566,60822,0.42342148489104176,1.2671940084738507,0.10269195862021196
ESPERANTINA,FERNANDO HADDAD,16244,0.643428661966252,18678,0.7388449367088608,0.0173835840668793,25246,0.4668694224541514,1.087604321389032,0.09541627474260872
ESPERANTINA,JAIR MESSIAS BOLSONARO,5391,0.21353877842034383,6602,0.26115506329113924,0.0120030864777223,25246,0.4668694224541514,1.087604321389032,0.04761628487079542
ESTRELA DO NORTE,FERNANDO HADDAD,1345,0.35311105276975585,1722,0.46793478260869564,0.0102982931779291,3809,0.3310868312127231,1.3617994054164184,0.11482372983893979
ESTRELA DO NORTE,JAIR MESSIAS BOLSONARO,1671,0.4386978209503807,1958,0.5320652173913043,0.0738898018376602,3809,0.3310868312127231,1.3617994054164184,0.09336739644092362
EUNÁPOLIS,FERNANDO HADDAD,21973,0.39212991880074954,29184,0.5059113129702181,0.161084152191752,56035,0.3597752593299534,1.277245306080649,0.11378139416946853
EUNÁPOLIS,JAIR MESSIAS BOLSONARO,24940,0.4450789685018292,28502,0.4940886870297819,0.1399951224207989,56035,0.3597752593299534,1.277245306080649,0.04900971852795272
FARO,FERNANDO HADDAD,3326,0.6784985720114239,3443,0.7420258620689655,0.4720048729994268,4902,0.5102422828108195,1.0078636257951077,0.06352729005754154
FARO,JAIR MESSIAS BOLSONARO,1067,0.21766625866993064,1197,0.25797413793103446,0.3485855472005822,4902,0.5102422828108195,1.0078636257951077,0.040307879261103824
FEIRA DE SANTANA,FERNANDO HADDAD,138944,0.46009318158488166,194826,0.628507461723584,0.0643920437574943,301991,0.34130635049641994,1.3362948433364952,0.1684142801387023
FEIRA DE SANTANA,JAIR MESSIAS BOLSONARO,102398,0.3390763300893073,115156,0.37149253827641604,0.0439192640849165,301991,0.34130635049641994,1.3362948433364952,0.03241620818710872
FEIRA NOVA,FERNANDO HADDAD,8959,0.5557002853244014,11498,0.6959627141214212,0.1201999622974449,16122,0.3928516867593199,1.2162127815056223,0.14026242879701978
FEIRA NOVA,JAIR MESSIAS BOLSONARO,4284,0.26572385560104206,5023,0.30403728587857876,0.0958168610827703,16122,0.3928516867593199,1.2162127815056223,0.0383134302775367
FILADÉLFIA,FERNANDO HADDAD,8872,0.6523529411764706,10063,0.7458493922324341,0.087200990231306,13600,0.48242775735294113,1.0282067019341805,0.09349645105596349
FILADÉLFIA,JAIR MESSIAS BOLSONARO,3050,0.22426470588235295,3429,0.254150607767566,0.093987765835899,13600,0.48242775735294113,1.0282067019341805,0.029885901885213034
FLORESTA,FERNANDO HADDAD,13894,0.6508033163145814,15999,0.7558463646241792,0.4019348379743064,21349,0.47490870487259695,1.0823244037481838,0.10504304830959776
FLORESTA,JAIR MESSIAS BOLSONARO,4500,0.2107827064499508,5168,0.24415363537582085,0.3223588612067729,21349,0.47490870487259695,1.0823244037481838,0.03337092892587004
FLORIANÓPOLIS,FERNANDO HADDAD,35930,0.13289491204450296,92063,0.35136537984466537,0.0171282228434772,270364,0.3355563162224095,1.4965248430938511,0.2184704678001624
FLORIANÓPOLIS,JAIR MESSIAS BOLSONARO,144293,0.5336990131822285,169952,0.6486346201553346,0.0418731927070559,270364,0.3355563162224095,1.4965248430938511,0.11493560697310612
FORMOSO,FERNANDO HADDAD,3638,0.5136966958486303,3936,0.5975406102930013,0.1027060511469331,7082,0.39195733586331766,1.1824920768581768,0.083843914444371
FORMOSO,JAIR MESSIAS BOLSONARO,2478,0.34990115786500986,2651,0.4024593897069986,0.0540561144317673,7082,0.39195733586331766,1.1824920768581768,0.05255823184198877
FORTALEZA,FERNANDO HADDAD,263009,0.19313505479560694,739265,0.5561318831443364,0.0303564855542539,1361788,0.3172484336883978,1.338758974445531,0.36299682834872943
FORTALEZA,JAIR MESSIAS BOLSONARO,468228,0.3438332545153871,590033,0.4438681168556637,0.0299069395898239,1361788,0.3172484336883978,1.338758974445531,0.10003486234027659
FOZ DO IGUAÇU,FERNANDO HADDAD,23791,0.16912151499210942,42061,0.2970283745039052,0.0309522006047626,140674,0.4216316058279985,1.288092946538371,0.12790685951179576
FOZ DO IGUAÇU,JAIR MESSIAS BOLSONARO,86926,0.6179251318651634,99545,0.7029716254960948,0.0302848690252293,140674,0.4216316058279985,1.288092946538371,0.08504649363093142
FRANCA,FERNANDO HADDAD,19611,0.11178435440844524,41285,0.24607801063347876,0.0148114069169305,175436,0.4030811860534563,1.3332968406240773,0.13429365622503353
FRANCA,JAIR MESSIAS BOLSONARO,106547,0.6073268884379489,126487,0.7539219893665212,0.0107992893122186,175436,0.4030811860534563,1.3332968406240773,0.1465951009285723
FÁTIMA,FERNANDO HADDAD,8524,0.6827392871445734,10362,0.8186127350292305,0.2646619440407114,12485,0.5069672168877382,0.9856393528783887,0.13587344788465705
FÁTIMA,JAIR MESSIAS BOLSONARO,1849,0.14809771726071286,2296,0.18138726497076949,0.2764220878556171,12485,0.5069672168877382,0.9856393528783887,0.03328954771005663
GENERAL CARNEIRO,FERNANDO HADDAD,4470,0.48804454634785455,5260,0.5701278994146975,0.0294305590878772,9159,0.3892207568391685,1.2035959080213845,0.082083353066843
GENERAL CARNEIRO,JAIR MESSIAS BOLSONARO,3516,0.3838847035702588,3966,0.4298721005853024,0.0325610638230192,9159,0.3892207568391685,1.2035959080213845,0.04598739701504362
GOIÂNIA,FERNANDO HADDAD,82778,0.11357671003760827,183731,0.2579564089316201,0.0259736959464037,728829,0.43357228338698434,1.2885132184420993,0.1443796988940118
GOIÂNIA,JAIR MESSIAS BOLSONARO,462411,0.634457465331374,528525,0.7420435910683799,0.0223273502365367,728829,0.43357228338698434,1.2885132184420993,0.10758612573700588
GOVERNADOR VALADARES,FERNANDO HADDAD,27636,0.2015960783741593,38293,0.28930945905107286,0.0610769138582041,137086,0.45667528914253336,1.159592197257186,0.08771338067691356
GOVERNADOR VALADARES,JAIR MESSIAS BOLSONARO,87699,0.6397370993391011,94067,0.7106905409489271,0.0506919249003346,137086,0.45667528914253336,1.159592197257186,0.07095344160982608
GRAVATAÍ,FERNANDO HADDAD,19080,0.13818276626254725,38323,0.28544295312011203,0.0083510337269772,138078,0.3964012573003355,1.3568830156030658,0.14726018685756478
GRAVATAÍ,JAIR MESSIAS BOLSONARO,82551,0.5978577325859297,95935,0.714557046879888,0.0120649241434358,138078,0.3964012573003355,1.3568830156030658,0.1166993142939583
GUARACI,FERNANDO HADDAD,2267,0.2548909377108163,3279,0.3738030095759234,0.0415180968713264,8894,0.34506656592405394,1.3702238582341117,0.1189120718651071
GUARACI,JAIR MESSIAS BOLSONARO,4580,0.5149539015066337,5493,0.6261969904240766,0.0607403759331456,8894,0.34506656592405394,1.3702238582341117,0.11124308891744294
GUARACIABA,FERNANDO HADDAD,5304,0.42242752468939154,6065,0.5074464524765729,0.139386785571799,12556,0.33094328044321303,1.3695839379029566,0.0850189277871814
GUARACIABA,JAIR MESSIAS BOLSONARO,4727,0.37647339917171074,5887,0.49255354752342706,0.2006406687029982,12556,0.33094328044321303,1.3695839379029566,0.11608014835171632
GUARAPUAVA,FERNANDO HADDAD,27638,0.28388302844171454,42173,0.42673560868993293,0.0080475097086528,97357,0.3230461216707584,1.448002149625341,0.1428525802482184
GUARAPUAVA,JAIR MESSIAS BOLSONARO,46556,0.4781987941288248,56654,0.5732643913100671,0.0168528314265434,97357,0.3230461216707584,1.448002149625341,0.0950655971812423
GUARUJÁ,FERNANDO HADDAD,29311,0.18452695726624865,50938,0.3276851422983892,0.0051808451669366,158844,0.356313682366404,1.4342054340031598,0.14315818503214053
GUARUJÁ,JAIR MESSIAS BOLSONARO,87808,0.5527939361889653,104510,0.6723148577016108,0.0046676699278196,158844,0.356313682366404,1.4342054340031598,0.11952092151264548
GUARULHOS,FERNANDO HADDAD,113848,0.18242649933661925,203594,0.3386928002368923,0.0786451414475396,624076,0.3194878860269356,1.5143445892218155,0.15626630090027305
GUARULHOS,JAIR MESSIAS BOLSONARO,318726,0.5107166434857293,397523,0.6613071997631077,0.0583403548119836,624076,0.3194878860269356,1.5143445892218155,0.15059055627737838
GUAÍRA,FERNANDO HADDAD,6656,0.18721872187218722,9745,0.2747702024474144,0.0513180599683606,35552,0.4157855468968364,1.271928493626397,0.08755148057522719
GUAÍRA,JAIR MESSIAS BOLSONARO,21630,0.6084045904590459,25721,0.7252297975525855,0.0225591175379685,35552,0.4157855468968364,1.271928493626397,0.11682520709353961
HIDROLÂNDIA,FERNANDO HADDAD,5431,0.23686161629377644,12717,0.5698091226812438,0.0070500893193576,22929,0.2921608231868023,1.4066651769022016,0.3329475063874674
HIDROLÂNDIA,JAIR MESSIAS BOLSONARO,7872,0.3433206855946618,9601,0.43019087731875616,0.3005703166531362,22929,0.2921608231868023,1.4066651769022016,0.08687019172409438
HUMAITÁ,FERNANDO HADDAD,10801,0.48192932357665536,11625,0.5474194763608966,0.1413664062036551,22412,0.3924420213999607,1.1790831219012563,0.06549015278424125
HUMAITÁ,JAIR MESSIAS BOLSONARO,8850,0.3948777440656791,9611,0.4525805236391034,0.1102493082677966,22412,0.3924420213999607,1.1790831219012563,0.05770277957342429
IBIRITÉ,FERNANDO HADDAD,22299,0.26432203691191636,32827,0.40533665896995813,0.0138744119168451,84363,0.3364474229054794,1.4246446421272154,0.14101462205804177
IBIRITÉ,JAIR MESSIAS BOLSONARO,42300,0.5014046442160662,48160,0.5946633410300418,0.0056732674431523,84363,0.3364474229054794,1.4246446421272154,0.09325869681397558
IGUATU,FERNANDO HADDAD,20316,0.3883695589837701,43214,0.8178583595139861,0.0091322892618135,52311,0.35923866263792525,1.184549616010391,0.429488800530216
IGUATU,JAIR MESSIAS BOLSONARO,7714,0.14746420446942327,9624,0.18214164048601386,0.2081412301611214,52311,0.35923866263792525,1.184549616010391,0.034677436016590596
ILHÉUS,FERNANDO HADDAD,39551,0.45193395417928356,54505,0.6068247606323759,0.0108822671596762,87515,0.3358169881922838,1.3684498937787726,0.15489080645309233
ILHÉUS,JAIR MESSIAS BOLSONARO,30151,0.3445237959206993,35315,0.39317523936762416,0.0187224062466489,87515,0.3358169881922838,1.3684498937787726,0.04865144344692485
IMPERATRIZ,FERNANDO HADDAD,38156,0.2936296615517215,58054,0.45006589658113033,0.0194512570387278,129946,0.3410136800989762,1.3448064541677918,0.15643623502940884
IMPERATRIZ,JAIR MESSIAS BOLSONARO,62868,0.48380096347713664,70936,0.5499341034188697,0.0142613016955544,129946,0.3410136800989762,1.3448064541677918,0.06613313994173309
INAJÁ,FERNANDO HADDAD,8756,0.7734982332155477,10084,0.8690855813151771,0.2900990327835409,11320,0.6163297238072644,0.8438053625203655,0.09558734809962943
INAJÁ,JAIR MESSIAS BOLSONARO,1241,0.10962897526501766,1519,0.1309144186848229,0.215991429930208,11320,0.6163297238072644,0.8438053625203655,0.021285443419805233
INDEPENDÊNCIA,FERNANDO HADDAD,8286,0.4291707670792977,13418,0.7157793662648032,0.1387324661664292,19307,0.3252560199894062,1.286082225510451,0.2866085991855055
INDEPENDÊNCIA,JAIR MESSIAS BOLSONARO,4067,0.21064898741389135,5328,0.28422063373519685,0.2671600812300064,19307,0.3252560199894062,1.286082225510451,0.0735716463213055
INDIANÓPOLIS,FERNANDO HADDAD,1888,0.3116025746822908,2470,0.4162453656892484,0.1427336638542319,6059,0.3290364940602642,1.3965338389717112,0.10464279100695761
INDIANÓPOLIS,JAIR MESSIAS BOLSONARO,2839,0.4685591681795676,3464,0.5837546343107516,0.0776657302172717,6059,0.3290364940602642,1.3965338389717112,0.11519546613118398
IPATINGA,FERNANDO HADDAD,20012,0.1552087857541726,32082,0.2588656774224783,0.014896695749485,128936,0.47384608591413047,1.1571412290643244,0.10365689166830569
IPATINGA,JAIR MESSIAS BOLSONARO,85504,0.6631507104299807,91851,0.7411343225775218,0.0077386187520033,128936,0.47384608591413047,1.1571412290643244,0.07798361214754101
IPUEIRAS,FERNANDO HADDAD,7788,0.37085714285714283,16255,0.7858731386578999,0.1902462056970993,21000,0.3582367074829932,1.1987631083582024,0.41501599580075704
IPUEIRAS,JAIR MESSIAS BOLSONARO,3012,0.14342857142857143,4429,0.21412686134210018,0.0941578135803869,21000,0.3582367074829932,1.1987631083582024,0.07069828991352875
IRACEMA,FERNANDO HADDAD,5451,0.43628941892108214,8373,0.7072387870597179,0.1411737222049335,12494,0.32256220619961934,1.2869148555052683,0.27094936813863574
IRACEMA,JAIR MESSIAS BOLSONARO,3291,0.26340643508884265,3466,0.2927612129402821,0.2968071134666705,12494,0.32256220619961934,1.2869148555052683,0.029354777851439473
IRATI,FERNANDO HADDAD,8418,0.22862574687669746,13090,0.35380290826531163,0.163620043972702,36820,0.3371370609282618,1.4542475329897229,0.12517716138861418
IRATI,JAIR MESSIAS BOLSONARO,19177,0.5208310700706138,23908,0.6461970917346883,0.0861639020113052,36820,0.3371370609282618,1.4542475329897229,0.1253660216640745
ITABAIANA,FERNANDO HADDAD,27782,0.4409421324953179,41289,0.6591685558287301,0.0407541915124307,63006,0.30727197513857496,1.407237215644377,0.21822642333341224
ITABAIANA,JAIR MESSIAS BOLSONARO,18005,0.2857664349427039,21349,0.3408314441712698,0.020051256575234,63006,0.30727197513857496,1.407237215644377,0.05506500922856594
ITABORAÍ,FERNANDO HADDAD,26031,0.21895581518584875,38886,0.3398234728655073,0.0194156092256664,118887,0.38941502423708696,1.3042821901676322,0.12086765767965854
